General information,,time (s),O2 (%),DPT (Pa),CO (%),CO2 (%),PDM (-),PDC (-),Mass (g),Methane MFM (slpm),APT (kPa),HFM (kW/m2),Cold Trap TC (K),Stack TC (K),Smoke TC (K),Cone Heater TC (K),Spare TC (K),Soot MFM (g/s)

Test,,0,20.96036213,106.826779,0.00249609,0.04775728,1.001349,1.000322,-0.740606,-0.0015,102.3214,0,269.901,329.653,333.282,1141.797,0,0
Standard used,ISO 5660-1,1,20.95253988,108.676046,0.00209893,0.04647449,1.001247,1.000363,-0.740606,-0.0009,102.3231,0,269.895,329.726,333.323,1141.733,0,0
Date of test,26/02/2019,2,20.94471763,110.525314,0.00170178,0.0451917,1.001146,1.000405,-0.740606,-0.0004,102.3247,0,269.889,329.798,333.363,1141.669,0,0
Time of test,12:08,3,20.94445541,109.123725,0.00155139,0.04572558,0.999793,1.000358,-0.740606,-0.0024,102.323,0,269.893,329.82,333.397,1141.621,0,0
Heat flux (kW/m²),50,4,20.94815897,107.990048,0.00154518,0.0477013,1.000435,1.000355,-0.740606,-0.0032,102.3237,0,269.892,329.825,333.404,1141.61,0,0
Nominal duct flow rate (l/s),24,5,20.95105922,111.086868,0.00170026,0.04876574,1.001475,1.000314,-0.740606,-0.0003,102.3241,0,269.894,329.833,333.409,1141.607,0,0
Sampling interval (s),1,6,20.95239981,108.133877,0.00176257,0.04731745,1.000466,1.000324,-0.740606,0.0001,102.3241,0,269.885,329.845,333.408,1141.613,0,0
Separation (mm),60,7,20.94991015,106.808498,0.00156616,0.04554285,1.000872,1.000407,-0.740606,-0.0001,102.3207,0,269.887,329.827,333.415,1141.654,0,0
Orientation,Horizontal,8,20.94556732,107.314645,0.00147761,0.04496439,1.000174,1.000383,-0.740606,0.0016,102.3203,0,269.901,329.85,333.415,1141.656,0,0
Edge frame?,Yes,9,20.94679678,105.266299,0.00145179,0.04590644,1.000063,1.000328,-0.740606,0.0015,102.3212,0,269.905,329.838,333.426,1142.238,0,0
Grid?,No,10,20.95076369,103.829609,0.00164373,0.04842068,1.001092,1.000338,-0.740606,-0.0003,102.3204,0,269.892,329.857,333.464,1141.789,0,0
Non-scrubbed?,Yes,11,20.95135087,104.656132,0.0018757,0.04869862,1.000537,1.000278,-0.740606,-0.0003,102.3217,0,269.887,329.9,333.494,1145.073,0,0
Substrate used? {Y/N},No,12,20.95061177,107.752799,0.00186718,0.04675241,1.000215,1.000238,-0.740606,-0.0035,102.3203,0,269.888,329.896,333.534,1146.39,0,0
Substrate,none,13,20.94895267,106.735468,0.00166205,0.0452365,0.999546,1.000189,-0.740606,-0.0061,102.3218,0,269.894,329.903,333.546,1146.811,0,0
Additional specimen preparation details,,14,20.94546903,108.174778,0.00152338,0.04503178,0.999377,1.000155,-0.740606,-0.0001,102.3224,0,269.896,329.903,333.524,1142.737,0,0
,,15,20.94747216,107.822529,0.00148917,0.04647346,1.001187,1.000127,-0.740606,-0.0017,102.3206,0,269.891,329.861,333.476,1141.583,0,0
Specimen,,16,20.95126309,107.116425,0.00155244,0.04862663,1.002062,1.000121,-0.740606,-0.0001,102.3199,0,269.897,329.839,333.464,1141.647,0,0
Sample description,After 3 mon WT_CG15,17,20.95296461,106.260454,0.00174067,0.04850068,0.999578,1.000154,-0.740606,0.0018,102.3216,0,269.897,329.836,333.472,1141.677,0,0
Material name/ID,,18,20.95201707,107.165254,0.00171934,0.04667526,1.000943,1.000141,-0.740606,-0.0017,102.3197,0,269.888,329.851,333.481,1141.637,0,0
Specimen number,,19,20.94963271,110.150601,0.00147483,0.04517191,1.00002,1.000124,-0.740606,-0.0013,102.3202,0,269.899,329.868,333.516,1141.63,0,0
E (MJ/kg),13.1,20,20.94735644,107.780419,0.00140941,0.04522635,0.999247,1.000088,-0.740606,-0.0002,102.3202,0,269.897,329.886,333.577,1141.608,0,0
Initial mass (g),55.941,21,20.95029166,104.620207,0.001466,0.04662452,0.999921,1.000013,-0.740606,-0.003,102.3214,0,269.896,329.918,333.642,1141.584,0,0
Thickness (mm),12.5,22,20.95378242,106.338103,0.00158833,0.04859203,0.999201,1.000017,-0.740606,-0.0009,102.322,0,269.89,329.945,333.608,1141.558,0,0
Surface area (cm²),88.4,23,20.9550171,107.860779,0.00180997,0.04766206,1.000264,1.000089,-0.740606,-0.0014,102.3216,0,269.891,329.88,333.572,1141.54,0,0
Sponsor,,24,20.9534942,106.841533,0.00165652,0.04597886,1.00075,1.000096,-0.740606,-0.0025,102.3225,0,269.902,329.859,333.549,1141.573,0,0
Manufacturer,,25,20.94913911,104.696254,0.00150675,0.04514815,0.99971,1.000093,-0.740606,0.0014,102.3225,0,269.887,329.838,333.549,1141.606,0,0
Test start time (s),82,26,20.94763901,105.312761,0.0013848,0.04524098,0.998995,1.000148,-0.740606,0.0016,102.3214,0,269.89,329.85,333.57,1141.637,0,0
Time to ignition (s),18,27,20.9510545,106.517719,0.00138617,0.04646562,0.999646,1.000163,-0.740606,0.0005,102.3198,0,269.89,329.842,333.56,1141.904,0,0
Time to flameout (s),1060,28,20.95268516,108.464267,0.00165614,0.04873201,1.000787,1.000163,-0.740606,0.0014,102.321,0,269.899,329.867,333.592,1141.948,0,0
End of test criterion,ISO 5660-1:2002,29,20.9530412,108.188753,0.00189217,0.04778799,0.999763,1.000097,-0.740606,0.0011,102.323,0,269.9,329.876,333.616,1141.771,0,0
User EOT time (s),,30,20.94960681,106.485343,0.00182299,0.04592179,1.0013,1.000057,-0.740606,0.0018,102.3205,0,269.883,329.872,333.62,1141.736,0,0
MLR EOT mass (g/m²),150,31,20.94456858,110.449392,0.00172716,0.04503673,1.000108,1.000117,-0.740606,0.0023,102.3224,0,269.881,329.854,333.554,1141.891,0,0
MLR EOT time period (s),60,32,20.94258376,111.186449,0.00175091,0.04550184,0.999925,1.000135,-0.740606,-0.0013,102.3228,0,269.895,329.836,333.552,1142.027,0,0
Truncate graphs at EOT?,No,33,20.94588441,110.369349,0.00190872,0.04747426,1.000251,1.000113,-0.740606,0.001,102.323,0,269.891,329.863,333.614,1142.077,0,0
Smooth data?,No,34,20.94863685,108.319485,0.00220925,0.0489282,0.999438,1.000151,-0.740606,-0.0018,102.3225,0,269.895,329.899,333.639,1142.11,0,0
Correct O2 for pressure?,No,35,20.94897488,106.670504,0.00237923,0.04763168,1.000131,1.000108,-0.740606,-0.0027,102.3227,0,269.89,329.883,333.652,1138.85,0,0
,,36,20.94798742,104.897587,0.00216635,0.04550806,0.999948,1.000115,-0.740606,-0.001,102.322,0,269.891,329.867,333.642,1139.322,0,0
Specifications: apparatus,,37,20.94388103,108.042063,0.00199188,0.04492391,0.999221,1.000143,-0.740606,-0.0006,102.3218,0,269.892,329.864,333.607,1141.659,0,0
C-factor (SI units),0.044939,38,20.94475466,107.349321,0.00186067,0.04583528,0.999556,1.000094,-0.740606,0.0005,102.3215,0,269.895,329.821,333.562,1144.758,0,0
OD correction factor,0.97963,39,20.9490559,107.91573,0.0018452,0.04757673,0.999514,1.000112,-0.740606,-0.0002,102.323,0,269.89,329.813,333.611,1142.717,0,0
Duct diameter (m),0.114,40,20.95256764,105.869758,0.00204409,0.04849109,0.99926,1.000132,-0.740606,-0.0013,102.3216,0,269.876,329.851,333.664,1141.975,0,0
O2 delay time (s),0,41,20.9526287,106.92997,0.00198793,0.0468279,1.000455,1.000146,-0.740606,0.0002,102.3214,0,269.898,329.904,333.739,1141.78,0,0
CO2 delay time (s),0,42,20.94821135,107.541178,0.00170927,0.04532553,1.000405,1.000138,-0.740606,0.0012,102.3217,0,269.887,329.93,333.769,1141.647,0,0
CO delay time (s),0,43,20.94357065,107.279209,0.00151531,0.04497569,0.998925,1.000124,-0.740606,0.0019,102.3207,0,269.888,329.974,333.794,1141.699,0,0
,,44,20.94482391,112.634067,0.00143633,0.04643214,0.998802,1.000077,-0.740606,0.0021,102.3204,0,269.889,329.953,333.78,1141.747,0,0
Laboratory,,45,20.94894286,111.07308,0.00146298,0.04802973,0.99933,1.000065,-0.740606,0.0002,102.3204,0,269.887,329.901,333.695,1141.67,0,0
