General information,,time (s),O2 (%),DPT (Pa),CO (%),CO2 (%),PDM (-),PDC (-),Mass (g),Methane MFM (slpm),APT (kPa),HFM (kW/m2),Cold Trap TC (K),Stack TC (K),Smoke TC (K),Cone Heater TC (K),Spare TC (K),Soot MFM (g/s)

Test,,0,20.9509093,103.580972,0.00142358,0.0505035,0.997429,0.998871,6.93E+38,-0.0046,102.3277,0,269.765,330.582,333.683,1141.702,0,0
Standard used,ISO 5660-1,1,20.95298455,106.146192,0.00165676,0.04861739,0.997754,0.998675,6.93E+38,-0.0036,102.3247,0,269.755,330.567,333.671,1141.598,0,0
Date of test,26/02/2019,2,20.9550598,108.711412,0.00188993,0.04673127,0.998078,0.998479,6.93E+38,-0.0026,102.3217,0,269.745,330.552,333.659,1141.494,0,0
Time of test,11:44,3,20.95324443,105.844665,0.00176572,0.04487078,0.998161,0.99848,6.93E+38,-0.0022,102.3196,0,269.763,330.556,333.661,1141.424,0,0
Heat flux (kW/m²),50,4,20.9487409,108.781335,0.00167806,0.04415606,0.997416,0.998306,6.93E+38,0,102.3209,0,269.764,330.588,333.743,1141.348,0,0
Nominal duct flow rate (l/s),24,5,20.94904307,109.295536,0.00167875,0.04478582,0.997435,0.998178,6.93E+38,0.0013,102.3219,0,269.784,330.643,333.818,1141.322,0,0
Sampling interval (s),1,6,20.95275861,110.450555,0.00178754,0.04642066,0.997535,0.998123,6.93E+38,0.0007,102.3221,0,269.78,330.674,333.86,1144.006,0,0
Separation (mm),60,7,20.95528624,105.063229,0.00208695,0.04761798,0.996405,0.998103,6.93E+38,0.0008,102.3211,0,269.774,330.698,333.904,1142.047,0,0
Orientation,Horizontal,8,20.95530883,108.261043,0.00217444,0.04611467,0.996901,0.998013,6.93E+38,0.0015,102.3228,0,269.773,330.699,333.896,1141.299,0,0
Edge frame?,Yes,9,20.95274229,108.418162,0.00204419,0.04466488,0.996823,0.997956,6.93E+38,0.0003,102.3221,0,269.781,330.693,333.846,1141.322,0,0
Grid?,No,10,20.94837613,106.848753,0.00193954,0.04415373,0.996051,0.997881,6.93E+38,0.0008,102.3223,0,269.774,330.613,333.75,1141.339,0,0
Non-scrubbed?,Yes,11,20.94950226,105.49782,0.00192757,0.04589177,0.996722,0.997787,6.93E+38,-0.0013,102.3209,0,269.758,330.583,333.684,1141.381,0,0
Substrate used? {Y/N},No,12,20.9547901,109.900517,0.00201017,0.04759305,0.997234,0.997624,6.93E+38,-0.0019,102.3197,0,269.759,330.554,333.64,1141.417,0,0
Substrate,none,13,20.9559756,106.881013,0.00229658,0.04845785,0.99674,0.997485,6.93E+38,0,102.3217,0,269.771,330.507,333.638,1141.467,0,0
Additional specimen preparation details,,14,20.95510388,105.266629,0.00237245,0.04705915,0.996468,0.997477,6.93E+38,0.001,102.3224,0,269.772,330.532,333.703,1141.512,0,0
,,15,20.95334696,108.369915,0.00216579,0.04533226,0.996812,0.997387,6.93E+38,-0.0019,102.3227,0,269.766,330.56,333.705,1141.55,0,0
Specimen,,16,20.9485771,107.796877,0.00202268,0.04489196,0.995845,0.997315,6.93E+38,-0.0025,102.3202,0,269.769,330.543,333.708,1141.578,0,0
Sample description,After 3 mon WT_ChP_14,17,20.95009105,107.005928,0.00193743,0.0460467,0.996854,0.997237,6.93E+38,-0.0044,102.3215,0,269.76,330.519,333.685,1141.602,0,0
Material name/ID,,18,20.95381746,105.459476,0.00204213,0.04839041,0.996003,0.997152,6.93E+38,-0.0023,102.3213,0,269.762,330.48,333.653,1141.63,0,0
Specimen number,,19,20.95563658,105.544118,0.00221902,0.04812542,0.995609,0.997014,6.93E+38,-0.0012,102.3214,0,269.766,330.455,333.634,1141.656,0,0
E (MJ/kg),13.1,20,20.95466734,107.322617,0.00211038,0.04602313,0.996264,0.996991,6.93E+38,-0.0008,102.3224,0,269.759,330.46,333.65,1141.667,0,0
Initial mass (g),49.426,21,20.95067942,104.957312,0.00185729,0.04433215,0.997834,0.996994,6.93E+38,-0.0021,102.3215,0,269.76,330.498,333.707,1141.697,0,0
Thickness (mm),12.5,22,20.94803534,104.836966,0.00181937,0.04480975,0.996612,0.996896,6.93E+38,-0.0019,102.3201,0,269.761,330.527,333.766,1141.713,0,0
Surface area (cm²),88.4,23,20.95081316,107.809812,0.00187756,0.04644284,0.995363,0.996955,6.93E+38,-0.0024,102.3211,0,269.766,330.521,333.757,1141.725,0,0
Sponsor,,24,20.95286418,110.222846,0.00201553,0.04799108,0.995966,0.996925,6.93E+38,-0.0007,102.3209,0,269.757,330.505,333.756,1141.74,0,0
Manufacturer,,25,20.95369658,105.13909,0.00216861,0.04726961,0.996132,0.996888,6.93E+38,-0.002,102.3203,0,269.759,330.502,333.774,1141.746,0,0
Test start time (s),136,26,20.95228137,104.005029,0.00196205,0.04523482,0.99517,0.996893,6.93E+38,-0.0014,102.3204,0,269.751,330.504,333.764,1141.775,0,0
Time to ignition (s),6,27,20.94800951,107.161296,0.00165896,0.04475463,0.994316,0.996819,6.93E+38,-0.0013,102.3192,0,269.755,330.472,333.738,1141.767,0,0
Time to flameout (s),653,28,20.94638436,108.839948,0.00147035,0.045116,0.994931,0.996918,6.93E+38,-0.0014,102.3203,0,269.768,330.431,333.667,1141.753,0,0
End of test criterion,ISO 5660-1:2002,29,20.94969193,105.346704,0.00151451,0.04745338,0.996568,0.997225,6.93E+38,-0.002,102.3203,0,269.758,330.365,333.531,1141.766,0,0
User EOT time (s),,30,20.95280099,105.572891,0.00167404,0.04894367,0.996612,0.997422,6.93E+38,0.0004,102.3206,0,269.759,330.285,333.433,1141.79,0,0
MLR EOT mass (g/m²),150,31,20.95365977,106.422918,0.00178663,0.04733399,0.996684,0.99775,6.93E+38,0.0009,102.3213,0,269.763,330.21,333.353,1141.776,0,0
