General information,,time (s),O2 (%),DPT (Pa),CO (%),CO2 (%),PDM (-),PDC (-),Mass (g),Methane MFM (slpm),APT (kPa),HFM (kW/m2),Cold Trap TC (K),Stack TC (K),Smoke TC (K),Cone Heater TC (K),Spare TC (K),Soot MFM (g/s)

Test,,0,20.9603864,100.909899,0.00237498,0.04417297,0.998372,1.000602,-1.058139,-0.0001,101.7398,0,269.807,329.941,332.655,1134.63,0,0
Standard used,ISO 5660-1,1,20.9529199,102.711724,0.00203254,0.04363935,0.998928,1.000629,-1.058139,-0.0012,101.7418,0,269.807,329.964,332.684,1139.12,0,0
Date of test,15/11/2018,2,20.94545339,104.513549,0.00169009,0.04310573,0.999483,1.000657,-1.058139,-0.0023,101.7437,0,269.807,329.987,332.712,1143.61,0,0
Time of test,12:46,3,20.94630632,108.051972,0.00151218,0.04389132,1.000683,1.000652,-1.058139,0.0003,101.7431,0,269.807,329.999,332.734,1144.363,0,0
Heat flux (kW/m²),50,4,20.94995199,107.328088,0.00163758,0.04637971,0.99926,1.000733,-1.058139,0.0016,101.7436,0,269.799,330.013,332.74,1144.023,0,0
Nominal duct flow rate (l/s),24,5,20.95196563,110.798622,0.0017727,0.04647342,1.000436,1.000832,-1.058139,0.001,101.7431,0,269.811,329.972,332.652,1143.716,0,0
Sampling interval (s),1,6,20.95159985,112.245313,0.00179023,0.04457221,0.999841,1.00094,-1.058139,0.0021,101.7423,0,269.809,329.87,332.556,1143.386,0,0
Separation (mm),60,7,20.94813264,107.650899,0.00168566,0.04314616,0.999591,1.001039,-1.058139,0.0005,101.7419,0,269.794,329.782,332.467,1143.098,0,0
Orientation,Horizontal,8,20.94461579,109.409404,0.00160985,0.0431177,1.00044,1.001168,-1.058139,-0.0009,101.7401,0,269.813,329.773,332.448,1142.816,0,0
Edge frame?,Yes,9,20.94697933,107.43878,0.00165651,0.04438542,1.000399,1.001327,-1.058139,-0.0012,101.7398,0,269.807,329.759,332.451,1142.503,0,0
Grid?,No,10,20.95143392,105.404972,0.00175327,0.04654862,0.999548,1.001387,-1.058139,-0.0006,101.7404,0,269.818,329.769,332.445,1142.207,0,0
Non-scrubbed?,Yes,11,20.95386958,109.105373,0.00193003,0.04597826,1.001169,1.001509,-1.058139,0.0012,101.7403,0,269.8,329.743,332.408,1141.914,0,0
Substrate used? {Y/N},No,12,20.95313698,109.820553,0.00191306,0.04418922,1.001582,1.001704,-1.058139,0.001,101.7405,0,269.806,329.719,332.371,1141.643,0,0
Substrate,none,13,20.9493138,108.378502,0.00178921,0.04299456,1.001133,1.001804,-1.058139,0.0011,101.7413,0,269.802,329.667,332.334,1141.414,0,0
Additional specimen preparation details,,14,20.94671871,108.372264,0.00175456,0.04317468,1.001677,1.001945,-1.058139,0.0016,101.739,0,269.812,329.616,332.274,1141.207,0,0
,,15,20.94963264,111.106124,0.00181651,0.04486366,1.001152,1.002247,-1.058139,0.0013,101.7397,0,269.802,329.566,332.215,1141.005,0,0
Specimen,,16,20.95292883,110.45005,0.00203393,0.04669296,1.002187,1.002435,-1.058139,-0.0006,101.7402,0,269.794,329.527,332.17,1140.838,0,0
Sample description,after WT_Chi+G_3,17,20.95410031,109.855748,0.00215912,0.04611589,1.001123,1.002562,-1.058139,0.0006,101.7412,0,269.804,329.533,332.194,1140.651,0,0
Material name/ID,,18,20.95266534,110.094736,0.00189631,0.04386426,1.000121,1.002665,-1.058139,-0.0024,101.7405,0,269.814,329.596,332.257,1140.5,0,0
Specimen number,,19,20.94824615,111.62978,0.00164369,0.04287934,1.001114,1.002752,-1.058139,-0.001,101.7405,0,269.821,329.621,332.242,1140.344,0,0
E (MJ/kg),13.1,20,20.94685786,109.588874,0.00144569,0.04312811,1.00263,1.002846,-1.058139,0.0006,101.7408,0,269.805,329.569,332.188,1140.199,0,0
Initial mass (g),48.754,21,20.95043682,105.108103,0.00137784,0.04493736,1.003738,1.002857,-1.058139,-0.0002,101.7409,0,269.798,329.544,332.156,1140.074,0,0
Thickness (mm),12.5,22,20.95341504,106.542252,0.00154503,0.04652517,1.00165,1.002971,-1.058139,-0.0009,101.7411,0,269.809,329.526,332.173,1139.973,0,0
Surface area (cm²),88.4,23,20.95413119,109.470684,0.00162742,0.04530841,1.002066,1.00311,-1.058139,0.0008,101.7397,0,269.808,329.5,332.136,1138.053,0,0
Sponsor,,24,20.95207554,109.672936,0.00145127,0.04350751,1.001375,1.003164,-1.058139,-0.0025,101.7395,0,269.799,329.449,332.027,1135.415,0,0
Manufacturer,,25,20.947616,112.263871,0.0013402,0.04288859,1.002001,1.003349,-1.058139,-0.0009,101.7401,0,269.805,329.351,331.923,1134.902,0,0
Test start time (s),79,26,20.94729345,110.765113,0.00135476,0.04362884,1.001035,1.003469,-1.058139,0.0009,101.741,0,269.786,329.3,331.919,1138.694,0,0
Time to ignition (s),12,27,20.95015435,106.683067,0.00145754,0.0450538,1.00147,1.003487,-1.058139,0.0015,101.7432,0,269.79,329.37,331.962,1139.792,0,0
