Time (s),t * EHF (kJ/m2),HRR (kW/m2),MLR (g/s-m2),THR (MJ/m2)
0.0,0.0,,884.21,
5.0,500.0,2.1,8.96,0.01
10.0,1000.0,102.1,191.81,0.52
15.0,1500.0,516.1,23.89,3.1
20.0,2000.0,775.3,30.11,6.98
25.0,2500.0,910.8,34.5,11.53
30.0,3000.0,987.1,36.95,16.47
35.0,3500.0,1087.4,37.84,21.9
40.0,4000.0,1150.5,38.11,27.66
45.0,4500.0,1100.2,37.52,33.16
50.0,5000.0,1088.2,36.72,38.6
55.0,5500.0,1091.9,35.77,44.06
60.0,6000.0,1055.3,33.29,49.33
65.0,6500.0,978.3,31.09,54.23
70.0,7000.0,888.6,29.17,58.67
75.0,7500.0,792.6,27.48,62.63
80.0,8000.0,738.5,26.17,66.33
85.0,8500.0,681.2,23.91,69.73
90.0,9000.0,626.2,22.07,72.86
95.0,9500.0,578.5,19.8,75.75
100.0,10000.0,503.8,18.45,78.27
105.0,10500.0,444.8,16.66,80.5
110.0,11000.0,392.5,14.86,82.46
115.0,11500.0,358.3,13.82,84.25
120.0,12000.0,317.4,12.55,85.84
125.0,12500.0,295.3,11.52,87.31
130.0,13000.0,275.3,10.3,88.69
135.0,13500.0,260.7,9.12,89.99
140.0,14000.0,237.5,8.6,91.18
145.0,14500.0,210.0,7.8,92.23
150.0,15000.0,187.7,6.13,93.17
155.0,15500.0,157.3,4.05,93.96
160.0,16000.0,118.4,2.35,94.55
165.0,16500.0,76.3,1.49,94.93
170.0,17000.0,47.3,1.08,95.17
175.0,17500.0,39.3,0.77,95.36
180.0,18000.0,37.9,0.67,95.55
185.0,18500.0,37.5,0.61,95.74
190.0,19000.0,36.8,0.88,95.92
195.0,19500.0,36.4,1.19,96.11
200.0,20000.0,37.4,1.33,96.29
205.0,20500.0,37.2,1.22,96.48
210.0,21000.0,37.2,1.0,96.67
215.0,21500.0,35.6,0.71,96.84
220.0,22000.0,36.4,0.92,97.03
225.0,22500.0,36.2,1.34,97.21
230.0,23000.0,36.5,0.99,97.39
235.0,23500.0,34.5,0.64,97.56
240.0,24000.0,34.1,2.37,97.73
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
