Time (s),t * EHF (kJ/m2),HRR (kW/m2),MLR (g/s-m2),THR (MJ/m2)
0.0,0.0,,-5.73,
5.0,125.0,,1.96,
10.0,250.0,,-1.17,
15.0,375.0,,0.73,
20.0,500.0,,0.53,
25.0,625.0,,0.77,
30.0,750.0,,-0.3,
35.0,875.0,,-1.02,
40.0,1000.0,,-0.42,
45.0,1125.0,,0.19,
50.0,1250.0,,0.5,
55.0,1375.0,,-0.31,
60.0,1500.0,,0.19,
65.0,1625.0,,0.19,
70.0,1750.0,,0.33,
75.0,1875.0,,0.97,
80.0,2000.0,,0.37,
85.0,2125.0,,0.48,
90.0,2250.0,,0.13,
95.0,2375.0,,-0.77,
100.0,2500.0,,-0.17,
105.0,2625.0,,-0.04,
110.0,2750.0,,0.31,
115.0,2875.0,,-0.07,
120.0,3000.0,,-0.37,
125.0,3125.0,,-0.17,
130.0,3250.0,,0.15,
135.0,3375.0,,0.75,
140.0,3500.0,,0.4,
145.0,3625.0,,0.26,
150.0,3750.0,,0.55,
155.0,3875.0,,0.42,
160.0,4000.0,,0.35,
165.0,4125.0,,-0.19,
170.0,4250.0,,0.12,
175.0,4375.0,,1.25,
180.0,4500.0,,1.22,
185.0,4625.0,,1.24,
190.0,4750.0,,0.65,
195.0,4875.0,,0.78,
200.0,5000.0,,1.12,
205.0,5125.0,,0.37,
210.0,5250.0,,0.5,
215.0,5375.0,,0.99,
220.0,5500.0,,1.55,
225.0,5625.0,,2.1,
230.0,5750.0,1.7,1.59,0.01
235.0,5875.0,10.4,2.53,0.06
240.0,6000.0,37.7,3.42,0.25
245.0,6125.0,60.5,4.16,0.55
250.0,6250.0,66.4,4.58,0.88
255.0,6375.0,62.8,3.62,1.2
260.0,6500.0,58.8,3.96,1.49
265.0,6625.0,58.9,3.56,1.79
270.0,6750.0,62.8,4.02,2.1
275.0,6875.0,61.4,4.26,2.41
280.0,7000.0,63.1,3.4,2.72
285.0,7125.0,62.2,3.71,3.03
290.0,7250.0,63.6,4.01,3.35
295.0,7375.0,62.8,4.56,3.66
300.0,7500.0,63.3,4.95,3.98
305.0,7625.0,68.9,5.05,4.33
310.0,7750.0,84.3,5.17,4.75
315.0,7875.0,91.3,5.16,5.2
320.0,8000.0,92.5,4.62,5.67
325.0,8125.0,89.3,4.46,6.11
330.0,8250.0,88.8,4.36,6.56
335.0,8375.0,87.1,4.52,6.99
340.0,8500.0,85.9,4.75,7.42
345.0,8625.0,86.7,4.41,7.86
350.0,8750.0,83.9,4.32,8.27
355.0,8875.0,84.0,4.23,8.7
360.0,9000.0,81.9,4.24,9.1
365.0,9125.0,80.9,4.04,9.51
370.0,9250.0,80.8,3.8,9.91
375.0,9375.0,78.5,3.51,10.31
380.0,9500.0,78.6,3.79,10.7
385.0,9625.0,74.6,3.87,11.07
390.0,9750.0,74.5,3.69,11.44
395.0,9875.0,75.6,3.86,11.82
400.0,10000.0,71.6,3.65,12.18
405.0,10125.0,71.3,3.65,12.54
410.0,10250.0,69.6,3.42,12.88
415.0,10375.0,68.8,2.88,13.23
420.0,10500.0,66.1,3.07,13.56
425.0,10625.0,66.3,3.31,13.89
430.0,10750.0,65.9,3.14,14.22
435.0,10875.0,63.8,3.5,14.54
440.0,11000.0,62.9,2.77,14.85
445.0,11125.0,62.1,2.08,15.16
450.0,11250.0,60.8,2.71,15.47
455.0,11375.0,60.5,3.15,15.77
460.0,11500.0,59.9,3.49,16.07
465.0,11625.0,59.7,2.85,16.37
470.0,11750.0,57.5,2.44,16.66
475.0,11875.0,57.0,2.64,16.94
480.0,12000.0,56.6,2.76,17.22
485.0,12125.0,56.1,2.64,17.5
490.0,12250.0,55.0,2.31,17.78
495.0,12375.0,54.7,2.24,18.05
500.0,12500.0,54.3,2.58,18.32
505.0,12625.0,52.5,2.48,18.59
510.0,12750.0,52.9,2.02,18.85
515.0,12875.0,51.2,2.19,19.11
520.0,13000.0,51.9,2.5,19.37
525.0,13125.0,50.6,2.82,19.62
530.0,13250.0,49.8,3.07,19.87
535.0,13375.0,49.9,2.26,20.12
540.0,13500.0,48.9,1.75,20.36
545.0,13625.0,47.6,1.71,20.6
550.0,13750.0,48.0,1.86,20.84
555.0,13875.0,45.8,2.25,21.07
560.0,14000.0,46.8,2.64,21.3
565.0,14125.0,45.4,2.49,21.53
570.0,14250.0,44.5,2.25,21.75
575.0,14375.0,42.7,2.36,21.97
580.0,14500.0,42.4,1.87,22.18
585.0,14625.0,43.3,1.78,22.4
590.0,14750.0,42.0,1.79,22.61
595.0,14875.0,41.8,2.26,22.81
600.0,15000.0,39.7,2.22,23.01
605.0,15125.0,39.7,1.68,23.21
610.0,15250.0,39.3,1.46,23.41
615.0,15375.0,39.1,1.45,23.6
620.0,15500.0,39.1,1.83,23.8
625.0,15625.0,37.0,2.01,23.98
630.0,15750.0,36.2,1.61,24.16
635.0,15875.0,36.0,2.22,24.34
640.0,16000.0,36.3,2.04,24.53
645.0,16125.0,35.0,1.41,24.7
650.0,16250.0,33.7,1.53,24.87
655.0,16375.0,34.8,1.39,25.04
660.0,16500.0,32.4,2.0,25.21
665.0,16625.0,31.7,1.49,25.36
670.0,16750.0,31.9,1.1,25.52
675.0,16875.0,32.8,1.26,25.69
680.0,17000.0,31.7,2.01,25.85
685.0,17125.0,31.4,2.25,26.0
690.0,17250.0,30.8,1.67,26.16
695.0,17375.0,30.3,1.25,26.31
700.0,17500.0,28.5,0.91,26.45
705.0,17625.0,29.2,1.89,26.6
710.0,17750.0,29.1,1.6,26.74
715.0,17875.0,29.2,1.43,26.89
720.0,18000.0,28.2,1.17,27.03
725.0,18125.0,27.6,1.25,27.17
730.0,18250.0,26.9,1.98,27.3
735.0,18375.0,27.9,2.16,27.44
740.0,18500.0,27.8,2.04,27.58
745.0,18625.0,26.9,1.59,27.71
750.0,18750.0,25.7,1.47,27.84
755.0,18875.0,24.9,1.54,27.97
