Time (s),t * EHF (kJ/m2),HRR (kW/m2),MLR (g/s-m2),THR (MJ/m2)
0.0,0.0,,2.84,
5.0,500.0,,-13.05,
10.0,1000.0,,-0.19,
15.0,1500.0,3.6,4.78,0.02
20.0,2000.0,75.3,12.1,0.39
25.0,2500.0,188.0,15.45,1.33
30.0,3000.0,219.3,14.89,2.43
35.0,3500.0,221.8,14.29,3.54
40.0,4000.0,240.2,15.5,4.74
45.0,4500.0,275.1,16.44,6.12
50.0,5000.0,318.7,21.66,7.71
55.0,5500.0,338.9,22.26,9.4
60.0,6000.0,333.0,18.0,11.07
65.0,6500.0,314.3,14.04,12.64
70.0,7000.0,295.1,11.96,14.12
75.0,7500.0,276.6,12.23,15.5
80.0,8000.0,256.9,12.73,16.78
85.0,8500.0,238.0,11.16,17.97
90.0,9000.0,224.5,9.05,19.1
95.0,9500.0,208.6,11.61,20.14
100.0,10000.0,203.4,12.37,21.16
105.0,10500.0,194.9,14.66,22.13
110.0,11000.0,193.9,15.48,23.1
115.0,11500.0,192.5,15.47,24.06
120.0,12000.0,190.3,14.09,25.01
125.0,12500.0,179.7,11.26,25.91
130.0,13000.0,171.4,10.46,26.77
135.0,13500.0,164.0,10.44,27.59
140.0,14000.0,155.3,9.04,28.37
145.0,14500.0,151.7,6.82,29.12
150.0,15000.0,150.5,5.64,29.88
155.0,15500.0,143.3,7.96,30.59
160.0,16000.0,134.1,8.85,31.26
165.0,16500.0,131.1,5.08,31.92
170.0,17000.0,131.2,1.61,32.58
175.0,17500.0,125.6,-1.28,33.2
180.0,18000.0,118.8,2.93,33.8
185.0,18500.0,116.7,7.96,34.38
190.0,19000.0,121.0,10.28,34.99
195.0,19500.0,125.2,9.26,35.61
200.0,20000.0,132.0,6.24,36.27
205.0,20500.0,132.8,4.94,36.94
210.0,21000.0,135.8,7.77,37.62
215.0,21500.0,134.2,7.72,38.29
220.0,22000.0,136.3,5.28,38.97
225.0,22500.0,130.6,2.35,39.62
230.0,23000.0,131.0,1.93,40.28
235.0,23500.0,131.9,6.23,40.94
240.0,24000.0,131.6,9.55,41.59
245.0,24500.0,130.2,8.41,42.24
250.0,25000.0,129.9,7.49,42.89
255.0,25500.0,129.7,6.37,43.54
260.0,26000.0,134.6,8.6,44.22
265.0,26500.0,139.6,8.81,44.91
270.0,27000.0,140.1,7.88,45.61
275.0,27500.0,149.6,6.78,46.36
280.0,28000.0,152.6,8.74,47.12
285.0,28500.0,155.4,13.63,47.9
290.0,29000.0,162.2,15.6,48.71
295.0,29500.0,185.4,17.03,49.64
300.0,30000.0,199.9,20.15,50.64
305.0,30500.0,217.6,20.99,51.73
310.0,31000.0,230.0,17.18,52.88
315.0,31500.0,255.1,14.83,54.15
320.0,32000.0,263.5,11.9,55.47
325.0,32500.0,237.5,14.88,56.66
330.0,33000.0,220.4,11.38,57.76
335.0,33500.0,217.8,10.77,58.85
340.0,34000.0,215.3,13.81,59.93
345.0,34500.0,213.7,14.48,60.99
350.0,35000.0,230.5,14.12,62.15
355.0,35500.0,240.9,9.69,63.35
360.0,36000.0,232.9,9.82,64.52
365.0,36500.0,222.3,13.02,65.63
370.0,37000.0,217.5,13.42,66.72
375.0,37500.0,209.9,12.28,67.76
380.0,38000.0,200.4,10.99,68.77
385.0,38500.0,197.7,9.7,69.76
390.0,39000.0,191.3,8.74,70.71
395.0,39500.0,191.3,6.59,71.67
