Time (s),t * EHF (kJ/m2),HRR (kW/m2),MLR (g/s-m2),THR (MJ/m2)
0.0,0.0,,4.59,
5.0,150.0,,-1.58,
10.0,300.0,,2.55,
15.0,450.0,,1.2,
20.0,600.0,,1.85,
25.0,750.0,,0.71,
30.0,900.0,,0.87,
35.0,1050.0,,1.02,
40.0,1200.0,,1.54,
45.0,1350.0,,2.2,
50.0,1500.0,,0.49,
55.0,1650.0,,0.6,
60.0,1800.0,,0.69,
65.0,1950.0,,3.1,
70.0,2100.0,,4.39,
75.0,2250.0,,2.93,
80.0,2400.0,,0.92,
85.0,2550.0,,1.58,
90.0,2700.0,,0.25,
95.0,2850.0,,-0.42,
100.0,3000.0,,0.75,
105.0,3150.0,,2.94,
110.0,3300.0,,4.24,
115.0,3450.0,,2.78,
120.0,3600.0,,2.62,
125.0,3750.0,,2.63,
130.0,3900.0,,3.89,
135.0,4050.0,,4.6,
140.0,4200.0,,3.78,
145.0,4350.0,,4.16,
150.0,4500.0,,2.78,
155.0,4650.0,,-0.25,
160.0,4800.0,,2.66,
165.0,4950.0,,4.61,
170.0,5100.0,,5.12,
175.0,5250.0,,5.67,
180.0,5400.0,,3.27,
185.0,5550.0,,6.5,
190.0,5700.0,1.8,10.7,0.01
195.0,5850.0,22.6,11.83,0.12
200.0,6000.0,144.1,11.64,0.84
205.0,6150.0,219.0,8.53,1.94
210.0,6300.0,159.5,6.32,2.74
215.0,6450.0,104.6,6.51,3.26
220.0,6600.0,60.8,4.85,3.56
225.0,6750.0,29.4,4.33,3.71
230.0,6900.0,14.7,4.91,3.78
235.0,7050.0,6.1,3.56,3.81
240.0,7200.0,3.8,4.62,3.83
245.0,7350.0,2.6,4.43,3.85
250.0,7500.0,3.2,3.29,3.86
255.0,7650.0,2.5,2.87,3.87
260.0,7800.0,2.1,0.66,3.88
265.0,7950.0,2.9,1.08,3.9
270.0,8100.0,2.8,1.08,3.91
275.0,8250.0,2.5,1.44,3.93
280.0,8400.0,3.2,3.41,3.94
285.0,8550.0,2.3,3.73,3.95
290.0,8700.0,1.6,4.69,3.96
295.0,8850.0,2.8,1.53,3.97
300.0,9000.0,3.1,0.16,3.99
305.0,9150.0,2.1,8.69,4.0
310.0,9300.0,2.2,-1.34,4.01
315.0,9450.0,3.1,6.65,4.03
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
