Time (s),t * EHF (kJ/m2),HRR (kW/m2),MLR (g/s-m2),THR (MJ/m2)
0.0,0.0,,-10.12,
5.0,375.0,,4.46,
10.0,750.0,,-0.66,
15.0,1125.0,,2.04,
20.0,1500.0,1.4,5.07,0.01
25.0,1875.0,22.7,10.42,0.12
30.0,2250.0,145.9,14.52,0.85
35.0,2625.0,250.5,19.93,2.1
40.0,3000.0,318.8,19.31,3.7
45.0,3375.0,350.2,19.66,5.45
50.0,3750.0,370.9,18.36,7.3
55.0,4125.0,364.7,17.4,9.13
60.0,4500.0,353.6,18.34,10.89
65.0,4875.0,344.1,15.85,12.61
70.0,5250.0,336.9,14.2,14.3
75.0,5625.0,309.4,13.58,15.85
80.0,6000.0,292.2,12.11,17.31
85.0,6375.0,267.3,11.21,18.64
90.0,6750.0,235.6,9.67,19.82
95.0,7125.0,211.8,9.42,20.88
100.0,7500.0,194.2,9.21,21.85
105.0,7875.0,179.7,9.37,22.75
110.0,8250.0,166.2,7.64,23.58
115.0,8625.0,152.9,7.11,24.35
120.0,9000.0,139.9,8.42,25.05
125.0,9375.0,129.5,6.12,25.69
130.0,9750.0,121.0,6.52,26.3
135.0,10125.0,115.7,4.21,26.88
140.0,10500.0,113.6,3.22,27.44
145.0,10875.0,111.0,4.49,28.0
150.0,11250.0,109.1,3.64,28.54
155.0,11625.0,106.4,4.36,29.08
160.0,12000.0,105.2,4.5,29.6
165.0,12375.0,103.4,4.12,30.12
170.0,12750.0,99.1,5.85,30.62
175.0,13125.0,95.8,6.65,31.09
180.0,13500.0,92.2,6.86,31.56
185.0,13875.0,92.3,4.97,32.02
190.0,14250.0,90.2,4.68,32.47
195.0,14625.0,87.2,3.39,32.9
200.0,15000.0,84.5,4.96,33.33
205.0,15375.0,82.5,4.13,33.74
210.0,15750.0,81.1,3.7,34.14
215.0,16125.0,78.2,3.38,34.54
220.0,16500.0,76.5,1.39,34.92
225.0,16875.0,74.9,3.03,35.29
230.0,17250.0,73.2,2.45,35.66
235.0,17625.0,72.9,3.77,36.02
240.0,18000.0,71.5,5.82,36.38
245.0,18375.0,69.7,5.1,36.73
250.0,18750.0,68.8,4.14,37.07
255.0,19125.0,67.4,3.1,37.41
260.0,19500.0,66.9,1.0,37.74
265.0,19875.0,65.0,2.77,38.07
270.0,20250.0,65.5,3.3,38.4
275.0,20625.0,63.6,2.09,38.71
280.0,21000.0,63.6,1.32,39.03
285.0,21375.0,63.8,0.41,39.35
290.0,21750.0,62.8,2.71,39.67
295.0,22125.0,61.6,3.06,39.97
300.0,22500.0,62.4,5.21,40.29
305.0,22875.0,61.2,5.1,40.59
310.0,23250.0,61.2,2.98,40.9
315.0,23625.0,60.2,4.12,41.2
320.0,24000.0,61.4,0.79,41.5
325.0,24375.0,61.5,3.17,41.81
330.0,24750.0,63.0,3.07,42.13
335.0,25125.0,62.7,2.86,42.44
340.0,25500.0,62.9,2.44,42.76
345.0,25875.0,64.3,0.91,43.08
350.0,26250.0,64.8,1.72,43.4
355.0,26625.0,64.9,3.24,43.73
360.0,27000.0,65.1,4.74,44.05
365.0,27375.0,65.2,4.61,44.38
370.0,27750.0,65.5,4.54,44.7
375.0,28125.0,68.3,3.21,45.05
380.0,28500.0,69.4,2.21,45.39
385.0,28875.0,69.9,0.16,45.74
390.0,29250.0,69.7,1.26,46.09
395.0,29625.0,70.0,3.18,46.44
400.0,30000.0,70.3,3.09,46.79
405.0,30375.0,70.4,3.05,47.14
410.0,30750.0,70.6,0.65,47.5
415.0,31125.0,72.4,2.5,47.86
420.0,31500.0,72.0,3.65,48.22
425.0,31875.0,71.7,4.33,48.58
430.0,32250.0,71.7,4.36,48.94
435.0,32625.0,72.2,4.17,49.3
440.0,33000.0,73.8,2.64,49.67
445.0,33375.0,74.2,1.01,50.04
450.0,33750.0,74.9,1.78,50.41
455.0,34125.0,75.2,2.45,50.79
460.0,34500.0,74.7,6.11,51.16
465.0,34875.0,76.2,2.95,51.54
470.0,35250.0,77.0,3.68,51.93
475.0,35625.0,76.7,4.0,52.31
480.0,36000.0,77.5,4.83,52.7
485.0,36375.0,77.9,4.48,53.09
490.0,36750.0,79.7,0.77,53.49
495.0,37125.0,78.2,-0.37,53.88
500.0,37500.0,77.9,-0.23,54.27
505.0,37875.0,77.2,4.21,54.65
510.0,38250.0,78.0,4.24,55.04
515.0,38625.0,79.6,5.12,55.44
520.0,39000.0,78.7,5.16,55.83
525.0,39375.0,79.2,2.04,56.23
530.0,39750.0,79.8,2.33,56.63
535.0,40125.0,80.1,3.07,57.03
540.0,40500.0,80.3,2.37,57.43
545.0,40875.0,80.7,3.5,57.83
550.0,41250.0,81.7,2.56,58.24
555.0,41625.0,82.7,3.61,58.66
560.0,42000.0,83.6,4.78,59.07
565.0,42375.0,84.0,3.17,59.49
570.0,42750.0,84.9,3.84,59.92
575.0,43125.0,84.9,3.67,60.34
580.0,43500.0,86.5,3.71,60.78
585.0,43875.0,85.4,3.87,61.2
590.0,44250.0,84.9,1.62,61.63
595.0,44625.0,86.4,2.47,62.06
600.0,45000.0,84.7,3.53,62.48
605.0,45375.0,86.4,4.67,62.91
610.0,45750.0,87.9,4.33,63.35
615.0,46125.0,88.3,3.65,63.8
620.0,46500.0,88.0,4.18,64.24
625.0,46875.0,88.1,4.18,64.68
630.0,47250.0,88.5,5.2,65.12
635.0,47625.0,88.8,4.65,65.56
640.0,48000.0,90.2,1.95,66.01
645.0,48375.0,89.0,2.67,66.46
650.0,48750.0,89.8,3.31,66.91
655.0,49125.0,90.3,4.04,67.36
660.0,49500.0,90.6,5.82,67.81
665.0,49875.0,89.7,2.3,68.26
670.0,50250.0,91.3,1.29,68.72
675.0,50625.0,91.3,0.73,69.17
680.0,51000.0,91.2,1.71,69.63
685.0,51375.0,90.2,5.99,70.08
690.0,51750.0,92.1,5.49,70.54
695.0,52125.0,94.2,5.86,71.01
700.0,52500.0,93.3,3.49,71.48
705.0,52875.0,93.6,0.91,71.95
710.0,53250.0,92.1,4.46,72.41
715.0,53625.0,94.0,2.59,72.88
720.0,54000.0,94.5,4.54,73.35
725.0,54375.0,94.2,4.83,73.82
730.0,54750.0,94.4,2.51,74.29
735.0,55125.0,95.6,3.35,74.77
740.0,55500.0,94.9,2.6,75.24
745.0,55875.0,96.3,2.99,75.73
750.0,56250.0,94.5,6.31,76.2
755.0,56625.0,95.4,6.74,76.68
760.0,57000.0,95.5,5.82,77.15
765.0,57375.0,96.0,4.66,77.63
770.0,57750.0,96.9,3.6,78.12
775.0,58125.0,96.0,3.48,78.6
780.0,58500.0,95.7,2.75,79.08
785.0,58875.0,98.9,1.69,79.57
790.0,59250.0,99.2,3.56,80.07
795.0,59625.0,98.4,4.93,80.56
800.0,60000.0,99.2,4.57,81.05
805.0,60375.0,99.3,5.41,81.55
810.0,60750.0,99.5,1.73,82.05
815.0,61125.0,99.7,3.63,82.55
820.0,61500.0,98.9,5.49,83.04
825.0,61875.0,98.9,3.68,83.54
830.0,62250.0,99.6,6.32,84.03
835.0,62625.0,99.7,3.58,84.53
840.0,63000.0,100.9,2.52,85.04
845.0,63375.0,101.0,4.41,85.54
850.0,63750.0,101.0,2.85,86.05
855.0,64125.0,102.0,5.89,86.56
860.0,64500.0,101.6,6.87,87.07
865.0,64875.0,101.1,4.01,87.57
870.0,65250.0,101.9,2.99,88.08
875.0,65625.0,101.8,2.07,88.59
880.0,66000.0,103.7,2.32,89.11
885.0,66375.0,103.5,4.1,89.63
890.0,66750.0,103.0,6.04,90.14
895.0,67125.0,103.9,5.28,90.66
900.0,67500.0,102.5,3.83,91.17
905.0,67875.0,103.2,4.18,91.69
910.0,68250.0,102.6,3.68,92.2
915.0,68625.0,104.2,4.25,92.72
920.0,69000.0,102.6,5.48,93.24
925.0,69375.0,103.6,2.24,93.75
930.0,69750.0,104.5,2.35,94.28
935.0,70125.0,104.6,3.04,94.8
940.0,70500.0,103.7,2.54,95.32
945.0,70875.0,104.7,4.82,95.84
950.0,71250.0,105.6,5.51,96.37
955.0,71625.0,104.8,7.07,96.89
960.0,72000.0,104.4,6.71,97.42
965.0,72375.0,105.7,5.98,97.94
970.0,72750.0,104.7,2.95,98.47
975.0,73125.0,105.8,1.72,99.0
980.0,73500.0,107.7,3.53,99.54
985.0,73875.0,107.2,4.45,100.07
990.0,74250.0,107.2,5.91,100.61
995.0,74625.0,106.2,2.71,101.14
1000.0,75000.0,106.4,2.48,101.67
1005.0,75375.0,107.5,3.69,102.21
1010.0,75750.0,105.4,6.31,102.74
1015.0,76125.0,107.1,7.83,103.27
1020.0,76500.0,106.8,5.95,103.81
1025.0,76875.0,107.0,5.14,104.34
1030.0,77250.0,107.6,2.64,104.88
1035.0,77625.0,106.6,2.01,105.41
1040.0,78000.0,107.3,2.66,105.95
1045.0,78375.0,106.4,4.36,106.48
1050.0,78750.0,108.3,6.5,107.02
1055.0,79125.0,108.8,4.53,107.57
1060.0,79500.0,107.9,4.22,108.1
1065.0,79875.0,109.0,2.39,108.65
1070.0,80250.0,109.1,4.14,109.2
1075.0,80625.0,107.8,6.98,109.73
1080.0,81000.0,108.0,4.34,110.27
1085.0,81375.0,108.9,3.75,110.82
1090.0,81750.0,109.4,2.51,111.37
1095.0,82125.0,107.8,2.3,111.91
1100.0,82500.0,109.6,5.03,112.45
1105.0,82875.0,109.2,5.62,113.0
1110.0,83250.0,109.3,4.18,113.55
1115.0,83625.0,108.4,5.37,114.09
1120.0,84000.0,109.7,5.08,114.64
1125.0,84375.0,109.2,6.25,115.18
1130.0,84750.0,109.1,7.2,115.73
1135.0,85125.0,109.5,5.48,116.27
1140.0,85500.0,107.9,5.29,116.81
1145.0,85875.0,109.5,4.42,117.36
1150.0,86250.0,112.2,1.98,117.92
1155.0,86625.0,107.8,0.83,118.46
1160.0,87000.0,108.5,1.94,119.0
1165.0,87375.0,109.0,3.1,119.55
1170.0,87750.0,110.0,6.82,120.1
1175.0,88125.0,109.7,6.2,120.65
1180.0,88500.0,109.5,4.38,121.2
1185.0,88875.0,109.2,4.06,121.74
1190.0,89250.0,109.0,4.31,122.29
1195.0,89625.0,109.4,6.57,122.83
1200.0,90000.0,110.1,4.87,123.38
1205.0,90375.0,111.4,3.8,123.94
1210.0,90750.0,109.9,1.76,124.49
1215.0,91125.0,110.6,2.8,125.04
1220.0,91500.0,110.5,5.34,125.59
1225.0,91875.0,111.0,4.27,126.15
1230.0,92250.0,112.4,6.12,126.71
1235.0,92625.0,111.3,5.41,127.27
1240.0,93000.0,112.7,4.0,127.83
1245.0,93375.0,110.4,5.26,128.38
1250.0,93750.0,112.5,4.58,128.95
1255.0,94125.0,111.7,5.65,129.5
1260.0,94500.0,111.7,6.65,130.06
1265.0,94875.0,113.2,5.09,130.63
1270.0,95250.0,111.3,6.03,131.19
1275.0,95625.0,112.6,3.96,131.75
1280.0,96000.0,111.7,3.43,132.31
1285.0,96375.0,111.0,3.45,132.86
1290.0,96750.0,111.3,4.69,133.42
1295.0,97125.0,111.4,5.43,133.98
1300.0,97500.0,110.4,4.34,134.53
1305.0,97875.0,110.9,5.68,135.08
1310.0,98250.0,111.7,4.59,135.64
1315.0,98625.0,111.6,3.43,136.2
1320.0,99000.0,109.8,1.31,136.75
1325.0,99375.0,110.6,2.22,137.3
1330.0,99750.0,111.0,5.21,137.86
1335.0,100125.0,111.5,5.36,138.41
1340.0,100500.0,113.4,4.9,138.98
1345.0,100875.0,112.7,2.74,139.54
1350.0,101250.0,110.5,3.42,140.1
1355.0,101625.0,111.3,4.87,140.65
1360.0,102000.0,110.3,6.15,141.2
1365.0,102375.0,112.2,5.6,141.77
1370.0,102750.0,111.9,6.2,142.32
1375.0,103125.0,112.1,5.52,142.89
1380.0,103500.0,110.6,3.88,143.44
1385.0,103875.0,111.8,3.97,144.0
1390.0,104250.0,111.8,1.53,144.56
1395.0,104625.0,111.6,2.74,145.11
1400.0,105000.0,111.6,5.41,145.67
1405.0,105375.0,112.0,7.45,146.23
1410.0,105750.0,111.9,7.51,146.79
1415.0,106125.0,111.4,4.19,147.35
1420.0,106500.0,111.2,0.61,147.9
1425.0,106875.0,111.7,2.98,148.46
1430.0,107250.0,111.3,4.8,149.02
1435.0,107625.0,111.1,7.12,149.58
1440.0,108000.0,111.0,6.15,150.13
1445.0,108375.0,109.2,1.97,150.68
1450.0,108750.0,108.9,3.28,151.22
1455.0,109125.0,109.2,2.77,151.77
1460.0,109500.0,111.8,3.2,152.33
1465.0,109875.0,110.5,4.4,152.88
1470.0,110250.0,109.5,4.08,153.43
1475.0,110625.0,109.4,4.24,153.97
1480.0,111000.0,111.4,5.99,154.53
1485.0,111375.0,111.0,6.03,155.09
1490.0,111750.0,109.7,5.92,155.63
1495.0,112125.0,111.3,6.31,156.19
1500.0,112500.0,111.3,4.43,156.75
1505.0,112875.0,110.2,4.55,157.3
1510.0,113250.0,108.9,4.52,157.84
1515.0,113625.0,109.2,3.99,158.39
1520.0,114000.0,110.6,2.21,158.94
1525.0,114375.0,109.1,3.51,159.49
1530.0,114750.0,109.6,3.84,160.03
1535.0,115125.0,109.0,4.42,160.58
1540.0,115500.0,108.4,2.95,161.12
1545.0,115875.0,109.5,1.22,161.67
1550.0,116250.0,108.1,3.0,162.21
1555.0,116625.0,107.6,3.41,162.75
1560.0,117000.0,109.3,4.74,163.29
1565.0,117375.0,108.3,5.16,163.84
1570.0,117750.0,108.1,5.14,164.38
1575.0,118125.0,108.3,5.24,164.92
1580.0,118500.0,107.1,2.58,165.45
1585.0,118875.0,107.7,0.83,165.99
1590.0,119250.0,107.7,3.11,166.53
1595.0,119625.0,107.1,3.76,167.07
1600.0,120000.0,107.8,4.78,167.61
1605.0,120375.0,108.5,6.77,168.15
1610.0,120750.0,106.5,6.51,168.68
1615.0,121125.0,107.0,7.35,169.21
1620.0,121500.0,106.8,5.61,169.75
1625.0,121875.0,106.4,3.17,170.28
1630.0,122250.0,106.8,1.79,170.81
1635.0,122625.0,106.0,3.12,171.34
1640.0,123000.0,106.5,3.86,171.88
1645.0,123375.0,106.2,3.35,172.41
1650.0,123750.0,108.0,3.7,172.95
1655.0,124125.0,106.3,0.6,173.48
1660.0,124500.0,106.6,4.0,174.01
1665.0,124875.0,105.5,5.04,174.54
1670.0,125250.0,106.3,4.08,175.07
1675.0,125625.0,105.5,3.17,175.6
1680.0,126000.0,105.6,1.45,176.13
1685.0,126375.0,104.9,3.29,176.65
1690.0,126750.0,104.5,3.42,177.17
1695.0,127125.0,104.7,3.33,177.7
1700.0,127500.0,103.3,4.79,178.21
1705.0,127875.0,103.6,7.05,178.73
1710.0,128250.0,103.4,6.04,179.25
1715.0,128625.0,103.7,4.64,179.77
1720.0,129000.0,103.3,3.55,180.28
1725.0,129375.0,103.3,1.62,180.8
1730.0,129750.0,104.0,3.46,181.32
1735.0,130125.0,101.9,3.36,181.83
1740.0,130500.0,102.0,2.59,182.34
1745.0,130875.0,103.4,3.35,182.86
1750.0,131250.0,102.8,4.13,183.37
1755.0,131625.0,100.8,5.07,183.88
1760.0,132000.0,102.1,5.44,184.39
1765.0,132375.0,103.1,3.22,184.9
1770.0,132750.0,102.3,1.71,185.41
1775.0,133125.0,101.2,4.09,185.92
1780.0,133500.0,101.9,4.59,186.43
1785.0,133875.0,101.5,4.97,186.94
1790.0,134250.0,101.4,2.43,187.44
1795.0,134625.0,100.4,1.04,187.94
1800.0,135000.0,100.1,2.04,188.44
1805.0,135375.0,100.4,4.51,188.95
1810.0,135750.0,99.9,7.02,189.45
1815.0,136125.0,100.1,6.8,189.95
1820.0,136500.0,101.1,5.41,190.45
1825.0,136875.0,100.2,1.53,190.95
1830.0,137250.0,99.1,1.48,191.45
1835.0,137625.0,99.6,3.01,191.95
1840.0,138000.0,98.0,2.39,192.44
1845.0,138375.0,100.8,2.39,192.94
1850.0,138750.0,98.5,1.4,193.43
1855.0,139125.0,99.7,3.19,193.93
1860.0,139500.0,100.4,3.7,194.43
1865.0,139875.0,99.5,3.06,194.93
1870.0,140250.0,99.2,3.06,195.43
1875.0,140625.0,98.0,2.09,195.92
1880.0,141000.0,99.1,3.59,196.41
1885.0,141375.0,99.1,2.8,196.91
1890.0,141750.0,98.2,2.57,197.4
1895.0,142125.0,97.6,3.26,197.89
1900.0,142500.0,98.4,3.0,198.38
1905.0,142875.0,98.1,4.7,198.87
1910.0,143250.0,97.7,3.73,199.36
1915.0,143625.0,98.0,5.36,199.85
1920.0,144000.0,97.2,3.86,200.33
1925.0,144375.0,98.4,1.77,200.83
1930.0,144750.0,97.9,3.7,201.32
1935.0,145125.0,98.7,3.47,201.81
1940.0,145500.0,96.1,5.41,202.29
1945.0,145875.0,96.9,3.66,202.77
1950.0,146250.0,96.9,1.46,203.26
1955.0,146625.0,96.4,0.96,203.74
1960.0,147000.0,96.4,1.83,204.22
1965.0,147375.0,95.4,3.04,204.7
1970.0,147750.0,95.7,4.28,205.18
1975.0,148125.0,95.5,5.65,205.66
1980.0,148500.0,96.2,4.76,206.14
1985.0,148875.0,95.8,5.04,206.62
1990.0,149250.0,95.2,3.74,207.09
1995.0,149625.0,95.4,4.05,207.57
2000.0,150000.0,93.4,5.41,208.04
2005.0,150375.0,94.5,2.54,208.51
2010.0,150750.0,94.7,1.26,208.98
2015.0,151125.0,93.7,0.57,209.45
2020.0,151500.0,95.6,-0.17,209.93
2025.0,151875.0,93.5,1.81,210.4
2030.0,152250.0,93.0,3.83,210.86
2035.0,152625.0,95.1,5.86,211.34
2040.0,153000.0,93.3,5.92,211.8
2045.0,153375.0,93.2,5.57,212.27
2050.0,153750.0,92.8,3.2,212.73
2055.0,154125.0,92.4,1.12,213.19
2060.0,154500.0,93.3,0.86,213.66
2065.0,154875.0,93.1,-0.22,214.13
2070.0,155250.0,92.0,2.73,214.59
2075.0,155625.0,92.3,2.81,215.05
2080.0,156000.0,92.5,2.43,215.51
2085.0,156375.0,92.0,1.94,215.97
2090.0,156750.0,92.8,1.34,216.43
2095.0,157125.0,91.9,3.66,216.89
2100.0,157500.0,91.7,4.89,217.35
2105.0,157875.0,91.9,4.55,217.81
2110.0,158250.0,90.6,3.62,218.27
2115.0,158625.0,93.3,2.66,218.73
2120.0,159000.0,91.9,2.71,219.19
2125.0,159375.0,91.6,3.09,219.65
2130.0,159750.0,91.6,2.6,220.11
2135.0,160125.0,90.6,1.3,220.56
2140.0,160500.0,91.1,0.88,221.02
2145.0,160875.0,89.8,2.36,221.46
2150.0,161250.0,91.5,2.06,221.92
2155.0,161625.0,91.2,2.78,222.38
2160.0,162000.0,91.7,3.07,222.84
2165.0,162375.0,91.7,4.73,223.29
2170.0,162750.0,91.7,6.22,223.75
2175.0,163125.0,90.7,4.8,224.21
2180.0,163500.0,89.6,4.2,224.65
2185.0,163875.0,91.2,1.61,225.11
2190.0,164250.0,89.8,3.15,225.56
2195.0,164625.0,90.2,4.01,226.01
2200.0,165000.0,89.6,2.33,226.46
2205.0,165375.0,89.6,2.68,226.91
2210.0,165750.0,89.7,1.35,227.36
2215.0,166125.0,90.8,2.95,227.81
2220.0,166500.0,89.1,3.71,228.25
2225.0,166875.0,90.1,3.28,228.71
2230.0,167250.0,89.3,3.78,229.15
2235.0,167625.0,89.3,3.13,229.6
2240.0,168000.0,89.1,2.6,230.04
2245.0,168375.0,88.7,0.73,230.49
2250.0,168750.0,88.7,-0.56,230.93
2255.0,169125.0,88.6,-0.37,231.37
2260.0,169500.0,88.4,1.63,231.82
2265.0,169875.0,87.4,5.08,232.25
2270.0,170250.0,87.3,4.82,232.69
2275.0,170625.0,87.5,3.01,233.13
2280.0,171000.0,87.9,1.77,233.57
2285.0,171375.0,87.2,1.75,234.0
2290.0,171750.0,87.0,5.16,234.44
2295.0,172125.0,86.2,2.94,234.87
2300.0,172500.0,87.4,0.52,235.31
2305.0,172875.0,85.6,-0.77,235.73
