Time (s),t * EHF (kJ/m2),HRR (kW/m2),MLR (g/s-m2),THR (MJ/m2)
0.0,0.0,,-1.15,
5.0,175.0,,1.74,
10.0,350.0,,4.95,
15.0,525.0,1.6,10.86,0.01
20.0,700.0,38.6,15.19,0.2
25.0,875.0,198.5,18.24,1.19
30.0,1050.0,301.9,15.97,2.7
35.0,1225.0,252.6,14.12,3.97
40.0,1400.0,189.7,13.92,4.91
45.0,1575.0,206.9,13.24,5.95
50.0,1750.0,277.1,13.84,7.33
55.0,1925.0,240.8,11.12,8.54
60.0,2100.0,166.3,8.83,9.37
65.0,2275.0,134.6,7.31,10.04
70.0,2450.0,125.2,6.62,10.67
75.0,2625.0,112.5,7.94,11.23
80.0,2800.0,103.5,7.42,11.75
85.0,2975.0,98.1,7.72,12.24
90.0,3150.0,95.9,7.0,12.72
95.0,3325.0,92.9,6.08,13.18
100.0,3500.0,92.6,5.59,13.65
105.0,3675.0,90.7,3.43,14.1
110.0,3850.0,91.1,4.75,14.55
115.0,4025.0,89.0,5.81,15.0
120.0,4200.0,88.6,6.84,15.44
125.0,4375.0,90.5,6.56,15.89
130.0,4550.0,89.3,4.84,16.34
135.0,4725.0,89.2,5.61,16.79
140.0,4900.0,87.8,5.94,17.23
145.0,5075.0,88.8,6.4,17.67
150.0,5250.0,87.9,5.94,18.11
155.0,5425.0,87.0,7.29,18.54
160.0,5600.0,86.1,8.01,18.98
165.0,5775.0,85.6,8.0,19.4
170.0,5950.0,85.1,6.75,19.83
175.0,6125.0,79.1,5.46,20.22
180.0,6300.0,78.4,6.19,20.62
185.0,6475.0,74.8,6.15,20.99
190.0,6650.0,75.0,5.96,21.37
195.0,6825.0,74.8,5.7,21.74
200.0,7000.0,73.5,4.28,22.11
205.0,7175.0,76.1,3.66,22.49
210.0,7350.0,77.3,4.36,22.87
215.0,7525.0,79.4,4.76,23.27
220.0,7700.0,87.3,7.04,23.71
225.0,7875.0,100.5,8.93,24.21
230.0,8050.0,114.3,8.18,24.78
235.0,8225.0,135.0,8.67,25.46
240.0,8400.0,151.0,9.45,26.21
245.0,8575.0,162.8,8.97,27.02
250.0,8750.0,167.5,8.18,27.86
255.0,8925.0,171.2,7.35,28.72
260.0,9100.0,175.2,7.28,29.59
265.0,9275.0,175.3,9.08,30.47
270.0,9450.0,171.7,9.22,31.33
275.0,9625.0,164.4,9.5,32.15
280.0,9800.0,159.9,8.7,32.95
285.0,9975.0,156.2,7.61,33.73
290.0,10150.0,155.3,5.91,34.51
295.0,10325.0,155.5,5.78,35.29
300.0,10500.0,151.1,5.57,36.04
305.0,10675.0,148.9,6.33,36.79
310.0,10850.0,150.5,7.8,37.54
315.0,11025.0,149.4,7.06,38.29
320.0,11200.0,148.7,6.52,39.03
325.0,11375.0,148.3,7.06,39.77
330.0,11550.0,149.2,5.85,40.52
335.0,11725.0,147.8,7.41,41.26
340.0,11900.0,148.9,8.37,42.0
345.0,12075.0,147.5,5.67,42.74
350.0,12250.0,148.1,6.9,43.48
355.0,12425.0,146.1,5.14,44.21
360.0,12600.0,146.5,5.62,44.94
365.0,12775.0,140.0,7.57,45.64
370.0,12950.0,140.7,6.22,46.34
375.0,13125.0,137.1,6.0,47.03
380.0,13300.0,136.8,4.9,47.71
385.0,13475.0,135.6,4.08,48.39
390.0,13650.0,130.6,4.23,49.05
395.0,13825.0,131.0,3.7,49.7
400.0,14000.0,127.4,4.48,50.34
405.0,14175.0,123.5,5.74,50.95
410.0,14350.0,125.3,6.91,51.58
415.0,14525.0,125.1,7.33,52.21
420.0,14700.0,120.4,4.85,52.81
425.0,14875.0,118.3,3.59,53.4
430.0,15050.0,118.3,3.94,53.99
435.0,15225.0,113.6,3.47,54.56
440.0,15400.0,113.3,4.73,55.13
445.0,15575.0,109.9,3.44,55.68
450.0,15750.0,105.9,2.83,56.2
455.0,15925.0,105.5,3.45,56.73
460.0,16100.0,102.4,3.54,57.24
465.0,16275.0,100.4,6.12,57.75
470.0,16450.0,101.5,4.9,58.25
475.0,16625.0,97.5,4.91,58.74
480.0,16800.0,95.8,3.61,59.22
485.0,16975.0,94.0,2.82,59.69
490.0,17150.0,91.0,2.93,60.15
495.0,17325.0,91.1,1.71,60.6
500.0,17500.0,90.0,3.73,61.05
505.0,17675.0,89.7,4.54,61.5
510.0,17850.0,88.1,5.57,61.94
515.0,18025.0,85.4,3.32,62.37
520.0,18200.0,86.6,2.34,62.8
525.0,18375.0,83.8,2.36,63.22
530.0,18550.0,82.9,3.35,63.63
535.0,18725.0,82.7,4.05,64.05
540.0,18900.0,83.8,3.39,64.47
545.0,19075.0,80.4,4.13,64.87
550.0,19250.0,80.1,3.62,65.27
555.0,19425.0,80.7,3.6,65.67
560.0,19600.0,79.2,2.75,66.07
565.0,19775.0,79.3,2.82,66.46
570.0,19950.0,77.9,1.32,66.85
575.0,20125.0,77.1,1.16,67.24
580.0,20300.0,74.4,0.74,67.61
585.0,20475.0,74.6,1.28,67.98
590.0,20650.0,73.8,4.45,68.35
595.0,20825.0,73.3,4.59,68.72
600.0,21000.0,72.1,3.31,69.08
605.0,21175.0,70.3,3.04,69.43
610.0,21350.0,69.0,2.68,69.78
615.0,21525.0,68.6,3.52,70.12
620.0,21700.0,69.2,3.22,70.46
625.0,21875.0,67.7,0.31,70.8
630.0,22050.0,65.1,1.21,71.13
635.0,22225.0,65.0,2.83,71.45
640.0,22400.0,63.9,3.91,71.77
645.0,22575.0,64.1,3.41,72.09
650.0,22750.0,65.1,0.57,72.42
655.0,22925.0,61.1,1.89,72.72
660.0,23100.0,62.5,1.61,73.04
665.0,23275.0,60.7,2.37,73.34
670.0,23450.0,60.0,2.34,73.64
675.0,23625.0,59.2,0.88,73.94
