Time (s),t * EHF (kJ/m2),HRR (kW/m2),MLR (g/s-m2),THR (MJ/m2)
0.0,0.0,,0.95,
5.0,250.0,,2.74,
10.0,500.0,,4.5,
15.0,750.0,,2.15,
20.0,1000.0,,0.68,
25.0,1250.0,,-1.17,
30.0,1500.0,,2.24,
35.0,1750.0,,5.6,
40.0,2000.0,,6.28,
45.0,2250.0,1.3,9.49,0.01
50.0,2500.0,0.1,12.1,0.01
55.0,2750.0,5.6,15.18,0.04
60.0,3000.0,93.7,15.8,0.5
65.0,3250.0,234.3,12.45,1.68
70.0,3500.0,249.8,8.87,2.92
75.0,3750.0,155.9,6.51,3.7
80.0,4000.0,71.1,6.06,4.06
85.0,4250.0,34.5,8.75,4.23
90.0,4500.0,21.5,7.55,4.34
95.0,4750.0,17.6,8.28,4.43
100.0,5000.0,17.5,6.12,4.52
105.0,5250.0,17.1,6.69,4.6
110.0,5500.0,16.3,6.97,4.68
115.0,5750.0,14.8,4.14,4.76
120.0,6000.0,12.9,2.81,4.82
125.0,6250.0,12.8,2.5,4.88
130.0,6500.0,10.1,3.0,4.94
135.0,6750.0,8.5,5.04,4.98
140.0,7000.0,7.8,5.22,5.02
145.0,7250.0,6.5,4.78,5.05
150.0,7500.0,7.7,3.27,5.09
155.0,7750.0,6.1,3.01,5.12
160.0,8000.0,5.9,2.75,5.15
165.0,8250.0,5.5,4.09,5.18
170.0,8500.0,6.2,6.24,5.21
175.0,8750.0,5.8,2.9,5.24
180.0,9000.0,5.8,-7.01,5.26
185.0,9250.0,5.3,10.91,5.29
190.0,9500.0,5.7,0.15,5.32
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
