Time (s),t * EHF (kJ/m2),HRR (kW/m2),MLR (g/s-m2),THR (MJ/m2)
1025.0,25625.0,102.0,4.57,49.84
1030.0,25750.0,105.2,5.1,50.36
1035.0,25875.0,107.5,6.54,50.9
1040.0,26000.0,107.7,5.75,51.44
1045.0,26125.0,106.4,4.73,51.97
1050.0,26250.0,109.1,5.58,52.52
1055.0,26375.0,106.7,7.4,53.05
1060.0,26500.0,108.8,7.45,53.6
1065.0,26625.0,109.0,7.73,54.14
1070.0,26750.0,110.5,6.31,54.69
1075.0,26875.0,109.8,5.5,55.24
1080.0,27000.0,110.3,4.46,55.79
1085.0,27125.0,111.2,5.01,56.35
1090.0,27250.0,112.3,5.01,56.91
1095.0,27375.0,111.8,5.93,57.47
1100.0,27500.0,113.0,6.1,58.04
1105.0,27625.0,111.5,5.15,58.59
1110.0,27750.0,111.0,7.46,59.15
1115.0,27875.0,112.0,6.02,59.71
1120.0,28000.0,112.9,5.9,60.27
1125.0,28125.0,113.9,5.46,60.84
1130.0,28250.0,112.9,6.29,61.41
1135.0,28375.0,111.5,6.34,61.96
1140.0,28500.0,112.5,5.86,62.53
1145.0,28625.0,111.2,5.35,63.08
1150.0,28750.0,109.8,5.48,63.63
1155.0,28875.0,111.1,6.11,64.19
1160.0,29000.0,111.3,4.49,64.74
1165.0,29125.0,112.0,5.54,65.3
1170.0,29250.0,111.5,4.57,65.86
1175.0,29375.0,110.7,5.68,66.41
1180.0,29500.0,111.1,6.34,66.97
1185.0,29625.0,110.8,4.97,67.52
1190.0,29750.0,108.3,6.48,68.06
1195.0,29875.0,106.9,5.65,68.6
1200.0,30000.0,106.9,5.07,69.13
1205.0,30125.0,106.1,5.97,69.66
1210.0,30250.0,107.4,5.72,70.2
1215.0,30375.0,106.9,5.36,70.74
1220.0,30500.0,104.3,4.19,71.26
1225.0,30625.0,103.3,4.69,71.77
1230.0,30750.0,102.7,4.97,72.29
1235.0,30875.0,103.4,5.36,72.81
1240.0,31000.0,104.1,4.65,73.33
1245.0,31125.0,103.1,4.79,73.84
1250.0,31250.0,103.3,6.14,74.36
1255.0,31375.0,102.1,7.02,74.87
1260.0,31500.0,98.5,5.9,75.36
1265.0,31625.0,99.2,4.0,75.86
1270.0,31750.0,101.3,3.23,76.36
1275.0,31875.0,98.6,3.13,76.86
1280.0,32000.0,95.9,4.85,77.34
1285.0,32125.0,96.5,6.58,77.82
1290.0,32250.0,95.1,6.46,78.29
1295.0,32375.0,93.7,5.86,78.76
1300.0,32500.0,93.5,3.81,79.23
1305.0,32625.0,92.3,3.58,79.69
1310.0,32750.0,92.5,5.16,80.15
1315.0,32875.0,91.6,4.11,80.61
1320.0,33000.0,90.9,4.39,81.07
1325.0,33125.0,90.4,3.79,81.52
1330.0,33250.0,88.9,3.96,81.96
1335.0,33375.0,88.8,5.63,82.41
1340.0,33500.0,85.7,5.26,82.83
1345.0,33625.0,86.6,4.89,83.27
1350.0,33750.0,85.0,5.0,83.69
1355.0,33875.0,84.5,3.54,84.12
1360.0,34000.0,83.7,3.47,84.53
1365.0,34125.0,85.0,2.23,84.96
1370.0,34250.0,86.2,4.42,85.39
1375.0,34375.0,82.8,5.12,85.8
1380.0,34500.0,83.2,4.97,86.22
1385.0,34625.0,82.6,5.85,86.63
1390.0,34750.0,83.3,2.79,87.05
1395.0,34875.0,82.9,3.09,87.46
1400.0,35000.0,82.1,2.57,87.87
1405.0,35125.0,83.0,3.16,88.29
1410.0,35250.0,83.9,4.26,88.71
