Time (s),t * EHF (kJ/m2),HRR (kW/m2),MLR (g/s-m2),THR (MJ/m2)
0.0,0.0,,-1.52,
5.0,125.0,,0.5,
10.0,250.0,,-0.97,
15.0,375.0,,-0.44,
20.0,500.0,,-0.5,
25.0,625.0,,-0.05,
30.0,750.0,,-0.07,
35.0,875.0,,0.23,
40.0,1000.0,,0.6,
45.0,1125.0,,0.33,
50.0,1250.0,,-0.03,
55.0,1375.0,,-0.14,
59.9,1497.5,,-0.12,
65.0,1625.0,,-0.15,
70.0,1750.0,,-0.38,
74.9,1872.5,,-0.23,
80.0,2000.0,,0.75,
85.0,2125.0,,1.09,
89.9,2247.5,,1.19,
95.0,2375.0,,0.03,
100.0,2500.0,,-1.0,
105.0,2625.0,,-0.12,
110.0,2750.0,,-0.09,
115.0,2875.0,,0.67,
120.0,3000.0,,0.73,
125.0,3125.0,,-0.05,
130.0,3250.0,,0.38,
134.9,3372.5,,-0.2,
140.0,3500.0,,0.32,
145.0,3625.0,,1.11,
150.0,3750.0,,1.1,
155.0,3875.0,,0.81,
160.0,4000.0,,0.11,
165.0,4125.0,,0.1,
170.0,4250.0,,0.58,
175.0,4375.0,,1.08,
180.0,4500.0,,1.37,
184.9,4622.5,,0.47,
190.0,4750.0,,0.2,
195.0,4875.0,,-0.02,
200.0,5000.0,,0.6,
205.0,5125.0,,0.88,
210.0,5250.0,,0.77,
215.0,5375.0,,1.37,
219.9,5497.5,,1.5,
224.9,5622.5,,1.4,
230.0,5750.0,,0.67,
235.0,5875.0,,0.34,
240.0,6000.0,,0.72,
245.0,6125.0,,1.0,
250.0,6250.0,,0.8,
255.0,6375.0,,0.64,
259.9,6497.499999999999,,0.93,
264.9,6622.499999999999,,1.39,
270.0,6750.0,,0.86,
275.0,6875.0,,1.04,
280.0,7000.0,,0.36,
285.0,7125.0,,0.88,
290.0,7250.0,,1.39,
295.0,7375.0,,1.0,
300.0,7500.0,,1.65,
305.0,7625.0,1.5,2.57,0.01
310.0,7750.0,21.2,4.95,0.11
314.9,7872.499999999999,79.7,6.76,0.51
320.0,8000.0,119.3,8.41,1.11
325.0,8125.0,148.6,8.41,1.85
330.0,8250.0,157.1,7.15,2.64
334.9,8372.5,150.5,6.92,3.39
340.0,8500.0,140.5,6.33,4.09
345.0,8625.0,138.2,7.18,4.78
350.0,8750.0,133.5,7.65,5.45
354.9,8872.5,130.6,6.73,6.1
360.0,9000.0,125.0,6.79,6.73
365.0,9125.0,125.0,6.54,7.35
370.0,9250.0,123.4,6.23,7.97
375.0,9375.0,119.6,6.16,8.57
380.0,9500.0,114.3,5.46,9.14
385.0,9625.0,116.5,5.43,9.72
390.0,9750.0,112.5,5.55,10.29
394.9,9872.5,109.8,5.28,10.83
400.0,10000.0,110.2,5.67,11.39
405.0,10125.0,109.0,4.84,11.93
410.0,10250.0,105.1,5.02,12.46
415.0,10375.0,102.5,5.23,12.97
420.0,10500.0,101.4,4.8,13.48
425.0,10625.0,99.8,4.86,13.97
430.0,10750.0,98.6,4.66,14.47
435.0,10875.0,95.9,4.49,14.95
439.9,10997.5,93.9,4.29,15.42
444.9,11122.5,93.6,3.88,15.88
450.0,11250.0,91.7,4.11,16.34
455.0,11375.0,90.0,4.55,16.79
459.9,11497.5,87.9,4.31,17.23
465.0,11625.0,86.0,3.91,17.66
469.9,11747.5,84.7,3.64,18.08
475.0,11875.0,85.6,4.21,18.51
480.0,12000.0,85.4,4.38,18.94
484.9,12122.5,83.6,3.99,19.36
490.0,12250.0,83.5,3.74,19.78
495.0,12375.0,82.6,3.6,20.19
499.9,12497.5,79.2,3.11,20.58
505.0,12625.0,76.2,3.13,20.97
510.0,12750.0,75.9,3.31,21.35
515.0,12875.0,72.1,3.87,21.71
520.0,13000.0,72.1,3.3,22.07
525.0,13125.0,70.8,2.82,22.42
529.9,13247.5,68.9,2.11,22.76
535.0,13375.0,67.6,2.17,23.1
540.0,13500.0,66.2,3.15,23.43
545.0,13625.0,64.5,3.18,23.76
550.0,13750.0,64.7,3.1,24.08
555.0,13875.0,63.2,2.63,24.4
560.0,14000.0,61.2,2.96,24.7
565.0,14125.0,61.7,2.83,25.01
569.9,14247.5,62.0,2.72,25.32
575.0,14375.0,61.1,2.62,25.63
580.0,14500.0,58.1,2.47,25.92
585.0,14625.0,58.5,3.21,26.21
590.0,14750.0,57.1,3.15,26.49
595.0,14875.0,56.7,2.41,26.78
600.0,15000.0,56.3,2.58,27.06
605.0,15125.0,54.8,2.44,27.33
610.0,15250.0,53.9,2.56,27.6
615.0,15375.0,56.1,2.28,27.88
620.0,15500.0,54.5,1.89,28.16
625.0,15625.0,54.2,2.81,28.43
630.0,15750.0,52.6,3.21,28.69
635.0,15875.0,52.3,2.7,28.95
639.9,15997.5,51.3,2.27,29.21
