Time (s),HRRPUA (kW/m2),Uc HRRPUA (kW/m2)
0.0,-1.2791918177350508,-0.01645711871342913
1.0,-0.6365592387364422,-1.0833819835745848
2.0,1.1807841203049207,1.4034764835856837
3.0,1.3048579624245853,1.8340708115970716
4.0,1.1342174253467083,2.205688350437278
5.0,0.6536491630966402,1.9622390439377915
6.0,0.6450617426841968,2.7127116257884305
7.0,0.8147096177197549,1.363154458015008
8.0,1.619145454949442,2.238372888705256
9.0,1.850763934666259,3.046765007653831
10.0,1.4703675711504562,1.9734864310552187
11.0,1.021802020024242,0.9627254446607146
12.0,0.9459984354795399,2.1349610796671463
13.0,0.6564734760621566,3.1111321674752634
14.0,0.8527560529014102,3.880327994175612
15.0,1.180250775656497,2.7076693493960717
16.0,0.6011997196701735,0.8364417241396412
17.0,0.7618250639802149,1.3570770594855899
18.0,0.532814515909163,1.9234479529988262
19.0,0.4285210096077377,2.4398339259359467
20.0,0.7494656456535672,3.3129197556655043
21.0,0.7014772606630918,3.481211231259408
22.0,0.04137333051302039,1.954481089694722
23.0,-0.06601943982235296,-0.5406920318580859
24.0,-0.2639831479543741,-1.4675679122319962
25.0,-0.13878209924471707,-2.8351724150808875
26.0,0.189079917657349,3.184144088721747
27.0,-0.5770630539639179,-2.4662249678144565
28.0,-2.3708390554589474,-4.517323797331413
29.0,-3.496985266150799,-6.924897328238274
30.0,-0.9109057216147471,-1.9095226914236836
31.0,5.16700020998955,12.684294888828354
32.0,13.121784015801042,27.836172026361165
33.0,24.505288770976367,41.036453001681025
34.0,39.646568053114095,51.70545888895072
35.0,59.1199061237217,61.69705812740837
36.0,78.58292356770654,74.52739532216734
37.0,94.08732258920867,87.80539144991944
38.0,104.43792434011671,100.784992759099
39.0,111.54828999214722,111.43096881689085
40.0,118.97184260868012,116.39992139286038
41.0,128.4296295504388,110.42439488878375
42.0,144.24884826560654,88.8507329143323
43.0,162.18168417555503,55.2837140607117
44.0,179.2011212270096,28.263192405005707
45.0,190.56803622136735,7.84158615680509
46.0,194.75668106389244,17.949510750502665
47.0,196.13795732313216,25.708311507743407
48.0,194.72358320978083,27.82312767502252
49.0,192.1618718542047,28.08437249811935
