Time (s),Mass (g),HRR (kW),MFR (kg/s),T Duct (K),O2 (Vol fr),CO2 (Vol fr),CO (Vol fr),K Smoke (1/m)
0,,,,,,,,
1,,,,,,,,
2,,,,,,,,
3,,,,,,,,
4,,,,,,,,
5,57.034239,0.004720894,0.026227178,333.005,0.20945025,0.000477014,2.83E-05,0.000403509
6,57.034529,-0.013705859,0.026533498,332.997,0.209483104,0.000499964,3.13E-05,0.008174681
7,56.954101,-0.020345546,0.026207522,333.004,0.209495607,0.000505753,3.34E-05,0.02448458
8,56.931299,-0.011598101,0.02594387,333.046,0.209482107,0.000484242,3.26E-05,0.013957789
9,56.931384,0.009589407,0.02625433,333.124,0.209438415,0.000478988,3.16E-05,0.005432756
10,56.855523,0.016691459,0.02586819,333.198,0.209422576,0.000481759,3.07E-05,0.013990802
11,56.834988,-0.000291736,0.026464936,333.238,0.209457325,0.000489661,3.09E-05,0.030179838
12,56.834882,-0.01697921,0.026364922,333.28,0.2094877,0.000509594,3.27E-05,0.033067452
13,56.83513,-0.013265494,0.026579509,333.339,0.209481632,0.000498202,3.38E-05,0.048263773
14,56.83493,0.001114175,0.026412147,333.374,0.209455541,0.000481295,3.26E-05,0.041866053
15,56.835053,0.023443866,0.02641343,333.418,0.20941054,0.00047413,3.12E-05,0.074757592
16,56.83526,0.023278571,0.026294638,333.475,0.209408163,0.000486872,3.07E-05,0.071471698
17,56.826645,0.002128932,0.026378075,333.484,0.209444739,0.00052405,3.17E-05,0.102184502
18,56.754581,-0.011288857,0.026624476,333.547,0.209466282,0.000552307,3.34E-05,0.102459893
19,56.735196,-0.007143347,0.026442038,333.583,0.209457621,0.000551239,3.44E-05,0.120868197
20,56.686795,0.013823768,0.02631716,333.645,0.20941516,0.000546024,3.25E-05,0.138754099
21,56.721834,0.043755464,0.026458496,333.696,0.209350979,0.00055464,3.15E-05,0.143352917
22,56.735172,0.045854454,0.026640147,333.737,0.209342294,0.000578065,3.15E-05,0.174678961
23,56.735627,0.027865973,0.026145361,333.768,0.209372146,0.000607517,3.27E-05,0.196291347
24,56.735236,0.021916853,0.026374931,333.82,0.209380453,0.000625839,3.53E-05,0.238253894
25,56.735435,0.032211388,0.026237911,333.852,0.209360575,0.000614368,3.60E-05,0.260087598
26,56.656183,0.051800556,0.02622902,333.917,0.209324073,0.000594151,3.37E-05,0.209517806
27,56.631669,0.071830391,0.02637878,333.955,0.209283625,0.000589489,3.32E-05,0.228883002
28,56.63172,0.060945452,0.026438327,334.013,0.209303525,0.000602505,3.50E-05,0.31141858
29,56.555616,0.04038216,0.026215924,334.143,0.209339429,0.000628487,3.84E-05,0.37953452
30,56.609976,0.029840278,0.026101862,334.312,0.209358072,0.00063793,4.26E-05,0.412322363
31,56.631563,0.032711054,0.025791006,334.949,0.209350998,0.000634644,4.49E-05,0.186674241
