Time (s),HRRPUA (kW/m2),Uc HRRPUA (kW/m2)
1.0,-0.8013929396151696,
2.0,-0.6596904375004642,-0.9203791414085458
3.0,-0.5007447354662516,-1.5032656349712192
4.0,-0.16418660073378127,-2.887955463252225
5.0,0.06744984080664966,2.611558810465815
6.0,-0.343666009611989,-2.161761076911369
7.0,0.08087710907605589,2.128253543262231
8.0,0.592795368560903,2.0577502042882547
9.0,0.712552187148141,1.7339894770393232
10.0,0.4184478448800076,1.9304981611124057
11.0,0.0773447897549208,2.8661063674841984
12.0,-0.030811057923156266,-2.3535031180080686
13.0,0.5226668875989894,2.080587314911108
14.0,0.9302423546159991,1.7526142902165789
15.0,0.8565786682099755,2.8361541697185833
16.0,0.29071962987520933,4.034588936442431
17.0,2.6605277395221023,12.75246912457728
18.0,10.87313556612456,30.14620108066158
19.0,27.036232522935887,47.71820868716211
20.0,49.70346538786257,59.31737021763343
21.0,77.71514113318301,61.9298408498589
22.0,106.85013138005792,53.221916767118785
23.0,133.27719825584154,39.68205218577038
24.0,150.2920825294325,22.260070346445744
25.0,162.69631740328106,9.773666708426965
26.0,170.3665836704511,3.5255940817951377
27.0,171.0658739385799,10.231020371347768
28.0,169.85138386542357,16.1052585674912
29.0,165.4531964372701,19.700562073879762
30.0,159.5545696373047,22.142298943347384
31.0,154.07294846811698,22.027062343391165
32.0,147.69748885256755,21.25805401610941
33.0,140.04119519944936,18.75588020508944
34.0,133.33677671977966,16.131832336976537
35.0,128.0064026674235,15.909510904938754
36.0,123.7043069201231,15.868282101941437
37.0,119.38320760769138,15.356105987436747
38.0,113.9456633716948,14.70637384345231
39.0,110.9625901976171,12.963250152749268
40.0,107.27518689264384,12.07979135167853
41.0,104.4854048672928,12.741751884936027
42.0,101.73572858274677,13.160294403548033
43.0,99.95974898624108,12.865522171494744
44.0,97.1390646477836,12.133342936292232
45.0,94.88806192563368,11.138130825460408
46.0,93.01575036508011,11.736339794360282
47.0,90.85265600652463,11.705360357629754
48.0,89.66883972209054,11.334975118023317
49.0,88.53921300460047,10.303712366311128
50.0,87.06672176921602,10.027841479349812
51.0,86.00971019028718,8.28924140806891
52.0,84.94221584425549,8.545399354155528
53.0,82.98099001464605,8.854487344671803
54.0,83.14592136532475,9.01364511996501
55.0,82.45495783541519,8.10529876372823
56.0,81.67631815715413,7.3925381161236
57.0,80.0468030643962,6.937631585575643
58.0,79.16001880989604,7.115680276000511
59.0,78.14775235457432,7.7377894490856765
60.0,77.48726262264991,7.692187181677631
61.0,77.21869778422779,6.868520583604716
62.0,75.88713295571684,6.287218479079702
63.0,74.58736262030875,6.333784871211394
64.0,73.34659127729587,6.250950380357998
65.0,73.28080859348027,6.143099009516915
66.0,72.96083166298122,5.9800719666583735
67.0,71.86034463059015,5.690146334209483
68.0,71.16897646069357,4.535674717472508
69.0,70.32369899637781,4.986067492771725
70.0,69.96138230266098,4.701011302312852
71.0,69.93511480640508,6.189300371536588
72.0,69.86233962085531,5.996298825037599
73.0,70.11214049027336,5.76947351199821
74.0,69.43565990459969,5.917112435819899
75.0,68.29865919788243,5.331460439348819
76.0,67.04804024686622,5.758399047032533
77.0,66.53279664705926,6.453295291587598
78.0,66.18888804493155,5.9820487543492025
79.0,66.05651904164343,7.01458758742952
80.0,64.9399536358549,5.936353319421277
81.0,63.797170087184234,5.1771373816777
82.0,63.17434121040058,5.652229170726029
83.0,63.50121083118325,6.719294173673965
84.0,63.92051626803325,6.9269197601653385
85.0,63.657197078456136,6.675763403564583
86.0,63.2554562084616,5.79126278612976
