Time Stamp,Test Time (s),0: O2 (Volts),1: CO2 (Volts),2: CO (Volts),3: Io (Volts),4: I (Volts),5: Pe (Volts),6: CJC0 (Volts),7: TCraw1 (Volts),8: TCraw2 (Volts),9: SampMass (Volts),10: BurnerFlow (Volts),11: BurnerFlowSet (Volts),12: TCraw3 (Volts),13: TCraw4 (Volts),14: TCraw5 (Volts),15: Hfspare (Volts),16: TCraw7 (Volts),17: HeatFlux (Volts),18: CanopyFlow (Volts),19: MarkSig (Volts),System State
8/6/2019 2:38:38 PM,19.00000000,0.00975259,0.00117446,0.00118986,0.00238056,0.00499657,0.01785730,0.00006728,0.00035060,0.00035449,0.01148210,0.00135119,0.00436252,0.00044066,0.00159257,0.00107424,0.00002347,0.00002666,0.00002542,0.09735596,0.00758564,
8/6/2019 2:38:39 PM,20.00000000,0.00986742,0.00106830,0.00142681,0.00251892,0.00588022,0.01824547,0.00007254,0.00042176,0.00035018,0.01158175,0.00141394,0.00448249,0.00042636,0.00204956,0.00131495,0.00002245,0.00002683,0.00002691,0.09378259,0.00744892,
8/6/2019 2:38:40 PM,21.00000000,0.00950201,0.00122296,0.00120063,0.00224845,0.00596226,0.01866020,0.00006991,0.00036656,0.00034311,0.01322984,0.00130673,0.00494676,0.00050835,0.00151629,0.00097863,0.00002259,0.00002865,0.00002871,0.10640247,0.00741514,
8/6/2019 2:38:41 PM,22.00000000,0.00998600,0.00124393,0.00123729,0.00261137,0.00594001,0.01770339,0.00007246,0.00038029,0.00037251,0.01204564,0.00140742,0.00423270,0.00046824,0.00153718,0.00088013,0.00002293,0.00002688,0.00002709,0.09012996,0.00754488,
8/6/2019 2:38:42 PM,23.00000000,0.00980450,0.00121825,0.00114513,0.00235604,0.00705583,0.01826124,0.00006628,0.00037281,0.00034346,0.01281911,0.00140070,0.00467867,0.00045097,0.00166730,0.00107652,0.00002071,0.00002427,0.00002838,0.09272556,0.00743297,
8/6/2019 2:38:43 PM,24.00000000,0.00974999,0.00110865,0.00110584,0.00222260,0.00576976,0.01839660,0.00006603,0.00041051,0.00032517,0.01254094,0.00114059,0.00472105,0.00050466,0.00178437,0.00109964,0.00002287,0.00002406,0.00002795,0.10239316,0.00757031,
8/6/2019 2:38:44 PM,25.00000000,0.00923944,0.00119133,0.00107576,0.00249605,0.00526816,0.01942908,0.00006912,0.00037171,0.00033784,0.01223113,0.00116506,0.00461931,0.00043785,0.00208862,0.00142212,0.00002430,0.00002663,0.00002763,0.08344702,0.00759781,
8/6/2019 2:38:45 PM,26.00000000,0.00932692,0.00124800,0.00114688,0.00234786,0.00623867,0.01820231,0.00006218,0.00038605,0.00034109,0.01188024,0.00130980,0.00471130,0.00047330,0.00217313,0.00148021,0.00002398,0.00002693,0.00002727,0.10356113,0.00746761,
8/6/2019 2:38:46 PM,27.00000000,0.00983176,0.00125500,0.00114765,0.00218365,0.00689382,0.01870468,0.00006382,0.00036083,0.00036985,0.01207940,0.00135774,0.00525012,0.00044972,0.00163277,0.00111158,0.00002359,0.00002787,0.00002380,0.09568546,0.00740644,
8/6/2019 2:38:47 PM,28.00000000,0.00921913,0.00124813,0.00125324,0.00242513,0.00679702,0.01843884,0.00006568,0.00036410,0.00033955,0.01169699,0.00124012,0.00490860,0.00044644,0.00166580,0.00101408,0.00002430,0.00002572,0.00002963,0.09311374,0.00743349,
8/6/2019 2:38:48 PM,29.00000000,0.00971336,0.00113632,0.00130786,0.00239991,0.00584075,0.01791353,0.00006894,0.00038834,0.00038680,0.01132045,0.00125123,0.00475212,0.00046616,0.00184713,0.00102389,0.00002272,0.00002493,0.00002638,0.10674824,0.00745405,
8/6/2019 2:38:49 PM,30.00000000,0.00970403,0.00117942,0.00118166,0.00251367,0.00602272,0.01819499,0.00006969,0.00035680,0.00035492,0.01190244,0.00114391,0.00456088,0.00049619,0.00163708,0.00098924,0.00002245,0.00002613,0.00002606,0.10219432,0.00750755,
8/6/2019 2:38:50 PM,31.00000000,0.00870177,0.00118624,0.00108613,0.00245121,0.00526335,0.01832906,0.00006368,0.00036255,0.00036305,0.01227956,0.00139205,0.00439443,0.00045577,0.00171594,0.00123725,0.00002292,0.00002827,0.00002534,0.09330986,0.00748652,
8/6/2019 2:38:51 PM,32.00000000,0.00993272,0.00110905,0.00128532,0.00228305,0.00683743,0.01848887,0.00006591,0.00035497,0.00038423,0.01079707,0.00126484,0.00496611,0.00048786,0.00172913,0.00131256,0.00002314,0.00002631,0.00002735,0.08411739,0.00752022,
8/6/2019 2:38:52 PM,33.00000000,0.00973125,0.00124944,0.00140033,0.00226103,0.00616121,0.01982352,0.00006859,0.00035917,0.00038287,0.01227775,0.00130569,0.00520728,0.00041810,0.00188225,0.00115596,0.00002255,0.00002574,0.00002709,0.09760190,0.00753283,
8/6/2019 2:38:53 PM,34.00000000,0.00957228,0.00111698,0.00108056,0.00255765,0.00639592,0.01897299,0.00007116,0.00036112,0.00035781,0.01232931,0.00139156,0.00520906,0.00047708,0.00222871,0.00164872,0.00002290,0.00002470,0.00002876,0.11002156,0.00748109,
8/6/2019 2:38:54 PM,35.00000000,0.00915346,0.00121128,0.00119270,0.00217497,0.00577316,0.01796545,0.00006691,0.00033954,0.00033043,0.01263606,0.00135194,0.00432432,0.00043926,0.00208936,0.00135434,0.00002296,0.00002694,0.00002535,0.09656044,0.00739019,
8/6/2019 2:38:55 PM,36.00000000,0.00927804,0.00110829,0.00104435,0.00240582,0.00518717,0.01773788,0.00006509,0.00034797,0.00032805,0.01176838,0.00124315,0.00464410,0.00041596,0.00135583,0.00090178,0.00002196,0.00002560,0.00002691,0.09631714,0.00755126,
8/6/2019 2:38:56 PM,37.00000000,0.00970915,0.00107398,0.00119248,0.00225321,0.00655677,0.01781647,0.00006786,0.00035581,0.00036456,0.01210731,0.00140426,0.00447769,0.00048589,0.00231750,0.00166582,0.00002243,0.00002702,0.00002843,0.09445497,0.00747287,
8/6/2019 2:38:57 PM,38.00000000,0.00937622,0.00124283,0.00120022,0.00241502,0.00670201,0.01815994,0.00007507,0.00036819,0.00038944,0.01312794,0.00128319,0.00497453,0.00049415,0.00168749,0.00107316,0.00002232,0.00002914,0.00002871,0.09056141,0.00749481,
8/6/2019 2:38:58 PM,39.00000000,0.01016264,0.00144448,0.00107597,0.00246182,0.00672793,0.01870876,0.00006670,0.00040642,0.00032911,0.01162100,0.00138327,0.00453747,0.00047556,0.00172567,0.00113569,0.00002301,0.00002406,0.00002627,0.10688236,0.00753822,
8/6/2019 2:38:59 PM,40.00000000,0.00993110,0.00114953,0.00104750,0.00220532,0.00625340,0.01773561,0.00007007,0.00038186,0.00037557,0.01176807,0.00128725,0.00451002,0.00042440,0.00170869,0.00119976,0.00002180,0.00002462,0.00002786,0.09067667,0.00757554,
8/6/2019 2:39:00 PM,41.00000000,0.00962197,0.00121988,0.00117546,0.00224605,0.00662011,0.01816373,0.00006742,0.00032378,0.00033609,0.01270430,0.00118557,0.00431454,0.00045893,0.00205715,0.00147202,0.00002289,0.00002437,0.00002513,0.11547547,0.00752609,
8/6/2019 2:39:01 PM,42.00000000,0.00939298,0.00122688,0.00115509,0.00239017,0.00591873,0.01888524,0.00006752,0.00037760,0.00033314,0.01257727,0.00139410,0.00468778,0.00044937,0.00142232,0.00103138,0.00002042,0.00002492,0.00002697,0.09602751,0.00745151,
8/6/2019 2:39:02 PM,43.00000000,0.00965300,0.00126676,0.00144102,0.00233346,0.00611817,0.01864291,0.00006405,0.00038141,0.00037226,0.01197459,0.00117083,0.00415669,0.00044186,0.00175250,0.00104915,0.00002149,0.00002675,0.00002456,0.08952614,0.00743425,
8/6/2019 2:39:03 PM,44.00000000,0.00959375,0.00112728,0.00139714,0.00231441,0.00611816,0.01927692,0.00007084,0.00039461,0.00035093,0.01261372,0.00123838,0.00418900,0.00049757,0.00162199,0.00100195,0.00002315,0.00002681,0.00002531,0.12225319,0.00749630,
8/6/2019 2:39:04 PM,45.00000000,0.00806438,0.00117942,0.00122074,0.00225289,0.00586753,0.01844097,0.00006367,0.00042397,0.00032030,0.01277599,0.00141555,0.00458984,0.00045780,0.00161652,0.00103286,0.00002482,0.00002441,0.00002509,0.09286134,0.00747518,
8/6/2019 2:39:05 PM,46.00000000,0.00902866,0.00119533,0.00116512,0.00228064,0.00573208,0.01789597,0.00007457,0.00034073,0.00033884,0.01224120,0.00138634,0.00463746,0.00046157,0.00211462,0.00142528,0.00002430,0.00002648,0.00002908,0.09254853,0.00750639,
8/6/2019 2:39:06 PM,47.00000000,0.00948415,0.00118044,0.00111953,0.00223985,0.00592231,0.01772561,0.00007019,0.00039088,0.00034311,0.01303283,0.00121792,0.00474522,0.00045583,0.00213997,0.00151872,0.00002129,0.00002380,0.00002622,0.09880653,0.00759506,
8/6/2019 2:39:07 PM,48.00000000,0.00964241,0.00128285,0.00121887,0.00244348,0.00549293,0.01823783,0.00006738,0.00040204,0.00037811,0.01259417,0.00130419,0.00450111,0.00048368,0.00169308,0.00101885,0.00002185,0.00002524,0.00002703,0.09787293,0.00754398,
8/6/2019 2:39:08 PM,49.00000000,0.00864977,0.00131449,0.00123015,0.00220573,0.00639293,0.01662099,0.00006404,0.00036080,0.00035097,0.01225575,0.00136231,0.00435654,0.00043658,0.00159039,0.00096903,0.00002169,0.00002866,0.00002923,0.09877452,0.00740993,
8/6/2019 2:39:09 PM,50.00000000,0.00995974,0.00122291,0.00118175,0.00230369,0.00702228,0.01931646,0.00006916,0.00036671,0.00034819,0.01200090,0.00140522,0.00476886,0.00047404,0.00217768,0.00153888,0.00002119,0.00002655,0.00002712,0.09764963,0.00750673,
8/6/2019 2:39:10 PM,51.00000000,0.00998392,0.00116881,0.00126326,0.00254442,0.00658629,0.01818403,0.00006182,0.00038259,0.00036252,0.01161060,0.00127797,0.00448308,0.00043149,0.00163516,0.00099596,0.00002223,0.00002830,0.00002719,0.09519957,0.00749830,
8/6/2019 2:39:11 PM,52.00000000,0.00873116,0.00127193,0.00118423,0.00242234,0.00571653,0.01734229,0.00007139,0.00036927,0.00039005,0.01297389,0.00137380,0.00455967,0.00042329,0.00182160,0.00112471,0.00002140,0.00002618,0.00002551,0.09137386,0.00738939,
8/6/2019 2:39:12 PM,53.00000000,0.01029502,0.00121790,0.00114074,0.00249327,0.00683994,0.01797883,0.00006425,0.00038393,0.00036379,0.01323014,0.00138088,0.00531302,0.00045874,0.00213199,0.00143695,0.00002331,0.00002195,0.00002564,0.09257768,0.00758544,
8/6/2019 2:39:13 PM,54.00000000,0.00965734,0.00121010,0.00125616,0.00235696,0.00583426,0.01829284,0.00006141,0.00038594,0.00034838,0.01188583,0.00148859,0.00505520,0.00043433,0.00159696,0.00104941,0.00002179,0.00002582,0.00002860,0.11375946,0.00753528,
8/6/2019 2:39:14 PM,55.00000000,0.00971799,0.00102776,0.00114435,0.00262081,0.00556572,0.01886082,0.00007377,0.00037385,0.00036003,0.01281310,0.00126498,0.00478534,0.00047152,0.00195610,0.00126807,0.00002193,0.00002761,0.00002669,0.10620397,0.00752660,
8/6/2019 2:39:15 PM,56.00000000,0.00925260,0.00117896,0.00104166,0.00216971,0.00589241,0.01810371,0.00006528,0.00037663,0.00033505,0.01190564,0.00129363,0.00465366,0.00045628,0.00149043,0.00088147,0.00002177,0.00002589,0.00002637,0.09243339,0.00748386,
8/6/2019 2:39:16 PM,57.00000000,0.00888290,0.00127187,0.00117321,0.00234737,0.00528964,0.01858061,0.00006395,0.00035021,0.00033704,0.01206010,0.00127244,0.00480596,0.00043668,0.00190212,0.00132314,0.00002457,0.00002542,0.00002693,0.08902467,0.00751109,
8/6/2019 2:39:17 PM,58.00000000,0.01038469,0.00109317,0.00118602,0.00224140,0.00565883,0.01793719,0.00006807,0.00037711,0.00036251,0.01089074,0.00134309,0.00446246,0.00044737,0.00209716,0.00138938,0.00002387,0.00002579,0.00002528,0.08069738,0.00747247,
8/6/2019 2:39:18 PM,59.00000000,0.00769026,0.00117378,0.00118621,0.00230430,0.00579859,0.01845369,0.00006246,0.00036282,0.00036759,0.01130701,0.00134627,0.00458508,0.00045392,0.00196962,0.00128833,0.00002267,0.00002493,0.00002566,0.08906231,0.00755083,
8/6/2019 2:39:19 PM,60.00000000,0.00687485,0.00120469,0.00118488,0.00239503,0.00552813,0.01866545,0.00006708,0.00038268,0.00036798,0.01118770,0.00136492,0.00462252,0.00042156,0.00206314,0.00141004,0.00002069,0.00002714,0.00002739,0.11315437,0.00751390,
8/6/2019 2:39:20 PM,61.00000000,0.00885969,0.00123760,0.00128308,0.00231079,0.00543777,0.01927621,0.00006750,0.00035134,0.00034136,0.01237964,0.00128663,0.00489058,0.00047219,0.00213737,0.00161516,0.00002113,0.00002738,0.00002735,0.09742372,0.00755509,B0[0;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27;28;29]
8/6/2019 2:39:21 PM,62.00000000,0.00981647,0.00120172,0.00121010,0.00232723,0.00589742,0.01814583,0.00006706,0.00036982,0.00034419,0.01059861,0.00138972,0.00453837,0.00046804,0.00174767,0.00107795,0.00002361,0.00002865,0.00002454,0.10183531,0.00752945,B0[0;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27;28;29]
8/6/2019 2:39:22 PM,63.00000000,0.00773291,0.00124094,0.00120320,0.00240340,0.00665926,0.01826723,0.00006678,0.00042493,0.00034758,0.01107300,0.00153311,0.00461511,0.00048630,0.00184095,0.00128729,0.00002333,0.00002593,0.00002530,0.09359235,0.00744781,B0[0;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27;28;29]
8/6/2019 2:39:23 PM,64.00000000,0.00977418,0.00123238,0.00129620,0.00237289,0.00615232,0.01939266,0.00007202,0.00039460,0.00037708,0.01233967,0.00424160,0.00474518,0.00048833,0.00168258,0.00105716,0.00002284,0.00002730,0.00002608,0.09522195,0.00750029,B0[0;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27;28;29]
8/6/2019 2:39:24 PM,65.00000000,0.00834286,0.00123963,0.00109943,0.00217298,0.00602818,0.01716689,0.00006718,0.00037478,0.00035623,0.01179422,0.00146738,0.00466932,0.00044719,0.00134243,0.00075729,0.00002161,0.00002605,0.00002755,0.10306326,0.00743257,B0[0;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27;28;29]
8/6/2019 2:39:25 PM,66.00000000,0.01064774,0.00117758,0.00125389,0.00242423,0.00605285,0.01709304,0.00006011,0.00039060,0.00034323,0.01323838,0.00121346,0.00478429,0.00045999,0.00185306,0.00114752,0.00002234,0.00002741,0.00002383,0.09627746,0.00745544,B0[0;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27;28;29]
8/6/2019 2:39:26 PM,67.00000000,0.01001814,0.00122809,0.00126222,0.00220376,0.00642167,0.01819961,0.00006817,0.00038957,0.00033765,0.01215698,0.00135470,0.00490250,0.00044595,0.00201238,0.00145741,0.00002236,0.00002628,0.00002961,0.08883052,0.00758000,B0[0;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27;28;29]
8/6/2019 2:39:27 PM,68.00000000,0.01023820,0.00125645,0.00128588,0.00279051,0.00689092,0.01924423,0.00006377,0.00038503,0.00032405,0.01293543,0.00142037,0.00452106,0.00042829,0.00200923,0.00136529,0.00002362,0.00002534,0.00002644,0.10552754,0.00753613,B0[0;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27;28;29]
8/6/2019 2:39:28 PM,69.00000000,0.01022641,0.00133428,0.00125703,0.00240935,0.00641532,0.01738130,0.00007493,0.00036258,0.00034438,0.01189071,0.00125915,0.00439670,0.00044687,0.00166624,0.00106007,0.00002190,0.00002547,0.00002862,0.10368163,0.00754271,B0[0;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27;28;29]
8/6/2019 2:39:29 PM,70.00000000,0.05332334,0.00141028,0.00126192,0.00238940,0.00616586,0.01823736,0.00006271,0.00038390,0.00032966,0.01257224,0.00125577,0.00444422,0.00043517,0.03930776,0.05066236,0.00002538,0.00002497,0.00753517,0.53574082,0.00840977,B0[0;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27;28;29]
8/6/2019 2:39:30 PM,71.00000000,0.00888517,0.00136097,0.00131993,0.00241503,0.00591409,0.01829524,0.00006288,0.00037233,0.00038089,0.01193146,0.00140936,0.00439281,0.00049079,0.00168376,0.00111993,0.00002313,0.00002755,0.00002645,0.10976357,0.00749152,B0[0;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27;28;29]
8/6/2019 2:39:31 PM,72.00000000,0.00976573,0.00133352,0.00133611,0.00238577,0.00554631,0.01847845,0.00006563,0.00038238,0.00037744,0.01179650,0.00135111,0.00432862,0.00045081,0.00195241,0.00124543,0.00002203,0.00002841,0.00002763,0.08546276,0.00749645,B0[0;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27;28;29]
8/6/2019 2:39:32 PM,73.00000000,0.00743785,0.00126843,0.00123081,0.00227405,0.00558035,0.01896744,0.00006481,0.00033886,0.00036068,0.01233989,0.00150440,0.00433275,0.00043352,0.00161869,0.00089510,0.00002207,0.00002779,0.00002600,0.11520102,0.00748042,B0[0;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27;28;29]
8/6/2019 2:39:33 PM,74.00000000,0.00723235,0.00125835,0.00129117,0.00232423,0.00581979,0.01896472,0.00005937,0.00036732,0.00035970,0.01229444,0.00132680,0.00459661,0.00049148,0.00225286,0.00140000,0.00002316,0.00002413,0.00002521,0.10415570,0.00751611,B0[0;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27;28;29]
8/6/2019 2:39:34 PM,75.00000000,0.00841525,0.00123985,0.00122379,0.00213953,0.00557514,0.01839409,0.00005993,0.00036046,0.00036100,0.01154822,0.00143840,0.00476030,0.00046862,0.00152285,0.00106330,0.00002254,0.00002892,0.00002886,0.11221868,0.00759952,B0[0;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27;28;29]
8/6/2019 2:39:35 PM,76.00000000,0.01009756,0.00124697,0.00126757,0.00242978,0.00581317,0.01721418,0.00006225,0.00036806,0.00037421,0.01204090,0.00131969,0.00459425,0.00045735,0.00189544,0.00124628,0.00002211,0.00002530,0.00002784,0.08663877,0.00752768,B0[0;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27;28;29]
8/6/2019 2:39:36 PM,77.00000000,0.00952639,0.00140644,0.00134995,0.00221757,0.00611021,0.01821357,0.00006185,0.00038350,0.00034147,0.01123858,0.00133117,0.00434839,0.00041985,0.00172735,0.00128013,0.00002131,0.00002958,0.00002939,0.08684013,0.00753275,B0[0;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27;28;29]
8/6/2019 2:39:37 PM,78.00000000,0.01050526,0.00143995,0.00122722,0.00226901,0.00685994,0.01826376,0.00007010,0.00043894,0.00038564,0.01277854,0.00165056,0.00457105,0.00051329,0.00219612,0.00153970,0.00002162,0.00002621,0.00003979,0.09618892,0.00756467,B0[0;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27;28;29]
8/6/2019 2:39:38 PM,79.00000000,0.01020320,0.00136003,0.00129606,0.00247487,0.00657753,0.01772123,0.00005680,0.00036692,0.00034615,0.01233015,0.00136802,0.00486941,0.00046951,0.00192303,0.00128267,0.00002133,0.00002599,0.00002997,0.09802430,0.00743422,B0[0;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27;28;29]
8/6/2019 2:39:39 PM,80.00000000,0.00778377,0.00130097,0.00118112,0.00239295,0.00553049,0.01812441,0.00006719,0.00037366,0.00033499,0.01142501,0.00147992,0.00467303,0.00044518,0.00163148,0.00117645,0.00002498,0.00002834,0.00268476,0.10251627,0.00752971,B0[0;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27;28;29]
8/6/2019 2:39:40 PM,81.00000000,0.00908341,0.00132110,0.00123571,0.00218488,0.00641572,0.01850272,0.00006620,0.00041002,0.00036209,0.01057711,0.00137720,0.00472456,0.00045300,0.00202382,0.00125669,0.00002350,0.00002861,0.00083500,0.07818355,0.00751346,B0[0;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27;28;29]
8/6/2019 2:39:41 PM,82.00000000,0.00866511,0.00120264,0.00116747,0.00243879,0.00560411,0.01844718,0.00006309,0.00038393,0.00035387,0.01260762,0.00131189,0.00482595,0.00043061,0.00209919,0.00164616,0.00002303,0.00002393,0.00024985,0.11672063,0.00758001,B0[0;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27;28;29]
8/6/2019 2:39:42 PM,83.00000000,0.00827111,0.00116169,0.00121402,0.00229900,0.00636212,0.01807418,0.00006569,0.00037450,0.00035109,0.01231740,0.00134256,0.00495638,0.00045884,0.00157680,0.00102958,0.00002117,0.00002814,0.00003504,0.10674809,0.00755931,B0[0;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27;28;29]
