NTP Epoch Time (s),Test Time (s),0: O2 (Vol fr),1: CO2 (Vol fr),2: CO (Vol fr),3: Io (%),4: I (%),5: Pe (Pa),6: CJC0 (°C),7: TCraw1 (V),8: TCraw2 (V),9: SampMass (g),10: BurnerFlow (SLPM),11: BurnerFlowSet (SLPM),12: TCraw3 (V),13: TCraw4 (V),14: TCraw5 (V),15: Hfspare (V),16: TCraw7 (V),17: HeatFlux (kW/m^2),18: CanopyFlow (V),19: MarkSig (V),20: Pamb (kPa),21: Tamb (°C),22: RHamb (%),23: Tsmk (°C),24: Tcone (°C),25: Te (°C),26: H2Oa (Vol fr),27: Rhoe (kg/m3),28: MFRe (kg/s),29: VFRe (L/s),30: Ksm (1/m),31: HRRmethane (kW),32: Phi (none),33: RHR (kW),34: RHRA (kW/m2),35: newCf (none),36: EvMark (none),System State
1565031046.80303478,196.00000000,0.20934204,0.00041372,0.00000275,100.23753459,100.96902501,130.16860787,20.35574878,0.00146873,0.00137808,-157.40439921,0.24448717,8.40219977,0.00669710,0.00794421,0.00778961,0.00005904,0.00066852,0.22735017,1.28200759,2.54802273,99.75000000,20.05000000,53.24000000,56.27608490,184.25138855,54.08627319,0.01253073,1.07886996,0.02522798,23.38370392,-0.06503642,0.14544547,0.00093287,0.07026967,7.02696708,NaN,0.00000000,
1565031047.80322695,197.00000000,0.20946954,0.00041128,0.00000278,100.29661105,100.91135303,131.70604697,20.35579096,0.00145566,0.00134570,-157.37162328,0.24468233,8.40078282,0.00663643,0.00806938,0.00792630,0.00006138,0.00067491,0.22447936,1.27218393,2.54791567,99.75000000,20.05000000,53.24200000,55.96043777,182.73324585,53.30346680,0.01253120,1.08145699,0.02540693,23.49324211,-0.05465593,0.14556157,0.00016612,0.01245722,1.24572191,NaN,0.00000000,
1565031048.80315781,198.00000000,0.20945582,0.00041658,0.00000297,100.32644466,101.02526415,133.01815143,20.35575852,0.00140109,0.00135180,-157.38925711,0.24562557,8.40272625,0.00658400,0.00754546,0.00738009,0.00006261,0.00067481,0.22340280,1.29116781,2.54794325,99.75000000,20.05000000,53.24400000,54.64221191,181.42131042,53.45093536,0.01253167,1.08096868,0.02552741,23.61530834,-0.06208685,0.14612270,0.00024205,0.01830638,1.83063841,NaN,0.00000000,
1565031049.80317879,199.00000000,0.20935252,0.00041193,0.00000287,100.27800196,101.06323452,132.72239974,20.35607323,0.00145926,0.00133642,-157.43660011,0.24492302,8.40320723,0.00661514,0.00800582,0.00785628,0.00006183,0.00068059,0.25605828,1.35085112,2.54811033,99.75000000,20.05000000,53.24900000,56.04767227,182.20098877,53.07933044,0.01253284,1.08220001,0.02551353,23.57561711,-0.06976795,0.14570475,0.00087177,0.06639164,6.63916388,NaN,0.00000000,
1565031050.80321169,200.00000000,0.20949018,0.00041438,0.00000295,100.28981726,100.88018867,129.07244904,20.35692978,0.00143778,0.00135417,-157.27329552,0.24524827,8.40466967,0.00662189,0.00791137,0.00779525,0.00006128,0.00067974,0.23183581,1.33076744,2.54797407,99.75000000,20.05000000,53.25000000,55.52982712,182.37069702,53.50934219,0.01253308,1.08077541,0.02514370,23.26450258,-0.05249906,0.14589825,0.00003734,0.00262490,0.26249039,NaN,0.00000000,
1565031051.80228186,201.00000000,0.20946731,0.00041450,0.00000276,100.26766359,101.00198043,126.49753203,20.35685840,0.00146922,0.00133964,-157.36606479,0.24454572,8.39980786,0.00670232,0.00786397,0.00771310,0.00005992,0.00067877,0.23470662,1.35362823,2.54802435,99.75000000,20.05000000,53.25500000,56.28892136,184.38320923,53.15777969,0.01253426,1.08193983,0.02490504,23.01888031,-0.06526725,0.14548030,0.00017558,0.01291738,1.29173840,NaN,0.00000000,
1565031052.80230999,202.00000000,0.20945216,0.00041413,0.00000258,100.33205692,101.06359273,134.33729757,20.35765330,0.00142513,0.00133996,-157.35264775,0.24511817,8.40286274,0.00676848,0.00866247,0.00854778,0.00006290,0.00068237,0.23524490,1.32272163,2.54799678,99.75000000,20.05000000,53.25800000,55.22489929,186.03942871,53.16640854,0.01253496,1.08191122,0.02566486,23.72177675,-0.06497939,0.14582085,0.00026775,0.02040360,2.04035997,NaN,0.00000000,
1565031053.80240869,203.00000000,0.20950716,0.00041123,0.00000269,100.30754019,101.03063732,130.84930608,20.35751054,0.00143431,0.00133824,-157.47704292,0.24456524,8.40154329,0.00689073,0.00804514,0.00794502,0.00006109,0.00068263,0.22681189,1.34198614,2.54798542,99.75000000,20.05000000,53.26300000,55.44654846,189.09844971,53.12467194,0.01253614,1.08204962,0.02533110,23.41029288,-0.06424814,0.14549191,-0.00006089,-0.00478736,-0.47873643,NaN,0.00000000,
1565031054.80254078,204.00000000,0.20938627,0.00041042,0.00000262,100.28774958,100.94538308,127.35192564,20.35775713,0.00144099,0.00138350,-157.30185465,0.24463029,8.40232976,0.00677159,0.00817583,0.00806227,0.00005775,0.00068169,0.21443152,1.31695493,2.54808600,99.75000000,20.05000000,53.26700000,55.60821152,186.11749268,54.21919250,0.01253708,1.07843191,0.02494847,23.13402050,-0.05846207,0.14553061,0.00067021,0.04988655,4.98865500,NaN,0.00000000,
1565031055.80116558,205.00000000,0.20950249,0.00041446,0.00000275,100.30488175,100.96687575,130.97605677,20.35831193,0.00144690,0.00138415,-157.46880102,0.24482544,8.40218027,0.00679417,0.00854362,0.00832423,0.00006200,0.00067958,0.25372575,1.32247669,2.54806977,99.75000000,20.05000000,53.27000000,55.75135422,186.68310547,54.23541260,0.01253779,1.07837848,0.02530034,23.46146203,-0.05883842,0.14564671,-0.00003680,-0.00296123,-0.29612297,NaN,0.00000000,
1565031056.80257940,206.00000000,0.20946649,0.00041523,0.00000255,100.33530612,100.97117428,132.59095461,20.35765979,0.00139875,0.00133960,-157.37085659,0.24506613,8.40166029,0.00680180,0.00858210,0.00845203,0.00005908,0.00068172,0.21532865,1.33517641,2.54798705,99.75000000,20.05000000,53.27700000,54.58761597,186.87326050,53.15777969,0.01253944,1.08193983,0.02549783,23.56677292,-0.05650657,0.14578989,0.00017983,0.01356339,1.35633918,NaN,0.00000000,
1565031057.80160665,207.00000000,0.20951032,0.00041274,0.00000280,100.31433398,101.16353362,126.82379772,20.35821784,0.00145968,0.00134930,-157.37909849,0.24446766,8.40178378,0.00677474,0.00792721,0.00783149,0.00005953,0.00068454,0.22932385,1.35531363,2.54813790,99.75000000,20.05000000,53.28100000,56.05994415,186.19670105,53.39292145,0.01254038,1.08116073,0.02492816,23.05684968,-0.07540033,0.14543386,-0.00008198,-0.00629229,-0.62922929,NaN,0.00000000,
1565031058.80267239,208.00000000,0.20950361,0.00041140,0.00000337,100.29838334,100.94251740,132.28346675,20.35813998,0.00146134,0.00136484,-157.32543032,0.24454572,8.40487766,0.00671728,0.00828890,0.00808281,0.00006031,0.00068068,0.22071142,1.37849073,2.54796271,99.75000000,20.05000000,53.28400000,56.09981918,184.75878906,53.76860428,0.01254108,1.07991830,0.02544444,23.56145230,-0.05725978,0.14548030,-0.00004046,-0.00329634,-0.32963442,NaN,0.00000000,
1565031059.80171680,209.00000000,0.20947290,0.00041438,0.00000924,100.34623527,101.10335416,131.86800616,20.35845145,0.00141724,0.00133561,-157.26256188,0.24476689,8.40318773,0.00673065,0.00829373,0.00819199,0.00006079,0.00068841,0.22609419,1.30290560,2.54797731,99.75000000,20.05000000,53.29200000,55.03522491,185.09359741,53.06203079,0.01254297,1.08225740,0.02543195,23.49898809,-0.06723384,0.14561188,0.00013377,0.00959527,0.95952736,NaN,0.00000000,
1565031060.80146885,210.00000000,0.20946761,0.00041454,0.00006562,100.28627267,100.84114366,129.47852074,20.35949618,0.00139872,0.00135252,-157.50732710,0.24514419,8.40268075,0.00684952,0.00775197,0.00767988,0.00005719,0.00067835,0.21586693,1.31384692,2.54799516,99.75000000,20.05000000,53.29700000,54.58862686,188.06938171,53.47183990,0.01254414,1.08089950,0.02518467,23.29973220,-0.04935260,0.14583633,0.00009414,0.00295989,0.29598857,NaN,0.00000000,
1565031061.80182743,211.00000000,0.20947534,0.00041454,0.00010013,100.30842634,101.16926500,130.47609569,20.35981414,0.00147373,0.00135939,-157.30626311,0.24447416,8.40450068,0.00675070,0.00808229,0.00791228,0.00006096,0.00068072,0.21981429,1.32114816,2.54801949,99.75000000,20.05000000,53.30700000,56.40067673,185.59671021,53.63845825,0.01254650,1.08034839,0.02527506,23.39528205,-0.07643383,0.14543773,0.00000379,-0.00604877,-0.60487656,NaN,0.00000000,
1565031062.80158567,212.00000000,0.20951611,0.00043221,0.00011142,100.31019863,101.06753306,132.52523199,20.35904844,0.00149375,0.00133915,-157.45174220,0.24408386,8.40335672,0.00679670,0.00765159,0.00746886,0.00005729,0.00068218,0.22340280,1.31905884,2.54814926,99.75000000,20.05000000,53.31300000,56.88313293,186.74719238,53.14815140,0.01254791,1.08197176,0.02549189,23.56058381,-0.06727698,0.14520554,-0.00027915,-0.02841368,-2.84136808,NaN,0.00000000,
1565031063.80297232,213.00000000,0.20959705,0.00081528,0.00011150,100.35480135,101.25595207,129.13582439,20.36039490,0.00145073,0.00133392,-157.30817983,0.24457174,8.40309673,0.00673869,0.00884990,0.00875575,0.00005950,0.00068085,0.20223057,1.34048891,2.54795460,99.75000000,20.05000000,53.31900000,55.84584045,185.29689026,53.02312469,0.01254932,1.08238649,0.02516861,23.25288861,-0.07996038,0.14549578,-0.00125377,-0.10150431,-10.15043109,NaN,0.00000000,
1565031064.80193806,214.00000000,0.21002083,0.00186630,0.00010370,100.34918909,101.17248890,130.82113926,20.35939235,0.00145978,0.00139340,-157.49448507,0.24505312,8.40099082,0.00673538,0.00803268,0.00793428,0.00006005,0.00068162,0.24439561,1.37888816,2.54803571,99.75000000,20.05000000,53.33200000,56.06343460,185.21307373,54.45994186,0.01255238,1.07763941,0.02527670,23.45562200,-0.07308476,0.14578215,-0.00514597,-0.39615948,-39.61594845,NaN,0.00000000,
1565031065.80305099,215.00000000,0.21003649,0.00275210,0.00009315,100.35923209,101.01523424,132.21774422,20.36033650,0.00150238,0.00137880,-157.31795510,0.24494253,8.40355171,0.00678288,0.00819948,0.00796105,0.00005839,0.00068406,0.26395301,1.37030542,2.54803246,99.75000000,20.05000000,53.33900000,57.09266663,186.40263367,54.10799408,0.01255403,1.07879835,0.02542493,23.56782247,-0.05827611,0.14571636,-0.00635868,-0.49022400,-49.02240016,NaN,0.00000000,
1565031066.80208302,216.00000000,0.21003303,0.00295625,0.00008132,100.31994625,101.17463816,128.91283706,20.36050846,0.00142243,0.00136579,-157.53991135,0.24490350,8.40295374,0.00680238,0.00769260,0.00762888,0.00005966,0.00068098,0.21802003,1.32815904,2.54800489,99.75000000,20.05000000,53.34900000,55.16263199,186.89074707,53.79365921,0.01255638,1.07983554,0.02511722,23.26022958,-0.07588169,0.14569314,-0.00658363,-0.50048014,-50.04801405,NaN,0.00000000,
1565031067.80318499,217.00000000,0.21002622,0.00293984,0.00006908,100.38404420,101.09439889,131.29528078,20.36130660,0.00141290,0.00131326,-157.40229081,0.24506613,8.40106881,0.00673460,0.00807064,0.00788795,0.00005836,0.00067913,0.21012530,1.34357421,2.54806653,99.75000000,20.05000000,53.35500000,54.93297195,185.19551086,52.52406311,0.01255779,1.08404513,0.02539762,23.42856014,-0.06307201,0.14578989,-0.00650563,-0.49934624,-49.93462400,NaN,0.00000000,
1565031068.80222368,218.00000000,0.21002103,0.00270276,0.00005872,100.34003224,101.16317541,131.79054738,20.36138123,0.00144359,0.00138986,-157.36548978,0.24397978,8.40098432,0.00670729,0.00810461,0.00797328,0.00006170,0.00068269,0.23685973,1.31999806,2.54811033,99.75000000,20.05000000,53.36000000,55.67442703,184.51199341,54.37641144,0.01255897,1.07791424,0.02537342,23.53936530,-0.07307756,0.14514362,-0.00615779,-0.47175318,-47.17531770,NaN,0.00000000,
1565031069.80323601,219.00000000,0.21004747,0.00214118,0.00004899,100.42244389,101.13989169,127.40356482,20.36113140,0.00146867,0.00140154,-157.27770397,0.24472136,8.40465017,0.00674888,0.00819166,0.00806253,0.00005775,0.00068023,0.21245784,1.33098156,2.54799678,99.75000000,20.05000000,53.36900000,56.27976990,185.55258179,54.65842438,0.01256109,1.07698691,0.02493680,23.15422768,-0.06367529,0.14558479,-0.00558841,-0.42046759,-42.04675948,NaN,0.00000000,
1565031070.80325937,220.00000000,0.21003395,0.00176725,0.00004181,100.36129976,101.10442879,129.98317629,20.36125469,0.00146108,0.00140699,-157.35418113,0.24466932,8.40195278,0.00672348,0.00843013,0.00828011,0.00006115,0.00068026,0.22053199,1.28067095,2.54801462,99.75000000,20.05000000,53.37400000,56.09659195,184.91700745,54.79024887,0.01256227,1.07655399,0.02518293,23.39216335,-0.06598621,0.14555383,-0.00502020,-0.38128007,-38.12800717,NaN,0.00000000,
1565031071.80103588,221.00000000,0.21002073,0.00154743,0.00003495,100.40826554,101.07183159,130.03481546,20.36193928,0.00144703,0.00136802,-157.31201327,0.24416192,8.40097782,0.00671731,0.00796721,0.00787757,0.00005800,0.00067809,0.22124970,1.32695217,2.54788647,99.75000000,20.05000000,53.37700000,55.75802231,184.76342773,53.84917450,0.01256297,1.07965222,0.02522415,23.36321499,-0.05891715,0.14525198,-0.00465116,-0.35357608,-35.35760837,NaN,0.00000000,
1565031072.80152512,222.00000000,0.21004432,0.00137838,0.00002882,100.41446857,101.16281720,128.15233286,20.36180950,0.00149767,0.00139284,-157.27751230,0.24582723,8.40500116,0.00661667,0.00765772,0.00754183,0.00005544,0.00068033,0.24690757,1.29100073,2.54792054,99.75000000,20.05000000,53.37700000,56.98057175,182.24491882,54.44896698,0.01256297,1.07767551,0.02501797,23.21474804,-0.06641292,0.14624267,-0.00457084,-0.34427900,-34.42790008,NaN,0.00000000,
1565031073.80251217,223.00000000,0.20972353,0.00122194,0.00002397,100.35775518,101.03171195,129.07244902,20.36254925,0.00144281,0.00131517,-157.28441250,0.24543692,8.40424719,0.00663659,0.00854239,0.00839055,0.00006060,0.00067952,0.25480230,1.31176734,2.54804058,99.75000000,20.05000000,53.38600000,55.65676117,182.74414062,52.57159424,0.01256509,1.08388694,0.02517987,23.23108562,-0.05986667,0.14601048,-0.00242381,-0.18425074,-18.42507424,NaN,0.00000000,
1565031074.80249834,224.00000000,0.20951703,0.00109363,0.00002052,100.40206252,101.16425004,130.67091621,20.36226697,0.00145287,0.00140916,-157.33539726,0.24424649,8.40580063,0.00659697,0.00808022,0.00797574,0.00006196,0.00067968,0.23990997,1.31236590,2.54794649,99.75000000,20.05000000,53.38800000,55.89936829,181.75259399,54.84375763,0.01256556,1.07637836,0.02524740,23.45587895,-0.06764476,0.14530229,-0.00100763,-0.07745846,-7.74584611,NaN,0.00000000,
1565031075.80255842,225.00000000,0.20950157,0.00097703,0.00001766,100.41033322,101.11589155,129.23675551,20.36375620,0.00141049,0.00136942,-157.25067821,0.24454572,8.40366221,0.00658763,0.00790644,0.00774668,0.00006141,0.00067867,0.22914443,1.32565932,2.54787512,99.75000000,20.05000000,53.39100000,54.87735748,181.52030945,53.88467407,0.01256627,1.07953502,0.02514526,23.29267560,-0.06263128,0.14548030,-0.00076274,-0.05852879,-5.85287872,NaN,0.00000000,
1565031076.80165625,226.00000000,0.20949852,0.00088071,0.00001504,100.36720741,101.03815975,129.98787075,20.36377891,0.00147986,0.00137208,-157.30453806,0.24459776,8.40682109,0.00667753,0.00765912,0.00749936,0.00006054,0.00067124,0.22340280,1.32866677,2.54791405,99.75000000,20.05000000,53.39300000,56.55256653,183.76992798,53.94901657,0.01256674,1.07932267,0.02521574,23.36256316,-0.05959508,0.14551126,-0.00061891,-0.04766893,-4.76689290,NaN,0.00000000,
1565031077.80263805,227.00000000,0.20949781,0.00079655,0.00001312,100.39822255,101.05463746,131.16853005,20.36318517,0.00149543,0.00137734,-157.37181496,0.24528730,8.40309023,0.00670768,0.00805572,0.00798969,0.00005998,0.00067267,0.22860615,1.29276886,2.54794974,99.75000000,20.05000000,53.39400000,56.92787933,184.52355957,54.07548523,0.01256697,1.07890552,0.02532511,23.47295901,-0.05829009,0.14592147,-0.00050554,-0.03915792,-3.91579186,NaN,0.00000000,
1565031078.80175734,228.00000000,0.20950747,0.00073280,0.00001149,100.41712701,101.40102756,129.37993684,20.36380811,0.00141523,0.00138188,-157.44081690,0.24617850,8.40200478,0.00667432,0.00799641,0.00780758,0.00006083,0.00067280,0.22322338,1.32501696,2.54795460,99.75000000,20.05000000,53.39600000,54.99185181,183.68957520,54.18587875,0.01256744,1.07854166,0.02514761,23.31630496,-0.08721328,0.14645164,-0.00048108,-0.03693995,-3.69399481,NaN,0.00000000,
1565031079.80284309,229.00000000,0.20951672,0.00068134,0.00000981,100.34150915,101.15851867,132.43368983,20.36339930,0.00147645,0.00131465,-157.19739338,0.24561906,8.40335022,0.00673237,0.00872327,0.00855534,0.00006115,0.00067510,0.26610612,1.33052574,2.54799191,99.75000000,20.05000000,53.39700000,56.46995926,185.14161682,52.55986404,0.01256768,1.08392598,0.02550608,23.53120404,-0.07253416,0.14611883,-0.00046966,-0.03648700,-3.64869984,NaN,0.00000000,
1565031080.80182266,230.00000000,0.20950401,0.00063309,0.00000844,100.33412460,101.12663788,130.56763789,20.36518702,0.00140229,0.00132591,-157.23821953,0.24554100,8.40367521,0.00677454,0.00848246,0.00843948,0.00006232,0.00067673,0.23363007,1.33576038,2.54815088,99.75000000,20.05000000,53.39800000,54.68040848,186.19886780,52.83396149,0.01256791,1.08301458,0.02531510,23.37466227,-0.07037307,0.14607239,-0.00033004,-0.02554600,-2.55460032,NaN,0.00000000,
1565031081.80289268,231.00000000,0.20952425,0.00059269,0.00000812,100.32437698,101.14884697,129.63343826,20.36511564,0.00142208,0.00138885,-157.38024853,0.24553450,8.40017185,0.00677662,0.00857198,0.00840560,0.00006177,0.00067445,0.24780470,1.35237918,2.54784916,99.75000000,20.05000000,53.40100000,55.15850449,186.25076294,54.35575104,0.01256862,1.07798224,0.02516570,23.34519144,-0.07320625,0.14606852,-0.00040069,-0.03069771,-3.06977065,NaN,0.00000000,
1565031082.80264664,232.00000000,0.20950076,0.00056355,0.00000673,100.38522573,101.09654815,131.28354458,20.36423638,0.00144297,0.00137406,-157.19873508,0.24434406,8.40391570,0.00685170,0.00849379,0.00838458,0.00006079,0.00067452,0.22232625,1.34188395,2.54785890,99.75000000,20.05000000,53.40200000,55.66231918,188.12857056,53.99729919,0.01256886,1.07916338,0.02533923,23.48044217,-0.06315689,0.14536033,-0.00022014,-0.01712522,-1.71252184,NaN,0.00000000,
1565031083.80301714,233.00000000,0.20949862,0.00053996,0.00000607,100.36129976,100.89308427,129.59118802,20.36447972,0.00142753,0.00136141,-157.36338139,0.24513768,8.40370771,0.00685750,0.00761882,0.00751493,0.00006102,0.00067582,0.24547216,1.34597336,2.54794000,99.75000000,20.05000000,53.40200000,55.28955078,188.27413940,53.69164276,0.01256886,1.08017259,0.02518715,23.31770923,-0.04726934,0.14583246,-0.00017655,-0.01369441,-1.36944124,NaN,0.00000000,
1565031084.80204344,234.00000000,0.20950716,0.00051935,0.00000598,100.41624086,101.15135444,131.06055727,20.36542062,0.00144450,0.00142419,-157.31891347,0.24509865,8.40170579,0.00682399,0.00886340,0.00863726,0.00006092,0.00067640,0.22914443,1.34519635,2.54805355,99.75000000,20.05000000,53.40400000,55.70030212,187.43640137,55.20973969,0.01256933,1.07517866,0.02527092,23.50392598,-0.06524149,0.14580924,-0.00020193,-0.01565369,-1.56536919,NaN,0.00000000,
1565031085.80310202,235.00000000,0.20953431,0.00049959,0.00000574,100.32142316,101.26634020,129.80478640,20.36411634,0.00149527,0.00135229,-157.24856982,0.24527429,8.40221277,0.00688125,0.00760993,0.00750520,0.00006174,0.00067423,0.22196740,1.32182135,2.54806653,99.74000000,20.05000000,53.40600000,56.92487335,188.86804199,53.47085190,0.01257106,1.08090277,0.02521642,23.32903429,-0.08385344,0.14591373,-0.00034059,-0.02607223,-2.60722266,NaN,0.00000000,
1565031086.80214024,236.00000000,0.20951235,0.00048951,0.00000493,100.36425359,101.27672832,130.55590168,20.36526164,0.00145754,0.00132546,-157.47819295,0.24511166,8.40012635,0.00683797,0.00851780,0.00838743,0.00006203,0.00067887,0.25211091,1.32707221,2.54801300,99.74000000,20.05000000,53.40800000,56.01509857,187.78617859,52.82304764,0.01257153,1.08305084,0.02531439,23.37322044,-0.08095305,0.14581698,-0.00019414,-0.01502359,-1.50235859,NaN,0.00000000,
1565031087.80086613,237.00000000,0.20952120,0.00047813,0.00000477,100.34682603,101.12735430,130.66152726,20.36563152,0.00152363,0.00141961,-157.36203968,0.24548245,8.40343472,0.00686471,0.00802759,0.00793003,0.00005693,0.00067264,0.23668031,1.32852402,2.54799840,99.74000000,20.05000000,53.41000000,57.61060715,188.45553589,55.09944153,0.01257200,1.07553994,0.02523666,23.46417653,-0.06930421,0.14603756,-0.00023295,-0.01790011,-1.79001139,NaN,0.00000000,
1565031088.80223751,238.00000000,0.20955394,0.00046748,0.00000453,100.39526872,101.00663718,127.78146969,20.36580023,0.00143139,0.00131582,-157.23706950,0.24569062,8.40256375,0.00678554,0.00799699,0.00792098,0.00005473,0.00067685,0.25982622,1.34500656,2.54808437,99.74000000,20.05000000,53.41200000,55.38409424,186.47471619,52.59046555,0.01257247,1.08382415,0.02505290,23.11528488,-0.05430364,0.14616140,-0.00041691,-0.03155039,-3.15503864,NaN,0.00000000,
1565031089.80231571,239.00000000,0.20951876,0.00045727,0.00000377,100.38936108,101.25631029,134.41006186,20.36631286,0.00148444,0.00131105,-157.42279973,0.24523526,8.40096482,0.00682976,0.00836722,0.00804839,0.00005671,0.00067822,0.23237409,1.32873976,2.54801949,99.74000000,20.05000000,53.41600000,56.66545105,187.58181763,52.47557449,0.01257341,1.08420656,0.02569902,23.70306996,-0.07691227,0.14589051,-0.00019054,-0.01490087,-1.49008717,NaN,0.00000000,
1565031090.80137491,240.00000000,0.20945907,0.00045425,0.00000414,100.37488735,101.06215989,132.63789931,20.36532978,0.00144635,0.00138003,-157.36798152,0.24460427,8.40442268,0.00679894,0.00827664,0.00816019,0.00005797,0.00068325,0.24888125,1.30587411,2.54801624,99.74000000,20.06000000,53.42000000,55.74487686,186.80955505,54.14266968,0.01258217,1.07868405,0.02546394,23.60648965,-0.06103508,0.14551513,0.00017326,0.01294191,1.29419067,NaN,0.00000000,
1565031091.80237198,241.00000000,0.20950361,0.00044286,0.00000359,100.40147175,101.14669770,126.75572790,20.36593650,0.00140832,0.00137130,-157.38561535,0.24514419,8.40104281,0.00691324,0.00808570,0.00803349,0.00006148,0.00067968,0.20241000,1.37139388,2.54795947,99.74000000,20.06000000,53.42300000,54.82695770,189.67036438,53.93228912,0.01258287,1.07937787,0.02490091,23.06969036,-0.06614534,0.14583633,-0.00008057,-0.00622926,-0.62292588,NaN,0.00000000,
1565031092.80150366,242.00000000,0.20947737,0.00044274,0.00000352,100.34918909,101.14311559,129.98082906,20.36615064,0.00148366,0.00141322,-157.39884072,0.24546944,8.40065933,0.00682396,0.00828089,0.00811075,0.00006183,0.00068406,0.22089085,1.33277727,2.54778266,99.75000000,20.06000000,53.42500000,56.64649963,187.43635559,54.94552994,0.01258208,1.07604448,0.02517674,23.39748958,-0.07048753,0.14602982,0.00007808,0.00566239,0.56623905,NaN,0.00000000,
1565031093.80254412,243.00000000,0.20948530,0.00043801,0.00000284,100.35037062,101.18860840,131.30936418,20.36737381,0.00142461,0.00144920,-157.23936956,0.24518973,8.40385720,0.00684748,0.00821103,0.00814494,0.00005745,0.00068354,0.23919227,1.31341218,2.54786052,99.75000000,20.06000000,53.42800000,55.22183609,188.02619934,55.81581116,0.01258279,1.07319780,0.02527158,23.54792728,-0.07440444,0.14586342,0.00003705,0.00262274,0.26227448,NaN,0.00000000,
1565031094.83460379,244.00000000,0.20949151,0.00043491,0.00000333,100.31108478,100.99266694,131.18261347,20.36755550,0.00139722,0.00131310,-157.27636227,0.24624355,8.40461767,0.00689284,0.00800215,0.00788934,0.00005826,0.00068205,0.23973054,1.29132353,2.54796758,99.75000000,20.05000000,53.43500000,54.56041336,189.16134644,52.52623749,0.01257662,1.08403790,0.02538663,23.41858388,-0.06056981,0.14649034,0.00000290,0.00000848,0.00084824,NaN,0.00000000,
1565031095.81366682,245.00000000,0.20947626,0.00042919,0.00000296,100.40767478,101.05786136,129.63813271,20.36706234,0.00145076,0.00131774,-157.59913802,0.24617850,8.40024985,0.00685364,0.00834931,0.00818806,0.00005726,0.00068334,0.22053199,1.31920321,2.54794974,99.75000000,20.05000000,53.43700000,55.85311508,188.18013000,52.63800812,0.01257709,1.08366599,0.02523242,23.28431066,-0.05773337,0.14645164,0.00010270,0.00756992,0.75699241,NaN,0.00000000,
1565031096.81334972,246.00000000,0.20953838,0.00043029,0.00000296,100.36336744,101.02848805,129.22267210,20.36784426,0.00136053,0.00134126,-157.44484201,0.24522876,8.40370121,0.00684037,0.00880633,0.00858632,0.00005476,0.00068503,0.24511331,1.37339073,2.54811519,99.75000000,20.05000000,53.43900000,53.67374039,187.84886169,53.20773697,0.01257756,1.08177421,0.02516995,23.26728821,-0.05908106,0.14588664,-0.00027388,-0.02082143,-2.08214292,NaN,0.00000000,
1565031097.81381273,247.00000000,0.20945755,0.00042719,0.00000318,100.38493034,101.14024990,130.62866599,20.36729270,0.00141426,0.00141731,-157.26601198,0.24525478,8.40378571,0.00686480,0.00811727,0.00810958,0.00005843,0.00068467,0.20761334,1.33364673,2.54810222,99.75000000,20.05000000,53.44300000,54.97172546,188.45964050,55.04541016,0.01257851,1.07571700,0.02523556,23.45929474,-0.06704890,0.14590212,0.00021793,0.01626069,1.62606948,NaN,0.00000000,
1565031098.81477165,248.00000000,0.20951347,0.00042491,0.00000277,100.42717001,101.13953348,132.69423293,20.36845098,0.00140423,0.00140598,-157.41839127,0.24578169,8.40437718,0.00678570,0.00844282,0.00830444,0.00005982,0.00068828,0.21568750,1.31972392,2.54798218,99.74000000,20.05000000,53.44500000,54.73062897,186.48146057,54.77296448,0.01258024,1.07661073,0.02544486,23.63422655,-0.06322267,0.14621558,-0.00011637,-0.00903933,-0.90393289,NaN,0.00000000,
1565031099.81387758,249.00000000,0.20951337,0.00042707,0.00000270,100.32349083,101.33153461,129.39167304,20.36873001,0.00145825,0.00135923,-157.21253547,0.24527429,8.40223877,0.00684466,0.00818524,0.00809929,0.00006057,0.00068198,0.21999372,1.31781142,2.54806491,99.74000000,20.05000000,53.44900000,56.03571320,187.95692444,53.64322662,0.01258118,1.08033262,0.02516962,23.29802687,-0.08942566,0.14591373,-0.00011840,-0.00909040,-0.90903997,NaN,0.00000000,
1565031100.81471395,250.00000000,0.20950096,0.00041638,0.00000338,100.36366282,101.18287702,127.42468994,20.36934971,0.00140109,0.00132877,-157.24607808,0.24528080,8.40508565,0.00687084,0.00837511,0.00826324,0.00006232,0.00068714,0.22089085,1.32081562,2.54802922,99.74000000,20.05000000,53.45100000,54.65546799,188.61273193,52.90708923,0.01258165,1.08277168,0.02500575,23.09420788,-0.07271311,0.14591760,-0.00003082,-0.00251821,-0.25182093,NaN,0.00000000,
1565031101.81299877,251.00000000,0.20950574,0.00042156,0.00000334,100.32674004,101.04711502,130.95962615,20.36862943,0.00137357,0.00133928,-157.24435303,0.24578819,8.40155629,0.00676698,0.00823092,0.00802882,0.00005758,0.00068513,0.22573534,1.33074797,2.54799516,99.74000000,20.05000000,53.45600000,53.98981857,186.01316833,53.16063309,0.01258283,1.08193037,0.02534038,23.42145012,-0.06399493,0.14621945,-0.00006619,-0.00523305,-0.52330514,NaN,0.00000000,
