NTP Epoch Time (s),Test Time (s),0: O2 (Vol fr),1: CO2 (Vol fr),2: CO (Vol fr),3: Io (%),4: I (%),5: Pe (Pa),6: CJC0 (°C),7: TCraw1 (V),8: TCraw2 (V),9: SampMass (g),10: BurnerFlow (SLPM),11: BurnerFlowSet (SLPM),12: TCraw3 (V),13: TCraw4 (V),14: TCraw5 (V),15: Hfspare (V),16: TCraw7 (V),17: HeatFlux (kW/m^2),18: CanopyFlow (V),19: MarkSig (V),20: Pamb (kPa),21: Tamb (°C),22: RHamb (%),23: Tsmk (°C),24: Tcone (°C),25: Te (°C),26: H2Oa (Vol fr),27: Rhoe (kg/m3),28: MFRe (kg/s),29: VFRe (L/s),30: Ksm (1/m),31: HRRmethane (kW),32: Phi (none),33: RHR (kW),34: RHRA (kW/m2),35: newCf (none),36: EvMark (none),System State
1565031409.84215021,559.00000000,0.20579306,0.00306992,0.00050499,101.52924124,53.97889452,119.90884282,20.42887971,0.00242790,0.00227320,103.53408730,0.26596702,8.40374671,0.01156786,0.01319386,0.01315213,0.00006310,0.00065664,0.21658463,1.30128184,2.54795136,99.75000000,20.10000000,53.89100000,79.42169952,304.22424316,75.70485687,0.01272340,1.01201224,0.02345110,23.17274311,5.65074884,0.15822384,0.01828635,1.25135530,125.13553001,NaN,0.00000000,
1565031410.84017563,560.00000000,0.20574679,0.00305069,0.00050128,101.49054616,54.17376137,119.31733957,20.42880833,0.00243156,0.00228426,103.37480805,0.26626626,8.40346072,0.01156695,0.01325115,0.01316985,0.00006917,0.00065703,0.22699132,1.31261734,2.54794325,99.74000000,20.10000000,53.88000000,79.50973511,304.20230103,75.97058868,0.01272208,1.01124195,0.02338428,23.12431973,5.61510706,0.15840185,0.01859293,1.26938293,126.93829273,NaN,0.00000000,
1565031411.84033966,561.00000000,0.20581298,0.00302837,0.00049859,101.59215766,54.59286837,120.23276129,20.42936314,0.00242786,0.00221275,103.33858208,0.26610363,8.40596962,0.01155994,0.01294604,0.01288372,0.00006647,0.00065745,0.22699132,1.30786609,2.54802760,99.74000000,20.09000000,53.87400000,79.42139435,304.03405762,74.25315094,0.01271277,1.01624117,0.02353177,23.15569079,5.55512599,0.15830511,0.01822607,1.25182056,125.18205624,NaN,0.00000000,
1565031412.84032679,562.00000000,0.20581115,0.00300682,0.00049398,101.61460671,53.70557944,120.99091826,20.42960972,0.00243098,0.00227541,103.05394946,0.26522544,8.40232326,0.01161166,0.01346542,0.01340679,0.00006232,0.00065729,0.23237409,1.30410436,2.54806491,99.74000000,20.09000000,53.86800000,79.49647522,305.27969360,75.75856781,0.01271135,1.01185645,0.02355486,23.27885729,5.70367080,0.15778267,0.01826956,1.25637692,125.63769152,NaN,0.00000000,
1565031413.84039068,563.00000000,0.20586301,0.00299396,0.00048939,101.54666879,53.86390876,119.53328519,20.42954483,0.00234477,0.00221162,102.94795497,0.26591498,8.40330472,0.01172573,0.01307323,0.01308371,0.00006728,0.00065930,0.22968270,1.26771656,2.54798542,99.74000000,20.09000000,53.85700000,77.42507172,308.02523804,74.22604370,0.01270876,1.01632047,0.02346413,23.08733552,5.67135802,0.15819288,0.01797947,1.23151431,123.15143077,NaN,0.00000000,
1565031414.84145164,564.00000000,0.20590754,0.00297768,0.00048402,101.62553586,55.13914032,120.96744590,20.42915225,0.00243919,0.00219903,102.81148465,0.26578488,8.39887840,0.01157003,0.01288732,0.01282937,0.00006556,0.00066037,0.21550807,1.27803498,2.54790432,99.74000000,20.09000000,53.85100000,79.69328308,304.27688599,73.92322540,0.01270734,1.01720720,0.02361477,23.21529816,5.46900739,0.15811548,0.01773861,1.22277835,122.27783504,NaN,0.00000000,
1565031415.84048891,565.00000000,0.20597719,0.00295564,0.00047846,101.56941323,55.02666203,120.28440045,20.43036569,0.00241184,0.00219209,102.47548400,0.26555070,8.40544314,0.01141741,0.01295535,0.01288699,0.00006261,0.00066021,0.23309179,1.31839863,2.54800976,99.74000000,20.09000000,53.84700000,79.03722382,300.60037231,73.75758362,0.01270640,1.01769290,0.02355362,23.14413774,5.48233101,0.15797617,0.01735410,1.19293316,119.29331582,NaN,0.00000000,
1565031416.84157801,566.00000000,0.20600108,0.00293715,0.00047363,101.61785592,56.69449297,120.24684470,20.42998933,0.00242426,0.00224666,102.35243070,0.26553118,8.40370121,0.01133121,0.01321170,0.01311479,0.00006683,0.00066501,0.23147696,1.30318623,2.54800164,99.75000000,20.10000000,53.84000000,79.33545685,298.52087402,75.06832123,0.01271136,1.01386217,0.02350558,23.18419963,5.21951866,0.15796456,0.01723940,1.18273815,118.27381542,NaN,0.00000000,
1565031417.84156465,567.00000000,0.20598461,0.00291242,0.00047016,101.58122852,56.51502920,119.04975474,20.43082316,0.00239483,0.00225902,102.31773811,0.26666957,8.40233626,0.01124837,0.01272065,0.01266118,0.00006644,0.00066709,0.22268510,1.33396629,2.54800976,99.75000000,20.10000000,53.83600000,78.62915802,296.52270508,75.36610413,0.01271042,1.01299590,0.02337829,23.07837002,5.24465253,0.15864179,0.01737351,1.18588798,118.58879834,NaN,0.00000000,
1565031418.84061861,568.00000000,0.20596875,0.00288691,0.00046730,101.61578824,56.83562814,121.08011320,20.43002502,0.00240424,0.00222937,102.19104306,0.26552468,8.40355171,0.01102574,0.01309441,0.01301642,0.00006693,0.00066329,0.23201524,1.32955894,2.54797731,99.75000000,20.10000000,53.82700000,78.85446167,291.14257812,74.65289307,0.01270829,1.01507317,0.02360097,23.25050866,5.19709780,0.15796069,0.01750414,1.20654897,120.65489715,NaN,0.00000000,
1565031419.84171486,569.00000000,0.20599356,0.00286430,0.00046517,101.58831769,56.78476217,122.00492387,20.43020995,0.00246180,0.00225513,102.16420900,0.26530350,8.40286274,0.01105283,0.01267227,0.01267292,0.00006959,0.00066423,0.22788845,1.32364625,2.54795785,99.75000000,20.10000000,53.82300000,80.23775482,291.79785156,75.27197266,0.01270735,1.01326957,0.02366987,23.35989580,5.20268808,0.15782911,0.01738571,1.20183930,120.18392954,NaN,0.00000000,
1565031420.84076691,570.00000000,0.20602294,0.00284414,0.00046217,101.60604063,56.66440323,120.25623363,20.43023916,0.00246524,0.00223709,101.92557762,0.26596702,8.40281074,0.01096906,0.01295003,0.01284316,0.00006699,0.00066190,0.22573534,1.34048729,2.54801949,99.75000000,20.10000000,53.81800000,80.32042694,289.77166748,74.83861542,0.01270617,1.01453142,0.02351426,23.17745632,5.22322705,0.15822384,0.01723781,1.18374452,118.37445176,NaN,0.00000000,
1565031421.84088993,571.00000000,0.20600932,0.00283185,0.00045880,101.67013858,56.38965531,120.48391544,20.43068041,0.00246216,0.00228186,101.73850595,0.26512786,8.40243376,0.01092516,0.01255236,0.01253805,0.00006638,0.00066495,0.25121379,1.31130665,2.54788161,99.75000000,20.10000000,53.81100000,80.24678802,288.70980835,75.91472626,0.01270452,1.01140378,0.02350020,23.23522985,5.27234268,0.15772462,0.01733918,1.19034156,119.03415576,NaN,0.00000000,
1565031422.84152937,572.00000000,0.20604450,0.00281479,0.00045471,101.64148650,55.55538163,122.23025844,20.43112166,0.00240671,0.00219118,101.66835408,0.26608411,8.40219327,0.01120224,0.01294264,0.01291902,0.00006547,0.00066229,0.21209899,1.31317535,2.54800002,99.75000000,20.10000000,53.80800000,78.91477966,295.40899658,73.73648834,0.01270381,1.01775479,0.02374410,23.32988034,5.40314305,0.15829350,0.01715394,1.18982240,118.98224043,NaN,0.00000000,
1565031423.84093142,573.00000000,0.20605345,0.00281488,0.00045012,101.62967121,55.88421943,123.47429309,20.43141691,0.00248159,0.00226343,101.49450776,0.26707289,8.40371421,0.01132465,0.01265618,0.01251897,0.00006774,0.00066663,0.22035257,1.30515063,2.54796109,99.75000000,20.10000000,53.80100000,80.71456146,298.36413574,75.47269440,0.01270215,1.01268618,0.02380512,23.50691063,5.34931567,0.15888172,0.01710574,1.18973326,118.97332622,NaN,0.00000000,
1565031424.84098244,574.00000000,0.20608934,0.00280798,0.00044631,101.70765212,56.94488253,122.16218862,20.43189709,0.00236018,0.00225412,101.38697988,0.26496524,8.40192028,0.01121424,0.01231337,0.01232304,0.00006644,0.00066751,0.24690757,1.28887410,2.54794163,99.75000000,20.10000000,53.79700000,77.79763794,295.69967651,75.24945068,0.01270121,1.01333508,0.02368589,23.37419095,5.18800282,0.15762788,0.01690322,1.16969408,116.96940806,NaN,0.00000000,
1565031425.84103155,575.00000000,0.20608161,0.00279859,0.00044133,101.61874206,58.00554563,124.50238211,20.43142015,0.00241933,0.00218041,101.21294190,0.26554419,8.40426019,0.01112038,0.01268512,0.01265673,0.00006774,0.00066543,0.21855831,1.27700168,2.54791729,99.75000000,20.10000000,53.79300000,79.21834564,293.43182373,73.47798157,0.01270027,1.01851380,0.02397270,23.53694508,5.01511062,0.15797230,0.01696756,1.18875814,118.87581358,NaN,0.00000000,
1565031426.83980465,576.00000000,0.20608425,0.00278810,0.00043752,101.63498809,58.60089249,121.35943418,20.43150775,0.00242536,0.00222943,101.10560569,0.26594100,8.40022385,0.01095186,0.01237304,0.01230263,0.00006848,0.00066855,0.22447936,1.27127066,2.54789621,99.75000000,20.10000000,53.78600000,79.36344147,289.35684204,74.65588379,0.01269861,1.01506444,0.02362807,23.27741171,4.92520501,0.15820836,0.01696944,1.17202788,117.20278802,NaN,0.00000000,
1565031427.84115267,577.00000000,0.20610367,0.00277010,0.00043341,101.57620702,58.94441694,123.61043274,20.43169918,0.00234899,0.00225162,100.89495839,0.26519292,8.40260275,0.01086420,0.01265605,0.01260391,0.00006852,0.00066436,0.21748176,1.28322420,2.54794811,99.75000000,20.10000000,53.78100000,77.52849579,287.23477173,75.18923187,0.01269743,1.01351025,0.02382793,23.51030226,4.86774965,0.15776332,0.01688015,1.17584265,117.58426486,NaN,0.00000000,
1565031428.84019852,578.00000000,0.20620515,0.00275904,0.00042905,101.72537506,58.09366556,120.79844497,20.43151424,0.00245723,0.00222197,100.67453583,0.26517991,8.40492316,0.01080064,0.01250236,0.01242394,0.00006735,0.00066780,0.22107027,1.30626667,2.54795785,99.75000000,20.10000000,53.77300000,80.12908173,285.69494629,74.47660828,0.01269554,1.01558792,0.02357948,23.21756295,5.01091368,0.15775558,0.01628906,1.12226891,112.22689082,NaN,0.00000000,
1565031429.84023857,579.00000000,0.20618888,0.00274582,0.00042475,101.66866167,59.51182334,121.80540887,20.43228643,0.00246177,0.00221765,100.64923515,0.26535554,8.40102981,0.01068393,0.01180782,0.01176399,0.00006592,0.00066417,0.19128561,1.33601181,2.54787998,99.75000000,20.10000000,53.76900000,80.23899078,282.86642456,74.37368774,0.01269460,1.01588869,0.02368106,23.31068026,4.79019773,0.15786007,0.01640871,1.13581197,113.58119678,NaN,0.00000000,
1565031430.84027290,580.00000000,0.20622569,0.00273337,0.00042153,101.69967680,58.43539896,120.11305230,20.43253950,0.00244357,0.00224595,100.45928841,0.26460095,8.40389620,0.01065629,0.01273016,0.01264145,0.00006553,0.00066492,0.23883341,1.31813423,2.54803571,99.75000000,20.10000000,53.76600000,79.80182648,282.19610596,75.05364227,0.01269389,1.01390491,0.02349300,23.17080972,4.95619206,0.15741116,0.01620683,1.11283430,111.28342990,NaN,0.00000000,
1565031431.83997250,581.00000000,0.20626310,0.00270607,0.00041922,101.68697537,58.47551860,121.56129642,20.43191980,0.00241670,0.00225620,100.26512488,0.26601906,8.40197878,0.01059974,0.01198328,0.01197147,0.00006423,0.00066586,0.21227841,1.30139863,2.54792540,99.75000000,20.10000000,53.76100000,79.15567017,280.82305908,75.29934692,0.01269271,1.01318997,0.02362587,23.31830311,4.94893600,0.15825480,0.01601862,1.10600221,110.60022078,NaN,0.00000000,
1565031432.84137154,582.00000000,0.20625476,0.00268995,0.00041760,101.67900005,59.44734534,120.06845482,20.43179651,0.00242066,0.00220487,100.41194547,0.26579789,8.40563163,0.01054118,0.01252150,0.01249678,0.00006274,0.00066161,0.22304395,1.35266792,2.54802760,99.75000000,20.10000000,53.76100000,79.25067139,279.40093994,74.06609344,0.01269271,1.01678865,0.02352202,23.13363284,4.80080343,0.15812322,0.01609084,1.10630397,110.63039666,NaN,0.00000000,
1565031433.84041738,583.00000000,0.20626290,0.00266587,0.00041561,101.71828589,60.04305041,120.05437142,20.43258817,0.00245959,0.00221856,100.26569989,0.26548565,8.40437718,0.01039703,0.01211776,0.01213288,0.00006534,0.00065849,0.23398892,1.37904226,2.54806329,99.75000000,20.10000000,53.75700000,80.18704224,275.89810181,74.39581299,0.01269177,1.01582402,0.02350948,23.14325677,4.71507404,0.15793747,0.01607436,1.10467683,110.46768291,NaN,0.00000000,
1565031434.84153509,584.00000000,0.20632512,0.00264558,0.00041282,101.78149769,59.78585484,119.89945388,20.43128388,0.00243659,0.00222888,100.11600422,0.26510184,8.40498166,0.01039751,0.01194551,0.01185846,0.00006965,0.00066339,0.19325929,1.36575046,2.54796271,99.75000000,20.10000000,53.75500000,79.63297272,275.90866089,74.64241791,0.01269129,1.01510374,0.02348597,23.13652400,4.75902723,0.15770914,0.01572879,1.07952544,107.95254410,NaN,0.00000000,
1565031435.84060287,585.00000000,0.20636630,0.00262277,0.00040888,101.73394115,59.77904883,119.95813477,20.43306187,0.00242202,0.00223193,100.09051187,0.26504980,8.40433818,0.01043865,0.01246479,0.01231967,0.00006420,0.00066320,0.23345064,1.31303585,2.54792216,99.75000000,20.10000000,53.75200000,79.28463745,276.91079712,74.71740723,0.01269059,1.01488491,0.02348919,23.14467979,4.75586529,0.15767818,0.01551439,1.06488183,106.48818329,NaN,0.00000000,
1565031436.84125996,586.00000000,0.20633692,0.00260840,0.00040491,101.73955341,57.73008128,121.29136436,20.43194900,0.00238380,0.00227229,99.90516525,0.26553118,8.40400020,0.01058157,0.01182998,0.01175029,0.00006800,0.00066401,0.23219466,1.32669749,2.54798705,99.75000000,20.10000000,53.75100000,78.36520386,280.38198853,75.68600464,0.01269035,1.01206693,0.02358654,23.30531873,5.06831639,0.15796456,0.01571398,1.08357401,108.35740129,NaN,0.00000000,
1565031437.84167242,587.00000000,0.20634780,0.00259322,0.00040151,101.84293720,57.81999227,122.79828937,20.43192305,0.00240840,0.00222297,99.65254182,0.26640937,8.40149780,0.01053790,0.01226808,0.01226126,0.00006725,0.00066920,0.26843865,1.32880465,2.54797569,99.75000000,20.10000000,53.75000000,78.95610046,279.32147217,74.50116730,0.01269011,1.01551617,0.02377302,23.40978682,5.06348115,0.15848699,0.01567168,1.08934369,108.93436878,NaN,0.00000000,
1565031438.84175301,588.00000000,0.20636783,0.00258824,0.00039869,101.81428512,59.85498958,122.85931748,20.43240648,0.00242361,0.00219274,99.63069124,0.26625975,8.40440968,0.01038103,0.01208759,0.01198980,0.00006871,0.00066706,0.21622578,1.30470941,2.54791405,99.75000000,20.10000000,53.74900000,79.32221222,275.50888062,73.77515411,0.01268988,1.01764135,0.02380379,23.39114055,4.75157087,0.15839798,0.01556090,1.08305507,108.30550684,NaN,0.00000000,
1565031439.84078407,589.00000000,0.20634170,0.00257241,0.00039655,101.80306060,60.58144170,123.20905552,20.43246812,0.00241823,0.00224286,99.42291902,0.26490669,8.40589812,0.01042159,0.01188809,0.01188520,0.00006813,0.00067222,0.25623771,1.31059291,2.54797245,99.75000000,20.10000000,53.75100000,79.19284821,276.49530029,74.97952271,0.01269035,1.01412078,0.02379638,23.46503444,4.64267947,0.15759305,0.01574046,1.09559201,109.55920108,NaN,0.00000000,
1565031440.84087563,590.00000000,0.20635705,0.00255792,0.00039427,101.81930662,61.17857962,120.24449746,20.43272119,0.00240901,0.00222911,99.37864283,0.26683871,8.40153029,0.01039592,0.01238533,0.01236583,0.00006693,0.00066797,0.21891716,1.31447468,2.54797731,99.75000000,20.10000000,53.75400000,78.97168732,275.87142944,74.64926147,0.01269106,1.01508376,0.02351951,23.17001889,4.55637403,0.15874240,0.01566898,1.07796240,107.79624042,NaN,0.00000000,
1565031441.84087801,591.00000000,0.20635125,0.00254698,0.00039114,101.81605742,61.23302771,123.37570921,20.43246812,0.00237965,0.00222398,99.23239725,0.26624024,8.40486466,0.01034369,0.01202377,0.01198649,0.00006602,0.00066683,0.20599851,1.33835255,2.54804058,99.75000000,20.10000000,53.75500000,78.26591492,274.60037231,74.52586365,0.01269129,1.01544404,0.02382800,23.46559423,4.54813161,0.15838637,0.01572136,1.09601141,109.60114093,NaN,0.00000000,
1565031442.84093857,592.00000000,0.20637474,0.00254824,0.00038898,101.85238943,59.76328754,122.66919141,20.43171865,0.00239120,0.00220919,99.18275426,0.26636383,8.40465017,0.01052551,0.01188530,0.01177109,0.00006456,0.00067046,0.22465878,1.33179100,2.54798867,99.75000000,20.09000000,53.75500000,78.54271698,279.02023315,74.16969299,0.01268342,1.01648536,0.02377185,23.38632118,4.76863194,0.15845990,0.01558120,1.08362629,108.36262856,NaN,0.00000000,
1565031443.83995676,593.00000000,0.20633783,0.00254049,0.00038654,101.95518246,60.42024671,122.92504005,20.43250706,0.00236703,0.00224543,99.01408308,0.26567429,8.40266775,0.01063637,0.01275053,0.01277363,0.00006651,0.00066878,0.23901284,1.30122668,2.54801624,99.75000000,20.09000000,53.75700000,77.96269989,281.71264648,75.04113770,0.01268389,1.01394133,0.02376683,23.44004765,4.67986646,0.15804969,0.01581588,1.10018117,110.01811695,NaN,0.00000000,
1565031444.84001493,594.00000000,0.20639294,0.00253931,0.00038316,101.78504228,60.61403892,121.40403165,20.43282502,0.00240142,0.00220581,98.87147926,0.26612315,8.40492316,0.01064565,0.01253507,0.01248056,0.00006326,0.00066764,0.22322338,1.29637000,2.54796596,99.75000000,20.09000000,53.75900000,78.78935242,281.93817139,74.08969116,0.01268436,1.01671955,0.02365167,23.26273051,4.63628470,0.15831672,0.01549010,1.07206269,107.20626900,NaN,0.00000000,
1565031445.84115362,595.00000000,0.20637637,0.00253510,0.00037949,101.85120790,61.65428397,122.42273173,20.43283800,0.00243604,0.00222778,98.86285403,0.26640286,8.40202428,0.01063303,0.01200586,0.01197974,0.00006024,0.00067264,0.22878558,1.32347268,2.54796920,99.75000000,20.09000000,53.76000000,79.62123108,281.63189697,74.61742401,0.01268459,1.01517669,0.02373267,23.37786986,4.48989523,0.15848312,0.01559958,1.08370260,108.37026017,NaN,0.00000000,
1565031446.84112310,596.00000000,0.20639142,0.00253486,0.00037583,101.92889344,62.06980885,121.84296463,20.43289964,0.00238646,0.00222233,98.55215405,0.26603207,8.40378571,0.01052622,0.01235461,0.01227259,0.00006699,0.00067072,0.23721858,1.30716371,2.54807464,99.75000000,20.09000000,53.76400000,78.43003845,279.03869629,74.48652649,0.01268554,1.01555894,0.02368086,23.31805831,4.43663458,0.15826254,0.01551394,1.07550159,107.55015899,NaN,0.00000000,
1565031447.84088087,597.00000000,0.20639406,0.00252531,0.00037249,101.96138549,61.85631503,122.31710615,20.43293858,0.00240697,0.00220078,98.53145350,0.26612965,8.40354522,0.01052372,0.01188880,0.01178861,0.00006261,0.00066469,0.23488605,1.34382402,2.54800976,99.75000000,20.09000000,53.76500000,78.92278290,278.97805786,73.96897888,0.01268577,1.01707312,0.02374458,23.34598666,4.47030386,0.15832059,0.01551409,1.07860441,107.86044094,NaN,0.00000000,
1565031448.84130382,598.00000000,0.20639975,0.00252033,0.00036943,101.90319518,62.73858898,122.24903633,20.43254599,0.00238659,0.00221152,98.47816874,0.26650695,8.40335022,0.01053579,0.01187303,0.01185584,0.00006534,0.00067264,0.21371382,1.34995733,2.54807951,99.75000000,20.09000000,53.77000000,78.43282318,279.27087402,74.22661591,0.01268695,1.01631879,0.02372916,23.34814956,4.33852042,0.15854504,0.01548985,1.07636819,107.63681858,NaN,0.00000000,
1565031449.84141684,599.00000000,0.20638308,0.00251351,0.00036489,101.93361956,63.19208424,120.66699980,20.43242919,0.00234600,0.00226074,98.36719077,0.26561575,8.40375971,0.01046655,0.01249185,0.01239429,0.00006388,0.00066858,0.20779277,1.30717993,2.54807464,99.75000000,20.09000000,53.77200000,77.45748901,277.58843994,75.40896606,0.01268743,1.01287133,0.02353510,23.23602532,4.27676895,0.15801486,0.01560428,1.07586628,107.58662751,NaN,0.00000000,
1565031450.84139061,600.00000000,0.20643361,0.00251053,0.00036116,101.93125650,62.87435099,120.92519566,20.43299049,0.00242640,0.00224653,98.10690048,0.26612965,8.40393520,0.01042415,0.01212389,0.01213321,0.00006728,0.00066673,0.21855831,1.31118337,2.54805680,99.75000000,20.09000000,53.77500000,79.38982391,276.55810547,75.06810760,0.01268813,1.01386279,0.02357180,23.24949528,4.32164869,0.15832059,0.01530868,1.05697506,105.69750565,NaN,0.00000000,
1565031451.84042931,601.00000000,0.20646198,0.00249825,0.00035636,101.94779790,62.28867583,120.13652465,20.43336360,0.00243004,0.00217142,98.04364878,0.26494572,8.40150430,0.01040718,0.01180623,0.01175484,0.00006501,0.00067348,0.24708700,1.33556085,2.54784105,99.75000000,20.09000000,53.77800000,79.47750854,276.14584351,73.26394653,0.01268884,1.01914310,0.02355591,23.11344446,4.40680909,0.15761627,0.01515931,1.04604703,104.60470306,NaN,0.00000000,
1565031452.84137964,602.00000000,0.20652868,0.00249466,0.00035308,101.96049934,62.77691757,121.64110240,20.43371725,0.00240116,0.00219244,97.97713867,0.26563526,8.40440968,0.01042405,0.01196761,0.01188315,0.00006615,0.00066930,0.20743392,1.31266113,2.54787025,99.75000000,20.09000000,53.78100000,78.78398132,276.55645752,73.76940918,0.01268955,1.01765821,0.02368568,23.27469117,4.33808610,0.15802647,0.01476661,1.02425047,102.42504675,NaN,0.00000000,
1565031453.84139013,603.00000000,0.20661968,0.00247935,0.00035034,102.03523105,63.77023696,123.96721249,20.43386001,0.00234000,0.00220915,97.90602844,0.26564827,8.40657410,0.01039758,0.01180529,0.01178978,0.00006083,0.00066822,0.21425210,1.30206208,2.54786863,99.75000000,20.09000000,53.78700000,77.31466675,275.91278076,74.17098236,0.01269097,1.01648159,0.02389725,23.50977012,4.20421807,0.15803421,0.01424154,0.99611961,99.61196072,NaN,0.00000000,
1565031454.84053850,604.00000000,0.20660402,0.00245580,0.00034885,102.02814188,65.27508180,122.57530202,20.43480740,0.00243036,0.00218190,97.80750913,0.26440580,8.39935938,0.01020722,0.01147253,0.01141907,0.00006339,0.00066881,0.20420426,1.32632602,2.54800164,99.75000000,20.09000000,53.79000000,79.48670197,271.27972412,73.51712036,0.01269167,1.01839881,0.02378511,23.35539769,3.99497592,0.15729507,0.01436698,1.00043671,100.04367068,NaN,0.00000000,
1565031455.84066963,605.00000000,0.20662415,0.00242923,0.00034607,102.07451690,65.32308208,121.72090839,20.43432073,0.00240259,0.00222216,97.62292919,0.26573284,8.40456567,0.01011865,0.01186852,0.01184055,0.00006131,0.00066878,0.21586693,1.35306534,2.54793189,99.75000000,20.09000000,53.79400000,78.81887054,269.11993408,74.48400116,0.01269262,1.01556632,0.02366908,23.30629130,3.99246559,0.15808452,0.01428243,0.98974873,98.97487315,NaN,0.00000000,
1565031456.84070158,606.00000000,0.20665018,0.00240075,0.00034235,102.04852326,63.54348933,123.02127670,20.43371725,0.00241858,0.00220085,97.51080119,0.26542059,8.40452668,0.01003381,0.01183436,0.01182741,0.00006313,0.00067050,0.24977838,1.35760733,2.54800651,99.75000000,20.09000000,53.80200000,79.20263672,267.04922485,73.97129822,0.01269450,1.01706633,0.02381275,23.41316900,4.23724397,0.15789877,0.01416596,0.98769964,98.76996402,NaN,0.00000000,
1565031457.84077787,607.00000000,0.20664906,0.00237920,0.00033704,102.02341576,62.23243669,122.10585497,20.43438238,0.00241252,0.00215796,97.59226171,0.26570031,8.40177079,0.00997391,0.01167561,0.01159336,0.00005940,0.00067270,0.22286453,1.32589616,2.54790269,99.75000000,20.09000000,53.80500000,79.05748749,265.58743286,72.94142151,0.01269521,1.02009285,0.02375925,23.29126712,4.42152057,0.15806517,0.01420619,0.98864856,98.86485640,NaN,0.00000000,
1565031458.84044313,608.00000000,0.20673498,0.00236340,0.00033261,102.06683696,62.32127304,126.08441863,20.43559906,0.00239707,0.00220886,97.44812452,0.26566128,8.40206327,0.00991399,0.01223022,0.01216610,0.00005959,0.00067403,0.24026882,1.31273089,2.54787998,99.75000000,20.09000000,53.81300000,78.68757629,264.12445068,74.16565704,0.01269710,1.01649717,0.02410064,23.70949727,4.41256739,0.15804195,0.01371438,0.96774650,96.77464989,NaN,0.00000000,
1565031459.83987427,609.00000000,0.20682740,0.00234916,0.00032889,102.09135368,65.55914320,123.95078183,20.43493718,0.00239139,0.00220357,97.24016062,0.26568080,8.40260925,0.00990361,0.01147361,0.01156922,0.00006359,0.00067432,0.25139321,1.37210924,2.54797569,99.75000000,20.09000000,53.81800000,78.55050659,263.87005615,74.03795624,0.01269828,1.01687106,0.02390024,23.50370975,3.96167578,0.15805356,0.01318051,0.92183896,92.18389629,NaN,0.00000000,
1565031460.84090757,610.00000000,0.20684489,0.00232834,0.00032532,102.15456549,66.80715067,123.31233387,20.43519350,0.00241446,0.00219144,97.07666458,0.26512136,8.40173179,0.00981036,0.01110030,0.01111055,0.00006222,0.00066738,0.22717074,1.36241859,2.54799353,99.75000000,20.09000000,53.82200000,79.10505676,261.58996582,73.74667358,0.01269922,1.01772490,0.02384862,23.43326376,3.79854109,0.15772075,0.01310568,0.91473263,91.47326300,NaN,0.00000000,
1565031461.83993435,611.00000000,0.20683015,0.00230961,0.00032235,102.11793809,67.11306295,122.44150960,20.43506372,0.00237336,0.00220279,97.22789362,0.26551167,8.40611911,0.00975884,0.01144895,0.01143565,0.00005723,0.00066797,0.22071142,1.34324979,2.54796596,99.75000000,20.09000000,53.82900000,78.11719513,260.32888794,74.01937103,0.01270088,1.01692549,0.02375492,23.35955114,3.75446956,0.15795295,0.01322151,0.91952719,91.95271939,NaN,0.00000000,
1565031462.84003353,612.00000000,0.20684459,0.00228378,0.00032018,102.14954399,65.99114579,123.24661128,20.43584240,0.00241995,0.00214459,96.95418630,0.26574585,8.40225177,0.00963370,0.01142877,0.01129503,0.00006063,0.00067011,0.23057983,1.30762602,2.54786538,99.74000000,20.09000000,53.83300000,79.23743439,257.26422119,72.62166595,0.01270309,1.02103619,0.02388102,23.38899974,3.90802575,0.15809226,0.01316957,0.92083402,92.08340172,NaN,0.00000000,
1565031463.84005594,613.00000000,0.20684886,0.00225974,0.00031808,102.18380833,64.84666132,121.22094731,20.43521621,0.00239217,0.00218910,96.88671783,0.26611013,8.40419519,0.00960525,0.01162142,0.01158814,0.00005775,0.00067157,0.20868990,1.33963242,2.54804706,99.74000000,20.09000000,53.83700000,78.56949615,256.56600952,73.69057465,0.01270404,1.01788951,0.02364743,23.23182030,4.06751170,0.15830898,0.01317649,0.91243879,91.24387885,NaN,0.00000000,
1565031464.83974075,614.00000000,0.20679659,0.00224358,0.00031674,102.15102090,66.38517800,121.02377955,20.43520323,0.00236213,0.00219984,96.87234244,0.26577837,8.40343472,0.00951333,0.01051980,0.01042175,0.00006050,0.00067731,0.24152480,1.32577612,2.54793189,99.74000000,20.09000000,53.84700000,77.84761047,254.31109619,73.94857788,0.01270640,1.01713290,0.02361940,23.22155121,3.85490614,0.15811161,0.01351286,0.93514728,93.51472777,NaN,0.00000000,
1565031465.84014702,615.00000000,0.20682567,0.00222807,0.00031596,102.04527405,65.87150328,122.68796930,20.43545955,0.00236544,0.00220545,96.79356534,0.26523845,8.40725007,0.00961874,0.01179698,0.01172609,0.00006063,0.00067475,0.24026882,1.32599835,2.54798056,99.74000000,20.09000000,53.85200000,77.92736816,256.89715576,74.08367920,0.01270758,1.01673716,0.02377662,23.38521486,3.91512213,0.15779041,0.01335819,0.93044090,93.04408953,NaN,0.00000000,
