Time Stamp,Test Time (s),0: O2 (Volts),1: CO2 (Volts),2: CO (Volts),3: Io (Volts),4: I (Volts),5: Pe (Volts),6: CJC0 (Volts),7: TCraw1 (Volts),8: TCraw2 (Volts),9: SampMass (Volts),10: BurnerFlow (Volts),11: BurnerFlowSet (Volts),12: TCraw3 (Volts),13: TCraw4 (Volts),14: TCraw5 (Volts),15: Hfspare (Volts),16: TCraw7 (Volts),17: HeatFlux (Volts),18: CanopyFlow (Volts),19: MarkSig (Volts),System State
8/6/2019 3:57:16 PM,0.00000000,0.00954191,0.00088190,0.00100809,0.00245470,0.00622228,0.01841501,0.00006939,0.00041482,0.00036673,0.01266249,0.00153657,0.00490935,0.00045806,0.00688215,0.01369089,0.00002272,0.00002655,0.00003623,0.11086542,0.00751188,
8/6/2019 3:57:17 PM,1.00000000,0.00946652,0.00114837,0.00120080,0.00241401,0.00513351,0.01743693,0.00006854,0.00036779,0.00032769,0.01163378,0.00134708,0.00489265,0.00048286,0.00188255,0.00127737,0.00002138,0.00002538,0.00003540,0.08859142,0.00748435,
8/6/2019 3:57:18 PM,2.00000000,0.00955038,0.00109587,0.00119280,0.00224489,0.00554677,0.01854631,0.00006521,0.00039257,0.00035108,0.01126942,0.00134406,0.00455930,0.00048469,0.00210143,0.00129728,0.00002166,0.00002789,0.00003312,0.10890411,0.00747571,
8/6/2019 3:57:19 PM,3.00000000,0.01030741,0.00121596,0.00103802,0.00237951,0.00558647,0.01808254,0.00007001,0.00037554,0.00036389,0.01149315,0.00137297,0.00471420,0.00042887,0.00190100,0.00129065,0.00002368,0.00002621,0.00003405,0.09190825,0.00751242,
8/6/2019 3:57:20 PM,4.00000000,0.00966808,0.00119715,0.00117711,0.00244044,0.00550282,0.01808776,0.00006198,0.00036673,0.00036806,0.01091750,0.00127237,0.00460307,0.00049967,0.00227984,0.00160410,0.00002336,0.00002516,0.00003259,0.09763682,0.00745038,
8/6/2019 3:57:21 PM,5.00000000,0.00823739,0.00122903,0.00124527,0.00259354,0.00588984,0.01859326,0.00006794,0.00038152,0.00037550,0.01203282,0.00131382,0.00471609,0.00048349,0.00203880,0.00127028,0.00002224,0.00002389,0.00003470,0.07823796,0.00748554,
8/6/2019 3:57:22 PM,6.00000000,0.00986636,0.00131771,0.00109169,0.00242591,0.00579957,0.01858145,0.00006582,0.00038388,0.00036305,0.01171407,0.00126626,0.00457880,0.00048021,0.00181548,0.00115639,0.00002436,0.00002653,0.00003671,0.10678819,0.00754410,
8/6/2019 3:57:23 PM,7.00000000,0.00948237,0.00129811,0.00137853,0.00234332,0.00603271,0.01802695,0.00006910,0.00039646,0.00038323,0.01268079,0.00133344,0.00519871,0.00048176,0.00189770,0.00129639,0.00002183,0.00002587,0.00003469,0.08869652,0.00740290,
8/6/2019 3:57:24 PM,8.00000000,0.00901701,0.00125374,0.00118835,0.00233550,0.00632533,0.01892209,0.00006365,0.00038441,0.00034591,0.01195629,0.00127981,0.00503614,0.00046518,0.00182582,0.00122769,0.00002258,0.00002744,0.00003257,0.09867571,0.00735132,
8/6/2019 3:57:25 PM,9.00000000,0.01030411,0.00121411,0.00108272,0.00221833,0.00679513,0.01928469,0.00006801,0.00036100,0.00034018,0.01233739,0.00144883,0.00522115,0.00045502,0.00170036,0.00097331,0.00002380,0.00002783,0.00003522,0.08589545,0.00736499,
8/6/2019 3:57:26 PM,10.00000000,0.00867791,0.00130275,0.00119777,0.00243615,0.00670558,0.01880123,0.00006212,0.00038886,0.00036560,0.01315607,0.00144462,0.00512055,0.00044919,0.00183705,0.00127930,0.00002206,0.00002809,0.00003399,0.09088178,0.00739187,
8/6/2019 3:57:27 PM,11.00000000,0.00933540,0.00129051,0.00124612,0.00221788,0.00643330,0.01944956,0.00006765,0.00038377,0.00036109,0.01431793,0.00138445,0.00504320,0.00044329,0.00212395,0.00145930,0.00002201,0.00002850,0.00003698,0.10161814,0.00737331,
8/6/2019 3:57:28 PM,12.00000000,0.00954738,0.00127102,0.00113154,0.00239090,0.00596142,0.01851990,0.00006484,0.00040070,0.00036332,0.01047074,0.00128047,0.00468368,0.00049681,0.00246012,0.00170505,0.00002313,0.00002506,0.00004017,0.10480931,0.00740051,
8/6/2019 3:57:29 PM,13.00000000,0.00975253,0.00121511,0.00115087,0.00253589,0.00651679,0.01836539,0.00006016,0.00039127,0.00035386,0.01259792,0.00126129,0.00512304,0.00049805,0.00183864,0.00118014,0.00002207,0.00002831,0.00003814,0.12141407,0.00741796,
8/6/2019 3:57:30 PM,14.00000000,0.00924381,0.00130291,0.00108667,0.00237198,0.00573888,0.01838684,0.00007411,0.00037782,0.00035857,0.01233627,0.00145095,0.00500492,0.00046614,0.00172880,0.00126434,0.00002295,0.00002492,0.00003591,0.09729525,0.00757020,
8/6/2019 3:57:31 PM,15.00000000,0.00902283,0.00124495,0.00115575,0.00247821,0.00678515,0.01783221,0.00006907,0.00036325,0.00033683,0.01202622,0.00132304,0.00467509,0.00047810,0.00212175,0.00147975,0.00002118,0.00002517,0.00003477,0.09492768,0.00745998,
8/6/2019 3:57:32 PM,16.00000000,0.00865349,0.00122323,0.00120573,0.00231283,0.00553905,0.01894988,0.00006710,0.00038647,0.00037333,0.01181954,0.00134879,0.00458090,0.00045330,0.00134784,0.00081520,0.00002188,0.00002536,0.00003602,0.10108753,0.00740916,
8/6/2019 3:57:33 PM,17.00000000,0.00857062,0.00118406,0.00126500,0.00214897,0.00566764,0.01752024,0.00006867,0.00035319,0.00035161,0.01202899,0.00132749,0.00500798,0.00044929,0.00188862,0.00142501,0.00002210,0.00002629,0.00003712,0.08801427,0.00745932,
8/6/2019 3:57:34 PM,18.00000000,0.01028204,0.00115552,0.00121566,0.00229742,0.00529065,0.01789616,0.00006288,0.00038512,0.00037936,0.01147821,0.00127007,0.00478165,0.00047236,0.00198734,0.00140586,0.00002351,0.00002574,0.00003316,0.09784393,0.00748218,
8/6/2019 3:57:35 PM,19.00000000,0.00954801,0.00120194,0.00117847,0.00227961,0.00578395,0.01884828,0.00006560,0.00036988,0.00034460,0.01091674,0.00127443,0.00461842,0.00049304,0.00212146,0.00139207,0.00002155,0.00002848,0.00003603,0.08421123,0.00740004,
8/6/2019 3:57:36 PM,20.00000000,0.00900120,0.00120447,0.00127924,0.00233527,0.00616483,0.01911232,0.00005946,0.00038039,0.00033326,0.01195810,0.00125661,0.00468997,0.00045843,0.00188882,0.00136083,0.00002296,0.00002396,0.00003332,0.09432432,0.00755766,
8/6/2019 3:57:37 PM,21.00000000,0.00810947,0.00114033,0.00117558,0.00247179,0.00603553,0.01847764,0.00006217,0.00037222,0.00034841,0.01238054,0.00129751,0.00495703,0.00046934,0.00187408,0.00131874,0.00002265,0.00002761,0.00003965,0.10043506,0.00749618,
8/6/2019 3:57:38 PM,22.00000000,0.01045471,0.00118639,0.00130288,0.00263572,0.00608280,0.01818021,0.00006919,0.00038528,0.00035065,0.01207632,0.00130563,0.00492376,0.00045418,0.00188502,0.00130301,0.00002165,0.00002631,0.00003455,0.08768728,0.00748981,
8/6/2019 3:57:39 PM,23.00000000,0.01004534,0.00113684,0.00128048,0.00250558,0.00647678,0.01802780,0.00007113,0.00038709,0.00036820,0.01383518,0.00125120,0.00458307,0.00049909,0.00203966,0.00154287,0.00002337,0.00002845,0.00003861,0.09181566,0.00740384,
8/6/2019 3:57:40 PM,24.00000000,0.01006657,0.00114824,0.00123506,0.00278155,0.00609886,0.01875647,0.00006531,0.00039480,0.00036527,0.01210126,0.00128520,0.00476814,0.00048771,0.00201839,0.00122891,0.00002373,0.00002505,0.00003780,0.10070317,0.00744705,
8/6/2019 3:57:41 PM,25.00000000,0.00980948,0.00125040,0.00125584,0.00260128,0.00649657,0.01958647,0.00006147,0.00040676,0.00035751,0.01276176,0.00141246,0.00493912,0.00047175,0.00225163,0.00158748,0.00002204,0.00002715,0.00003571,0.09965929,0.00747625,
8/6/2019 3:57:42 PM,26.00000000,0.00938275,0.00119249,0.00122033,0.00234187,0.00655091,0.01801834,0.00006392,0.00036843,0.00035814,0.01220221,0.00141417,0.00506717,0.00043301,0.00248493,0.00180340,0.00002465,0.00002817,0.00004173,0.10042873,0.00745897,
8/6/2019 3:57:43 PM,27.00000000,0.01001595,0.00122308,0.00125789,0.00253864,0.00642029,0.01848523,0.00007174,0.00039540,0.00035659,0.01341641,0.00136218,0.00525918,0.00049495,0.00188016,0.00110659,0.00002225,0.00002530,0.00003991,0.08475512,0.00744374,
8/6/2019 3:57:44 PM,28.00000000,0.00960143,0.00121042,0.00109575,0.00256780,0.00614501,0.01819533,0.00007160,0.00036794,0.00036325,0.01283418,0.00140075,0.00492593,0.00052716,0.00170168,0.00118493,0.00002521,0.00002694,0.00004086,0.10754878,0.00747145,
8/6/2019 3:57:45 PM,29.00000000,0.01035293,0.00126194,0.00124349,0.00260354,0.00589852,0.01785502,0.00006567,0.00035860,0.00038054,0.01214741,0.00128816,0.00456495,0.00043052,0.00147262,0.00091585,0.00002338,0.00002485,0.00003981,0.10224697,0.00740587,
8/6/2019 3:57:46 PM,30.00000000,0.01041560,0.00126468,0.00131813,0.00262315,0.00689028,0.01747872,0.00006671,0.00036489,0.00039883,0.01343707,0.00144392,0.00528733,0.00046213,0.00193445,0.00109294,0.00002285,0.00002757,0.00003538,0.09555962,0.00739545,
8/6/2019 3:57:47 PM,31.00000000,0.00802684,0.00126674,0.00115307,0.00233480,0.00534411,0.01882044,0.00006756,0.00040076,0.00033947,0.01347361,0.00119527,0.00459122,0.00048768,0.00162033,0.00101661,0.00002206,0.00002699,0.00003615,0.11620036,0.00735889,
8/6/2019 3:57:48 PM,32.00000000,0.00861580,0.00131717,0.00139462,0.00259722,0.00719791,0.01852020,0.00006479,0.00038569,0.00038645,0.01320010,0.00138406,0.00493939,0.00042352,0.00201540,0.00142678,0.00002324,0.00002482,0.00003877,0.08621727,0.00738264,
8/6/2019 3:57:49 PM,33.00000000,0.00952425,0.00127849,0.00133180,0.00229525,0.00583672,0.01796036,0.00006842,0.00036332,0.00034779,0.01177551,0.00139892,0.00530548,0.00046352,0.00167373,0.00101879,0.00002220,0.00002649,0.00003785,0.09914143,0.00737064,
8/6/2019 3:57:50 PM,34.00000000,0.00949973,0.00128692,0.00129348,0.00246131,0.00650640,0.01936253,0.00006290,0.00038514,0.00038448,0.01287603,0.00135581,0.00504200,0.00045257,0.00197597,0.00132426,0.00002399,0.00002757,0.00003390,0.10166595,0.00733581,
8/6/2019 3:57:51 PM,35.00000000,0.00809296,0.00129125,0.00127530,0.00250127,0.00635151,0.01803398,0.00006904,0.00037469,0.00036046,0.01366659,0.00143435,0.00507440,0.00047127,0.00227397,0.00162985,0.00002268,0.00002727,0.00004073,0.09364456,0.00740024,
8/6/2019 3:57:52 PM,36.00000000,0.00954352,0.00128643,0.00115311,0.00229619,0.00795124,0.01952226,0.00007438,0.00039225,0.00037692,0.01308708,0.00134989,0.00438822,0.00049090,0.00197184,0.00117282,0.00002132,0.00002860,0.00003825,0.08369612,0.00728386,
8/6/2019 3:57:53 PM,37.00000000,0.00967251,0.00110534,0.00118816,0.00260834,0.00575411,0.01809516,0.00006804,0.00040110,0.00037623,0.01117578,0.00144371,0.00541073,0.00044029,0.00204909,0.00150767,0.00002362,0.00002776,0.00004251,0.11203829,0.00707305,
8/6/2019 3:57:54 PM,38.00000000,0.00948038,0.00119696,0.00135914,0.00256118,0.00628095,0.02026387,0.00007388,0.00042894,0.00036571,0.01201073,0.00155780,0.00486426,0.00045230,0.00174675,0.00105650,0.00002259,0.00002741,0.00003466,0.09994977,0.00734694,
8/6/2019 3:57:55 PM,39.00000000,0.00958608,0.00113089,0.00120413,0.00254493,0.00583566,0.01836488,0.00006668,0.00038872,0.00035617,0.01241458,0.00133895,0.00485316,0.00047141,0.00167580,0.00114283,0.00002307,0.00003004,0.00003788,0.09111448,0.00725110,
8/6/2019 3:57:56 PM,40.00000000,0.00960939,0.00137443,0.00123715,0.00251920,0.00693317,0.01932482,0.00006565,0.00040807,0.00037093,0.01273005,0.00159267,0.00502790,0.00050727,0.00225810,0.00152320,0.00002241,0.00002710,0.00003497,0.09848169,0.00739889,
8/6/2019 3:57:57 PM,41.00000000,0.00942549,0.00111420,0.00111248,0.00244338,0.00571938,0.01932683,0.00007338,0.00038608,0.00038204,0.01268409,0.00147475,0.00534413,0.00050570,0.00240634,0.00178171,0.00002194,0.00002842,0.00003626,0.09490356,0.00737390,
8/6/2019 3:57:58 PM,42.00000000,0.00966098,0.00113321,0.00123081,0.00239023,0.00597104,0.01810610,0.00006550,0.00039978,0.00039732,0.01306597,0.00137523,0.00478662,0.00042874,0.00210213,0.00145784,0.00002255,0.00002596,0.00003574,0.08540629,0.00730760,
8/6/2019 3:57:59 PM,43.00000000,0.01025837,0.00129263,0.00126299,0.00235391,0.00698669,0.01877694,0.00006647,0.00035749,0.00033524,0.01171683,0.00138044,0.00483867,0.00046208,0.00175607,0.00124548,0.00002310,0.00002525,0.00003356,0.09293826,0.00734564,
8/6/2019 3:58:00 PM,44.00000000,0.00851736,0.00129607,0.00127466,0.00260295,0.00570771,0.01920750,0.00006775,0.00038230,0.00035230,0.01233682,0.00139198,0.00437313,0.00050511,0.00213955,0.00134693,0.00002148,0.00002628,0.00003663,0.09820930,0.00731559,
8/6/2019 3:58:01 PM,45.00000000,0.01003017,0.00114928,0.00116630,0.00260183,0.00612501,0.01828675,0.00006782,0.00035305,0.00038530,0.01299728,0.00125172,0.00503472,0.00048410,0.00158380,0.00104961,0.00002269,0.00002481,0.00003371,0.11535066,0.00741165,
8/6/2019 3:58:02 PM,46.00000000,0.00925247,0.00122703,0.00131703,0.00276519,0.00643340,0.01772113,0.00006538,0.00035896,0.00033651,0.01251385,0.00124869,0.00481667,0.00048452,0.00174138,0.00120675,0.00002236,0.00002802,0.00003415,0.09611188,0.00741815,
8/6/2019 3:58:03 PM,47.00000000,0.00968717,0.00132912,0.00124147,0.00243860,0.00648500,0.01871827,0.00006887,0.00037225,0.00035579,0.01159997,0.00141394,0.00535965,0.00048888,0.00194407,0.00143664,0.00002121,0.00002707,0.00003567,0.10250970,0.00743392,
8/6/2019 3:58:04 PM,48.00000000,0.00904652,0.00128173,0.00128853,0.00246201,0.00684965,0.01740238,0.00006915,0.00038484,0.00036900,0.01310089,0.00143208,0.00469372,0.00049287,0.00234568,0.00153605,0.00002320,0.00002794,0.00003671,0.09108971,0.00725458,
8/6/2019 3:58:05 PM,49.00000000,0.01007413,0.00132190,0.00115561,0.00251748,0.00636068,0.01868572,0.00006489,0.00037844,0.00037437,0.01224211,0.00142287,0.00521218,0.00043447,0.00169615,0.00113033,0.00002227,0.00002780,0.00003776,0.10013718,0.00726087,
8/6/2019 3:58:06 PM,50.00000000,0.00953768,0.00117933,0.00122462,0.00258071,0.00552286,0.01779374,0.00006781,0.00036229,0.00033508,0.01205152,0.00126133,0.00505800,0.00053641,0.00194337,0.00127378,0.00002399,0.00002511,0.00003860,0.10590274,0.00730477,
8/6/2019 3:58:07 PM,51.00000000,0.01009691,0.00129321,0.00130196,0.00258596,0.00577355,0.01712007,0.00006683,0.00034900,0.00035886,0.01137034,0.00138323,0.00487361,0.00046296,0.00164740,0.00102454,0.00002447,0.00002631,0.00003608,0.09928873,0.00738342,
8/6/2019 3:58:08 PM,52.00000000,0.01003613,0.00131170,0.00129088,0.00228508,0.00670702,0.01828215,0.00006748,0.00035909,0.00033594,0.01260953,0.00146723,0.00493741,0.00048250,0.00206997,0.00146235,0.00002530,0.00002681,0.00004011,0.10789770,0.00729137,
8/6/2019 3:58:09 PM,53.00000000,0.00957180,0.00113544,0.00137556,0.00241047,0.00631590,0.01776139,0.00006998,0.00039578,0.00035519,0.01199608,0.00143038,0.00517205,0.00045741,0.00161498,0.00095688,0.00002391,0.00002505,0.00003255,0.08085398,0.00740379,
8/6/2019 3:58:10 PM,54.00000000,0.01021237,0.00105829,0.00116549,0.00226970,0.00539544,0.01839662,0.00006355,0.00036317,0.00032731,0.01126056,0.00132712,0.00497502,0.00048813,0.00193251,0.00149983,0.00002369,0.00002847,0.00003786,0.09153326,0.00743978,
