,File Name,Less Than 5 Pages,Greater Than 66 Pages,Page Count
,1010_001.pdf,No,No,34
,1011_001.pdf,No,No,33
,1012_001.pdf,No,No,27
,1013_001.pdf,No,No,19
,1014_001.pdf,No,No,15
,1015_001.pdf,No,No,12
,1016_001.pdf,No,No,10
,1017_001.pdf,No,No,21
,1018_001.pdf,No,No,11
,1019_001.pdf,No,No,43
,1020_001.pdf,No,No,27
,1021_001.pdf,No,No,15
,1022_001.pdf,No,No,27
,1023_001.pdf,No,No,26
,1024_001.pdf,No,No,41
,1025_001.pdf,No,No,26
,1026_001.pdf,No,No,12
,1027_001.pdf,No,No,24
,1028_001.pdf,No,No,30
,1029_001.pdf,No,No,27
,1030_001.pdf,No,No,30
,1031_001.pdf,No,No,24
,1032_001.pdf,No,No,42
,1033_001.pdf,No,No,27
,1034_001.pdf,No,No,27
,1035_001.pdf,No,No,24
,1036_001.pdf,No,No,27
,1037_001.pdf,No,No,33
,1038_001.pdf,No,No,24
,1039_001.pdf,No,No,30
,1040_001.pdf,No,No,36
,1041_001.pdf,No,No,33
,1042_001.pdf,No,No,25
,1043_001.pdf,Yes,No,1
Totals,34,1,0,863
