,File Name,Less Than 5 Pages,Greater Than 66 Pages,Page Count
,0894_001.pdf,No,No,31
,0895_001.pdf,No,No,21
,0896_001.pdf,No,No,13
,0897_001.pdf,No,No,10
,0898_001.pdf,No,No,20
,0899_001.pdf,No,No,18
,0900_001.pdf,No,No,18
,0901_001.pdf,No,No,19
,0902_001.pdf,No,No,13
,0903_001.pdf,No,No,7
,0904_001.pdf,Yes,No,4
,0905_001.pdf,Yes,No,3
,0906_001.pdf,Yes,No,4
,0907_001.pdf,Yes,No,3
,0908_001.pdf,No,No,9
,0909_001.pdf,No,No,14
,0910_001.pdf,No,No,14
,0911_001.pdf,No,No,11
,0912_001.pdf,No,No,12
,0913_001.pdf,No,No,10
,0914_001.pdf,No,No,12
,0915_001.pdf,No,No,14
,0916_001.pdf,No,No,11
,0917_001.pdf,No,No,10
,0918_001.pdf,No,No,15
,0919_001.pdf,No,No,10
,0920_001.pdf,No,No,7
,0921_001.pdf,No,No,9
,0922_001.pdf,No,No,12
,0923_001.pdf,No,No,15
,0924_001.pdf,No,No,22
,0925_001.pdf,No,No,17
,0926_001.pdf,No,No,17
,0927_001.pdf,No,No,20
,0928_001.pdf,No,No,24
,0929_001.pdf,No,No,24
,0930_001.pdf,No,No,12
,0931_001.pdf,No,No,6
,0932_001.pdf,No,No,16
,0933_001.pdf,No,No,17
,0934_001.pdf,No,No,16
,0935_001.pdf,No,No,18
,0936_001.pdf,No,No,31
,0937_001.pdf,No,No,36
,0938_001.pdf,No,No,32
,0939_001.pdf,No,No,12
,0940_001.pdf,Yes,No,3
,0941_001.pdf,No,No,23
,0942_001.pdf,No,No,21
,0943_001.pdf,No,No,36
Totals,50,5,0,772
