,File Name,Less Than 5 Pages,Greater Than 66 Pages,Page Count
,0438_001.pdf,No,No,24
,0439_001.pdf,No,Yes,76
,0440_001.pdf,No,No,60
,0441_001.pdf,No,No,44
,0442_001.pdf,No,No,64
,0443_001.pdf,No,No,58
,0444_001.pdf,No,No,64
,0445_001.pdf,No,Yes,76
,0446_001.pdf,No,No,59
,0447_001.pdf,No,No,50
,0448_001.pdf,No,No,50
,0449_001.pdf,No,No,24
,0450_001.pdf,No,No,13
,0451_001.pdf,No,No,32
,0452_001.pdf,No,No,48
,0453_001.pdf,No,No,33
,0454_001.pdf,No,No,30
,0455_001.pdf,No,No,36
,0456_001.pdf,No,No,51
,0457_001.pdf,No,No,43
,0458_001.pdf,No,No,29
,0459_001.pdf,No,No,17
,0460_001.pdf,No,No,12
,0461_001.pdf,No,No,12
,0462_001.pdf,No,No,12
,0463_001.pdf,No,No,12
,0464_001.pdf,Yes,No,4
,0465_001.pdf,No,No,12
,0466_001.pdf,No,No,24
,0467_001.pdf,No,No,30
,0468_001.pdf,No,No,12
,0469_001.pdf,No,No,12
,0470_001.pdf,No,No,8
,0471_001.pdf,No,No,44
,0472_001.pdf,No,No,12
,0473_001.pdf,No,No,12
,0474_001.pdf,No,No,12
,0475_001.pdf,No,No,50
,0476_001.pdf,No,No,21
,0477_001.pdf,No,No,12
Totals,40,1,2,1294
