Time (s),Mass (g),HRR (kW),MFR (kg/s),T Duct (K),O2 (Vol fr),CO2 (Vol fr),CO (Vol fr),K Smoke (1/m),Extinction Area (m2/kg),CO2 (kg/kg),CO (kg/kg),H2O (kg/kg),H'carbs (kg/kg),HCl (kg/kg)
0.0,23.95,-0.0045000000000000005,0.0243,,,,,,0.0,0.006,0.0,0.00048,0.0,0.0
5.0,23.99,0.0,0.0246,,,,,,0.0,0.909,0.0,0.02046,0.0,0.0
10.0,23.94,-0.009000000000000001,0.0248,,,,,,424.5,1.442,0.0,0.00592,4e-05,0.0
15.0,23.6,-0.0043,0.0236,,,,,,929.3,1.256,0.004,0.01868,0.0,0.0
20.0,23.3,-0.0086,0.0237,,,,,,965.1,1.182,0.003,0.00763,0.0,0.0
25.0,22.96,-0.0043,0.0237,,,,,,834.1,1.233,0.013,0.00254,0.0,0.0
30.0,22.59,0.0,0.0234,,,,,,953.1,1.346,0.012,0.0,0.0,0.0
35.0,22.24,0.6217,0.0235,,,,,,911.8,1.333,0.02,0.00307,4e-05,0.0
40.0,21.87,1.2829,0.0233,,,,,,862.9,1.211,0.017,0.0,3e-05,0.0
45.0,21.36,1.2762,0.0232,,,,,,858.6,1.224,0.018,0.00468,2e-05,0.0
50.0,20.85,1.3055,0.0229,,,,,,939.0,1.223,0.015,0.00561,2e-05,0.0
55.0,20.2,1.4841,0.0226,,,,,,930.9,1.124,0.017,0.0,1e-05,0.0
60.0,19.4,1.6343,0.0223,,,,,,878.7,1.099,0.016,0.0,0.0,0.0
65.0,18.42,1.7859,0.0222,,,,,,1106.1,1.154,0.028,0.0,0.0,0.0
70.0,17.68,2.0587,0.0225,,,,,,1372.5,1.254,0.04,0.0012,0.0,0.0
75.0,17.09,2.5647,0.0226,,,,,,1827.2,1.417,0.095,0.0,0.0,0.0
80.0,16.85,3.2196,0.0232,,,,,,2139.5,2.135,0.245,0.0,0.0,0.0
85.0,16.78,3.6976999999999998,0.0239,,,,,,1029.9,2.293,0.314,0.0,0.0,0.0
90.0,16.7,3.8495,0.0241,,,,,,280.1,2.116,0.299,0.00367,0.0,0.0
95.0,16.59,3.2707,0.0241,,,,,,76.2,2.602,0.316,0.04097,0.0,0.0
100.0,16.53,2.1785,0.0242,,,,,,0.0,2.733,0.334,0.01423,0.0,0.0
105.0,16.47,1.1434,0.024,,,,,,0.0,2.945,0.278,0.01587,0.0,0.0
110.0,16.38,0.6736,0.0241,,,,,,0.0,3.41,0.327,0.05204,0.0,0.0
115.0,16.34,0.5356000000000001,0.024,,,,,,0.0,2.95,0.296,0.03942,0.0,0.0
120.0,16.27,0.5149,0.0243,,,,,,0.0,2.602,0.27,0.025,0.0,0.0
125.0,16.19,0.49,0.0242,,,,,,0.0,2.629,0.296,0.05338,0.0,0.0
130.0,16.13,0.5094,0.0243,,,,,,0.0,2.242,0.257,0.02488,0.0,0.0
135.0,16.05,0.5163,0.0242,,,,,,0.0,1.827,0.239,0.0,0.0,0.0
140.0,15.94,0.4905,0.0242,,,,,,0.0,2.305,0.307,0.0,0.0,0.0
