Time (s),Mass (g),HRR (kW),MFR (kg/s),T Duct (K),O2 (Vol fr),CO2 (Vol fr),CO (Vol fr),K Smoke (1/m),Extinction Area (m2/kg),CO2 (kg/kg),CO (kg/kg),H2O (kg/kg),H'carbs (kg/kg),HCl (kg/kg)
0.0,272.9,,,,,,,,,,,,,
5.0,272.9,,,,,,,,,,,,,
10.0,273.078,0.00534,,,,,,,138.0,2.01,0.0004,1.83,0.0014,
15.0,272.633,0.31506,,,,,,,167.0,1.96,0.0002,1.1103,0.002,
20.0,271.921,1.86722,,,,,,,195.0,1.5,0.0015,0.8291,0.0011,
25.0,270.94199999999995,2.71272,,,,,,,224.0,1.44,0.0013,0.7726,0.0013,
30.0,270.23,3.01532,,,,,,,252.0,1.31,0.0036,0.693,0.0013,
35.0,269.34,3.26274,,,,,,,281.0,1.23,0.0033,0.667,0.0014,
40.0,268.094,3.38556,,,,,,,309.0,1.28,0.0064,0.6779,0.0015,
45.0,266.93699999999995,3.42294,,,,,,,344.0,1.34,0.0066,0.6884,0.0018,
50.0,266.403,3.56267,,,,,,,385.0,1.35,0.0101,0.6441,0.0021,
55.0,265.424,3.55377,,,,,,,440.0,1.24,0.01,0.5931,0.0024,
60.0,264.178,3.471,,,,,,,475.0,1.22,0.0138,0.6287,0.0025,
65.0,263.46599999999995,3.20578,,,,,,,511.0,1.41,0.0167,0.7429,0.0032,
70.0,263.199,2.94768,,,,,,,528.0,1.26,0.0178,0.6583,0.0029,
75.0,262.398,2.82842,,,,,,,539.0,1.24,0.0193,0.6646,0.0029,
80.0,260.974,2.69581,,,,,,,592.0,1.21,0.0203,0.6409,0.0032,
85.0,261.152,2.41724,,,,,,,576.0,1.16,0.0212,0.6471,0.0034,
90.0,260.44,2.28107,,,,,,,536.0,1.63,0.0295,0.9142,0.0042,
95.0,259.461,2.15469,,,,,,,503.0,1.11,0.0212,0.6477,0.0031,
100.0,259.63899999999995,2.11108,,,,,,,466.0,1.0,0.0169,0.5869,0.0025,
105.0,258.482,1.99894,,,,,,,476.0,1.0,0.0172,0.5611,0.0025,
110.0,257.592,1.9758,,,,,,,500.0,0.9,0.0135,0.49,0.0023,
115.0,257.236,1.99093,,,,,,,526.0,1.38,0.0209,0.767,0.003,
120.0,256.613,1.98737,,,,,,,570.0,1.42,0.0199,0.8707,0.0033,
125.0,256.613,1.95533,,,,,,,581.0,1.55,0.021,0.8932,0.0037,
130.0,255.723,1.9847,,,,,,,627.0,1.64,0.02,0.8986,0.0038,
135.0,255.634,2.05234,,,,,,,656.0,1.32,0.0162,0.7421,0.0029,
140.0,255.1,2.03276,,,,,,,682.0,1.71,0.02,0.9675,0.0038,
145.0,254.388,2.05056,,,,,,,681.0,1.61,0.019,0.908,0.0042,
150.0,254.388,2.08883,,,,,,,665.0,1.66,0.0198,1.0004,0.004,
155.0,253.943,2.09239,,,,,,,672.0,1.53,0.0178,0.8878,0.0035,
160.0,253.409,2.09951,,,,,,,701.0,1.43,0.0168,0.8017,0.0032,
165.0,252.697,2.13422,,,,,,,794.0,1.6,0.0189,0.947,0.0036,
170.0,252.608,2.1271,,,,,,,802.0,1.88,0.0221,1.0756,0.0043,
175.0,252.163,2.15291,,,,,,,828.0,2.47,0.0291,1.395,0.0061,
180.0,251.807,2.17071,,,,,,,869.0,1.8,0.0223,1.0827,0.0039,
185.0,251.718,2.20809,,,,,,,869.0,2.07,0.0248,1.2097,0.0049,
190.0,251.006,2.15825,,,,,,,875.0,2.09,0.0259,1.2705,0.0058,
195.0,250.917,2.22945,,,,,,,836.0,1.91,0.0235,1.1305,0.0044,
200.0,250.561,2.18584,,,,,,,794.0,2.02,0.0254,1.2165,0.0053,
205.0,250.116,2.17071,,,,,,,741.0,1.71,0.0212,0.9856,0.004,
210.0,249.76,2.18228,,,,,,,710.0,1.59,0.0197,0.9456,0.0038,
215.0,249.315,2.18139,,,,,,,686.0,1.52,0.0187,0.8938,0.0036,
220.0,248.781,2.15736,,,,,,,675.0,1.51,0.0181,0.8813,0.0035,
225.0,248.336,2.18584,,,,,,,668.0,1.65,0.0197,0.9541,0.0043,
230.0,247.98,2.21521,,,,,,,683.0,1.7,0.0203,0.9653,0.0043,
235.0,247.713,2.19474,,,,,,,709.0,1.56,0.0187,0.9292,0.0037,
240.0,247.179,2.21877,,,,,,,753.0,1.73,0.0207,0.9863,0.0047,
245.0,246.645,2.24814,,,,,,,758.0,1.84,0.0217,1.0248,0.0043,
250.0,246.556,2.24725,,,,,,,747.0,2.06,0.0253,1.1188,0.0051,
255.0,246.111,2.25526,,,,,,,740.0,1.67,0.0208,0.9769,0.0043,
