Time (s),Mass (g),HRR (kW),MFR (kg/s),T Duct (K),O2 (Vol fr),CO2 (Vol fr),CO (Vol fr),K Smoke (1/m),MLR (g/s),HRRPUA (kW/m2),CO2 (kg/kg),CO (kg/kg)
0.0,,,,,,,,,0.0,-1.5,0.0,0.0
3.0,,,,,,,,,0.0,-1.9,0.0,0.0
6.0,,,,,,,,,0.0,-1.0,0.0,0.0
9.0,,,,,,,,,0.0,-1.3,0.0,0.0
12.0,,,,,,,,,0.0,-0.9,0.0,0.0
15.0,,,,,,,,,0.0,-1.2,0.0,0.0
18.0,,,,,,,,,0.0,-1.2,0.0,0.0
21.0,,,,,,,,,0.0,-1.0,0.0,0.0
24.0,,,,,,,,,0.0,-1.6,0.0,0.0
27.0,,,,,,,,,0.0,-1.5,0.0,0.0
30.0,,,,,,,,,0.0,-1.5,0.0,0.0
33.0,,,,,,,,,0.0,-1.4,0.0,0.0
36.0,,,,,,,,,0.0,-1.9,0.0,0.0
39.0,,,,,,,,,0.0,-0.5,0.0,0.0
42.0,,,,,,,,,0.0,-1.6,0.0,0.0
45.0,,,,,,,,,0.0,-1.3,0.0,0.0
48.0,,,,,,,,,0.0,-0.3,0.0,0.0
51.0,,,,,,,,,0.0,-0.8,0.0,0.0
54.0,,,,,,,,,0.0,-1.2,0.0,0.0
57.0,,,,,,,,,0.0,-0.5,0.0,0.0
60.0,,,,,,,,,0.142,12.8,1.66,-0.433
63.0,,,,,,,,,0.141,85.8,1.72,-0.429
66.0,,,,,,,,,0.139,173.5,1.75,-0.42
69.0,,,,,,,,,0.139,221.8,1.71,-0.411
72.0,,,,,,,,,0.139,236.9,1.67,-0.413
75.0,,,,,,,,,0.137,232.7,1.66,-0.426
78.0,,,,,,,,,0.136,223.6,1.66,-0.431
81.0,,,,,,,,,0.135,210.7,1.64,-0.421
84.0,,,,,,,,,0.134,200.5,1.63,-0.437
87.0,,,,,,,,,0.132,196.5,1.64,-0.442
90.0,,,,,,,,,0.131,193.8,1.62,-0.451
93.0,,,,,,,,,0.131,187.6,1.57,-0.434
96.0,,,,,,,,,0.131,184.6,1.53,-0.449
99.0,,,,,,,,,0.13,180.6,1.54,-0.46
102.0,,,,,,,,,0.129,177.6,1.54,-0.466
105.0,,,,,,,,,0.129,172.8,1.5,-0.487
108.0,,,,,,,,,0.129,170.8,1.48,-0.456
111.0,,,,,,,,,0.127,170.4,1.46,-0.496
114.0,,,,,,,,,0.126,166.3,1.47,-0.486
117.0,,,,,,,,,0.125,165.4,1.46,-0.502
120.0,,,,,,,,,0.125,160.3,1.43,-0.494
123.0,,,,,,,,,0.124,153.7,1.44,-0.475
126.0,,,,,,,,,0.123,154.8,1.47,-0.515
129.0,,,,,,,,,0.122,149.2,1.45,-0.492
132.0,,,,,,,,,0.121,149.9,1.44,-0.493
135.0,,,,,,,,,0.12,150.1,1.42,-0.488
138.0,,,,,,,,,0.118,149.3,1.42,-0.51
141.0,,,,,,,,,0.117,145.5,1.43,-0.503
144.0,,,,,,,,,0.116,140.9,1.41,-0.534
147.0,,,,,,,,,0.115,136.5,1.4,-0.545
150.0,,,,,,,,,0.113,136.4,1.4,-0.536
153.0,,,,,,,,,0.113,133.2,1.36,-0.539
156.0,,,,,,,,,0.112,129.8,1.32,-0.547
159.0,,,,,,,,,0.112,129.4,1.32,-0.545
162.0,,,,,,,,,0.11,125.7,1.32,-0.545
165.0,,,,,,,,,0.109,123.2,1.33,-0.565
168.0,,,,,,,,,0.109,120.7,1.3,-0.569
171.0,,,,,,,,,0.108,118.2,1.31,-0.585
174.0,,,,,,,,,0.107,116.0,1.32,-0.579
177.0,,,,,,,,,0.107,115.7,1.3,-0.601
180.0,,,,,,,,,0.107,114.4,1.27,-0.577
183.0,,,,,,,,,0.106,115.6,1.26,-0.569
186.0,,,,,,,,,0.106,112.3,1.24,-0.571
189.0,,,,,,,,,0.106,110.3,1.22,-0.576
192.0,,,,,,,,,0.106,108.9,1.23,-0.572
195.0,,,,,,,,,0.105,107.3,1.22,-0.596
198.0,,,,,,,,,0.105,104.8,1.2,-0.592
201.0,,,,,,,,,0.104,105.3,1.19,-0.584
204.0,,,,,,,,,0.104,105.5,1.21,-0.614
207.0,,,,,,,,,0.103,101.2,1.21,-0.641
210.0,,,,,,,,,0.102,102.0,1.23,-0.605
213.0,,,,,,,,,0.102,102.1,1.21,-0.632
216.0,,,,,,,,,0.103,102.7,1.23,-0.609
219.0,,,,,,,,,0.103,102.4,1.22,-0.641
222.0,,,,,,,,,0.103,101.9,1.2,-0.638
225.0,,,,,,,,,0.103,101.8,1.24,-0.636
228.0,,,,,,,,,0.103,102.4,1.26,-0.615
231.0,,,,,,,,,0.103,100.7,1.25,-0.639
234.0,,,,,,,,,0.102,99.5,1.28,-0.638
237.0,,,,,,,,,0.101,102.4,1.3,-0.611
240.0,,,,,,,,,0.101,99.9,1.27,-0.648
243.0,,,,,,,,,0.101,98.9,1.24,-0.632
246.0,,,,,,,,,0.101,100.4,1.24,-0.633
249.0,,,,,,,,,0.101,100.5,1.28,-0.626
252.0,,,,,,,,,0.101,96.6,1.27,-0.644
255.0,,,,,,,,,0.101,94.1,1.26,-0.638
258.0,,,,,,,,,0.101,96.6,1.25,-0.631
261.0,,,,,,,,,0.1,100.3,1.24,-0.632
264.0,,,,,,,,,0.1,99.4,1.22,-0.631
267.0,,,,,,,,,0.1,96.9,1.19,-0.628
270.0,,,,,,,,,0.1,97.6,1.21,-0.636
273.0,,,,,,,,,0.099,96.3,1.22,-0.642
276.0,,,,,,,,,0.099,94.0,1.21,-0.627
279.0,,,,,,,,,0.1,93.7,1.18,-0.626
282.0,,,,,,,,,0.101,96.6,1.15,-0.643
285.0,,,,,,,,,0.101,96.7,1.16,-0.608
288.0,,,,,,,,,0.101,94.9,1.15,-0.636
291.0,,,,,,,,,0.1,93.7,1.17,-0.645
294.0,,,,,,,,,0.1,93.6,1.17,-0.643
297.0,,,,,,,,,0.098,91.7,1.2,-0.634
300.0,,,,,,,,,0.098,92.1,1.23,-0.651
303.0,,,,,,,,,0.098,92.7,1.22,-0.637
306.0,,,,,,,,,0.098,92.4,1.2,-0.644
309.0,,,,,,,,,0.098,94.3,1.21,-0.656
312.0,,,,,,,,,0.098,94.0,1.2,-0.637
315.0,,,,,,,,,0.098,91.9,1.19,-0.639
318.0,,,,,,,,,0.098,90.7,1.19,-0.67
321.0,,,,,,,,,0.098,90.8,1.16,-0.662
324.0,,,,,,,,,0.097,90.7,1.13,-0.66
327.0,,,,,,,,,0.096,91.7,1.14,-0.693
330.0,,,,,,,,,0.095,89.5,1.16,-0.7
333.0,,,,,,,,,0.095,87.1,1.17,-0.71
336.0,,,,,,,,,0.095,85.9,1.16,-0.723
339.0,,,,,,,,,0.095,88.4,1.17,-0.712
342.0,,,,,,,,,0.095,90.0,1.16,-0.72
345.0,,,,,,,,,0.095,89.7,1.16,-0.717
348.0,,,,,,,,,0.096,89.2,1.18,-0.704
351.0,,,,,,,,,0.096,88.8,1.2,-0.714
354.0,,,,,,,,,0.095,87.3,1.19,-0.679
357.0,,,,,,,,,0.095,87.6,1.18,-0.685
360.0,,,,,,,,,0.095,88.2,1.19,-0.687
363.0,,,,,,,,,0.095,88.5,1.21,-0.671
366.0,,,,,,,,,0.094,87.0,1.21,-0.694
369.0,,,,,,,,,0.094,85.1,1.21,-0.711
372.0,,,,,,,,,0.094,85.8,1.2,-0.722
375.0,,,,,,,,,0.094,87.2,1.21,-0.727
378.0,,,,,,,,,0.094,88.1,1.21,-0.721
381.0,,,,,,,,,0.094,86.0,1.16,-0.707
384.0,,,,,,,,,0.095,85.6,1.11,-0.709
387.0,,,,,,,,,0.094,87.3,1.13,-0.694
390.0,,,,,,,,,0.094,85.3,1.13,-0.679
393.0,,,,,,,,,0.094,81.4,1.11,-0.679
396.0,,,,,,,,,0.094,83.1,1.09,-0.653
399.0,,,,,,,,,0.094,82.7,1.11,-0.676
402.0,,,,,,,,,0.095,83.3,1.1,-0.69
405.0,,,,,,,,,0.095,80.7,1.08,-0.653
408.0,,,,,,,,,0.096,81.5,1.05,-0.69
411.0,,,,,,,,,0.096,82.8,1.05,-0.71
414.0,,,,,,,,,0.097,81.5,1.07,-0.654
417.0,,,,,,,,,0.097,78.9,1.09,-0.654
420.0,,,,,,,,,0.096,77.9,1.15,-0.688
423.0,,,,,,,,,0.096,78.3,1.17,-0.706
426.0,,,,,,,,,0.096,79.4,1.17,-0.707
429.0,,,,,,,,,0.096,81.7,1.16,-0.712
432.0,,,,,,,,,0.096,83.0,1.16,-0.707
435.0,,,,,,,,,0.096,82.1,1.13,-0.693
438.0,,,,,,,,,0.096,82.8,1.1,-0.723
441.0,,,,,,,,,0.096,81.1,1.08,-0.702
444.0,,,,,,,,,0.095,81.1,1.11,-0.723
447.0,,,,,,,,,0.095,79.0,1.12,-0.715
450.0,,,,,,,,,0.095,76.7,1.12,-0.713
453.0,,,,,,,,,0.095,76.5,1.13,-0.733
456.0,,,,,,,,,0.094,80.0,1.12,-0.715
459.0,,,,,,,,,0.094,82.5,1.14,-0.744
462.0,,,,,,,,,0.094,81.8,1.11,-0.722
465.0,,,,,,,,,0.094,83.1,1.11,-0.726
468.0,,,,,,,,,0.094,82.1,1.11,-0.728
471.0,,,,,,,,,0.094,82.2,1.09,-0.728
474.0,,,,,,,,,0.095,81.8,1.1,-0.729
