Time (s),Mass (g),HRR (kW),MFR (kg/s),T Duct (K),O2 (Vol fr),CO2 (Vol fr),CO (Vol fr),K Smoke (1/m),MLR (g/s),HRRPUA (kW/m2),CO2 (kg/kg),CO (kg/kg)
0.0,,,,,,,,,0.0,0.0,0.0,0.0
5.0,,,,,,,,,0.0,0.02,0.0,0.0
10.0,,,,,,,,,0.0,0.15,0.0,0.0
15.0,,,,,,,,,0.0,0.41,0.0,0.0
20.0,,,,,,,,,0.0,0.88,0.0,0.0
25.0,,,,,,,,,0.0,1.19,0.0,0.0
30.0,,,,,,,,,0.0,1.41,0.0,0.0
35.0,,,,,,,,,0.0,2.24,0.0,0.0
40.0,,,,,,,,,0.0,2.52,0.0,0.0
45.0,,,,,,,,,0.0,3.52,0.0,0.0
50.0,,,,,,,,,0.0,4.88,0.0,0.0
55.0,,,,,,,,,0.0,6.07,0.0,0.0
60.0,,,,,,,,,0.0,7.07,0.0,0.0
65.0,,,,,,,,,0.0,8.01,0.0,0.0
70.0,,,,,,,,,0.0,9.63,0.0,0.0
75.0,,,,,,,,,0.0,10.26,0.0,0.0
80.0,,,,,,,,,0.0,12.35,0.0,0.0
85.0,,,,,,,,,0.0,13.8,0.0,0.0
90.0,,,,,,,,,0.0,14.1,0.0,0.0
95.0,,,,,,,,,0.0,13.65,0.0,0.0
100.0,,,,,,,,,0.0,12.4,0.0,0.0
105.0,,,,,,,,,0.0,11.83,0.0,0.0
110.0,,,,,,,,,0.0,11.33,0.0,0.0
115.0,,,,,,,,,0.0,10.67,0.0,0.0
120.0,,,,,,,,,0.0,9.79,0.0,0.0
125.0,,,,,,,,,0.0,8.01,0.0,0.0
130.0,,,,,,,,,0.0,7.07,0.0,0.0
135.0,,,,,,,,,0.0,6.07,0.0,0.0
140.0,,,,,,,,,0.0,4.88,0.0,0.0
145.0,,,,,,,,,0.0,3.41,0.0,0.0
150.0,,,,,,,,,0.0,1.15,0.0,0.0
155.0,,,,,,,,,0.0,0.0,0.0,0.0
160.0,,,,,,,,,0.0,0.0,0.0,0.0
165.0,,,,,,,,,0.0,0.0,0.0,0.0
170.0,,,,,,,,,0.0,0.0,0.0,0.0
175.0,,,,,,,,,0.0,0.0,0.0,0.0
180.0,,,,,,,,,0.0,0.0,0.0,0.0
185.0,,,,,,,,,0.0,0.0,0.0,0.0
190.0,,,,,,,,,0.0,0.0,0.0,0.0
195.0,,,,,,,,,0.0,0.0,0.0,0.0
200.0,,,,,,,,,0.0,0.0,0.0,0.0
205.0,,,,,,,,,0.0,0.0,0.0,0.0
210.0,,,,,,,,,0.0,0.0,0.0,0.0
215.0,,,,,,,,,0.0,0.0,0.0,0.0
220.0,,,,,,,,,0.0,0.0,0.0,0.0
