Time (s),Mass (g),HRR (kW),MFR (kg/s),T Duct (K),O2 (Vol fr),CO2 (Vol fr),CO (Vol fr),K Smoke (1/m),MLR (g/s),HRRPUA (kW/m2),CO2 (kg/kg),CO (kg/kg)
0.0,,,,,,,,,0.0,0.7,0.0,0.0
5.0,,,,,,,,,0.0,-0.2,0.0,0.0
10.0,,,,,,,,,0.0,-0.5,0.0,0.0
15.0,,,,,,,,,0.0,0.5,0.0,0.0
20.0,,,,,,,,,0.0,0.9,0.0,0.0
25.0,,,,,,,,,0.0,15.2,0.0,0.0
30.0,,,,,,,,,0.0,321.9,0.0,0.0
35.0,,,,,,,,,0.0,173.5,0.0,0.0
40.0,,,,,,,,,0.0,76.4,0.0,0.0
45.0,,,,,,,,,0.0,45.9,0.0,0.0
50.0,,,,,,,,,0.0,49.4,0.0,0.0
55.0,,,,,,,,,0.0,97.1,0.0,0.0
60.0,,,,,,,,,0.027,129.9,4.3,0.561
65.0,,,,,,,,,0.07,119.9,1.64,0.217
70.0,,,,,,,,,0.092,100.3,1.17,0.147
75.0,,,,,,,,,0.093,79.5,1.05,0.124
80.0,,,,,,,,,0.063,57.2,1.31,0.155
85.0,,,,,,,,,0.031,45.7,2.28,0.289
90.0,,,,,,,,,0.029,36.3,2.19,0.264
95.0,,,,,,,,,0.019,31.9,2.97,0.365
100.0,,,,,,,,,0.014,24.3,3.55,0.441
105.0,,,,,,,,,0.018,22.8,2.67,0.344
110.0,,,,,,,,,0.011,22.6,4.15,0.499
115.0,,,,,,,,,0.017,23.0,2.76,0.33
120.0,,,,,,,,,0.027,22.9,1.67,0.19
125.0,,,,,,,,,0.013,21.4,3.57,0.384
130.0,,,,,,,,,0.005,19.8,164.08,19.76
135.0,,,,,,,,,0.028,19.8,1.58,0.167
