Time (s),Mass (g),HRR (kW),MFR (kg/s),T Duct (K),O2 (Vol fr),CO2 (Vol fr),CO (Vol fr),K Smoke (1/m),Extinction Area (m2/kg),HRRPUA (kW/m2),CO2 (kg/kg),CO (kg/kg),H2O (kg/kg),H'carbs (kg/kg),HCl (kg/kg)
230.0,3.96,,0.0266,,,,,,0.0,4.86,1.845,0.268,2.84767,0.14557,0.0084
235.0,3.96,,0.0267,,,,,,0.0,3.91,1.172,0.086,0.62933,0.05424,0.0046
240.0,3.93,,0.0266,,,,,,0.0,4.38,1.24,0.076,0.75462,0.04799,0.0031
245.0,3.94,,0.0266,,,,,,0.0,4.39,0.849,0.041,0.03473,0.02625,0.0
250.0,3.93,,0.0267,,,,,,0.0,3.91,0.532,0.026,0.22974,0.01651,0.0
255.0,3.89,,0.0266,,,,,,36.1,3.41,0.91,0.043,0.10475,0.02662,0.0
260.0,3.93,,0.0265,,,,,,0.0,3.88,3.333,0.126,0.31333,0.07906,0.002
265.0,3.83,,0.0266,,,,,,0.0,3.4,2.113,0.094,0.0,0.07397,0.0001
270.0,3.87,,0.0267,,,,,,94.7,2.93,2.596,0.08,1.41755,0.06252,0.0
275.0,3.87,,0.0267,,,,,,0.0,3.9,1.522,0.063,0.7241,0.04852,0.0
280.0,3.88,,0.0267,,,,,,0.0,2.94,1.498,0.05,0.37463,0.0384,0.0044
285.0,3.85,,0.0265,,,,,,0.0,3.39,1.147,0.03,0.39926,0.03046,0.0
290.0,3.87,,0.0265,,,,,,0.0,2.43,0.681,0.031,0.24508,0.03176,0.0049
295.0,3.82,,0.0265,,,,,,0.0,3.39,0.572,0.045,0.46391,0.04619,0.0001
300.0,3.81,,0.0266,,,,,,0.0,2.44,0.445,0.078,0.69672,0.07705,0.0
305.0,3.82,,0.0267,,,,,,0.0,2.45,1.775,0.12,2.72369,0.12177,0.0013
310.0,3.81,,0.0266,,,,,,0.0,2.44,0.632,0.062,1.00616,0.06164,0.0126
315.0,3.81,,0.0266,,,,,,0.0,2.44,0.595,0.038,0.38454,0.03847,0.0
320.0,3.79,,0.0265,,,,,,0.0,2.43,0.56,0.066,1.33269,0.0661,0.012
325.0,3.8,,0.0265,,,,,,0.0,2.43,3.513,0.155,7.10667,0.2332,0.0
330.0,3.78,,0.0266,,,,,,0.0,1.95,1.429,0.032,0.70123,0.04821,0.0092
335.0,3.78,,0.0266,,,,,,0.0,1.46,0.887,0.018,0.0,0.02649,0.0
340.0,3.76,,0.0267,,,,,,0.0,2.45,0.917,0.028,0.27827,0.04158,0.0081
345.0,3.76,,0.0265,,,,,,0.0,2.42,0.769,0.029,0.66927,0.0444,0.0008
350.0,3.75,,0.0267,,,,,,0.0,2.45,0.807,0.019,0.52766,0.03001,0.0005
355.0,3.72,,0.0266,,,,,,0.0,1.46,1.082,0.037,0.30278,0.05559,0.0
360.0,3.75,,0.0268,,,,,,0.0,1.47,1.325,0.038,0.92545,0.05585,0.0
365.0,3.72,,0.0266,,,,,,0.0,2.43,,,,,
370.0,3.73,,0.0265,,,,,,52.5,0.97,,,,,
