Time (s),Mass (g),HRR (kW),MFR (kg/s),T Duct (K),O2 (Vol fr),CO2 (Vol fr),CO (Vol fr),K Smoke (1/m),Extinction Area (m2/kg),MLR (g/s),CO2 (kg/kg),CO (kg/kg),H2O (kg/kg),H'carbs (kg/kg),HCl (kg/kg)
0.0,,0.0,,,,,,,243.0,0.1272,1.45,,0.0018,1.3855,0.0062
5.0,,0.688,,,,,,,263.0,0.2639,1.64,0.0017,0.0087,0.7078,0.004
10.0,,4.859,,,,,,,282.0,0.2319999999999999,1.76,0.0083,0.0083,,0.0041
15.0,,6.255,,,,,,,302.0,0.2519,1.64,0.0087,0.015,,0.0045
20.1,,6.315,,,,,,,321.0,0.2573999999999999,1.59,0.015,0.0134,1.0341,0.0032
25.0,,6.4510000000000005,,,,,,,340.0,0.2618,1.75,0.0153,,1.3505,0.002
30.0,,6.492999999999999,,,,,,,360.0,0.2762,1.91,0.0134,0.0141,,
35.0,,7.075,,,,,,,319.0,0.3392,2.34,0.0114,0.0107,0.5746,0.0014
40.0,,9.026,,,,,,,288.0,0.4015999999999999,2.54,0.0101,0.011,0.3029,0.0015
45.0,,12.286,,,,,,,287.0,0.4711,2.29,0.0111,,0.2031,0.0023
50.0,,15.085,,,,,,,329.0,0.4631,2.0,0.0117,0.0173,,
55.0,,15.47,,,,,,,548.0,0.3868,1.78,0.0201,0.0266,,
60.0,,12.568,,,,,,,637.0,0.2584,0.78,0.2309,0.0709,,
65.0,,9.383,,,,,,,518.0,0.1159999999999999,1.15,0.2056,,,
70.0,,2.9160000000000004,,,,,,,431.0,-0.0388,1.29,0.2099,,,
75.0,,0.713,,,,,,,,0.0093,,,,,
80.0,,0.397,,,,,,,,0.0199,,,,,
85.0,,0.318,,,,,,,,0.0043,,,,,
90.0,,0.268,,,,,,,,0.0091,,,,0.2663,0.004
95.0,,0.237,,,,,,,,0.008,,,,,
100.0,,0.211,,,,,,,,0.016,,,,,
105.0,,0.1939999999999999,,,,,,,,0.0232,,,0.0429,,
110.0,,0.17,,,,,,,8.0,-0.0062,1.59,,,,
115.0,,0.15,,,,,,,,-0.0004,,,,,
120.0,,0.134,,,,,,,,-0.0049,,,,,
125.0,,0.1,,,,,,,,-0.0084,,,,,0.0032
130.0,,0.095,,,,,,,,0.0123,,,,,
135.0,,0.072,,,,,,,,0.0024,,,,,
140.0,,0.064,,,,,,,,0.005,,,0.0105,,
145.0,,0.045,,,,,,,44.0,0.0221,,,,,
150.1,,0.034,,,,,,,,-0.0054,1.01,,,,
155.0,,0.0279999999999999,,,,,,,,-0.0087,,,,,
160.0,,0.017,,,,,,,,0.0073,,,,,
165.0,,0.019,,,,,,,,-0.0136,,,,,
170.0,,0.02,,,,,,,,-0.0001,,,,,
175.0,,0.018,,,,,,,,0.01,,,,0.0204,0.0008
180.0,,0.026,,,,,,,,-0.0047,,,,,
185.1,,0.027,,,,,,,5.0,-0.0526,,,,,
190.0,,0.021,,,,,,,,0.0739,0.21,,,,
195.0,,0.017,,,,,,,,-0.0039,,,,,
200.0,,0.07,,,,,,,,,,,,,
