Time (s),Mass (g),HRR (kW),MFR (kg/s),T Duct (K),O2 (Vol fr),CO2 (Vol fr),CO (Vol fr),K Smoke (1/m),Extinction Area (m2/kg),CO2 (kg/kg),CO (kg/kg),H2O (kg/kg),H'carbs (kg/kg),HCl (kg/kg)
0.0,37.9,,,,,,,,,,,,,
5.0,37.9,0.021,,,,,,,329.0,3.11,0.0017,2.3494,0.0038,
10.0,37.5,1.021,,,,,,,505.0,0.3,0.0001,0.1392,0.0011,
15.0,36.3,5.1610000000000005,,,,,,,682.0,2.69,0.0078,1.07,0.0476,
20.0,34.9,7.753,,,,,,,857.0,2.26,0.0058,0.8928,0.0454,
25.0,33.2,9.108,,,,,,,1032.0,2.13,0.0223,0.833,0.0566,
30.0,31.5,9.871,,,,,,,1210.0,2.17,0.02,0.7467,0.0555,
35.0,29.4,10.874,,,,,,,1385.0,2.06,0.0405,0.7033,0.0643,
40.0,27.6,11.505,,,,,,,1427.0,1.89,0.0394,0.7002,0.0433,
45.0,25.7,11.002,,,,,,,1442.0,2.01,0.0627,0.7121,0.0432,
50.0,23.8,10.882,,,,,,,1470.0,1.98,0.0636,0.6772,0.047,
55.0,21.9,10.919,,,,,,,1495.0,1.87,0.0739,0.6322,0.0549,
60.0,20.3,10.553,,,,,,,1523.0,1.82,0.0805,0.628,0.0495,
65.0,18.5,9.783,,,,,,,1556.0,1.63,0.084,0.611,0.0465,
70.0,17.2,8.886000000000001,,,,,,,1623.0,1.63,0.0947,0.6322,0.049,
75.0,15.7,7.926,,,,,,,1682.0,1.56,0.0895,0.6045,0.0519,
80.0,14.4,7.385,,,,,,,1732.0,1.49,0.0969,0.6045,0.0602,
85.0,13.099999999999998,6.812,,,,,,,1825.0,1.52,0.0918,0.5933,0.0579,
90.0,11.899999999999997,6.2620000000000005,,,,,,,1909.0,1.4,0.0995,0.5675,0.0599,
95.0,10.899999999999997,5.785,,,,,,,2039.0,1.36,0.092,0.5825,0.0612,
100.0,9.900000000000002,5.038,,,,,,,2159.0,1.25,0.1013,0.5884,0.0617,
105.0,9.099999999999998,4.448,,,,,,,2227.0,1.29,0.0913,0.5852,0.0648,
110.0,8.299999999999997,3.925,,,,,,,2315.0,1.25,0.1037,0.609,0.0729,
115.0,7.600000000000001,3.583,,,,,,,2388.0,1.23,0.0883,0.6025,0.0596,
120.0,6.9999999999999964,3.174,,,,,,,2475.0,1.26,0.0985,0.6487,0.0695,
125.0,6.299999999999997,2.9530000000000003,,,,,,,2574.0,1.3,0.0847,0.6597,0.0709,
130.0,5.799999999999997,2.753,,,,,,,2620.0,1.33,0.0957,0.6561,0.0703,
135.0,5.300000000000004,2.607,,,,,,,2642.0,1.33,0.0841,0.6645,0.0705,
140.0,4.899999999999999,2.375,,,,,,,2682.0,1.26,0.09,0.5772,0.0622,
145.0,4.5,2.1,,,,,,,2801.0,1.17,0.0784,0.4998,0.0548,
150.0,4.100000000000001,1.877,,,,,,,2953.0,1.2,0.1011,0.4809,0.0593,
155.0,3.79999999999999,1.5730000000000002,,,,,,,2792.0,1.25,0.1159,0.4153,0.0599,
160.0,3.699999999999996,1.1840000000000002,,,,,,,2324.0,1.25,0.2014,0.7265,0.0804,
165.0,3.5999999999999943,0.763,,,,,,,,,,,,
170.0,3.5999999999999943,0.473,,,,,,,,,,,,
175.0,3.5,0.3929999999999999,,,,,,,,,,,,
180.0,3.5,0.379,,,,,,,,,,,,
185.0,3.5,0.375,,,,,,,,,,,,
190.0,3.3999999999999986,0.368,,,,,,,,,,,,
195.0,3.3999999999999986,0.364,,,,,,,,,,,,
200.0,3.299999999999997,0.374,,,,,,,,,,,,
205.0,3.199999999999996,0.372,,,,,,,,,,,,
210.0,3.1000000000000014,0.372,,,,,,,,,,,,
215.0,3.199999999999996,0.356,,,,,,,,,,,,
220.0,3.1000000000000014,0.364,,,,,,,,,,,,
225.0,3.0,0.362,,,,,,,,,,,,
230.0,3.0,0.365,,,,,,,,,,,,
235.0,2.8999999999999986,0.345,,,,,,,,,,,,
240.0,2.8999999999999986,0.341,,,,,,,80.0,1.27,0.0453,0.3203,0.0345,
