Time (s),Mass (g),HRR (kW),MFR (kg/s),T Duct (K),O2 (Vol fr),CO2 (Vol fr),CO (Vol fr),K Smoke (1/m),MLRPUA (g/s-m2),HRRPUA (kW/m2)
0.0,,,,,,,,,,0.0
3.0,,,,,,,,,,4.0736
6.0,,,,,,,,,0.7633489374742426,7.2238
9.0,,,,,,,,,0.6079301621719294,5.3831
12.0,,,,,,,,,1.035577097118034,5.1492
15.0,,,,,,,,,0.937141652613828,2.2229
18.0,,,,,,,,,2.68343463983791,3.8408
21.0,,,,,,,,,2.785392374275699,3.8937
24.0,,,,,,,,,4.1639104346553495,5.6904
27.0,,,,,,,,,4.325718215158925,5.6615
30.0,,,,,,,,,5.021151245895306,5.1989
33.0,,,,,,,,,6.195049031332217,5.1803
36.0,,,,,,,,,8.191352126134735,6.8578
39.0,,,,,,,,,13.285037627268704,30.0109
42.0,,,,,,,,,13.190956688869006,79.6127
45.0,,,,,,,,,12.100802490151256,124.4023
48.0,,,,,,,,,11.60864340117368,148.7578
51.0,,,,,,,,,11.668399997074548,159.5432
54.0,,,,,,,,,11.827499486758366,161.3129
57.0,,,,,,,,,12.216381162707412,163.7386
60.0,,,,,,,,,12.45781279309698,166.0315
63.0,,,,,,,,,12.376450597764384,162.4273
66.0,,,,,,,,,12.544445219764455,161.797
69.0,,,,,,,,,12.48181314262962,159.8758
72.0,,,,,,,,,12.738139777362075,166.1512
75.0,,,,,,,,,12.497014250001854,168.4685
78.0,,,,,,,,,11.931459666417949,158.3078
81.0,,,,,,,,,12.198564667305968,157.7372
84.0,,,,,,,,,11.969096214461818,153.4103
87.0,,,,,,,,,11.88806828162177,148.8933
90.0,,,,,,,,,12.126695097992236,151.8432
93.0,,,,,,,,,11.819563833174149,148.501
96.0,,,,,,,,,11.762685939042749,145.3421
99.0,,,,,,,,,11.776887946501386,144.4082
102.0,,,,,,,,,11.573283798001054,140.8052
105.0,,,,,,,,,11.680465516534854,142.5192
108.0,,,,,,,,,11.347922207175603,139.1051
111.0,,,,,,,,,11.249212137211874,136.3562
114.0,,,,,,,,,11.08391508881188,132.4151
117.0,,,,,,,,,11.247500668717398,134.5561
120.0,,,,,,,,,10.919385523084788,130.2912
123.0,,,,,,,,,11.023537443994025,129.1683
126.0,,,,,,,,,10.99758326931874,127.4169
129.0,,,,,,,,,11.049884659746253,126.4593
132.0,,,,,,,,,11.089672717029629,125.9809
135.0,,,,,,,,,11.19098003836418,127.7663
138.0,,,,,,,,,10.752434209350938,120.3692
141.0,,,,,,,,,11.029182612825736,120.7508
144.0,,,,,,,,,11.048320188010754,124.1102
147.0,,,,,,,,,10.607442913956122,120.8262
150.0,,,,,,,,,10.548244727148044,119.9789
153.0,,,,,,,,,10.36264091302032,118.674
