Time (s),Mass (g),HRR (kW),MFR (kg/s),T Duct (K),O2 (Vol fr),CO2 (Vol fr),CO (Vol fr),K Smoke (1/m),Extinction Area (m2/kg),HRRPUA (kW/m2),CO2 (kg/kg),CO (kg/kg),H2O (kg/kg),H'carbs (kg/kg),HCl (kg/kg)
0.0,61.86,,0.0289,,,,,,0.0,1.06,0.001,0.0,2e-05,0.0,0.0
5.0,61.78,,0.0289,,,,,,941.2,0.53,11.717,0.0,0.0,0.04628,0.0257
10.0,61.85,,0.0283,,,,,,17.6,1.58,11.574,0.0,0.0,0.04931,0.0
15.0,61.83,,0.0287,,,,,,1192.9,-0.52,6.609,0.0,1.86791,0.03237,0.0
20.0,61.8,,0.0289,,,,,,201.4,1.06,2.336,0.002,0.46739,0.00796,0.0
25.0,61.75,,0.0287,,,,,,678.0,0.0,2.272,0.001,0.23257,0.0205,0.0
30.0,61.51,,0.0278,,,,,,774.2,42.64,1.482,0.014,0.26489,0.0074,0.0
35.0,61.43,,0.0285,,,,,,586.5,84.26,1.842,0.018,0.37073,0.00932,0.0
40.0,61.28,,0.0283,,,,,,475.6,45.5,1.804,0.031,0.40617,0.0068,0.0
45.0,61.23,,0.0283,,,,,,416.2,41.36,1.714,0.024,0.3643,0.00666,0.0
50.0,60.99,,0.0284,,,,,,463.5,46.26,1.965,0.036,0.36683,0.00595,0.0
55.0,60.87,,0.0279,,,,,,636.6,65.13,1.818,0.032,0.37621,0.00411,0.0
60.0,60.65,,0.0273,,,,,,574.0,87.21,1.554,0.04,0.32357,0.00345,0.0
65.0,60.43,,0.0278,,,,,,603.9,94.37,1.56,0.039,0.34972,0.00312,0.0
70.0,60.15,,0.0276,,,,,,641.8,93.68,1.801,0.056,0.39613,0.00312,0.0
75.0,59.98,,0.0276,,,,,,709.0,99.1,1.768,0.054,0.41111,0.00292,0.0002
80.0,59.73,,0.0276,,,,,,800.1,105.17,1.901,0.064,0.44494,0.00316,0.0002
85.0,59.5,,0.0277,,,,,,832.3,107.1,1.931,0.068,0.4612,0.00334,0.0007
90.0,59.37,,0.0278,,,,,,690.7,110.03,1.64,0.063,0.4244,0.00298,0.0
95.0,59.08,,0.0278,,,,,,741.1,104.74,1.738,0.069,0.46743,0.00288,0.0
100.0,58.92,,0.0279,,,,,,773.3,98.09,1.934,0.073,0.51859,0.0034,0.0
105.0,58.74,,0.0276,,,,,,617.1,90.5,1.775,0.068,0.49385,0.00325,0.0
110.0,58.56,,0.0276,,,,,,641.7,88.1,1.949,0.074,0.55142,0.00356,0.0
115.0,58.36,,0.0276,,,,,,674.2,86.45,2.172,0.084,0.5964,0.00459,0.0
120.0,58.28,,0.0278,,,,,,524.5,82.59,1.818,0.072,0.49593,0.00398,0.0
125.0,58.05,,0.0277,,,,,,575.2,82.34,1.93,0.076,0.49023,0.00375,0.0
130.0,57.89,,0.0275,,,,,,698.1,80.2,2.301,0.097,0.6057,0.005,0.0
135.0,57.8,,0.0279,,,,,,573.5,80.92,1.931,0.079,0.54286,0.00404,0.0
140.0,57.6,,0.0275,,,,,,539.1,80.83,1.699,0.076,0.46064,0.00413,0.0
145.0,57.41,,0.0277,,,,,,641.8,83.8,1.901,0.08,0.49846,0.00416,0.0
150.0,57.22,,0.0277,,,,,,555.0,85.84,1.776,0.075,0.43779,0.00368,0.0
155.0,57.05,,0.0276,,,,,,584.4,90.96,1.722,0.07,0.43734,0.00357,0.0
160.0,56.75,,0.0277,,,,,,730.9,97.64,2.04,0.081,0.31749,0.00382,0.0
165.0,56.64,,0.0274,,,,,,663.7,98.56,1.879,0.073,0.47282,0.00292,0.0
170.0,56.38,,0.0274,,,,,,603.5,103.29,1.677,0.062,0.43188,0.0028,0.0
175.0,56.15,,0.0275,,,,,,656.7,107.38,1.745,0.064,0.45749,0.00283,0.0
180.0,55.9,,0.0274,,,,,,597.2,111.97,1.762,0.061,0.46485,0.00315,0.0
185.0,55.69,,0.0274,,,,,,593.8,112.32,1.634,0.056,0.43151,0.00251,0.0
190.0,55.39,,0.0275,,,,,,679.7,118.41,1.848,0.062,0.49807,0.00274,0.0
195.0,55.15,,0.0271,,,,,,688.8,116.21,1.925,0.064,0.51419,0.00281,0.0005
200.0,54.99,,0.0277,,,,,,603.1,122.8,1.678,0.054,0.45815,0.00268,0.0
205.0,54.66,,0.0275,,,,,,590.4,121.45,1.662,0.054,0.4551,0.00244,0.0
210.0,54.44,,0.0273,,,,,,649.9,120.51,1.775,0.057,0.48779,0.00254,0.0
215.0,54.17,,0.0275,,,,,,635.9,121.59,1.777,0.058,0.49078,0.00287,0.0003
220.0,53.95,,0.0275,,,,,,620.4,122.18,1.751,0.06,0.49626,0.00251,0.0
225.0,53.69,,0.0274,,,,,,652.6,120.2,1.742,0.06,0.49525,0.00268,0.0
230.0,53.48,,0.0275,,,,,,612.8,115.91,1.675,0.063,0.4871,0.003,0.0
235.0,53.21,,0.0275,,,,,,683.5,115.62,1.816,0.07,0.51237,0.00322,0.0
240.0,52.98,,0.0275,,,,,,742.6,112.18,2.038,0.085,0.60603,0.00359,0.0
245.0,52.82,,0.0275,,,,,,666.3,112.12,1.788,0.077,0.5345,0.00302,0.0
