Time (s),Mass (g),HRR (kW),MFR (kg/s),T Duct (K),O2 (Vol fr),CO2 (Vol fr),CO (Vol fr),K Smoke (1/m),MLR (g/s),CO2 (kg/kg),CO (kg/kg)
0.0,,0.0,,,,,,,0.0,0.0,0.0
3.0,,0.015,,,,,,,0.142,0.12,-0.005
6.0,,0.004,,,,,,,0.138,0.12,-0.005
9.0,,0.006,,,,,,,0.134,0.13,-0.003
12.0,,0.015,,,,,,,0.131,0.13,0.0
15.0,,0.006,,,,,,,0.128,0.15,0.012
18.0,,0.057,,,,,,,0.125,0.23,0.027
21.0,,0.49,,,,,,,0.123,1.15,0.013
24.0,,1.5280000000000002,,,,,,,0.12,2.26,0.003
27.0,,2.544,,,,,,,0.118,3.13,0.005
30.0,,3.379,,,,,,,0.116,3.7,0.01
33.0,,3.767,,,,,,,0.114,3.73,0.014
36.0,,3.66,,,,,,,0.112,3.4,0.019
39.0,,3.272,,,,,,,0.11,2.98,0.023
42.0,,2.807,,,,,,,0.108,2.58,0.023
45.0,,2.4280000000000004,,,,,,,0.106,2.31,0.022
48.0,,2.24,,,,,,,0.105,2.22,0.022
51.0,,2.191,,,,,,,0.104,2.19,0.019
54.0,,2.115,,,,,,,0.102,2.13,0.015
57.0,,1.975,,,,,,,0.1,2.05,0.011
60.0,,1.8190000000000002,,,,,,,0.099,1.92,0.008
63.0,,1.662,,,,,,,0.098,1.84,0.006
66.0,,1.547,,,,,,,0.096,1.78,0.004
69.0,,1.465,,,,,,,0.092,1.79,0.003
72.0,,1.371,,,,,,,0.089,1.79,0.003
75.0,,1.3290000000000002,,,,,,,0.085,1.83,0.002
78.0,,1.305,,,,,,,0.083,1.87,0.003
81.0,,1.2690000000000001,,,,,,,0.081,1.85,0.003
84.0,,1.253,,,,,,,0.08,1.87,0.0
87.0,,1.233,,,,,,,0.078,1.85,0.0
90.0,,1.1940000000000002,,,,,,,0.077,1.85,0.0
93.0,,1.157,,,,,,,0.076,1.83,0.0
96.0,,1.131,,,,,,,0.076,1.78,-0.003
99.0,,1.119,,,,,,,0.076,1.76,-0.004
102.0,,1.085,,,,,,,0.077,1.71,-0.007
105.0,,1.064,,,,,,,0.078,1.68,-0.006
108.0,,1.044,,,,,,,0.078,1.62,0.0
111.0,,1.012,,,,,,,0.079,1.58,-0.004
114.0,,1.0090000000000001,,,,,,,0.079,1.56,0.0
117.0,,0.996,,,,,,,0.08,1.53,0.003
120.0,,0.968,,,,,,,0.081,1.49,0.006
123.0,,0.978,,,,,,,0.082,1.48,0.007
126.0,,0.973,,,,,,,0.084,1.42,0.01
129.0,,0.948,,,,,,,0.085,1.38,0.013
132.0,,0.9550000000000001,,,,,,,0.086,1.39,0.014
135.0,,0.9670000000000001,,,,,,,0.087,1.36,0.014
138.0,,0.9640000000000001,,,,,,,0.089,1.32,0.015
141.0,,0.9550000000000001,,,,,,,0.09,1.3,0.013
144.0,,0.965,,,,,,,0.092,1.31,0.013
147.0,,1.004,,,,,,,0.093,1.34,0.008
150.0,,1.0690000000000002,,,,,,,0.094,1.39,0.006
153.0,,1.138,,,,,,,0.096,1.45,0.0
156.0,,1.232,,,,,,,0.097,1.54,-0.002
159.0,,1.3419999999999999,,,,,,,0.098,1.64,-0.003
162.0,,1.4709999999999999,,,,,,,0.099,1.73,-0.003
165.0,,1.574,,,,,,,0.1,1.79,-0.003
168.0,,1.665,,,,,,,0.101,1.87,-0.003
171.0,,1.735,,,,,,,0.101,1.9,-0.004
174.0,,1.776,,,,,,,0.102,1.91,0.0
177.0,,1.807,,,,,,,0.102,1.91,0.0
180.0,,1.804,,,,,,,0.101,1.9,0.0
