Time (s),Mass (g),HRR (kW),MFR (kg/s),T Duct (K),O2 (Vol fr),CO2 (Vol fr),CO (Vol fr),K Smoke (1/m),MLR (g/s),CO2 (kg/kg),CO (kg/kg)
0.0,,0.002,,,,,,,0.0,0.0,0.0
3.0,,0.0,,,,,,,0.0,0.0,0.0
6.0,,-0.002,,,,,,,0.0,0.0,0.0
9.0,,0.005,,,,,,,0.0,0.0,0.0
12.0,,0.0,,,,,,,0.0,0.0,0.0
15.0,,-0.012,,,,,,,0.0,0.0,0.0
18.0,,-0.006999999999999999,,,,,,,0.0,0.0,0.0
21.0,,-0.005,,,,,,,0.0,0.0,0.0
24.0,,-0.012,,,,,,,0.0,0.0,0.0
27.0,,0.005,,,,,,,0.0,0.0,0.0
30.0,,-0.005,,,,,,,0.0,0.0,0.0
33.0,,0.0,,,,,,,0.0,0.0,0.0
36.0,,0.002,,,,,,,0.007,0.92,0.0
39.0,,0.015,,,,,,,0.008,0.88,0.0
42.0,,0.03,,,,,,,0.008,0.84,0.0
45.0,,0.03,,,,,,,0.008,0.85,0.0
48.0,,0.01,,,,,,,0.009,0.85,0.0
51.0,,0.02,,,,,,,0.009,0.85,0.0
54.0,,0.035,,,,,,,0.01,0.8,0.0
57.0,,0.042,,,,,,,0.01,0.76,0.0
60.0,,0.045,,,,,,,0.011,0.69,0.0
63.0,,0.02,,,,,,,0.011,0.63,0.0
66.0,,0.035,,,,,,,0.012,0.61,0.0
69.0,,0.017,,,,,,,0.012,0.63,0.0
72.0,,0.017,,,,,,,0.012,0.57,0.0
75.0,,0.02,,,,,,,0.014,0.52,0.0
78.0,,0.035,,,,,,,0.014,0.51,0.0
81.0,,0.025,,,,,,,0.013,0.51,0.0
84.0,,0.027000000000000003,,,,,,,0.014,0.52,0.0
87.0,,0.01,,,,,,,0.014,0.48,0.0
90.0,,0.012,,,,,,,0.015,0.49,0.0
93.0,,0.037000000000000005,,,,,,,0.015,0.49,0.0
96.0,,0.027000000000000003,,,,,,,0.015,0.51,0.0
99.0,,0.012,,,,,,,0.015,0.52,0.0
102.0,,0.037000000000000005,,,,,,,0.016,0.51,0.0
105.0,,0.04,,,,,,,0.016,0.51,0.0
108.0,,0.03,,,,,,,0.017,0.51,0.0
111.0,,0.022000000000000002,,,,,,,0.017,0.49,0.0
114.0,,0.025,,,,,,,0.018,0.47,0.0
117.0,,0.03,,,,,,,0.018,0.48,0.0
120.0,,0.03,,,,,,,0.018,0.49,0.0
123.0,,0.03,,,,,,,0.018,0.5,0.0
126.0,,0.027000000000000003,,,,,,,0.018,0.49,0.0
129.0,,0.035,,,,,,,0.018,0.47,0.0
132.0,,0.04,,,,,,,0.019,0.45,0.0
135.0,,0.044000000000000004,,,,,,,0.018,0.47,0.0
138.0,,0.027000000000000003,,,,,,,0.018,0.47,0.0
141.0,,0.023,,,,,,,0.019,0.45,0.0
144.0,,0.035,,,,,,,0.02,0.41,0.0
147.0,,0.04,,,,,,,0.021,0.38,0.0
150.0,,0.033,,,,,,,0.022,0.34,0.0
153.0,,0.025,,,,,,,0.024,0.32,0.0
156.0,,0.032,,,,,,,0.025,0.29,0.0
159.0,,0.042,,,,,,,0.027,0.27,0.0
162.0,,0.032,,,,,,,0.029,0.26,0.0
165.0,,0.027000000000000003,,,,,,,0.031,0.24,0.0
168.0,,0.025,,,,,,,0.034,0.23,0.0
171.0,,0.035,,,,,,,0.036,0.22,0.0
174.0,,0.035,,,,,,,0.038,0.22,0.0
177.0,,0.02,,,,,,,0.04,0.21,0.0
180.0,,0.027000000000000003,,,,,,,0.043,0.19,0.0
183.0,,0.035,,,,,,,0.046,0.18,0.0
186.0,,0.002,,,,,,,0.05,0.16,0.0
189.0,,0.002,,,,,,,0.053,0.15,0.0
192.0,,0.035,,,,,,,0.056,0.15,0.0
195.0,,0.03,,,,,,,0.06,0.13,0.0
198.0,,0.03,,,,,,,0.063,0.12,0.0
201.0,,0.022000000000000002,,,,,,,0.066,0.11,0.0
204.0,,0.022000000000000002,,,,,,,0.068,0.1,0.0
207.0,,0.015,,,,,,,0.071,0.1,0.0
210.0,,0.035,,,,,,,0.074,0.09,0.0
213.0,,0.22,,,,,,,0.078,0.19,0.012
216.0,,0.985,,,,,,,0.082,0.47,0.033
219.0,,2.076,,,,,,,0.085,0.77,0.06
222.0,,2.9339999999999997,,,,,,,0.088,1.01,0.069
225.0,,3.458,,,,,,,0.09,1.19,0.067
228.0,,3.5460000000000003,,,,,,,0.092,1.29,0.067
231.0,,3.6010000000000004,,,,,,,0.093,1.38,0.067
234.0,,3.382,,,,,,,0.095,1.37,0.058
237.0,,3.1,,,,,,,0.096,1.33,0.047
240.0,,2.792,,,,,,,0.096,1.32,0.047
243.0,,2.625,,,,,,,0.096,1.29,0.04
246.0,,2.498,,,,,,,0.096,1.27,0.037
249.0,,2.465,,,,,,,0.097,1.26,0.037
252.0,,2.492,,,,,,,0.097,1.25,0.036
255.0,,2.4730000000000003,,,,,,,0.097,1.25,0.034
258.0,,2.445,,,,,,,0.095,1.26,0.033
261.0,,2.4530000000000003,,,,,,,0.094,1.27,0.035
264.0,,2.56,,,,,,,0.094,1.32,0.037
267.0,,2.736,,,,,,,0.094,1.38,0.037
270.0,,2.7960000000000003,,,,,,,0.093,1.38,0.037
273.0,,2.7430000000000003,,,,,,,0.093,1.36,0.034
276.0,,2.6,,,,,,,0.093,1.33,0.032
279.0,,2.5380000000000003,,,,,,,0.092,1.32,0.034
282.0,,2.633,,,,,,,0.092,1.35,0.035
285.0,,2.707,,,,,,,0.093,1.35,0.033
288.0,,2.656,,,,,,,0.092,1.34,0.032
291.0,,2.702,,,,,,,0.092,1.36,0.034
294.0,,2.7060000000000004,,,,,,,0.091,1.36,0.034
297.0,,2.758,,,,,,,0.09,1.38,0.034
300.0,,2.75,,,,,,,0.089,1.4,0.036
303.0,,2.7860000000000005,,,,,,,0.089,1.4,0.037
306.0,,2.83,,,,,,,0.089,1.41,0.039
309.0,,2.882,,,,,,,0.09,1.4,0.037
312.0,,2.9080000000000004,,,,,,,0.091,1.41,0.037
315.0,,2.995,,,,,,,0.091,1.44,0.04
318.0,,3.0380000000000003,,,,,,,0.091,1.44,0.037
321.0,,3.0500000000000003,,,,,,,0.092,1.46,0.038
324.0,,3.0410000000000004,,,,,,,0.091,1.5,0.04
327.0,,3.031,,,,,,,0.091,1.51,0.04
330.0,,3.047,,,,,,,0.091,1.54,0.04
333.0,,3.068,,,,,,,0.091,1.56,0.038
336.0,,3.114,,,,,,,0.092,1.57,0.037
339.0,,3.094,,,,,,,0.092,1.55,0.034
342.0,,2.969,,,,,,,0.093,1.51,0.033
345.0,,2.9730000000000003,,,,,,,0.093,1.51,0.034
348.0,,2.9339999999999997,,,,,,,0.092,1.51,0.034
351.0,,2.977,,,,,,,0.092,1.52,0.033
354.0,,2.9760000000000004,,,,,,,0.091,1.54,0.036
357.0,,3.002,,,,,,,0.09,1.53,0.034
360.0,,3.0260000000000002,,,,,,,0.089,1.56,0.036
363.0,,3.042,,,,,,,0.088,1.57,0.035
366.0,,3.0610000000000004,,,,,,,0.086,1.61,0.036
369.0,,3.003,,,,,,,0.083,1.64,0.04
372.0,,2.9560000000000004,,,,,,,0.081,1.62,0.04
375.0,,2.892,,,,,,,0.079,1.64,0.044
378.0,,3.1460000000000004,,,,,,,0.077,1.81,0.051
381.0,,3.54,,,,,,,0.073,2.02,0.055
384.0,,3.63,,,,,,,0.071,2.07,0.049
387.0,,3.298,,,,,,,0.068,2.03,0.049
390.0,,3.034,,,,,,,0.065,2.09,0.057
393.0,,3.132,,,,,,,0.062,2.2,0.063
396.0,,3.159,,,,,,,0.058,2.29,0.056
399.0,,2.875,,,,,,,0.056,2.24,0.055
402.0,,2.946,,,,,,,0.054,2.49,0.072
405.0,,3.35,,,,,,,0.051,2.86,0.089
408.0,,3.5189999999999997,,,,,,,0.049,2.92,0.079
411.0,,3.2600000000000002,,,,,,,0.046,3.01,0.069
414.0,,2.984,,,,,,,0.043,3.11,0.066
417.0,,2.841,,,,,,,0.041,3.22,0.063
420.0,,2.719,,,,,,,0.037,3.44,0.064
423.0,,2.5839999999999996,,,,,,,0.034,3.58,0.063
426.0,,2.4619999999999997,,,,,,,0.032,3.7,0.058
429.0,,2.215,,,,,,,0.03,3.73,0.045
432.0,,1.943,,,,,,,0.027,3.77,0.039
435.0,,1.787,,,,,,,0.025,3.8,0.033
438.0,,1.605,,,,,,,0.023,3.89,0.029
441.0,,1.486,,,,,,,0.021,4.02,0.026
444.0,,1.37,,,,,,,0.019,4.1,0.025
