Time (s),Mass (g),HRR (kW),MFR (kg/s),T Duct (K),O2 (Vol fr),CO2 (Vol fr),CO (Vol fr),K Smoke (1/m),Extinction Area (m2/kg),CO2 (kg/kg),CO (kg/kg),H2O (kg/kg),H'carbs (kg/kg),HCl (kg/kg)
0.0,223.2,,,,,,,,,,,,,
5.0,223.2,,,,,,,,,,,,,
10.0,223.4,,,,,,,,,,,,,
15.0,223.6,,,,,,,,,,,,,
20.0,223.1,,,,,,,,,,,,,
25.0,223.2,,,,,,,,,,,,,
30.0,223.5,,,,,,,,,,,,,
35.0,223.4,,,,,,,,,,,,,
40.0,223.3,,,,,,,,,,,,,
45.0,223.2,,,,,,,,,,,,,
50.0,223.4,,,,,,,,,,,,,
55.0,223.1,,,,,,,,,,,,,
60.0,223.3,,,,,,,,,,,,,
65.0,223.6,,,,,,,,,,,,,
70.0,223.1,,,,,,,,,,,,,
75.0,223.4,,,,,,,,,,,,,
80.0,223.3,,,,,,,,,,,,,
85.0,223.1,,,,,,,,,,,,,
90.0,223.4,,,,,,,,,,,,,
95.0,223.2,,,,,,,,,,,,,
100.0,223.0,,,,,,,,,,,,,
105.0,223.2,,,,,,,,,,,,,
110.0,223.3,,,,,,,,,,,,,
115.0,223.2,,,,,,,,,,,,,
120.0,222.9,,,,,,,,,,,,,
125.0,222.8,,,,,,,,,,,,,
130.0,222.8,,,,,,,,,,,,,
135.0,222.6,,,,,,,,,,,,,
140.0,222.6,,,,,,,,,,,,,
145.0,222.4,,,,,,,,,,,,,
150.0,222.3,,,,,,,,,,,,,
155.0,222.4,,,,,,,,,,,,,
160.0,222.0,,,,,,,,,,,,,
165.0,222.0,,,,,,,,,,,,,
170.0,221.9,,,,,,,,,,,,,
175.0,221.6,,,,,,,,,,,,,
180.0,221.6,0.05,,,,,,,373.0,0.99,0.0695,0.6439,0.0489,
185.0,220.8,0.251,,,,,,,493.0,0.92,0.0413,0.368,0.0843,
190.0,220.2,1.065,,,,,,,613.0,0.75,0.0301,0.2687,,
195.0,218.8,1.68,,,,,,,732.0,0.68,0.0301,0.2604,,
200.0,218.1,1.705,,,,,,,853.0,0.64,0.0288,0.2611,,
205.0,217.3,1.539,,,,,,,972.0,0.67,0.0317,0.2895,,
210.0,216.5,1.461,,,,,,,1092.0,0.7,0.0321,0.2729,,
215.0,215.5,1.441,,,,,,,1155.0,0.69,0.0357,0.2643,,
220.0,214.9,1.45,,,,,,,1175.0,0.69,0.0382,0.2719,,
225.0,214.3,1.3290000000000002,,,,,,,1173.0,0.76,0.0445,0.2989,,
230.0,213.5,1.24,,,,,,,1130.0,0.75,0.047,0.3032,,
235.0,213.1,1.173,,,,,,,1069.0,0.72,0.0477,0.2977,0.127,
240.0,212.6,1.122,,,,,,,1004.0,0.71,0.0474,0.2948,0.1057,
245.0,211.9,1.129,,,,,,,974.0,0.7,0.0466,0.2828,0.105,
250.0,211.3,1.066,,,,,,,974.0,0.74,0.0494,0.2769,0.0972,
255.0,211.0,1.035,,,,,,,943.0,0.88,0.0623,0.3438,0.1116,
260.0,210.5,1.022,,,,,,,924.0,0.98,0.0709,0.3869,0.1175,
265.0,210.1,1.005,,,,,,,921.0,0.86,0.0605,0.3376,0.102,
270.0,209.7,0.984,,,,,,,919.0,0.85,0.0624,0.3423,0.0993,
275.0,209.0,0.997,,,,,,,893.0,0.88,0.0656,0.3713,0.0981,
280.0,208.8,0.993,,,,,,,863.0,0.9,0.062,0.4236,0.0963,
285.0,208.5,0.983,,,,,,,824.0,1.0,0.0658,0.3767,0.0887,
290.0,207.9,1.019,,,,,,,813.0,0.9,0.0601,0.3547,0.0772,
295.0,207.5,1.016,,,,,,,805.0,0.82,0.0604,0.2977,0.0723,
300.0,207.0,0.984,,,,,,,804.0,0.98,0.0717,0.3429,0.0763,
305.0,206.6,0.978,,,,,,,800.0,0.97,0.0684,0.3088,0.0752,
310.0,206.4,0.966,,,,,,,821.0,1.1,0.0769,0.4015,0.0802,
315.0,205.9,0.97,,,,,,,854.0,1.07,0.0779,0.38,0.0731,
320.0,205.7,0.964,,,,,,,853.0,1.1,0.0812,0.3958,0.0836,
325.0,205.3,0.937,,,,,,,824.0,1.25,0.086,0.5107,0.0932,
330.0,205.1,0.907,,,,,,,792.0,1.16,0.0793,0.4334,0.0733,
335.0,204.7,0.934,,,,,,,774.0,0.94,0.0687,0.3334,0.0686,
340.0,204.3,0.953,,,,,,,744.0,0.99,0.0677,0.3151,0.0674,
345.0,203.7,0.937,,,,,,,757.0,1.11,0.0748,0.3746,0.0661,
350.0,203.7,0.957,,,,,,,733.0,1.03,0.0767,0.4363,0.0671,
355.0,203.3,0.95,,,,,,,728.0,1.22,0.0858,0.4088,0.0771,
360.0,202.8,0.972,,,,,,,757.0,1.03,0.0788,0.3891,0.0651,
365.0,202.7,0.945,,,,,,,739.0,1.14,0.0849,0.3617,0.0655,
370.0,202.2,0.93,,,,,,,715.0,1.38,0.1067,0.4645,0.0785,
375.0,201.9,0.92,,,,,,,669.0,1.14,0.0841,0.3143,0.0616,
380.0,201.8,0.899,,,,,,,632.0,1.17,0.0864,0.3475,0.0632,
385.0,201.3,0.8740000000000001,,,,,,,605.0,1.0,0.0781,0.3728,0.0534,
390.0,201.0,0.861,,,,,,,590.0,1.0,0.0798,0.2923,0.0583,
395.0,200.6,0.823,,,,,,,572.0,1.14,0.0924,0.3092,0.064,
400.0,200.5,0.8009999999999999,,,,,,,703.0,1.28,0.1126,0.2416,0.0689,
405.0,200.1,0.772,,,,,,,770.0,0.49,0.1173,0.1609,0.0733,
410.0,200.0,0.688,,,,,,,803.0,0.28,0.1504,0.2418,0.2304,
415.0,199.7,0.248,,,,,,,834.0,0.24,0.1625,0.226,0.2451,
420.0,199.8,0.106,,,,,,,782.0,0.25,0.1572,0.2508,0.2051,
425.0,199.3,0.087,,,,,,,775.0,0.21,0.1711,0.1094,0.21,
430.0,199.3,0.087,,,,,,,742.0,0.15,0.1281,0.0711,0.1427,
435.0,199.1,0.072,,,,,,,707.0,0.22,0.1991,0.1432,0.2163,
440.0,198.8,0.063,,,,,,,717.0,0.22,0.1985,0.0666,0.2156,
445.0,198.9,0.068,,,,,,,668.0,0.22,0.1982,0.151,0.1982,
450.0,198.7,0.045,,,,,,,638.0,0.19,0.2703,0.1704,0.2449,
455.0,198.4,0.047,,,,,,,702.0,0.17,0.1833,0.2044,0.158,
460.0,198.5,0.048,,,,,,,793.0,0.39,0.2007,0.3309,0.1683,
465.0,198.2,0.035,,,,,,,,,,,,
470.0,198.1,0.05,,,,,,,,,,,,
475.0,198.2,0.046,,,,,,,,,,,,
480.0,198.1,0.036,,,,,,,651.0,0.4,0.2813,0.1636,0.23,
485.0,197.8,0.044,,,,,,,952.0,0.53,0.1905,0.1847,0.1585,
490.0,197.8,0.035,,,,,,,1168.0,0.22,0.1954,0.2125,0.1482,
495.0,197.6,0.036,,,,,,,,,,,,
500.0,197.5,0.045,,,,,,,,,,,,
505.0,197.7,0.048,,,,,,,,,,,,
