Time (s),Mass (g),HRR (kW),MFR (kg/s),T Duct (K),O2 (Vol fr),CO2 (Vol fr),CO (Vol fr),K Smoke (1/m),Extinction Area (m2/kg),HRRPUA (kW/m2),CO2 (kg/kg),CO (kg/kg),H2O (kg/kg),H'carbs (kg/kg),HCl (kg/kg)
0.0,53.62,,0.0293,,,,,,0.0,0.0,0.0,0.0,0.0,0.00015,0.0
5.0,53.61,,0.0293,,,,,,0.0,0.0,0.0,0.0,0.0,0.00027,0.0004
10.0,53.59,,0.029,,,,,,0.0,0.0,0.0,0.0,0.0,0.00034,0.0006
15.0,53.57,,0.0291,,,,,,0.0,0.0,0.0,0.0,0.0,0.00043,0.0009
20.0,53.58,,0.0292,,,,,,0.0,0.0,0.0,0.0,0.0,0.00044,0.0009
25.0,53.57,,0.0291,,,,,,0.0,0.0,0.0,0.0,0.00446,0.00054,0.0007
30.0,53.54,,0.0292,,,,,,0.0,0.0,0.002,0.0,0.02654,0.00145,0.0009
35.0,53.45,,0.0294,,,,,,0.0,0.0,0.028,0.0,0.05691,0.00327,0.0009
40.0,53.22,,0.0293,,,,,,166.9,2.67,0.8,0.003,0.63955,0.04162,0.0069
45.0,52.64,,0.0281,,,,,,277.1,48.68,0.658,0.029,0.44916,0.04846,0.0065
50.0,51.7,,0.0277,,,,,,558.3,137.49,0.584,0.023,0.34975,0.07425,0.0103
55.0,50.5,,0.0273,,,,,,825.7,181.32,0.516,0.067,0.3108,0.06787,0.0132
60.0,49.21,,0.0274,,,,,,1010.6,199.68,0.498,0.068,0.31631,0.06892,0.015
65.0,47.99,,0.0274,,,,,,1024.3,194.1,0.492,0.11,0.31391,0.07079,0.0168
70.0,46.8,,0.0271,,,,,,1020.9,182.81,0.487,0.11,0.30768,0.07105,0.0185
75.0,45.6,,0.0273,,,,,,1007.3,180.78,0.479,0.114,0.31268,0.07322,0.0214
80.0,44.45,,0.0273,,,,,,979.5,176.29,0.485,0.118,0.31514,0.07582,0.0234
85.0,43.33,,0.0275,,,,,,967.6,171.33,0.509,0.0,0.31915,0.07919,0.0252
90.0,42.25,,0.0273,,,,,,1039.5,168.06,0.515,0.128,0.32402,0.08246,0.0268
95.0,41.22,,0.0274,,,,,,1035.1,167.81,0.536,0.134,0.33842,0.08633,0.0273
100.0,40.24,,0.0273,,,,,,1025.9,160.39,0.576,0.139,0.35307,0.08943,0.0274
105.0,39.29,,0.0274,,,,,,1015.7,159.29,0.62,0.145,0.37466,0.09326,0.0277
110.0,38.38,,0.0274,,,,,,1037.1,164.98,0.673,0.15,0.38561,0.09644,0.0281
115.0,37.51,,0.0275,,,,,,992.5,168.32,0.716,0.153,0.41095,0.0987,0.0276
120.0,36.64,,0.0273,,,,,,1034.5,172.36,0.782,0.157,0.43193,0.10083,0.0277
125.0,35.8,,0.0272,,,,,,1031.5,176.78,0.862,0.144,0.46678,0.10375,0.0278
130.0,34.99,,0.0272,,,,,,1062.3,186.5,0.956,0.147,0.48522,0.10565,0.0286
135.0,34.19,,0.027,,,,,,1101.8,194.47,0.997,0.126,0.51619,0.10409,0.0286
140.0,33.4,,0.027,,,,,,1105.2,209.9,1.078,0.129,0.52359,0.10944,0.029
145.0,32.64,,0.027,,,,,,1141.0,215.18,1.162,0.111,0.52905,0.09678,0.029
150.0,31.9,,0.0269,,,,,,1146.7,223.33,1.199,0.117,0.0,0.08467,0.03
155.0,31.2,,0.0269,,,,,,1127.4,229.05,1.231,0.099,0.5125,0.09012,0.0298
160.0,30.52,,0.0269,,,,,,1138.2,223.0,1.252,0.107,0.51479,0.0824,0.0314
165.0,29.89,,0.027,,,,,,1099.0,218.98,1.328,0.096,0.5272,0.08475,0.0326
170.0,29.35,,0.0271,,,,,,1107.5,207.13,1.39,0.11,0.52286,0.08297,0.0344
175.0,28.85,,0.0271,,,,,,1043.3,192.74,1.464,0.1,0.55555,0.08086,0.037
180.0,28.44,,0.0274,,,,,,1017.1,178.54,1.583,0.123,0.57663,0.0732,0.0396
185.0,28.11,,0.0274,,,,,,984.4,160.53,1.682,0.11,0.62456,0.07304,0.0389
190.0,27.84,,0.0277,,,,,,846.5,139.41,1.877,0.145,0.64914,0.06744,0.0391
195.0,27.63,,0.0276,,,,,,715.7,118.62,2.001,0.124,0.68158,0.07037,0.0558
200.0,27.48,,0.0279,,,,,,612.0,100.17,2.233,0.175,0.76759,0.08326,0.0764
205.0,27.38,,0.028,,,,,,500.1,81.16,2.332,0.149,0.79997,0.10196,0.0916
210.0,27.3,,0.0283,,,,,,354.8,66.68,2.124,0.167,0.69556,0.12044,0.0901
215.0,27.22,,0.0283,,,,,,179.1,54.29,1.888,0.196,0.56873,0.13829,0.0973
220.0,27.15,,0.0283,,,,,,143.7,44.96,1.863,0.22,0.5122,0.13548,0.0805
225.0,27.1,,0.0283,,,,,,81.2,38.32,1.685,0.346,0.39623,0.12842,0.0689
230.0,27.04,,0.0285,,,,,,60.4,33.38,1.49,0.371,0.49501,0.11993,0.059
235.0,26.99,,0.0287,,,,,,77.1,30.48,1.464,0.564,0.47399,0.11598,0.0457
240.0,26.93,,0.0287,,,,,,93.6,26.75,1.443,0.607,0.56558,0.11697,0.0168
245.0,26.88,,0.0286,,,,,,123.5,25.66,1.478,0.783,0.47349,0.11569,0.0031
250.0,26.84,,0.0287,,,,,,93.1,24.64,1.26,0.767,0.49867,0.1074,0.0106
255.0,26.79,,0.0287,,,,,,136.4,23.59,1.352,0.947,0.36239,0.125,0.0085
260.0,26.75,,0.0288,,,,,,144.5,22.13,1.506,1.134,0.40115,0.1394,0.0159
265.0,26.73,,0.0287,,,,,,113.1,20.98,1.236,0.916,0.23745,0.11092,0.0268
270.0,26.68,,0.0288,,,,,,139.2,20.01,1.167,0.944,0.17025,0.11266,0.0409
275.0,26.65,,0.0286,,,,,,128.2,18.83,1.258,1.034,0.1187,0.1241,0.0523
280.0,26.62,,0.0289,,,,,,137.3,18.47,1.177,1.011,0.17142,0.1125,0.0716
285.0,26.58,,0.0289,,,,,,125.4,16.9,1.348,1.032,0.34199,0.12398,0.0853
290.0,26.55,,0.0289,,,,,,175.5,16.38,1.485,1.269,0.29658,0.14306,0.118
295.0,26.53,,0.0289,,,,,,180.8,15.31,1.524,1.234,0.0,0.14227,0.1696
300.0,26.51,,0.0287,,,,,,135.2,14.72,2.196,1.694,0.30133,0.18362,0.2454
305.0,26.49,,0.0286,,,,,,423.0,13.61,2.895,2.042,0.6338,0.23105,0.3157
310.0,26.48,,0.029,,,,,,150.3,13.26,1.568,1.111,0.10542,0.12204,0.188
315.0,26.46,,0.0288,,,,,,96.1,12.63,1.352,0.899,0.0,0.09868,0.1778
320.0,26.42,,0.0289,,,,,,193.6,12.67,2.33,1.45,0.0,0.1583,0.2744
325.0,26.41,,0.0288,,,,,,323.2,12.13,2.405,1.574,0.0,0.1753,0.2454
330.0,26.4,,0.0288,,,,,,129.7,11.08,2.211,1.298,0.0,0.13938,0.2039
335.0,26.37,,0.0288,,,,,,128.9,11.59,2.305,1.605,0.07519,0.16645,0.2385
340.0,26.36,,0.029,,,,,,180.7,11.14,2.387,1.588,0.27874,0.16107,0.2181
345.0,26.35,,0.029,,,,,,74.5,11.12,1.856,1.162,0.20502,0.11923,0.1072
350.0,26.32,,0.029,,,,,,142.8,11.12,1.936,1.192,0.0788,0.11915,0.0697
355.0,26.31,,0.029,,,,,,85.2,11.65,1.278,1.026,0.1256,0.09906,0.0427
360.0,26.29,,0.0289,,,,,,89.8,11.64,1.064,0.94,0.10326,0.09238,0.0225
365.0,26.26,,0.0289,,,,,,148.8,11.12,1.611,1.699,0.13911,0.16078,0.0215
370.0,26.24,,0.0289,,,,,,185.1,10.55,1.866,1.83,0.3436,0.16567,0.0
