Time (s),Mass (g),HRR (kW),MFR (kg/s),T Duct (K),O2 (Vol fr),CO2 (Vol fr),CO (Vol fr),K Smoke (1/m),Extinction Area (m2/kg),CO2 (kg/kg),CO (kg/kg),H2O (kg/kg),H'carbs (kg/kg),HCl (kg/kg)
0.0,459.3,,,,,,,,,,,,,
5.0,459.3,0.01056,,,,,,,159.0,0.3,0.0002,0.4048,0.0005,
10.0,458.244,0.28776,,,,,,,209.0,1.66,0.0006,1.3033,0.0097,
15.0,457.98,1.43264,,,,,,,260.0,2.35,0.0028,1.6236,0.0025,
20.0,458.332,1.84976,,,,,,,310.0,1.97,0.0022,1.2613,0.0029,
25.0,457.716,2.0952800000000003,,,,,,,361.0,1.51,0.0048,1.1489,0.0031,
30.0,456.484,2.07328,,,,,,,411.0,1.01,0.0029,0.784,0.0016,
35.0,456.484,2.1410400000000003,,,,,,,462.0,1.25,0.0062,0.8718,0.0022,
40.0,455.164,2.4578400000000005,,,,,,,476.0,1.45,0.0071,0.9161,0.0028,
45.0,454.9,2.58192,,,,,,,482.0,1.07,0.0087,0.6695,0.0022,
50.0,454.284,2.52472,,,,,,,525.0,1.0,0.009,0.6189,0.0026,
55.0,453.228,2.29768,,,,,,,601.0,1.0,0.0128,0.6423,0.0029,
60.0,452.348,2.06712,,,,,,,685.0,1.19,0.0168,0.736,0.0036,
65.0,452.612,1.8524,,,,,,,676.0,1.39,0.0224,0.8169,0.0038,
70.0,452.084,1.72216,,,,,,,652.0,1.66,0.0291,1.0079,0.0058,
75.0,451.38,1.55408,,,,,,,614.0,1.06,0.0192,0.6415,0.0027,
80.0,451.468,1.4247200000000002,,,,,,,560.0,1.04,0.0216,0.6787,0.0019,
85.0,450.852,1.3050400000000002,,,,,,,515.0,1.2,0.0205,0.7263,0.0019,
90.0,450.412,1.16864,,,,,,,479.0,1.07,0.0215,0.6398,0.0018,
95.0,450.324,1.0692000000000002,,,,,,,389.0,1.63,0.0233,0.9581,0.0019,
100.0,450.148,0.97064,,,,,,,309.0,1.88,0.0304,1.2826,0.0024,
105.0,449.972,0.92576,,,,,,,253.0,1.24,0.0137,0.7151,0.0014,
110.0,449.796,0.8580000000000001,,,,,,,196.0,1.07,0.0125,0.578,0.0011,
115.0,449.356,0.7779200000000001,,,,,,,154.0,1.47,0.0107,0.7713,0.0016,
120.0,449.268,0.7392000000000001,,,,,,,110.0,1.22,0.0095,0.745,0.0014,
125.0,449.444,0.7040000000000001,,,,,,,72.0,2.05,0.0098,1.3192,0.0023,
130.0,448.828,0.6793600000000001,,,,,,,47.0,1.72,0.0086,1.0927,0.0021,
135.0,449.004,0.6468,,,,,,,36.0,1.0,0.0035,0.6177,0.0013,
140.0,448.828,0.60808,,,,,,,26.0,0.96,0.0037,0.6027,0.0013,
145.0,448.388,0.59928,,,,,,,27.0,0.94,0.0022,0.5891,0.0012,
150.0,448.212,0.57024,,,,,,,25.0,1.65,0.0039,0.9764,0.0021,
155.0,448.3,0.5632,,,,,,,,,,,,
160.0,448.3,0.56408,,,,,,,,,,,,
165.0,448.124,0.5456000000000001,,,,,,,18.0,0.93,0.0023,0.4348,0.0012,
170.0,447.86,0.56232,,,,,,,26.0,0.97,0.0024,0.5151,0.0012,
175.0,447.42,0.5412,,,,,,,56.0,1.39,0.0032,0.6763,0.0018,
180.0,447.596,0.53504,,,,,,,,,,,,
185.0,447.508,0.5236000000000001,,,,,,,,,,,,
190.0,447.596,0.53152,,,,,,,39.0,0.86,0.0031,0.4865,0.0012,
195.0,447.332,0.50424,,,,,,,44.0,0.99,0.0036,0.5558,0.0015,
200.0,446.716,0.50952,,,,,,,45.0,0.99,0.0035,0.5416,0.0014,
205.0,447.068,0.49808,,,,,,,,,,,,
210.0,446.892,0.5016,,,,,,,32.0,1.47,0.0057,0.7432,0.0023,
215.0,446.892,0.49104,,,,,,,27.0,0.66,0.0031,0.2984,0.0011,
220.0,446.276,0.5077600000000001,,,,,,,33.0,0.75,0.0033,0.1945,0.0011,
225.0,446.188,0.47696,,,,,,,32.0,0.56,0.003,0.2352,0.0009,
230.0,446.1,0.48224,,,,,,,39.0,1.2,0.0067,0.6218,0.002,
235.0,445.572,0.48312,,,,,,,74.0,0.85,0.0051,0.3765,0.0014,
240.0,445.924,0.47432,,,,,,,69.0,1.45,0.0092,0.5667,0.0026,
245.0,445.308,0.46288,,,,,,,,,,,,
250.0,445.748,0.45056,,,,,,,67.0,1.05,0.0066,0.3391,0.0017,
255.0,445.572,0.44968,,,,,,,52.0,1.0,0.0072,0.3991,0.0019,
260.0,445.044,0.4681600000000001,,,,,,,37.0,1.32,0.0096,0.4572,0.0026,
265.0,444.78,0.44528,,,,,,,,,,,,
270.0,445.396,0.44088,,,,,,,,,,,,
275.0,445.748,0.45056,,,,,,,,,,,,
280.0,445.396,0.43912,,,,,,,38.0,0.7,0.0084,0.3707,0.0018,
285.0,445.396,0.43648,,,,,,,93.0,0.66,0.0072,0.2682,0.0014,
290.0,444.692,0.43912,,,,,,,,,,,,
295.0,444.956,0.44704,,,,,,,,,,,,
300.0,445.22,0.43648,,,,,,,,,,,,
305.0,444.956,0.43472,,,,,,,,,,,,
310.0,444.868,0.44264,,,,,,,376.0,1.0,0.0138,0.6026,0.0028,
315.0,445.044,0.43824,,,,,,,293.0,1.13,0.0151,0.6757,0.0028,
320.0,444.516,0.44,,,,,,,239.0,1.08,0.0136,0.5634,0.0028,
325.0,444.516,0.47344,,,,,,,147.0,0.61,0.0075,0.3518,0.0015,
330.0,444.428,0.46288,,,,,,,,,,,,
335.0,443.724,0.45496,,,,,,,,,,,,
340.0,444.604,0.45936,,,,,,,,,,,,
345.0,444.516,0.47168,,,,,,,,,,,,
350.0,444.164,0.47256,,,,,,,83.0,0.76,0.0101,0.3744,0.002,
355.0,443.636,0.49896,,,,,,,93.0,0.99,0.0163,0.5415,0.0031,
360.0,443.988,0.4857600000000001,,,,,,,,,,,,
365.0,443.9,0.47344,,,,,,,102.0,1.56,0.0234,1.0487,0.0043,
370.0,443.724,0.4884,,,,,,,155.0,1.07,0.0159,0.4518,0.003,
375.0,443.196,0.50336,,,,,,,190.0,1.45,0.025,0.8021,0.0049,
380.0,443.548,0.49544,,,,,,,,,,,,
385.0,443.46,0.48224,,,,,,,,,,,,
390.0,443.372,0.50952,,,,,,,313.0,0.96,0.0145,0.3517,0.0028,
395.0,443.108,0.50864,,,,,,,323.0,1.39,0.024,0.5986,0.0044,
400.0,442.844,0.50336,,,,,,,,,,,,
405.0,443.196,0.50512,,,,,,,,,,,,
410.0,443.196,0.53768,,,,,,,,,,,,
415.0,442.492,0.52624,,,,,,,661.0,1.36,0.0259,0.8587,0.0045,
420.0,442.932,0.5544,,,,,,,609.0,0.87,0.0192,0.6043,0.0038,
425.0,442.756,0.5605600000000001,,,,,,,,,,,,
430.0,442.316,0.5544,,,,,,,513.0,1.53,0.0318,1.0753,0.0055,
435.0,442.756,0.55264,,,,,,,,,,,,
440.0,442.404,0.56408,,,,,,,378.0,1.83,0.04,1.0083,0.0073,
445.0,442.316,0.57288,,,,,,,329.0,0.78,0.023,0.5859,0.0037,
450.0,442.052,0.5561600000000001,,,,,,,281.0,1.24,0.0333,0.7355,0.0061,
455.0,442.052,0.5544,,,,,,,203.0,1.0,0.0297,0.7551,0.0048,
460.0,441.964,0.57464,,,,,,,209.0,1.29,0.0348,0.7449,0.0059,
465.0,441.612,0.5676,,,,,,,201.0,0.71,0.022,0.5546,0.0037,
470.0,441.612,0.56144,,,,,,,197.0,0.79,0.0214,0.4951,0.0035,
475.0,441.172,0.5588000000000001,,,,,,,180.0,0.97,0.0316,0.7139,0.0059,
480.0,441.084,0.56408,,,,,,,165.0,0.85,0.0274,0.6376,0.0059,
485.0,441.084,0.55088,,,,,,,176.0,0.57,0.0192,0.4891,0.0036,
490.0,440.732,0.56584,,,,,,,360.0,0.67,0.0197,0.5593,0.0043,
495.0,440.028,0.56496,,,,,,,294.0,1.04,0.0334,0.8754,0.0069,
500.0,440.38,0.57816,,,,,,,,,,,,
505.0,440.468,0.5852,,,,,,,,,,,,
510.0,440.292,0.58784,,,,,,,541.0,1.83,0.0597,1.2401,0.015,
515.0,440.292,0.57288,,,,,,,437.0,0.97,0.0324,0.6331,0.0081,
520.0,440.028,0.5799200000000001,,,,,,,,,,,,
525.0,439.764,0.5676,,,,,,,,,,,,
530.0,440.468,0.57376,,,,,,,,,,,,
535.0,440.292,0.59928,,,,,,,,,,,,
