Time (s),Mass (g),HRR (kW),MFR (kg/s),T Duct (K),O2 (Vol fr),CO2 (Vol fr),CO (Vol fr),K Smoke (1/m),MLR (g/s),CO2 (kg/kg),CO (kg/kg)
0.0,,0.24600000000000002,,,,,,,0.0,0.0,0.0
3.0,,1.033,,,,,,,0.087,0.74,0.01
6.0,,1.989,,,,,,,0.084,0.74,0.0
9.0,,2.4050000000000002,,,,,,,0.077,7.07,0.157
12.0,,2.5780000000000003,,,,,,,0.071,7.78,0.2
15.0,,2.721,,,,,,,0.066,8.79,0.244
18.0,,2.867,,,,,,,0.062,9.61,0.231
21.0,,2.966,,,,,,,0.059,10.43,0.232
24.0,,2.951,,,,,,,0.056,11.42,0.247
27.0,,2.991,,,,,,,0.053,11.8,0.248
30.0,,3.16,,,,,,,0.052,12.4,0.243
33.0,,3.128,,,,,,,0.051,12.78,0.21
36.0,,3.1410000000000005,,,,,,,0.048,13.77,0.194
39.0,,3.2600000000000002,,,,,,,0.046,15.73,0.175
42.0,,3.3489999999999998,,,,,,,0.044,17.21,0.137
45.0,,3.6039999999999996,,,,,,,0.042,18.05,0.126
48.0,,3.795,,,,,,,0.04,18.29,0.118
51.0,,3.807,,,,,,,0.038,18.76,0.094
54.0,,3.7039999999999997,,,,,,,0.036,18.73,0.099
57.0,,3.512,,,,,,,0.035,19.92,0.15
60.0,,3.3710000000000004,,,,,,,0.033,20.35,0.168
63.0,,3.467,,,,,,,0.033,19.15,0.156
66.0,,3.399,,,,,,,0.032,15.55,0.106
69.0,,3.1010000000000004,,,,,,,0.029,13.9,0.069
72.0,,2.298,,,,,,,0.025,12.49,0.129
75.0,,1.397,,,,,,,0.023,10.32,0.154
78.0,,0.8200000000000001,,,,,,,0.019,9.09,0.156
81.0,,0.42,,,,,,,0.017,0.0,0.0
84.0,,0.182,,,,,,,0.014,0.0,0.0
87.0,,0.08800000000000001,,,,,,,0.011,0.0,0.0
90.0,,-0.018000000000000002,,,,,,,0.009,0.0,0.0
93.0,,0.011000000000000001,,,,,,,0.007,0.0,0.0
96.0,,-0.018000000000000002,,,,,,,0.005,0.0,0.0
99.0,,0.004,,,,,,,0.003,0.0,0.0
102.0,,-0.013999999999999999,,,,,,,0.001,0.0,0.0
105.0,,0.011000000000000001,,,,,,,0.001,0.0,0.0
108.0,,0.013999999999999999,,,,,,,0.001,0.0,0.0
111.0,,0.027999999999999997,,,,,,,0.001,0.0,0.0
114.0,,0.025,,,,,,,0.001,0.0,0.0
117.0,,0.004,,,,,,,0.001,0.0,0.0
120.0,,0.043,,,,,,,0.001,0.0,0.0
