Time (s),Mass (g),HRR (kW),MFR (kg/s),T Duct (K),O2 (Vol fr),CO2 (Vol fr),CO (Vol fr),K Smoke (1/m),MLR (g/s),CO2 (kg/kg),CO (kg/kg)
0.0,,0.05,,,,,,,0.0,0.0,0.0
3.0,,0.01,,,,,,,0.0,0.0,0.0
6.0,,0.013000000000000001,,,,,,,0.0,0.0,0.0
9.0,,-0.013000000000000001,,,,,,,0.0,0.0,0.0
12.0,,-0.021,,,,,,,0.0,0.0,0.0
15.0,,-0.021,,,,,,,0.0,0.0,0.0
18.0,,0.005,,,,,,,0.0,0.0,0.0
21.0,,-0.005,,,,,,,0.0,0.0,0.0
24.0,,0.039,,,,,,,0.079,0.09,0.006
27.0,,0.091,,,,,,,0.079,0.29,0.008
30.0,,0.499,,,,,,,0.078,1.08,0.003
33.0,,1.315,,,,,,,0.077,1.9,0.0
36.0,,2.188,,,,,,,0.076,2.58,0.003
39.0,,2.0740000000000003,,,,,,,0.075,2.56,0.009
42.0,,3.214,,,,,,,0.075,2.89,0.013
45.0,,3.123,,,,,,,0.075,2.49,0.018
48.0,,2.8289999999999997,,,,,,,0.074,2.14,0.025
51.0,,2.54,,,,,,,0.074,1.89,0.024
54.0,,2.355,,,,,,,0.074,1.73,0.023
57.0,,2.1390000000000002,,,,,,,0.073,1.57,0.02
60.0,,1.9030000000000002,,,,,,,0.072,1.41,0.017
63.0,,1.695,,,,,,,0.071,1.29,0.013
66.0,,1.524,,,,,,,0.07,1.17,0.009
69.0,,1.374,,,,,,,0.069,1.11,0.004
72.0,,1.219,,,,,,,0.068,1.05,0.0
75.0,,1.1159999999999999,,,,,,,0.067,1.03,0.0
78.0,,1.083,,,,,,,0.066,1.02,0.0
81.0,,1.086,,,,,,,0.066,1.03,0.0
84.0,,1.035,,,,,,,0.065,1.04,0.0
87.0,,1.044,,,,,,,0.065,1.04,0.0
90.0,,1.0370000000000001,,,,,,,0.063,1.07,0.0
93.0,,1.028,,,,,,,0.062,1.08,0.0
96.0,,1.052,,,,,,,0.061,1.12,0.0
99.0,,1.0490000000000002,,,,,,,0.06,1.16,0.0
102.0,,1.111,,,,,,,0.059,1.19,0.0
105.0,,1.135,,,,,,,0.057,1.22,0.0
108.0,,1.119,,,,,,,0.056,1.21,0.0
111.0,,1.0790000000000002,,,,,,,0.055,1.21,0.0
114.0,,1.0190000000000001,,,,,,,0.055,1.16,0.006
117.0,,0.98,,,,,,,0.055,1.11,0.012
120.0,,1.026,,,,,,,0.055,1.14,0.011
123.0,,1.014,,,,,,,0.054,1.14,0.01
126.0,,1.013,,,,,,,0.054,1.13,0.009
129.0,,0.998,,,,,,,0.054,1.1,0.007
132.0,,0.9620000000000001,,,,,,,0.054,1.06,0.01
135.0,,0.899,,,,,,,0.054,1.02,0.012
138.0,,0.8640000000000001,,,,,,,0.055,0.97,0.015
141.0,,0.821,,,,,,,0.055,0.93,0.017
144.0,,0.7759999999999999,,,,,,,0.055,0.91,0.02
147.0,,0.747,,,,,,,0.055,0.88,0.024
150.0,,0.713,,,,,,,0.056,0.86,0.024
153.0,,0.677,,,,,,,0.056,0.84,0.024
156.0,,0.6900000000000001,,,,,,,0.056,0.81,0.025
159.0,,0.658,,,,,,,0.056,0.79,0.027
162.0,,0.633,,,,,,,0.057,0.77,0.029
165.0,,0.625,,,,,,,0.057,0.75,0.034
168.0,,0.5810000000000001,,,,,,,0.058,0.72,0.035
171.0,,0.5820000000000001,,,,,,,0.059,0.71,0.036
174.0,,0.608,,,,,,,0.06,0.7,0.037
177.0,,0.611,,,,,,,0.061,0.71,0.036
180.0,,0.638,,,,,,,0.062,0.72,0.033
183.0,,0.6729999999999999,,,,,,,0.063,0.73,0.031
186.0,,0.6859999999999999,,,,,,,0.063,0.76,0.027
189.0,,0.738,,,,,,,0.064,0.78,0.022
192.0,,0.775,,,,,,,0.065,0.81,0.022
195.0,,0.8300000000000001,,,,,,,0.065,0.87,0.02
198.0,,0.87,,,,,,,0.065,0.93,0.016
201.0,,0.948,,,,,,,0.065,0.97,0.01
204.0,,0.968,,,,,,,0.064,1.04,0.008
207.0,,1.023,,,,,,,0.064,1.09,0.006
210.0,,1.092,,,,,,,0.064,1.15,0.005
213.0,,1.075,,,,,,,0.063,1.18,0.004
216.0,,1.158,,,,,,,0.063,1.22,0.0
219.0,,1.1540000000000001,,,,,,,0.062,1.21,0.0
222.0,,1.143,,,,,,,0.061,1.25,0.0
225.0,,1.131,,,,,,,0.06,1.27,0.003
228.0,,1.122,,,,,,,0.059,1.27,0.0
231.0,,1.101,,,,,,,0.058,1.27,0.0
