Time (s),Mass (g),HRR (kW),MFR (kg/s),T Duct (K),O2 (Vol fr),CO2 (Vol fr),CO (Vol fr),K Smoke (1/m),MLRPUA (g/s-m2),HRRPUA (kW/m2)
0.0,,,,,,,,,,0.0
3.0,,,,,,,,,,0.4263
6.0,,,,,,,,,,4.8962
9.0,,,,,,,,,,0.8475
12.0,,,,,,,,,,3.6558
15.0,,,,,,,,,,0.8263
18.0,,,,,,,,,,-0.1067
21.0,,,,,,,,,,3.7043
24.0,,,,,,,,,,1.3273
27.0,,,,,,,,,,-0.5671
30.0,,,,,,,,,,0.6491
33.0,,,,,,,,,,0.2017
36.0,,,,,,,,,,0.9144
39.0,,,,,,,,,,3.0228
42.0,,,,,,,,,,1.3466
45.0,,,,,,,,,,0.1536
48.0,,,,,,,,,,4.1717
51.0,,,,,,,,,,1.5583
54.0,,,,,,,,,,-1.2833
57.0,,,,,,,,,,-0.0546
60.0,,,,,,,,,,1.1607
63.0,,,,,,,,,,1.1497
66.0,,,,,,,,,,1.3706
69.0,,,,,,,,,,-1.6953
72.0,,,,,,,,,,3.0354
75.0,,,,,,,,,,-0.9726
78.0,,,,,,,,,,1.1428
81.0,,,,,,,,,,3.0337
84.0,,,,,,,,,,-0.0651
87.0,,,,,,,,,,0.8778
90.0,,,,,,,,,,-0.5141
93.0,,,,,,,,,,0.2098
96.0,,,,,,,,,,2.1037
99.0,,,,,,,,,,2.0827
102.0,,,,,,,,,,-1.2446
105.0,,,,,,,,,,3.9515
108.0,,,,,,,,,,2.9888
111.0,,,,,,,,,,-1.2865
114.0,,,,,,,,,,2.0464
117.0,,,,,,,,,,2.7649
120.0,,,,,,,,,,1.0898
123.0,,,,,,,,,,-0.7922
126.0,,,,,,,,,,0.8942
129.0,,,,,,,,,,3.4994
132.0,,,,,,,,,,-1.2456
135.0,,,,,,,,,,4.645
138.0,,,,,,,,,,-0.3153
141.0,,,,,,,,,,1.5622
144.0,,,,,,,,,,1.3497
147.0,,,,,,,,,0.5446973569474096,1.8115
150.0,,,,,,,,,0.7884413149833112,3.4488
153.0,,,,,,,,,1.0902274431392152,4.362
156.0,,,,,,,,,0.0607738630857617,0.0878
159.0,,,,,,,,,4.190631099544567,1.2882
162.0,,,,,,,,,5.07718529340151,6.2556
165.0,,,,,,,,,2.509358405153652,2.8825
168.0,,,,,,,,,8.357135323278134,15.8468
171.0,,,,,,,,,9.269747992333643,58.5227
174.0,,,,,,,,,8.89153867634739,111.4421
177.0,,,,,,,,,8.709943842597669,150.9111
180.0,,,,,,,,,8.973242616852177,180.4214
183.0,,,,,,,,,9.07456086706997,192.9052
186.0,,,,,,,,,9.47685397420759,204.6574
189.0,,,,,,,,,9.694726681336377,211.918
192.0,,,,,,,,,9.96145165740234,220.2467
195.0,,,,,,,,,10.074988497326467,225.5397
198.0,,,,,,,,,10.143132643880886,227.7397
201.0,,,,,,,,,10.351624179534763,234.8297
204.0,,,,,,,,,10.3529886143894,238.7834
207.0,,,,,,,,,10.437380744029198,244.5113
210.0,,,,,,,,,10.343054791622594,244.4581
213.0,,,,,,,,,10.440049963620764,248.2362
