Time (s),Mass (g),HRR (kW),MFR (kg/s),T Duct (K),O2 (Vol fr),CO2 (Vol fr),CO (Vol fr),K Smoke (1/m),Extinction Area (m2/kg),HRRPUA (kW/m2),CO2 (kg/kg),CO (kg/kg),H2O (kg/kg),H'carbs (kg/kg),HCl (kg/kg)
0.0,52.94,,0.0288,,,,,,0.0,0.0,0.001,0.0,1e-05,0.0,0.0
5.0,52.93,,0.0288,,,,,,469.9,0.0,3.309,0.0,0.01485,0.0123,0.0
10.0,52.87,,0.0289,,,,,,1800.5,1.06,10.592,0.0,0.0,0.0459,0.0032
15.0,52.86,,0.0287,,,,,,1149.4,0.0,8.062,0.0,0.0,0.04868,0.0125
20.0,52.89,,0.0285,,,,,,224.3,0.0,2.007,0.0,0.58811,0.02036,0.0032
25.0,52.88,,0.0285,,,,,,210.4,-1.04,2.116,0.0,0.28908,0.01161,0.0012
30.0,52.75,,0.0286,,,,,,550.4,0.0,1.855,0.003,0.19662,0.04437,0.0004
35.0,52.46,,0.0281,,,,,,619.4,60.06,1.472,0.004,0.24053,0.00767,0.0008
40.0,52.3,,0.0279,,,,,,601.7,95.21,1.897,0.029,0.33279,0.00876,0.0
45.0,52.16,,0.028,,,,,,384.6,59.91,2.302,0.037,0.39771,0.01272,0.0015
50.0,52.08,,0.0281,,,,,,471.5,51.32,2.109,0.046,0.40911,0.01435,0.001
55.0,51.97,,0.0281,,,,,,405.0,48.73,1.921,0.035,0.40236,0.01063,0.001
60.0,51.79,,0.028,,,,,,462.5,54.18,2.013,0.039,0.44721,0.00763,0.0
65.0,51.62,,0.0276,,,,,,399.9,71.6,1.797,0.03,0.34389,0.00611,0.0
70.0,51.4,,0.0275,,,,,,578.5,94.71,1.652,0.028,0.32978,0.00494,0.0
75.0,51.07,,0.0276,,,,,,641.4,114.29,1.754,0.031,0.35356,0.00583,0.0003
80.0,50.88,,0.0274,,,,,,598.3,121.6,1.608,0.031,0.34808,0.00577,0.0
85.0,50.59,,0.0276,,,,,,671.5,119.2,1.613,0.032,0.39081,0.00532,0.0002
90.0,50.33,,0.0275,,,,,,555.5,111.11,1.778,0.036,0.43403,0.00555,0.0006
95.0,50.15,,0.0275,,,,,,547.7,105.31,1.663,0.033,0.42248,0.00551,0.0
100.0,49.87,,0.0275,,,,,,602.8,105.65,1.696,0.031,0.42263,0.00537,0.0
105.0,49.63,,0.0275,,,,,,596.3,110.88,1.756,0.031,0.44484,0.00525,0.0
