Time (s),Mass (g),HRR (kW),MFR (kg/s),T Duct (K),O2 (Vol fr),CO2 (Vol fr),CO (Vol fr),K Smoke (1/m),MLR (g/s),CO2 (kg/kg),CO (kg/kg)
0.0,,0.009000000000000001,,,,,,,0.0,0.0,0.0
3.0,,0.019,,,,,,,0.174,0.07,-0.605
6.0,,0.04,,,,,,,0.176,0.06,-0.546
9.0,,0.433,,,,,,,0.178,0.13,-0.535
12.0,,1.945,,,,,,,0.18,0.47,-0.528
15.0,,3.6060000000000003,,,,,,,0.181,0.89,-0.505
18.0,,4.373,,,,,,,0.182,1.16,-0.506
21.0,,4.58,,,,,,,0.186,1.33,-0.493
24.0,,4.591,,,,,,,0.187,1.43,-0.491
27.0,,4.225,,,,,,,0.188,1.44,-0.487
30.0,,4.006,,,,,,,0.189,1.46,-0.481
33.0,,4.14,,,,,,,0.19,1.52,-0.468
36.0,,4.567,,,,,,,0.19,1.68,-0.473
39.0,,4.573,,,,,,,0.189,1.72,-0.474
42.0,,4.154,,,,,,,0.188,1.66,-0.467
45.0,,3.8280000000000003,,,,,,,0.187,1.58,-0.452
48.0,,4.065,,,,,,,0.187,1.59,-0.446
51.0,,4.706,,,,,,,0.186,1.75,-0.432
54.0,,5.48,,,,,,,0.184,1.97,-0.444
57.0,,5.7589999999999995,,,,,,,0.182,2.11,-0.444
60.0,,5.68,,,,,,,0.18,2.16,-0.45
63.0,,5.657000000000001,,,,,,,0.177,2.24,-0.453
66.0,,5.608,,,,,,,0.174,2.29,-0.451
69.0,,5.567,,,,,,,0.171,2.33,-0.467
72.0,,5.604,,,,,,,0.167,2.37,-0.473
75.0,,5.764,,,,,,,0.163,2.47,-0.46
78.0,,6.162999999999999,,,,,,,0.159,2.62,-0.48
81.0,,6.49,,,,,,,0.155,2.79,-0.48
84.0,,6.74,,,,,,,0.149,2.97,-0.497
87.0,,7.041,,,,,,,0.143,3.21,-0.506
90.0,,7.332000000000001,,,,,,,0.137,3.51,-0.533
93.0,,7.4750000000000005,,,,,,,0.131,3.82,-0.56
96.0,,7.455,,,,,,,0.125,4.1,-0.584
99.0,,7.4479999999999995,,,,,,,0.119,4.42,-0.639
102.0,,7.169,,,,,,,0.112,4.64,-0.661
105.0,,6.862000000000001,,,,,,,0.105,4.84,-0.728
108.0,,6.528,,,,,,,0.099,4.97,-0.768
111.0,,6.246,,,,,,,0.092,5.16,-0.845
114.0,,5.928,,,,,,,0.085,5.44,-0.938
117.0,,5.566000000000001,,,,,,,0.078,5.62,-1.012
120.0,,5.114,,,,,,,0.072,5.88,-1.106
123.0,,4.953,,,,,,,0.065,6.35,-1.318
126.0,,4.825,,,,,,,0.057,7.11,-1.508
129.0,,3.884,,,,,,,0.051,7.63,-1.734
132.0,,2.9610000000000003,,,,,,,0.046,7.64,-2.021
135.0,,2.1580000000000004,,,,,,,0.04,7.59,-2.364
138.0,,1.4080000000000001,,,,,,,0.034,7.52,-2.809
141.0,,0.868,,,,,,,0.029,7.13,-3.347
144.0,,0.526,,,,,,,0.026,6.52,-3.765
147.0,,0.34,,,,,,,0.023,6.0,-4.371
150.0,,0.23399999999999999,,,,,,,0.02,5.8,-4.914
153.0,,0.21300000000000002,,,,,,,0.017,5.72,-5.642
156.0,,0.18300000000000002,,,,,,,0.015,5.68,-6.451
159.0,,0.163,,,,,,,0.013,5.86,-7.555
162.0,,0.155,,,,,,,0.011,6.54,-9.448
165.0,,0.16399999999999998,,,,,,,0.009,7.28,-11.734
168.0,,0.16899999999999998,,,,,,,0.007,7.82,-13.994
171.0,,0.142,,,,,,,0.007,7.45,-15.062
174.0,,0.138,,,,,,,0.006,7.83,-17.34
177.0,,0.106,,,,,,,0.006,7.28,-18.029
180.0,,0.142,,,,,,,0.005,6.89,-18.483
