Time (s),Mass (g),HRR (kW),MFR (kg/s),T Duct (K),O2 (Vol fr),CO2 (Vol fr),CO (Vol fr),K Smoke (1/m),MLRPUA (g/s-m2),HRRPUA (kW/m2)
0.0,,,,,,,,,,0.0
3.0,,,,,,,,,,-0.481
6.0,,,,,,,,,,3.1207
9.0,,,,,,,,,,-0.9967
12.0,,,,,,,,,,0.2054
15.0,,,,,,,,,,-0.731
18.0,,,,,,,,,,0.242
21.0,,,,,,,,,,0.0046
24.0,,,,,,,,,,0.0001
27.0,,,,,,,,,,4.3178
30.0,,,,,,,,,,-0.2988
33.0,,,,,,,,,,-0.068
36.0,,,,,,,,,,2.3615
39.0,,,,,,,,,,0.4291
42.0,,,,,,,,,,-1.9733
45.0,,,,,,,,,,1.4323
48.0,,,,,,,,,,1.4322
51.0,,,,,,,,,,-1.4702
54.0,,,,,,,,,,3.5773
57.0,,,,,,,,,,-1.2391
60.0,,,,,,,,,,-2.1904
63.0,,,,,,,,,,-1.8949
66.0,,,,,,,,,,1.0146
69.0,,,,,,,,,,2.6664
72.0,,,,,,,,,,-3.1376
75.0,,,,,,,,,,-0.4753
78.0,,,,,,,,,,5.0566
81.0,,,,,,,,,,-0.7604
84.0,,,,,,,,,,0.6563
87.0,,,,,,,,,,-1.7085
90.0,,,,,,,,,,0.9577
93.0,,,,,,,,,,1.6762
96.0,,,,,,,,,,-1.9481
99.0,,,,,,,,,,2.39
102.0,,,,,,,,,,-3.8442
105.0,,,,,,,,,,-0.9348
108.0,,,,,,,,,,1.7336
111.0,,,,,,,,,,1.2114
114.0,,,,,,,,,,0.6926
117.0,,,,,,,,,,-1.7081
120.0,,,,,,,,,,1.4311
123.0,,,,,,,,,,-0.0042
126.0,,,,,,,,,,-0.2542
129.0,,,,,,,,,,0.4729
132.0,,,,,,,,,,1.6634
135.0,,,,,,,,,1.2991392690842387,0.9207
138.0,,,,,,,,,4.1747638486732805,35.1799
141.0,,,,,,,,,5.382549285730717,233.9848
144.0,,,,,,,,,5.606466480899458,415.2777
147.0,,,,,,,,,5.964139558737336,455.8702
150.0,,,,,,,,,6.9396931725026345,444.4353
153.0,,,,,,,,,8.02105458378885,410.8705
156.0,,,,,,,,,9.476365280074226,398.3248
159.0,,,,,,,,,10.78728731049191,395.5407
162.0,,,,,,,,,11.995682122851536,400.8861
165.0,,,,,,,,,12.99993642155055,408.9416
168.0,,,,,,,,,13.836851153871589,418.5094
171.0,,,,,,,,,14.255946212979252,414.1053
174.0,,,,,,,,,14.55316577262818,398.5399
177.0,,,,,,,,,15.283456013612572,402.392
180.0,,,,,,,,,15.192498277805612,388.1501
183.0,,,,,,,,,15.5161790996262,381.8842
186.0,,,,,,,,,15.550811921547664,372.3362
189.0,,,,,,,,,15.779252059644586,370.7998
192.0,,,,,,,,,16.128528263880145,384.3267
195.0,,,,,,,,,15.60869054904887,372.3578
198.0,,,,,,,,,15.93605942911416,375.8424
201.0,,,,,,,,,15.940373400461509,379.9388
204.0,,,,,,,,,15.8898068192674,382.5614
207.0,,,,,,,,,15.66743190937082,376.0356
210.0,,,,,,,,,16.02910082327407,389.2042
213.0,,,,,,,,,15.635522158308351,385.9785
216.0,,,,,,,,,15.578945870336034,383.1299
219.0,,,,,,,,,15.56203450225554,382.5755
222.0,,,,,,,,,15.580901128026117,385.646
225.0,,,,,,,,,15.479160141662852,385.4961
228.0,,,,,,,,,15.429875558738448,383.5111
231.0,,,,,,,,,15.518585817888798,385.1713
234.0,,,,,,,,,15.545699076273849,386.065
237.0,,,,,,,,,15.608905997183586,386.8402
240.0,,,,,,,,,15.59441846825565,382.8804
243.0,,,,,,,,,15.849334480075356,386.9932
246.0,,,,,,,,,15.88274321803724,388.2886
249.0,,,,,,,,,15.912387589373132,386.8015
252.0,,,,,,,,,16.186282870191953,394.8061
255.0,,,,,,,,,16.24175908499794,402.1557
258.0,,,,,,,,,15.997196310978207,394.2685
261.0,,,,,,,,,16.161757120870146,391.6818
264.0,,,,,,,,,16.153795641808525,386.2211
267.0,,,,,,,,,16.497230391337766,394.9173
270.0,,,,,,,,,16.50523883592368,402.1683
273.0,,,,,,,,,16.257849338700403,395.8136
276.0,,,,,,,,,16.28947027749358,390.0758
279.0,,,,,,,,,16.509714060904358,394.4699
282.0,,,,,,,,,16.668768126628322,406.9113
285.0,,,,,,,,,16.417965966594608,407.8272
288.0,,,,,,,,,16.156923314855966,396.9853
291.0,,,,,,,,,16.39044836470777,398.8632
294.0,,,,,,,,,16.21241761367149,393.3246
297.0,,,,,,,,,16.364570210691966,396.1977
300.0,,,,,,,,,16.292959275125185,396.3132
303.0,,,,,,,,,16.461890479325678,405.0514
306.0,,,,,,,,,16.19312961045684,400.3978
309.0,,,,,,,,,16.32311550843875,401.5617
312.0,,,,,,,,,16.22561800692511,396.9062
315.0,,,,,,,,,16.2792482652753,393.4385
318.0,,,,,,,,,16.52664648025215,400.0721
321.0,,,,,,,,,16.554456051329534,405.8507
324.0,,,,,,,,,16.545896732857322,408.5397
327.0,,,,,,,,,16.600484036492634,410.8653
330.0,,,,,,,,,16.59388246354846,409.4806
333.0,,,,,,,,,16.534611648087466,401.6654
336.0,,,,,,,,,16.789838356450097,402.4944
339.0,,,,,,,,,16.75062754809798,397.7135
342.0,,,,,,,,,16.898224125283612,396.2228
345.0,,,,,,,,,17.072796148551003,399.3088
348.0,,,,,,,,,17.575017651700794,423.1537
351.0,,,,,,,,,16.912459641310868,411.7203
354.0,,,,,,,,,17.512894088669952,426.6141
357.0,,,,,,,,,16.92591554173848,410.511
360.0,,,,,,,,,17.187078032230705,405.2713
363.0,,,,,,,,,17.77454141050632,426.7383
366.0,,,,,,,,,17.62350103597514,440.5981
369.0,,,,,,,,,17.164418316585216,430.9522
372.0,,,,,,,,,17.403766169574077,433.0875
375.0,,,,,,,,,17.4882880444517,439.374
378.0,,,,,,,,,17.093203563842817,425.7182
381.0,,,,,,,,,17.401122551297416,426.9087
384.0,,,,,,,,,17.73804465034546,444.1429
387.0,,,,,,,,,17.489451377902775,447.7387
390.0,,,,,,,,,17.305896965242376,440.2949
393.0,,,,,,,,,17.212995734273917,426.5191
396.0,,,,,,,,,17.702406057891952,434.8242
399.0,,,,,,,,,17.95709335991267,454.0056
402.0,,,,,,,,,17.424308090919798,443.8494
