Time (s),Mass (g),HRR (kW),MFR (kg/s),T Duct (K),O2 (Vol fr),CO2 (Vol fr),CO (Vol fr),K Smoke (1/m),Extinction Area (m2/kg),HRRPUA (kW/m2),CO2 (kg/kg),CO (kg/kg),H2O (kg/kg),H'carbs (kg/kg),HCl (kg/kg)
0.0,51.73,,0.0288,,,,,,0.0,1.58,0.002,0.0,0.0,4e-05,0.0
5.0,51.7,,0.0287,,,,,,0.0,1.58,1.971,0.051,0.0,0.77734,0.0
10.0,51.71,,0.0288,,,,,,0.0,1.05,0.0,0.02,0.0,0.33865,0.0
15.0,51.72,,0.0288,,,,,,0.0,-0.52,0.0,0.001,0.0,0.01381,0.0
20.0,51.73,,0.0287,,,,,,0.0,-0.52,0.0,0.001,0.0,0.01604,0.0
25.0,51.67,,0.0286,,,,,,0.0,-0.52,1.245,0.003,0.0,0.16745,0.0
30.0,51.65,,0.0287,,,,,,0.0,-0.52,4.526,0.013,0.0,0.36738,0.0
35.0,51.69,,0.0287,,,,,,0.0,-0.52,0.165,0.003,0.0,0.11137,0.0
40.0,51.67,,0.0288,,,,,,0.0,0.0,0.54,0.008,0.0,0.29707,0.0
45.0,51.68,,0.0287,,,,,,549.6,0.0,0.367,0.002,0.0,0.08288,0.0
50.0,51.67,,0.0285,,,,,,271.7,0.0,0.244,0.011,0.0,0.05046,0.0
55.0,51.64,,0.0287,,,,,,661.6,-0.52,0.135,0.017,0.0,0.10695,0.0
60.0,51.65,,0.0287,,,,,,0.0,0.52,2.498,0.049,2.061,0.36517,0.0
65.0,51.63,,0.0287,,,,,,801.9,0.53,0.554,0.012,0.64056,0.09416,0.0
70.0,51.63,,0.0286,,,,,,603.7,2.1,0.466,0.011,0.0,0.05751,0.0
75.0,51.59,,0.0287,,,,,,938.7,2.1,0.423,0.014,0.0,0.07683,0.0
80.0,51.58,,0.0286,,,,,,1212.9,3.66,0.526,0.023,0.03206,0.08673,0.0
85.0,51.58,,0.0285,,,,,,691.0,2.61,0.589,0.013,1.59023,0.0551,0.0
90.0,51.53,,0.0286,,,,,,238.1,2.62,1.246,0.006,0.84258,0.01783,0.0
95.0,51.47,,0.0284,,,,,,316.3,5.72,1.473,0.004,0.47638,0.01227,0.0
100.0,51.27,,0.0279,,,,,,679.5,33.68,1.328,0.008,0.32653,0.00605,0.0
105.0,51.09,,0.0277,,,,,,764.2,75.71,1.25,0.008,0.3466,0.00505,0.0
110.0,50.91,,0.0278,,,,,,764.5,83.76,1.273,0.017,0.37853,0.00515,0.0
115.0,50.75,,0.028,,,,,,781.6,76.54,1.444,0.019,0.44196,0.00564,0.0
120.0,50.61,,0.0279,,,,,,704.8,68.27,1.369,0.026,0.49099,0.00625,0.0
125.0,50.49,,0.028,,,,,,583.2,66.0,1.317,0.025,0.48112,0.00649,0.0
130.0,50.34,,0.0278,,,,,,544.3,61.52,1.498,0.027,0.58677,0.0065,0.0
135.0,50.21,,0.028,,,,,,560.9,62.34,1.565,0.026,0.59357,0.00597,0.0
140.0,50.08,,0.0278,,,,,,521.0,67.06,1.498,0.023,0.58514,0.0046,0.0
145.0,49.9,,0.0277,,,,,,537.2,71.66,1.381,0.02,0.54834,0.00432,0.0
150.0,49.73,,0.0276,,,,,,565.3,80.08,1.371,0.019,0.55306,0.00418,0.0
155.0,49.5,,0.0274,,,,,,597.8,87.06,1.422,0.019,0.56117,0.00353,0.0
160.0,49.31,,0.0275,,,,,,611.6,94.39,1.396,0.02,0.52666,0.00314,0.0
165.0,49.07,,0.0276,,,,,,578.0,103.68,1.291,0.018,0.50046,0.00336,0.0
170.0,48.83,,0.0275,,,,,,604.4,108.62,1.284,0.021,0.4607,0.00333,0.0
175.0,48.56,,0.0273,,,,,,591.0,110.58,1.369,0.022,0.49415,0.00305,0.0
180.0,48.34,,0.0274,,,,,,611.0,112.31,1.397,0.024,0.56063,0.00316,0.0
185.0,48.08,,0.0274,,,,,,595.0,116.1,1.341,0.022,0.52597,0.00303,0.0
190.0,47.82,,0.0275,,,,,,564.3,123.04,1.291,0.022,0.5108,0.00249,0.0
195.0,47.52,,0.0272,,,,,,568.3,127.79,1.307,0.021,0.53572,0.00329,0.0
200.0,47.21,,0.0273,,,,,,632.8,134.98,1.31,0.023,0.56251,0.00379,0.0
205.0,46.88,,0.0271,,,,,,616.0,145.53,1.301,0.021,0.53527,0.00391,0.0
210.0,46.55,,0.027,,,,,,604.4,152.21,1.249,0.022,0.51823,0.00371,0.0
215.0,46.17,,0.0269,,,,,,655.4,161.92,1.253,0.021,0.5366,0.00423,0.0
220.0,45.77,,0.0271,,,,,,669.2,172.31,1.26,0.024,0.53172,0.00446,0.0
225.0,45.38,,0.027,,,,,,689.6,180.32,1.254,0.024,0.49868,0.00456,0.0
230.0,44.94,,0.0268,,,,,,716.9,183.57,1.25,0.028,0.48147,0.00466,0.0
235.0,44.54,,0.0267,,,,,,741.3,188.83,1.256,0.029,0.44335,0.00501,0.0
240.0,44.13,,0.0266,,,,,,765.0,186.25,1.238,0.033,0.42585,0.00455,0.0007
245.0,43.76,,0.0269,,,,,,847.5,184.98,1.264,0.038,0.38855,0.00598,0.0007
250.0,43.42,,0.0269,,,,,,793.4,173.58,1.265,0.043,0.35028,0.00489,0.0009
255.0,43.14,,0.0269,,,,,,813.2,157.61,1.2,0.05,0.30896,0.00483,0.001
260.0,42.87,,0.0271,,,,,,831.0,141.7,1.253,0.06,0.3049,0.0054,0.0013
270.0,42.54,,0.0276,,,,,,782.6,99.06,1.339,0.104,0.28506,0.0079,0.0025
275.0,42.42,,0.0277,,,,,,601.7,78.35,1.206,0.136,0.3116,0.01123,0.0032
280.0,42.37,,0.0279,,,,,,276.6,61.59,0.9,0.153,0.17126,0.01232,0.0034
285.0,42.26,,0.0281,,,,,,120.9,47.73,0.84,0.212,0.20953,0.01906,0.0048
290.0,42.23,,0.0281,,,,,,0.0,38.46,0.879,0.373,0.3768,0.02719,0.0065
295.0,42.19,,0.0281,,,,,,0.0,31.79,0.768,0.33,0.33389,0.02463,0.0058
300.0,42.14,,0.0283,,,,,,0.0,27.91,0.679,0.462,0.23294,0.02168,0.006
305.0,42.1,,0.0283,,,,,,0.0,23.8,0.926,0.578,0.26787,0.02351,0.0075
310.0,42.06,,0.0282,,,,,,69.5,23.68,0.952,0.754,0.09716,0.02228,0.008
315.0,42.04,,0.0283,,,,,,82.3,22.29,1.143,0.676,0.0235,0.0179,0.0072
320.0,41.99,,0.0283,,,,,,44.1,22.76,1.172,0.716,0.01778,0.01469,0.0069
325.0,41.96,,0.0283,,,,,,7.8,22.26,1.095,0.653,0.09718,0.01241,0.0063
330.0,41.91,,0.0284,,,,,,2.2,23.38,1.233,0.678,0.0,0.0122,0.0064
335.0,41.87,,0.0283,,,,,,0.0,22.21,1.513,0.804,0.0,0.01307,0.0075
340.0,41.84,,0.0283,,,,,,0.0,23.28,1.512,0.751,0.00162,0.01128,0.0
345.0,41.8,,0.0282,,,,,,0.0,22.7,1.259,0.621,0.0,0.00876,0.0
350.0,41.75,,0.0283,,,,,,15.6,23.26,1.274,0.621,0.0,0.00837,0.0
355.0,41.71,,0.0283,,,,,,45.5,23.3,1.363,0.71,0.0,0.00958,0.0
360.0,41.66,,0.0282,,,,,,50.0,23.21,1.578,0.876,0.0663,0.01147,0.0
365.0,41.64,,0.0283,,,,,,11.8,24.36,1.415,0.813,0.21287,0.01035,0.0
370.0,41.6,,0.0284,,,,,,0.0,23.4,1.262,0.694,0.00544,0.00831,0.0
375.0,41.55,,0.0282,,,,,,0.0,23.24,1.156,0.701,0.0,0.00775,0.0
380.0,41.51,,0.0281,,,,,,0.0,24.17,1.4,0.864,0.0,0.00993,0.0
385.0,41.47,,0.0282,,,,,,0.0,23.75,1.874,1.0,0.03326,0.01024,0.0
390.0,41.46,,0.0283,,,,,,38.2,24.31,1.115,0.657,0.04649,0.00736,0.0
395.0,41.41,,0.0281,,,,,,27.8,24.18,1.018,0.54,0.0,0.00598,0.0
400.0,41.34,,0.0282,,,,,,20.3,24.23,1.543,0.748,0.0,0.00751,0.0
405.0,41.32,,0.0283,,,,,,0.0,24.83,1.465,0.74,0.0,0.00806,0.0
410.0,41.28,,0.0283,,,,,,0.0,24.86,1.221,0.57,0.0,0.00601,0.0
415.0,41.22,,0.0282,,,,,,0.0,24.78,1.578,0.659,0.0,0.00659,0.0
420.0,41.17,,0.0283,,,,,,0.0,24.87,2.268,0.894,0.0,0.00971,0.0
425.0,41.15,,0.0284,,,,,,2.7,24.9,1.799,0.706,0.0,0.00729,0.0
430.0,41.11,,0.0282,,,,,,26.1,24.24,1.414,0.548,0.0,0.00554,0.0
435.0,41.05,,0.0284,,,,,,30.7,24.39,1.643,0.609,0.0,0.00665,0.0
440.0,41.01,,0.0284,,,,,,21.4,24.96,2.02,0.683,0.0,0.007,0.0
445.0,40.97,,0.0283,,,,,,0.0,24.83,1.991,0.659,0.0,0.0069,0.0
450.0,40.94,,0.0282,,,,,,0.0,25.29,1.555,0.517,0.0,0.00571,0.0
455.0,40.88,,0.0283,,,,,,0.0,24.84,1.646,0.519,0.0,0.00521,0.0
460.0,40.82,,0.0284,,,,,,0.0,24.9,2.291,0.674,0.0,0.00773,0.0068
465.0,40.79,,0.0284,,,,,,25.4,25.42,2.369,0.696,0.0,0.00749,0.007
470.0,40.75,,0.0284,,,,,,18.7,25.46,2.166,0.582,0.0,0.00641,0.0
475.0,40.71,,0.0283,,,,,,41.6,25.39,1.839,0.532,0.0,0.00546,0.0
480.0,40.66,,0.0284,,,,,,27.5,24.89,1.854,0.502,0.0,0.00577,0.0
485.0,40.61,,0.0282,,,,,,16.8,24.78,2.101,0.538,0.0,0.00611,0.0
490.0,40.56,,0.0284,,,,,,0.0,25.41,2.384,0.608,0.0,0.00657,0.0
495.0,40.53,,0.0282,,,,,,0.0,26.31,2.219,0.576,0.0,0.00678,0.0
500.0,40.49,,0.0283,,,,,,0.0,24.82,1.77,0.483,0.0,0.00553,0.0
505.0,40.43,,0.0283,,,,,,0.0,25.89,1.85,0.504,0.0,0.00559,0.0
510.0,40.39,,0.0283,,,,,,0.0,25.83,2.09,0.554,0.0,0.00686,0.0
515.0,40.35,,0.0283,,,,,,35.9,26.38,2.126,0.326,0.0,0.00581,0.0
520.0,40.31,,0.0284,,,,,,50.6,25.93,2.014,0.514,0.0,0.00615,0.0
525.0,40.25,,0.0284,,,,,,28.1,25.94,1.98,0.5,0.0,0.0063,0.0
535.0,40.15,,0.0282,,,,,,0.0,26.32,2.0,0.469,0.0,0.00565,0.0
540.0,40.11,,0.0284,,,,,,0.0,28.0,2.882,0.63,0.0,0.00861,0.0
545.0,40.09,,0.0283,,,,,,0.0,26.88,2.16,0.476,0.0,0.00621,0.0
550.0,40.04,,0.0284,,,,,,12.7,27.5,1.937,0.395,0.0,0.00506,0.0
555.0,39.98,,0.0282,,,,,,36.5,26.34,2.239,0.424,0.0,0.00531,0.0
560.0,39.94,,0.0284,,,,,,39.4,27.54,1.996,0.391,0.0,0.00527,0.0
565.0,39.89,,0.0285,,,,,,7.5,27.58,1.917,0.384,0.0,0.00524,0.0
570.0,39.83,,0.0283,,,,,,33.0,27.41,2.396,0.438,0.0,0.00607,0.0
575.0,39.79,,0.0285,,,,,,0.0,27.1,2.503,0.46,0.0,0.00602,0.0
580.0,39.75,,0.0281,,,,,,0.0,27.78,2.139,0.405,0.0,0.00583,0.0
585.0,39.7,,0.0284,,,,,,14.2,28.08,2.139,0.399,0.0,0.00557,0.0
590.0,39.66,,0.0282,,,,,,42.1,27.87,2.179,0.401,0.0,0.00534,0.0
595.0,39.61,,0.0285,,,,,,29.4,28.12,1.961,0.388,0.0,0.00541,0.0
600.0,39.57,,0.0284,,,,,,21.3,28.03,1.71,0.335,0.0,0.00497,0.0
