Time (s),Mass (g),HRR (kW),MFR (kg/s),T Duct (K),O2 (Vol fr),CO2 (Vol fr),CO (Vol fr),K Smoke (1/m),MLR (g/s),HRRPUA (kW/m2),CO2 (kg/kg),CO (kg/kg)
0.0,,,,,,,,,,,,
5.0,,,,,,,,,0.0,1.9,0.0,0.0
10.0,,,,,,,,,0.0,2.4,0.0,0.0
15.0,,,,,,,,,0.0,1.7,0.0,0.0
20.0,,,,,,,,,0.0,1.2,0.0,0.0
25.0,,,,,,,,,0.0,1.2,0.0,0.0
30.0,,,,,,,,,,,,
35.0,,,,,,,,,0.02,1.6,1.14,0.023
40.0,,,,,,,,,0.013,3.5,1.73,0.043
45.0,,,,,,,,,0.005,2.4,81.08,4.511
50.0,,,,,,,,,0.004,4.0,80.2,3.024
55.0,,,,,,,,,0.004,2.8,82.7,4.784
60.0,,,,,,,,,0.001,2.6,84.54,3.229
65.0,,,,,,,,,0.001,0.7,82.3,3.447
70.0,,,,,,,,,0.001,1.6,81.92,3.238
75.0,,,,,,,,,0.001,3.5,81.27,3.228
80.0,,,,,,,,,0.01,2.6,2.31,0.063
85.0,,,,,,,,,0.015,3.1,1.6,0.034
90.0,,,,,,,,,0.01,2.1,2.36,0.059
95.0,,,,,,,,,0.001,2.1,82.46,2.909
100.0,,,,,,,,,0.001,1.9,80.75,2.878
105.0,,,,,,,,,0.007,1.6,3.25,0.122
110.0,,,,,,,,,0.005,1.2,81.01,0.0
115.0,,,,,,,,,0.005,2.3,81.15,2.716
120.0,,,,,,,,,0.005,1.4,83.14,3.015
125.0,,,,,,,,,0.007,0.2,3.38,0.125
130.0,,,,,,,,,0.002,3.5,91.92,2.906
