Time (s),Mass (g),HRR (kW),MFR (kg/s),T Duct (K),O2 (Vol fr),CO2 (Vol fr),CO (Vol fr),K Smoke (1/m),MLR (g/s),CO2 (kg/kg),CO (kg/kg)
0.0,,0.015,,,,,,,0.0,0.0,0.0
3.0,,-0.008,,,,,,,0.0,0.0,0.0
6.0,,0.044000000000000004,,,,,,,0.16,0.1,0.0
9.0,,0.418,,,,,,,0.159,0.12,0.0
12.0,,1.7069999999999999,,,,,,,0.16,0.3,0.0
15.0,,3.22,,,,,,,0.161,0.63,0.0
18.0,,3.978,,,,,,,0.162,0.92,0.0
21.0,,3.9710000000000005,,,,,,,0.165,1.07,0.0
24.0,,3.8560000000000003,,,,,,,0.166,1.19,0.0
27.0,,4.123,,,,,,,0.166,1.34,0.0
30.0,,4.368,,,,,,,0.168,1.47,0.0
33.0,,4.074,,,,,,,0.171,1.49,0.0
36.0,,3.8360000000000003,,,,,,,0.172,1.49,0.0
39.0,,3.9539999999999997,,,,,,,0.173,1.56,0.0
42.0,,3.987,,,,,,,0.174,1.61,0.0
45.0,,3.612,,,,,,,0.175,1.56,0.0
48.0,,3.362,,,,,,,0.175,1.5,0.0
51.0,,3.852,,,,,,,0.174,1.57,0.0
54.0,,4.643,,,,,,,0.175,1.7,0.0
57.0,,5.012,,,,,,,0.175,1.8,0.0
60.0,,5.0680000000000005,,,,,,,0.176,1.84,0.0
63.0,,5.34,,,,,,,0.176,1.95,0.0
66.0,,5.479,,,,,,,0.175,2.04,0.0
69.0,,5.392,,,,,,,0.174,2.1,0.0
72.0,,5.329,,,,,,,0.173,2.12,0.0
75.0,,5.221,,,,,,,0.172,2.13,0.0
78.0,,5.383,,,,,,,0.17,2.19,0.0
81.0,,5.551,,,,,,,0.167,2.27,0.0
84.0,,5.742999999999999,,,,,,,0.163,2.36,0.0
87.0,,5.9879999999999995,,,,,,,0.159,2.49,0.0
90.0,,6.202999999999999,,,,,,,0.155,2.6,0.0
93.0,,6.519,,,,,,,0.15,2.79,0.0
96.0,,6.78,,,,,,,0.145,2.99,0.0
99.0,,6.981000000000001,,,,,,,0.14,3.24,0.0
102.0,,7.017,,,,,,,0.134,3.47,0.0
105.0,,7.014,,,,,,,0.129,3.7,0.0
108.0,,6.846,,,,,,,0.122,3.88,0.0
111.0,,6.829,,,,,,,0.116,4.16,0.0
114.0,,6.666,,,,,,,0.109,4.37,0.0
117.0,,6.51,,,,,,,0.104,4.62,0.0
120.0,,6.1450000000000005,,,,,,,0.098,4.75,0.0
123.0,,5.904,,,,,,,0.091,4.99,0.0
126.0,,5.682,,,,,,,0.085,5.21,0.0
129.0,,5.593,,,,,,,0.079,5.46,0.0
132.0,,5.572000000000001,,,,,,,0.072,5.83,0.0
135.0,,5.537999999999999,,,,,,,0.065,6.33,0.0
138.0,,5.669,,,,,,,0.058,7.17,0.0
141.0,,5.417000000000001,,,,,,,0.053,7.93,0.0
144.0,,4.093999999999999,,,,,,,0.047,8.19,0.0
147.0,,2.548,,,,,,,0.04,8.34,0.0
150.0,,1.502,,,,,,,0.034,8.6,0.0
153.0,,0.8840000000000001,,,,,,,0.03,8.39,0.0
156.0,,0.5479999999999999,,,,,,,0.026,8.45,0.0
159.0,,0.413,,,,,,,0.021,9.06,0.0
162.0,,0.331,,,,,,,0.018,9.47,0.0
165.0,,0.287,,,,,,,0.015,9.9,0.0
168.0,,0.25,,,,,,,0.012,10.49,0.0
171.0,,0.228,,,,,,,0.01,12.08,0.0
174.0,,0.231,,,,,,,0.006,16.48,0.0
177.0,,0.21300000000000002,,,,,,,0.005,0.0,0.0
180.0,,0.19100000000000003,,,,,,,0.003,0.0,0.0
183.0,,0.168,,,,,,,0.003,0.0,0.0
186.0,,0.127,,,,,,,0.003,0.0,0.0
189.0,,0.099,,,,,,,0.003,0.0,0.0
192.0,,0.078,,,,,,,0.003,0.0,0.0
195.0,,0.062000000000000006,,,,,,,0.002,0.0,0.0
