Time (s),Mass (g),HRR (kW),MFR (kg/s),T Duct (K),O2 (Vol fr),CO2 (Vol fr),CO (Vol fr),K Smoke (1/m),MLR (g/s),HRRPUA (kW/m2),CO2 (kg/kg),CO (kg/kg)
0.0,,,,,,,,,0.0,0.0,0.0,0.0
5.0,,,,,,,,,0.0,-0.2,0.0,0.0
10.0,,,,,,,,,0.0,0.9,0.0,0.0
15.0,,,,,,,,,0.0,1.4,0.0,0.0
20.0,,,,,,,,,0.0,0.0,0.0,0.0
25.0,,,,,,,,,0.0,1.4,0.0,0.0
30.0,,,,,,,,,0.0,3.7,0.0,0.0
35.0,,,,,,,,,0.0,2.5,0.0,0.0
40.0,,,,,,,,,0.0,29.1,0.0,0.0
45.0,,,,,,,,,0.0,205.4,0.0,0.0
50.0,,,,,,,,,0.0,197.9,0.0,0.0
55.0,,,,,,,,,0.0,105.3,0.0,0.0
60.0,,,,,,,,,0.0,56.8,0.0,0.0
65.0,,,,,,,,,0.011,25.4,11.62,1.228
70.0,,,,,,,,,0.016,10.8,6.95,0.576
75.0,,,,,,,,,0.031,1.3,0.38,0.031
80.0,,,,,,,,,0.068,10.8,0.9,0.084
85.0,,,,,,,,,0.06,11.2,0.79,0.097
90.0,,,,,,,,,0.01,10.1,3.96,0.588
95.0,,,,,,,,,0.01,10.5,3.61,0.535
100.0,,,,,,,,,0.019,12.7,1.86,0.277
105.0,,,,,,,,,0.021,11.9,1.62,0.205
110.0,,,,,,,,,0.008,12.5,4.31,0.579
115.0,,,,,,,,,0.01,10.8,3.26,0.351
120.0,,,,,,,,,0.068,11.9,0.5,0.048
125.0,,,,,,,,,0.102,12.1,0.34,0.034
130.0,,,,,,,,,0.039,13.9,0.9,0.087
135.0,,,,,,,,,0.039,13.4,0.89,0.087
140.0,,,,,,,,,0.039,13.3,0.91,0.085
145.0,,,,,,,,,0.039,11.7,0.92,0.096
150.0,,,,,,,,,0.042,12.8,0.83,0.08
155.0,,,,,,,,,0.053,11.7,0.67,0.058
160.0,,,,,,,,,0.038,13.5,0.92,0.089
165.0,,,,,,,,,0.022,10.5,1.57,0.136
170.0,,,,,,,,,0.022,10.8,1.58,0.137
175.0,,,,,,,,,0.022,10.1,1.57,0.149
180.0,,,,,,,,,0.022,11.2,1.55,0.134
185.0,,,,,,,,,0.01,10.7,3.56,0.248
190.0,,,,,,,,,0.004,10.1,124.02,9.751
195.0,,,,,,,,,0.037,9.4,0.91,0.077
200.0,,,,,,,,,0.067,11.2,0.5,0.041
205.0,,,,,,,,,0.019,10.3,1.76,0.135
210.0,,,,,,,,,0.019,10.5,1.74,0.149
215.0,,,,,,,,,0.019,11.4,1.74,0.14
220.0,,,,,,,,,0.019,7.6,1.76,0.148
