Time (s),Mass (g),HRR (kW),MFR (kg/s),T Duct (K),O2 (Vol fr),CO2 (Vol fr),CO (Vol fr),K Smoke (1/m),MLR (g/s),CO2 (kg/kg),CO (kg/kg)
0.0,,0.073,,,,,,,0.0,0.0,0.0
3.0,,0.5970000000000001,,,,,,,0.049,1.26,0.0
6.0,,1.601,,,,,,,0.049,1.27,0.018
9.0,,2.358,,,,,,,0.049,10.53,0.222
12.0,,2.535,,,,,,,0.047,11.48,0.257
15.0,,2.52,,,,,,,0.047,11.47,0.273
18.0,,2.616,,,,,,,0.045,12.01,0.241
21.0,,2.617,,,,,,,0.044,12.96,0.278
24.0,,2.552,,,,,,,0.043,13.34,0.257
27.0,,2.7489999999999997,,,,,,,0.041,13.97,0.279
30.0,,2.85,,,,,,,0.04,13.75,0.244
33.0,,2.822,,,,,,,0.039,13.98,0.242
36.0,,2.6780000000000004,,,,,,,0.037,14.78,0.221
39.0,,2.547,,,,,,,0.036,15.74,0.213
42.0,,2.662,,,,,,,0.035,18.64,0.19
45.0,,2.832,,,,,,,0.033,21.11,0.174
48.0,,3.1950000000000003,,,,,,,0.032,22.77,0.136
51.0,,3.504,,,,,,,0.03,24.33,0.143
54.0,,3.722,,,,,,,0.029,25.0,0.138
57.0,,3.77,,,,,,,0.029,24.14,0.166
60.0,,3.69,,,,,,,0.028,23.72,0.141
63.0,,3.47,,,,,,,0.027,24.35,0.128
66.0,,3.298,,,,,,,0.028,23.13,0.101
69.0,,3.2630000000000003,,,,,,,0.028,18.51,0.112
72.0,,3.194,,,,,,,0.027,16.5,0.082
75.0,,2.608,,,,,,,0.026,13.99,0.093
78.0,,1.9469999999999998,,,,,,,0.025,11.06,0.103
81.0,,1.281,,,,,,,0.022,9.59,0.098
84.0,,0.7270000000000001,,,,,,,0.02,7.8,0.166
87.0,,0.37200000000000005,,,,,,,0.016,0.0,0.0
90.0,,0.141,,,,,,,0.014,0.0,0.0
93.0,,0.063,,,,,,,0.013,0.0,0.0
96.0,,0.006999999999999999,,,,,,,0.011,0.0,0.0
99.0,,0.032,,,,,,,0.01,0.0,0.0
102.0,,0.0,,,,,,,0.008,0.0,0.0
105.0,,0.027999999999999997,,,,,,,0.007,0.0,0.0
108.0,,0.004,,,,,,,0.007,0.0,0.0
111.0,,0.021,,,,,,,0.006,0.0,0.0
114.0,,-0.025,,,,,,,0.006,0.0,0.0
117.0,,0.013999999999999999,,,,,,,0.006,0.0,0.0
120.0,,0.0,,,,,,,0.005,0.0,0.0
123.0,,0.025,,,,,,,0.006,0.0,0.0
126.0,,0.0,,,,,,,0.005,0.0,0.0
