Time (s),Mass (g),HRR (kW),MFR (kg/s),T Duct (K),O2 (Vol fr),CO2 (Vol fr),CO (Vol fr),K Smoke (1/m),Extinction Area (m2/kg),HRRPUA (kW/m2),CO2 (kg/kg),CO (kg/kg),H2O (kg/kg),H'carbs (kg/kg),HCl (kg/kg)
0.0,56.58,,0.0289,,,,,,0.0,-1.06,0.001,0.0,3e-05,0.0,0.0
5.0,56.51,,0.0286,,,,,,0.0,0.52,51.532,0.001,2.39294,0.14116,0.0451
10.0,56.62,,0.0286,,,,,,0.0,0.52,47.361,0.001,1.39655,0.14932,0.0772
15.0,56.56,,0.0287,,,,,,551.7,0.53,5.933,0.0,0.5738,0.02915,0.0095
20.0,56.57,,0.0288,,,,,,563.9,0.0,1.714,0.002,0.30426,0.01502,0.0
25.0,56.49,,0.0289,,,,,,502.7,1.06,1.9,0.001,0.21632,0.01832,0.0
30.0,56.22,,0.0281,,,,,,934.9,18.49,2.17,0.007,0.29181,0.00739,0.0
35.0,56.09,,0.0278,,,,,,987.2,69.97,2.31,0.009,0.34692,0.00623,0.0
40.0,56.0,,0.0281,,,,,,577.0,71.75,1.935,0.02,0.33056,0.00438,0.0
45.0,55.82,,0.028,,,,,,454.3,61.84,2.104,0.021,0.35668,0.0068,0.0
50.0,55.69,,0.028,,,,,,625.9,58.2,2.123,0.032,0.37159,0.00702,0.0
55.0,55.57,,0.0278,,,,,,584.9,66.04,1.862,0.026,0.33841,0.00654,0.0
60.0,55.33,,0.0279,,,,,,605.6,73.36,1.968,0.036,0.37791,0.00555,0.0
65.0,55.18,,0.0276,,,,,,579.1,82.15,1.8,0.03,0.35228,0.00523,0.0006
70.0,54.91,,0.0279,,,,,,560.5,97.51,1.686,0.036,0.28556,0.00354,0.0
75.0,54.62,,0.0274,,,,,,663.1,111.46,1.662,0.036,0.29076,0.00325,0.0002
80.0,54.29,,0.0274,,,,,,689.4,127.35,1.728,0.047,0.33512,0.00355,0.0006
85.0,54.08,,0.0275,,,,,,694.0,128.63,1.713,0.044,0.32323,0.00286,0.0
90.0,53.72,,0.0274,,,,,,753.0,129.48,1.689,0.046,0.3444,0.00258,0.0
95.0,53.47,,0.0274,,,,,,764.7,136.77,1.606,0.045,0.32837,0.00276,0.0
