Time (s),Mass (g),HRR (kW),MFR (kg/s),T Duct (K),O2 (Vol fr),CO2 (Vol fr),CO (Vol fr),K Smoke (1/m),MLR (g/s),CO2 (kg/kg),CO (kg/kg)
0.0,,0.009680000000000001,,,,,,,0.0,0.0,0.0
6.0,,0.014080000000000002,,,,,,,0.0,0.0,0.0
12.0,,0.023760000000000003,,,,,,,0.031,0.82,0.015
18.0,,0.01056,,,,,,,0.032,0.81,0.021
24.0,,0.032560000000000006,,,,,,,0.017,1.69,0.094
30.0,,0.1056,,,,,,,0.012,3.42,0.138
36.0,,0.154,,,,,,,0.011,2.71,0.165
42.0,,0.044000000000000004,,,,,,,0.011,2.49,0.118
48.0,,0.03784,,,,,,,0.012,2.26,0.129
54.0,,0.028160000000000004,,,,,,,0.016,1.75,0.086
60.0,,0.032560000000000006,,,,,,,0.022,1.28,0.062
66.0,,0.027280000000000002,,,,,,,0.051,0.54,0.021
72.0,,0.02904,,,,,,,0.069,0.4,0.016
78.0,,0.03344,,,,,,,0.051,1.18,0.03
84.0,,0.54384,,,,,,,0.043,3.61,0.07
90.0,,1.61568,,,,,,,0.049,2.92,0.039
96.0,,1.17656,,,,,,,0.057,2.21,0.018
102.0,,0.8254400000000001,,,,,,,0.053,2.27,0.025
108.0,,0.88968,,,,,,,0.04,3.38,0.037
114.0,,1.1334400000000002,,,,,,,0.025,5.95,0.062
120.0,,1.25048,,,,,,,0.011,11.62,0.136
126.0,,0.93544,,,,,,,0.004,371.29,4.723
132.0,,0.5966400000000001,,,,,,,0.005,271.55,9.077
139.0,,0.34408000000000005,,,,,,,0.008,7.06,0.41
144.0,,0.17248000000000002,,,,,,,0.008,145.3,12.203
150.0,,0.10120000000000001,,,,,,,0.002,123.72,12.393
156.0,,0.10120000000000001,,,,,,,0.003,117.55,12.161
162.0,,0.08888,,,,,,,0.003,114.95,9.991
168.0,,0.08975999999999999,,,,,,,0.001,108.86,9.858
174.0,,0.07744000000000001,,,,,,,0.002,108.64,8.648
180.0,,0.08184000000000001,,,,,,,0.003,107.39,8.805
186.0,,0.08800000000000001,,,,,,,0.003,107.68,8.915
192.0,,0.07304000000000001,,,,,,,0.003,104.84,7.178
198.0,,0.07304000000000001,,,,,,,0.003,106.59,8.535
204.0,,0.07128,,,,,,,0.002,106.69,7.482
210.0,,0.08096,,,,,,,0.003,105.78,8.062
216.0,,0.0792,,,,,,,0.003,105.68,7.411
222.0,,0.06248,,,,,,,0.002,105.34,7.47
228.0,,0.06776,,,,,,,0.003,103.98,8.011
234.0,,0.05016,,,,,,,0.003,104.42,6.399
240.0,,0.06864,,,,,,,0.003,105.25,6.632
246.0,,0.06336,,,,,,,0.002,104.89,6.51
252.0,,0.06336,,,,,,,0.004,106.35,6.853
258.0,,0.0528,,,,,,,0.002,106.33,8.14
264.0,,0.0748,,,,,,,0.0,103.55,7.001
