Time (s),Mass (g),HRR (kW),MFR (kg/s),T Duct (K),O2 (Vol fr),CO2 (Vol fr),CO (Vol fr),K Smoke (1/m),MLR (g/s),CO2 (kg/kg),CO (kg/kg)
0.0,,-0.00264,,,,,,,0.0,0.0,0.0
6.0,,-0.009680000000000001,,,,,,,0.0,0.0,0.0
12.0,,-0.0088,,,,,,,0.0,0.0,0.0
18.0,,-0.0044,,,,,,,0.0,0.0,0.0
24.0,,-0.00616,,,,,,,0.0,0.0,0.0
30.0,,-0.01056,,,,,,,0.0,0.0,0.0
36.0,,0.018480000000000003,,,,,,,0.172,0.16,0.005
42.0,,0.03168,,,,,,,0.189,0.43,0.022
48.0,,1.22848,,,,,,,0.191,1.07,0.114
54.0,,2.71656,,,,,,,0.16,1.5,0.094
60.0,,2.52912,,,,,,,0.11,2.19,0.143
66.0,,2.1876800000000003,,,,,,,0.078,2.69,0.273
72.0,,1.99232,,,,,,,0.061,2.85,0.241
78.0,,1.5532000000000001,,,,,,,0.046,3.47,0.171
84.0,,1.4036000000000002,,,,,,,0.039,3.74,0.116
90.0,,1.1176000000000001,,,,,,,0.033,3.94,0.089
96.0,,0.9037600000000001,,,,,,,0.024,5.05,0.127
102.0,,0.8131200000000001,,,,,,,0.021,5.42,0.179
108.0,,0.72424,,,,,,,0.019,5.43,0.24
114.0,,0.56848,,,,,,,0.02,4.4,0.258
120.0,,0.4576,,,,,,,0.019,4.05,0.286
126.0,,0.35376,,,,,,,0.009,7.69,0.651
132.0,,0.35112,,,,,,,0.014,5.14,0.452
138.0,,0.37752,,,,,,,0.017,4.09,0.335
