Time (s),Mass (g),HRR (kW),MFR (kg/s),T Duct (K),O2 (Vol fr),CO2 (Vol fr),CO (Vol fr),K Smoke (1/m),Extinction Area (m2/kg),HRRPUA (kW/m2),CO2 (kg/kg),CO (kg/kg),H2O (kg/kg),H'carbs (kg/kg),HCl (kg/kg)
0.0,61.18,,0.029,,,,,,0.0,1.06,0.0,0.0,0.0,5e-05,0.0
5.0,61.16,,0.0287,,,,,,0.0,1.04,0.496,0.009,2.12233,0.20561,0.0
5.0,61.16,,0.0287,,,,,,0.0,1.04,0.496,0.009,2.12233,0.20561,0.0
10.0,61.18,,0.0285,,,,,,0.0,0.52,0.0,0.009,8.61481,0.1944,0.0
10.0,61.18,,0.0285,,,,,,0.0,0.52,0.0,0.009,8.61481,0.1944,0.0
15.0,61.17,,0.0287,,,,,,0.0,0.52,3.556,0.018,12.28301,0.40398,0.0
15.0,61.17,,0.0287,,,,,,0.0,0.52,3.556,0.018,12.28301,0.40398,0.0
20.0,61.18,,0.0289,,,,,,0.0,1.05,1.126,0.005,0.08611,0.10109,0.0
20.0,61.18,,0.0289,,,,,,0.0,1.05,1.126,0.005,0.08611,0.10109,0.0
25.0,61.16,,0.0287,,,,,,0.0,1.57,2.487,0.006,2.68653,0.13979,0.0
25.0,61.16,,0.0287,,,,,,0.0,1.57,2.487,0.006,2.68653,0.13979,0.0
30.0,61.17,,0.0288,,,,,,0.0,1.05,0.244,0.003,0.62161,0.03052,0.0
30.0,61.17,,0.0288,,,,,,0.0,1.05,0.244,0.003,0.62161,0.03052,0.0
35.0,61.16,,0.0286,,,,,,232.9,0.52,0.188,0.001,0.0,0.03169,0.0
35.0,61.16,,0.0286,,,,,,232.9,0.52,0.188,0.001,0.0,0.03169,0.0
40.0,61.15,,0.0289,,,,,,358.9,0.52,0.196,0.001,0.19733,0.02351,0.0
40.0,61.15,,0.0289,,,,,,358.9,0.52,0.196,0.001,0.19733,0.02351,0.0
45.0,61.13,,0.0285,,,,,,336.6,0.52,0.0,0.001,0.147,0.02845,0.0
45.0,61.13,,0.0285,,,,,,336.6,0.52,0.0,0.001,0.147,0.02845,0.0
50.0,61.13,,0.0285,,,,,,568.6,1.04,0.158,0.001,0.15074,0.03078,0.0
50.0,61.13,,0.0285,,,,,,568.6,1.04,0.158,0.001,0.15074,0.03078,0.0
55.0,61.11,,0.0287,,,,,,1100.4,0.0,0.0,0.001,0.65926,0.03688,0.0
55.0,61.11,,0.0287,,,,,,1100.4,0.0,0.0,0.001,0.65926,0.03688,0.0
60.0,61.12,,0.0287,,,,,,939.0,-0.53,0.0,0.001,3.08952,0.02757,0.0
60.0,61.12,,0.0287,,,,,,939.0,-0.53,0.0,0.001,3.08952,0.02757,0.0
65.0,61.09,,0.0288,,,,,,331.3,0.52,1.378,0.002,1.11766,0.01082,0.0
