Time (s),Mass (g),HRR (kW),MFR (kg/s),T Duct (K),O2 (Vol fr),CO2 (Vol fr),CO (Vol fr),K Smoke (1/m),MLR (g/s),HRRPUA (kW/m2),CO2 (kg/kg),CO (kg/kg)
0.0,,,,,,,,,0.0,-0.5,0.0,0.0
5.0,,,,,,,,,0.008,1.4,3.36,0.153
10.0,,,,,,,,,0.008,1.4,3.34,0.098
15.0,,,,,,,,,0.008,1.6,3.5,0.052
20.0,,,,,,,,,0.008,1.4,3.69,0.043
25.0,,,,,,,,,0.008,2.6,3.76,0.16
30.0,,,,,,,,,0.008,4.2,3.57,0.183
35.0,,,,,,,,,0.008,59.0,7.58,0.316
40.0,,,,,,,,,0.008,190.6,18.84,0.482
45.0,,,,,,,,,0.008,136.4,17.68,0.326
50.0,,,,,,,,,0.008,77.3,14.02,0.142
55.0,,,,,,,,,0.008,45.4,10.87,0.178
60.0,,,,,,,,,0.003,30.2,253.14,7.739
65.0,,,,,,,,,0.004,22.1,211.34,7.086
70.0,,,,,,,,,0.002,21.6,196.12,9.489
75.0,,,,,,,,,0.008,27.2,6.65,0.295
80.0,,,,,,,,,0.023,30.3,2.6,0.081
85.0,,,,,,,,,0.027,37.7,2.36,0.058
90.0,,,,,,,,,0.018,39.5,3.67,0.062
95.0,,,,,,,,,0.019,41.9,3.59,0.075
100.0,,,,,,,,,0.022,40.1,3.21,0.07
105.0,,,,,,,,,0.015,36.8,4.51,0.106
110.0,,,,,,,,,0.011,31.2,5.97,0.153
115.0,,,,,,,,,0.012,30.2,5.12,0.197
120.0,,,,,,,,,0.011,27.4,4.97,0.2
125.0,,,,,,,,,0.005,26.3,197.5,7.087
130.0,,,,,,,,,0.003,23.9,191.75,11.728
135.0,,,,,,,,,0.02,22.7,2.47,0.131
140.0,,,,,,,,,0.035,20.8,1.43,0.092
145.0,,,,,,,,,0.017,21.2,2.77,0.188
150.0,,,,,,,,,0.008,20.5,6.07,0.409
155.0,,,,,,,,,0.016,19.1,2.97,0.209
160.0,,,,,,,,,0.01,17.2,4.63,0.354
165.0,,,,,,,,,0.001,15.8,158.42,14.229
170.0,,,,,,,,,0.002,14.9,153.22,14.281
175.0,,,,,,,,,0.01,15.6,4.34,0.369
180.0,,,,,,,,,0.018,17.0,4.31,0.228
185.0,,,,,,,,,0.018,16.1,2.38,0.187
190.0,,,,,,,,,0.013,15.1,3.37,0.281
195.0,,,,,,,,,0.013,15.6,3.43,0.289
200.0,,,,,,,,,0.009,16.5,5.16,0.432
205.0,,,,,,,,,0.009,15.9,5.24,0.418
210.0,,,,,,,,,0.003,16.8,164.0,13.303
