Time (s),Mass (g),HRR (kW),MFR (kg/s),T Duct (K),O2 (Vol fr),CO2 (Vol fr),CO (Vol fr),K Smoke (1/m),MLR (g/s),CO2 (kg/kg),CO (kg/kg)
0.0,,-0.013999999999999999,,,,,,,0.0,0.0,0.0
3.0,,0.002,,,,,,,0.0,0.0,0.0
6.0,,0.006999999999999999,,,,,,,0.0,0.0,0.0
9.0,,-0.005,,,,,,,0.0,0.0,0.0
12.0,,0.005,,,,,,,0.0,0.0,0.0
15.0,,0.005,,,,,,,0.0,0.0,0.0
18.0,,-0.005,,,,,,,0.0,0.0,0.0
21.0,,0.027999999999999997,,,,,,,0.083,0.16,0.003
24.0,,0.15,,,,,,,0.081,0.28,0.003
27.0,,0.881,,,,,,,0.079,1.07,0.017
30.0,,2.229,,,,,,,0.078,2.46,0.044
33.0,,3.344,,,,,,,0.076,3.41,0.056
36.0,,3.5869999999999997,,,,,,,0.075,3.54,0.048
39.0,,3.1750000000000003,,,,,,,0.074,3.23,0.038
42.0,,2.7089999999999996,,,,,,,0.073,2.94,0.033
45.0,,2.36,,,,,,,0.072,2.72,0.029
48.0,,2.164,,,,,,,0.071,2.65,0.029
51.0,,2.077,,,,,,,0.071,2.59,0.029
54.0,,2.008,,,,,,,0.07,2.55,0.028
57.0,,1.931,,,,,,,0.07,2.47,0.027
60.0,,1.858,,,,,,,0.069,2.42,0.029
63.0,,1.826,,,,,,,0.069,2.4,0.03
66.0,,1.8219999999999998,,,,,,,0.067,2.41,0.029
69.0,,1.7890000000000001,,,,,,,0.067,2.38,0.028
72.0,,1.744,,,,,,,0.066,2.35,0.028
75.0,,1.657,,,,,,,0.066,2.27,0.024
78.0,,1.587,,,,,,,0.065,2.19,0.022
81.0,,1.501,,,,,,,0.064,2.13,0.023
84.0,,1.41,,,,,,,0.064,2.03,0.019
87.0,,1.335,,,,,,,0.063,1.98,0.019
90.0,,1.271,,,,,,,0.061,1.98,0.019
93.0,,1.213,,,,,,,0.06,1.96,0.019
96.0,,1.1640000000000001,,,,,,,0.058,1.94,0.019
99.0,,1.123,,,,,,,0.057,1.96,0.02
102.0,,1.076,,,,,,,0.056,1.97,0.021
105.0,,1.044,,,,,,,0.055,1.96,0.022
108.0,,1.031,,,,,,,0.054,2.0,0.024
111.0,,1.013,,,,,,,0.053,2.03,0.024
114.0,,0.986,,,,,,,0.051,2.07,0.023
117.0,,0.9920000000000001,,,,,,,0.05,2.14,0.026
120.0,,0.98,,,,,,,0.049,2.15,0.027
123.0,,0.9209999999999999,,,,,,,0.048,2.11,0.029
126.0,,0.8740000000000001,,,,,,,0.047,2.08,0.031
129.0,,0.871,,,,,,,0.046,2.07,0.032
132.0,,0.841,,,,,,,0.045,2.07,0.032
135.0,,0.816,,,,,,,0.045,2.03,0.032
138.0,,0.789,,,,,,,0.044,2.0,0.035
141.0,,0.763,,,,,,,0.044,1.95,0.034
144.0,,0.775,,,,,,,0.044,1.94,0.034
147.0,,0.792,,,,,,,0.043,1.99,0.033
150.0,,0.7859999999999999,,,,,,,0.043,1.97,0.035
153.0,,0.758,,,,,,,0.042,1.96,0.037
156.0,,0.768,,,,,,,0.042,1.98,0.037
159.0,,0.7690000000000001,,,,,,,0.041,1.99,0.039
162.0,,0.765,,,,,,,0.041,2.0,0.04
165.0,,0.77,,,,,,,0.04,2.01,0.04
168.0,,0.748,,,,,,,0.04,2.01,0.039
171.0,,0.7140000000000001,,,,,,,0.04,2.0,0.038
174.0,,0.736,,,,,,,0.04,2.03,0.037
177.0,,0.728,,,,,,,0.04,2.03,0.04
180.0,,0.7440000000000001,,,,,,,0.04,2.06,0.035
183.0,,0.745,,,,,,,0.039,2.06,0.034
186.0,,0.7340000000000001,,,,,,,0.039,2.09,0.034
189.0,,0.7390000000000001,,,,,,,0.038,2.12,0.029
192.0,,0.7690000000000001,,,,,,,0.038,2.21,0.025
195.0,,0.7590000000000001,,,,,,,0.038,2.17,0.023
198.0,,0.767,,,,,,,0.038,2.18,0.021
201.0,,0.767,,,,,,,0.038,2.19,0.015
204.0,,0.746,,,,,,,0.037,2.14,0.012
207.0,,0.7340000000000001,,,,,,,0.037,2.14,0.009
210.0,,0.74,,,,,,,0.037,2.1,0.007
213.0,,0.705,,,,,,,0.037,2.03,0.008
216.0,,0.6900000000000001,,,,,,,0.037,1.97,0.006
219.0,,0.682,,,,,,,0.037,1.97,0.0
222.0,,0.687,,,,,,,0.037,1.99,0.0
225.0,,0.7070000000000001,,,,,,,0.037,2.04,0.008
228.0,,0.731,,,,,,,0.037,2.04,0.008
231.0,,0.751,,,,,,,0.036,2.12,0.009
234.0,,0.78,,,,,,,0.036,2.26,0.009
237.0,,0.752,,,,,,,0.036,2.2,0.011
240.0,,0.721,,,,,,,0.035,2.19,0.016
243.0,,0.738,,,,,,,0.035,2.31,0.017
246.0,,0.7859999999999999,,,,,,,0.034,2.47,0.021
249.0,,0.78,,,,,,,0.034,2.48,0.024
252.0,,0.765,,,,,,,0.033,2.45,0.025
255.0,,0.747,,,,,,,0.033,2.45,0.027
258.0,,0.782,,,,,,,0.033,2.56,0.028
261.0,,0.777,,,,,,,0.032,2.61,0.03
264.0,,0.7709999999999999,,,,,,,0.032,2.59,0.028
267.0,,0.7640000000000001,,,,,,,0.032,2.58,0.025
270.0,,0.768,,,,,,,0.031,2.58,0.027
273.0,,0.797,,,,,,,0.031,2.61,0.026
276.0,,0.804,,,,,,,0.031,2.63,0.024
279.0,,0.762,,,,,,,0.031,2.55,0.024
282.0,,0.773,,,,,,,0.031,2.55,0.023
285.0,,0.7759999999999999,,,,,,,0.03,2.57,0.025
288.0,,0.7709999999999999,,,,,,,0.03,2.54,0.023
291.0,,0.75,,,,,,,0.03,2.47,0.021
294.0,,0.7320000000000001,,,,,,,0.03,2.4,0.019
297.0,,0.7390000000000001,,,,,,,0.031,2.42,0.024
300.0,,0.797,,,,,,,0.03,2.53,0.028
303.0,,0.8,,,,,,,0.03,2.56,0.027
306.0,,0.8009999999999999,,,,,,,0.03,2.62,0.027
309.0,,0.8170000000000001,,,,,,,0.03,2.67,0.033
312.0,,0.8570000000000001,,,,,,,0.03,2.72,0.038
315.0,,0.8270000000000001,,,,,,,0.03,2.65,0.032
318.0,,0.805,,,,,,,0.029,2.67,0.035
321.0,,0.85,,,,,,,0.029,2.82,0.041
324.0,,0.845,,,,,,,0.029,2.85,0.042
327.0,,0.8140000000000001,,,,,,,0.029,2.7,0.044
330.0,,0.8,,,,,,,0.028,2.71,0.037
333.0,,0.886,,,,,,,0.028,2.89,0.04
336.0,,0.9329999999999999,,,,,,,0.028,2.91,0.039
339.0,,0.897,,,,,,,0.028,2.79,0.036
342.0,,0.948,,,,,,,0.028,3.0,0.039
345.0,,0.961,,,,,,,0.028,2.97,0.038
348.0,,0.9890000000000001,,,,,,,0.028,3.05,0.039
351.0,,1.025,,,,,,,0.029,3.01,0.036
354.0,,0.9570000000000001,,,,,,,0.029,2.83,0.034
357.0,,0.9,,,,,,,0.029,2.7,0.03
360.0,,0.91,,,,,,,0.029,2.75,0.035
363.0,,0.983,,,,,,,0.029,2.9,0.037
366.0,,1.051,,,,,,,0.029,3.0,0.037
369.0,,1.084,,,,,,,0.029,3.19,0.038
372.0,,1.07,,,,,,,0.029,3.11,0.035
375.0,,1.063,,,,,,,0.029,3.11,0.045
378.0,,1.054,,,,,,,0.029,3.1,0.046
381.0,,1.02,,,,,,,0.029,3.0,0.045
384.0,,1.024,,,,,,,0.028,3.06,0.045
387.0,,1.002,,,,,,,0.028,3.02,0.044
390.0,,1.01,,,,,,,0.028,3.07,0.049
393.0,,1.0190000000000001,,,,,,,0.028,3.12,0.05
396.0,,1.084,,,,,,,0.028,3.27,0.046
399.0,,1.125,,,,,,,0.028,3.32,0.047
402.0,,1.16,,,,,,,0.028,3.35,0.043
405.0,,1.1300000000000001,,,,,,,0.028,3.3,0.042
408.0,,1.108,,,,,,,0.027,3.27,0.039
411.0,,1.1320000000000001,,,,,,,0.027,3.43,0.04
414.0,,1.171,,,,,,,0.027,3.55,0.036
417.0,,1.1320000000000001,,,,,,,0.027,3.47,0.036
420.0,,1.032,,,,,,,0.026,3.3,0.032
423.0,,1.052,,,,,,,0.026,3.38,0.037
426.0,,1.112,,,,,,,0.026,3.62,0.04
429.0,,1.098,,,,,,,0.026,3.6,0.04
432.0,,1.139,,,,,,,0.026,3.76,0.04
