Time (s),Mass (g),HRR (kW),MFR (kg/s),T Duct (K),O2 (Vol fr),CO2 (Vol fr),CO (Vol fr),K Smoke (1/m),Extinction Area (m2/kg),HRRPUA (kW/m2),CO2 (kg/kg),CO (kg/kg),H2O (kg/kg),H'carbs (kg/kg),HCl (kg/kg)
0.0,467.35,,0.0254,,,,,,0.0,0.0,0.007,0.0,0.00071,6e-05,0.0001
5.0,467.38,,0.0256,,,,,,0.0,0.0,3.376,0.0,0.36079,0.02886,0.0848
10.0,467.35,,0.0255,,,,,,0.0,0.0,3.19,0.0,0.48109,0.03107,0.1511
15.0,467.35,,0.0255,,,,,,0.0,-0.47,1.753,0.0,0.1507,0.02018,0.1357
20.0,467.35,,0.0255,,,,,,0.0,0.0,0.847,0.0,0.07859,0.00424,0.0632
25.0,467.29,,0.0255,,,,,,0.0,0.93,0.998,0.0,0.41603,0.00556,0.0941
30.0,467.27,,0.0255,,,,,,0.0,1.4,0.93,0.0,0.70554,0.01177,0.1252
35.0,467.27,,0.0255,,,,,,320.8,0.0,0.383,0.0,0.26868,0.00418,0.0848
40.0,467.2,,0.0255,,,,,,309.9,0.0,0.199,0.0,0.16661,0.00195,0.0768
45.0,467.07,,0.0253,,,,,,363.5,0.46,0.147,0.0,0.11652,0.00125,0.0761
50.0,466.81,,0.0253,,,,,,497.8,0.0,0.157,0.0,0.24938,0.00099,0.0772
55.0,466.54,,0.0255,,,,,,598.2,0.0,0.141,0.004,0.53011,0.00087,0.0965
60.0,466.18,,0.0254,,,,,,492.9,0.93,0.286,0.003,0.52848,0.0006,0.0787
65.0,465.86,,0.0249,,,,,,362.3,0.46,0.546,0.012,0.30092,0.00034,0.0936
70.0,464.96,,0.024,,,,,,696.2,0.87,0.657,0.009,0.21383,0.00012,0.0698
75.0,463.78,,0.0236,,,,,,1040.5,4.31,0.715,0.043,0.19595,0.00012,0.0716
80.0,462.77,,0.0238,,,,,,1197.7,3.05,0.798,0.05,0.19831,0.0003,0.0828
85.0,461.88,,0.0236,,,,,,1260.2,35.78,0.829,0.086,0.20013,0.00033,0.0922
90.0,461.09,,0.0238,,,,,,1212.9,138.47,0.84,0.096,0.20723,0.00037,0.1032
95.0,460.37,,0.024,,,,,,1155.4,208.95,0.839,0.121,0.20631,0.00041,0.1066
100.0,459.73,,0.0239,,,,,,1136.0,198.82,0.84,0.132,0.21697,0.00045,0.1077
105.0,459.13,,0.024,,,,,,1028.9,184.72,0.811,0.133,0.23005,0.00049,0.123
110.0,458.59,,0.0243,,,,,,992.5,170.64,0.8,0.139,0.23616,0.00051,0.1195
115.0,458.07,,0.024,,,,,,943.5,149.69,0.76,0.12,0.22128,0.0005,0.1106
120.0,457.51,,0.0242,,,,,,956.7,136.39,0.771,0.123,0.22698,0.00051,0.1115
125.0,456.98,,0.0242,,,,,,980.9,124.44,0.802,0.118,0.23475,0.00054,0.1145
130.0,456.48,,0.0241,,,,,,1010.2,109.23,0.807,0.122,0.23522,0.00055,0.1057
135.0,456.0,,0.0242,,,,,,993.6,106.54,0.802,0.117,0.23522,0.00056,0.1071
140.0,455.51,,0.0241,,,,,,1036.5,105.93,0.833,0.123,0.23606,0.0006,0.1067
145.0,455.06,,0.0242,,,,,,974.9,104.88,0.848,0.122,0.24813,0.00063,0.1018
150.0,454.64,,0.0241,,,,,,930.2,103.66,0.854,0.125,0.244,0.00064,0.107
155.0,454.19,,0.0243,,,,,,915.8,102.6,0.878,0.125,0.25188,0.00067,0.103
160.0,453.83,,0.0243,,,,,,867.8,101.88,0.845,0.122,0.24458,0.00066,0.0916
165.0,453.4,,0.0241,,,,,,827.9,98.05,0.817,0.113,0.242,0.00064,0.0882
170.0,452.96,,0.0242,,,,,,882.6,95.01,0.87,0.119,0.25236,0.00067,0.0932
175.0,452.56,,0.0242,,,,,,949.6,93.24,0.915,0.12,0.26443,0.0007,0.0881
180.0,452.19,,0.0243,,,,,,947.0,91.29,0.93,0.122,0.26155,0.00033,0.091
185.0,451.78,,0.0243,,,,,,945.5,90.44,0.964,0.122,0.26257,0.00034,0.0927
190.0,451.43,,0.0244,,,,,,919.7,90.12,0.95,0.119,0.2546,0.00071,0.086
195.0,451.04,,0.0242,,,,,,934.6,90.11,0.931,0.114,0.2402,0.0007,0.0801
200.0,450.63,,0.0243,,,,,,952.0,92.11,0.986,0.121,0.25958,0.00074,0.082
205.0,450.28,,0.0243,,,,,,930.7,90.73,1.001,0.121,0.26017,0.00076,0.08
210.0,449.92,,0.0244,,,,,,900.9,91.92,1.019,0.124,0.24753,0.00078,0.0776
215.0,449.56,,0.0241,,,,,,874.7,91.26,1.046,0.124,0.2524,0.0008,0.078
220.0,449.24,,0.0243,,,,,,870.2,90.79,1.049,0.126,0.25507,0.00082,0.0789
