Time (s),Mass (g),HRR (kW),MFR (kg/s),T Duct (K),O2 (Vol fr),CO2 (Vol fr),CO (Vol fr),K Smoke (1/m),MLR (g/s),CO2 (kg/kg),CO (kg/kg)
0.0,,0.0,,,,,,,0.0,0.0,0.0
3.0,,0.001,,,,,,,0.0,0.0,0.0
6.0,,0.0,,,,,,,0.0,0.0,0.0
9.0,,-0.001,,,,,,,0.0,0.0,0.0
12.0,,0.002,,,,,,,0.092,0.21,0.0
15.0,,0.026000000000000002,,,,,,,0.09,0.64,0.0
18.0,,0.091,,,,,,,0.089,1.3,-0.003
21.0,,0.166,,,,,,,0.088,2.02,-0.003
24.0,,0.244,,,,,,,0.087,2.84,-0.002
27.0,,0.322,,,,,,,0.086,3.61,0.0
30.0,,0.374,,,,,,,0.087,3.91,0.003
33.0,,0.37200000000000005,,,,,,,0.088,3.73,0.01
36.0,,0.33299999999999996,,,,,,,0.087,3.41,0.019
39.0,,0.28600000000000003,,,,,,,0.087,3.03,0.021
42.0,,0.23600000000000002,,,,,,,0.086,2.65,0.011
45.0,,0.187,,,,,,,0.085,2.3,0.0
48.0,,0.15,,,,,,,0.085,2.02,-0.005
51.0,,0.12400000000000001,,,,,,,0.084,1.82,-0.005
54.0,,0.109,,,,,,,0.084,1.69,-0.005
57.0,,0.10400000000000001,,,,,,,0.083,1.62,-0.004
60.0,,0.1,,,,,,,0.082,1.57,-0.003
63.0,,0.1,,,,,,,0.082,1.51,0.0
66.0,,0.09699999999999999,,,,,,,0.081,1.48,0.0
69.0,,0.095,,,,,,,0.08,1.45,0.002
72.0,,0.094,,,,,,,0.08,1.43,0.003
75.0,,0.09300000000000001,,,,,,,0.079,1.4,0.007
78.0,,0.09300000000000001,,,,,,,0.077,1.41,0.011
81.0,,0.092,,,,,,,0.076,1.42,0.012
84.0,,0.09,,,,,,,0.074,1.41,0.014
87.0,,0.08900000000000001,,,,,,,0.074,1.4,0.017
90.0,,0.085,,,,,,,0.073,1.38,0.02
93.0,,0.085,,,,,,,0.072,1.38,0.021
96.0,,0.087,,,,,,,0.071,1.4,0.02
99.0,,0.086,,,,,,,0.071,1.41,0.02
102.0,,0.086,,,,,,,0.07,1.42,0.019
105.0,,0.086,,,,,,,0.069,1.44,0.022
108.0,,0.084,,,,,,,0.068,1.45,0.023
111.0,,0.086,,,,,,,0.067,1.49,0.023
114.0,,0.087,,,,,,,0.066,1.53,0.025
117.0,,0.086,,,,,,,0.064,1.55,0.024
120.0,,0.085,,,,,,,0.064,1.55,0.024
123.0,,0.086,,,,,,,0.063,1.56,0.023
126.0,,0.085,,,,,,,0.062,1.56,0.023
129.0,,0.08,,,,,,,0.062,1.54,0.024
132.0,,0.078,,,,,,,0.061,1.53,0.023
135.0,,0.079,,,,,,,0.061,1.54,0.027
138.0,,0.078,,,,,,,0.06,1.52,0.025
141.0,,0.07400000000000001,,,,,,,0.059,1.51,0.032
144.0,,0.075,,,,,,,0.058,1.56,0.043
147.0,,0.075,,,,,,,0.057,1.57,0.053
150.0,,0.07400000000000001,,,,,,,0.056,1.53,0.071
153.0,,0.068,,,,,,,0.056,1.47,0.076
156.0,,0.064,,,,,,,0.056,1.44,0.08
159.0,,0.063,,,,,,,0.056,1.43,0.082
162.0,,0.064,,,,,,,0.055,1.44,0.082
165.0,,0.063,,,,,,,0.055,1.44,0.081
168.0,,0.064,,,,,,,0.054,1.45,0.076
171.0,,0.062000000000000006,,,,,,,0.054,1.43,0.073
174.0,,0.061,,,,,,,0.053,1.42,0.072
177.0,,0.062000000000000006,,,,,,,0.053,1.43,0.071
180.0,,0.061,,,,,,,0.052,1.44,0.065
183.0,,0.06,,,,,,,0.051,1.43,0.063
186.0,,0.06,,,,,,,0.051,1.43,0.064
189.0,,0.057999999999999996,,,,,,,0.051,1.45,0.063
192.0,,0.06,,,,,,,0.05,1.47,0.065
195.0,,0.062000000000000006,,,,,,,0.049,1.5,0.07
198.0,,0.061,,,,,,,0.049,1.53,0.071
201.0,,0.062000000000000006,,,,,,,0.049,1.52,0.077
204.0,,0.062000000000000006,,,,,,,0.049,1.52,0.08
207.0,,0.062000000000000006,,,,,,,0.049,1.51,0.082
210.0,,0.06,,,,,,,0.049,1.52,0.083
213.0,,0.06,,,,,,,0.049,1.51,0.085
216.0,,0.059000000000000004,,,,,,,0.048,1.51,0.082
219.0,,0.057999999999999996,,,,,,,0.049,1.51,0.08
222.0,,0.057,,,,,,,0.048,1.5,0.079
225.0,,0.06,,,,,,,0.048,1.54,0.072
228.0,,0.061,,,,,,,0.048,1.59,0.061
231.0,,0.064,,,,,,,0.047,1.65,0.048
234.0,,0.066,,,,,,,0.047,1.69,0.046
237.0,,0.067,,,,,,,0.046,1.71,0.044
240.0,,0.067,,,,,,,0.046,1.72,0.038
243.0,,0.069,,,,,,,0.047,1.72,0.04
246.0,,0.068,,,,,,,0.047,1.7,0.041
249.0,,0.069,,,,,,,0.047,1.66,0.039
252.0,,0.067,,,,,,,0.048,1.68,0.042
255.0,,0.07,,,,,,,0.048,1.7,0.044
258.0,,0.07,,,,,,,0.048,1.68,0.043
261.0,,0.069,,,,,,,0.048,1.67,0.047
264.0,,0.07,,,,,,,0.048,1.67,0.044
267.0,,0.07,,,,,,,0.048,1.68,0.043
270.0,,0.071,,,,,,,0.048,1.68,0.043
273.0,,0.071,,,,,,,0.049,1.67,0.042
276.0,,0.07200000000000001,,,,,,,0.048,1.7,0.035
279.0,,0.07400000000000001,,,,,,,0.049,1.71,0.03
282.0,,0.07400000000000001,,,,,,,0.049,1.71,0.026
285.0,,0.07400000000000001,,,,,,,0.049,1.71,0.025
288.0,,0.071,,,,,,,0.049,1.69,0.022
291.0,,0.075,,,,,,,0.048,1.75,0.02
294.0,,0.077,,,,,,,0.048,1.83,0.021
297.0,,0.08,,,,,,,0.048,1.79,0.019
300.0,,0.078,,,,,,,0.048,1.79,0.019
303.0,,0.077,,,,,,,0.047,1.82,0.021
306.0,,0.076,,,,,,,0.047,1.85,0.02
309.0,,0.078,,,,,,,0.046,1.88,0.026
312.0,,0.077,,,,,,,0.046,1.9,0.028
315.0,,0.078,,,,,,,0.045,1.94,0.025
318.0,,0.078,,,,,,,0.045,1.93,0.027
321.0,,0.078,,,,,,,0.044,1.97,0.032
324.0,,0.079,,,,,,,0.044,2.0,0.032
327.0,,0.08,,,,,,,0.044,2.01,0.026
330.0,,0.081,,,,,,,0.043,2.06,0.025
333.0,,0.08,,,,,,,0.043,2.1,0.02
336.0,,0.078,,,,,,,0.042,2.14,0.018
339.0,,0.078,,,,,,,0.041,2.17,0.018
