Time (s),Mass (g),HRR (kW),MFR (kg/s),T Duct (K),O2 (Vol fr),CO2 (Vol fr),CO (Vol fr),K Smoke (1/m),MLR (g/s),CO2 (kg/kg),CO (kg/kg)
0.0,,-0.0008800000000000001,,,,,,,0.0,0.0,0.0
6.0,,-0.00528,,,,,,,0.0,0.0,0.0
12.0,,0.0008800000000000001,,,,,,,0.0,0.0,0.0
18.0,,0.00264,,,,,,,0.0,0.0,0.0
24.0,,-0.0132,,,,,,,0.0,0.0,0.0
30.0,,0.009680000000000001,,,,,,,0.07,0.56,0.058
36.0,,0.29128000000000004,,,,,,,0.06,2.15,0.277
42.0,,1.4810400000000001,,,,,,,0.079,1.62,0.128
48.0,,1.1387200000000002,,,,,,,0.113,1.06,0.056
54.0,,0.902,,,,,,,0.14,0.9,0.053
60.0,,1.0155200000000002,,,,,,,0.141,0.98,0.086
66.0,,1.22408,,,,,,,0.118,1.29,0.17
72.0,,1.53912,,,,,,,0.083,1.92,0.275
78.0,,1.6931200000000002,,,,,,,0.047,3.62,0.376
84.0,,1.7512,,,,,,,0.027,6.47,0.41
90.0,,1.64296,,,,,,,0.014,10.68,0.386
96.0,,1.12728,,,,,,,0.013,8.94,0.298
102.0,,0.59752,,,,,,,0.011,7.18,0.363
108.0,,0.31504,,,,,,,0.008,7.59,0.578
114.0,,0.17336000000000001,,,,,,,0.013,3.9,0.342
120.0,,0.17512,,,,,,,0.008,5.97,0.509
126.0,,0.16544,,,,,,,0.004,167.03,12.82
132.0,,0.18128000000000002,,,,,,,0.01,5.02,0.389
138.0,,0.19184,,,,,,,0.008,6.33,0.478
