Time (s),Mass (g),HRR (kW),MFR (kg/s),T Duct (K),O2 (Vol fr),CO2 (Vol fr),CO (Vol fr),K Smoke (1/m),Extinction Area (m2/kg),CO2 (kg/kg),CO (kg/kg),H2O (kg/kg),H'carbs (kg/kg),HCl (kg/kg)
0.0,293.8,,,,,,,,,,,,,
5.0,293.8,0.374,,,,,,,813.0,0.55,0.0006,0.4202,0.0002,
10.0,292.30400000000003,2.0794400000000004,,,,,,,877.0,0.66,0.0182,0.4069,0.0393,
15.0,290.456,3.02016,,,,,,,941.0,0.51,0.0149,0.3122,,
20.0,288.696,3.42056,,,,,,,1005.0,0.47,0.0399,0.2988,,
25.0,287.024,3.19616,,,,,,,1069.0,0.5,0.0449,0.3008,,
30.0,285.704,2.8996,,,,,,,1132.0,0.51,0.0784,0.3113,,
35.0,284.47200000000004,2.68576,,,,,,,1197.0,0.54,0.0923,0.3361,,
40.0,283.592,2.3672,,,,,,,1193.0,0.57,0.1154,0.3759,0.065,
45.0,282.624,2.12256,,,,,,,1207.0,0.61,0.1306,0.4089,0.0611,
50.0,281.832,1.96064,,,,,,,1194.0,0.61,0.1217,0.4123,0.0608,
55.0,281.128,1.83744,,,,,,,1203.0,0.68,0.14,0.4801,0.0599,
60.0,280.336,1.74768,,,,,,,1200.0,0.7,0.1199,0.4943,0.058,
65.0,279.896,1.7098400000000002,,,,,,,1207.0,0.72,0.1292,0.5219,0.0628,
70.0,279.192,1.69928,,,,,,,1250.0,0.83,0.1176,0.542,0.061,
75.0,278.664,1.6016,,,,,,,1276.0,0.85,0.1219,0.5477,0.0551,
80.0,278.224,1.63416,,,,,,,1261.0,0.95,0.1174,0.6128,0.06,
85.0,277.784,1.61568,,,,,,,1236.0,0.97,0.1242,0.6298,0.0566,
90.0,277.432,1.57168,,,,,,,1206.0,0.99,0.1076,0.6707,0.0485,
95.0,276.992,1.51888,,,,,,,1170.0,1.0,0.1064,0.6755,0.0432,
100.0,276.552,1.5162400000000005,,,,,,,1156.0,1.01,0.0914,0.694,0.0395,
105.0,276.112,1.5470400000000002,,,,,,,1151.0,1.04,0.0917,0.7156,0.0385,
110.0,275.76,1.5602400000000003,,,,,,,1146.0,1.18,0.0887,0.7977,0.0445,
115.0,275.232,1.65792,,,,,,,1121.0,1.26,0.0894,0.8063,0.0463,
120.0,274.968,1.7054400000000003,,,,,,,1100.0,1.22,0.0799,0.8134,0.0412,
125.0,274.528,1.76528,,,,,,,1080.0,1.1,0.0726,0.733,0.0407,
130.0,274.088,1.8022400000000005,,,,,,,1084.0,1.08,0.0681,0.7078,0.0384,
