Time (s),Mass (g),HRR (kW),MFR (kg/s),T Duct (K),O2 (Vol fr),CO2 (Vol fr),CO (Vol fr),K Smoke (1/m),Extinction Area (m2/kg),HRRPUA (kW/m2),CO2 (kg/kg),CO (kg/kg),H2O (kg/kg),H'carbs (kg/kg),HCl (kg/kg)
410.0,29.73,,0.0289,,,,,,40.6,12.63,0.842,0.854,0.44526,0.09335,0.0901
415.0,29.7,,0.029,,,,,,0.0,13.29,0.932,0.943,0.46309,0.10287,0.0762
420.0,29.67,,0.0291,,,,,,65.9,12.76,0.899,0.831,0.54165,0.0937,0.0679
425.0,29.65,,0.0291,,,,,,0.0,12.76,0.856,0.846,0.50503,0.08799,0.0518
430.0,29.61,,0.0291,,,,,,0.0,12.24,1.003,1.057,0.41114,0.10408,0.0377
435.0,29.59,,0.029,,,,,,98.4,11.66,1.053,1.126,0.2061,0.11304,0.0833
440.0,29.57,,0.0291,,,,,,0.0,12.26,0.905,0.979,0.27758,0.09587,0.0618
445.0,29.54,,0.0293,,,,,,38.1,11.77,0.9,1.032,0.47224,0.0987,0.0243
450.0,29.52,,0.0288,,,,,,20.3,11.05,0.787,1.077,0.63209,0.10019,0.0091
455.0,29.5,,0.0289,,,,,,38.1,10.58,1.131,1.39,0.62046,0.13242,0.0
460.0,29.47,,0.029,,,,,,251.7,9.56,2.423,2.841,1.17815,0.27763,0.033
465.0,29.43,,0.029,,,,,,27.5,9.02,1.51,2.053,0.78142,0.19049,0.0
470.0,29.46,,0.0291,,,,,,131.5,9.05,0.954,1.177,0.1415,0.11901,0.0058
