Time (s),Mass (g),HRR (kW),MFR (kg/s),T Duct (K),O2 (Vol fr),CO2 (Vol fr),CO (Vol fr),K Smoke (1/m),MLR (g/s),HRRPUA (kW/m2),CO2 (kg/kg),CO (kg/kg)
0.0,,,,,,,,,0.0,-0.7,0.0,0.0
3.0,,,,,,,,,0.0,-0.1,0.0,0.0
6.0,,,,,,,,,0.0,0.1,0.0,0.0
9.0,,,,,,,,,0.0,-0.2,0.0,0.0
12.0,,,,,,,,,0.0,-0.4,0.0,0.0
15.0,,,,,,,,,0.0,0.0,0.0,0.0
18.0,,,,,,,,,0.0,0.4,0.0,0.0
21.0,,,,,,,,,0.0,0.2,0.0,0.0
24.0,,,,,,,,,0.0,-0.5,0.0,0.0
27.0,,,,,,,,,0.0,-0.7,0.0,0.0
30.0,,,,,,,,,0.0,-0.4,0.0,0.0
33.0,,,,,,,,,0.0,-1.0,0.0,0.0
36.0,,,,,,,,,0.0,-1.1,0.0,0.0
39.0,,,,,,,,,0.0,-0.8,0.0,0.0
42.0,,,,,,,,,0.0,-0.9,0.0,0.0
45.0,,,,,,,,,0.0,-0.9,0.0,0.0
48.0,,,,,,,,,0.0,-1.0,0.0,0.0
51.0,,,,,,,,,0.0,-0.6,0.0,0.0
54.0,,,,,,,,,0.0,0.0,0.0,0.0
57.0,,,,,,,,,0.0,-0.7,0.0,0.0
60.0,,,,,,,,,0.155,1.0,1.52,-0.213
63.0,,,,,,,,,0.155,24.1,1.55,-0.213
66.0,,,,,,,,,0.154,97.4,1.56,-0.217
69.0,,,,,,,,,0.154,174.6,1.55,-0.218
72.0,,,,,,,,,0.152,216.6,1.48,-0.22
75.0,,,,,,,,,0.151,230.2,1.45,-0.222
78.0,,,,,,,,,0.149,229.5,1.48,-0.224
81.0,,,,,,,,,0.148,224.7,1.48,-0.226
84.0,,,,,,,,,0.148,214.1,1.43,-0.227
87.0,,,,,,,,,0.148,206.1,1.39,-0.228
90.0,,,,,,,,,0.147,205.4,1.37,-0.23
93.0,,,,,,,,,0.146,204.0,1.36,-0.232
96.0,,,,,,,,,0.144,198.2,1.33,-0.236
99.0,,,,,,,,,0.143,190.0,1.3,-0.238
102.0,,,,,,,,,0.142,185.8,1.32,-0.241
105.0,,,,,,,,,0.141,181.8,1.3,-0.243
108.0,,,,,,,,,0.14,174.8,1.29,-0.245
111.0,,,,,,,,,0.138,169.1,1.26,-0.248
114.0,,,,,,,,,0.137,168.0,1.28,-0.251
117.0,,,,,,,,,0.136,164.7,1.28,-0.251
120.0,,,,,,,,,0.135,161.7,1.27,-0.254
123.0,,,,,,,,,0.135,156.1,1.24,-0.255
126.0,,,,,,,,,0.133,154.4,1.26,-0.258
129.0,,,,,,,,,0.133,153.5,1.26,-0.259
132.0,,,,,,,,,0.132,151.7,1.26,-0.262
135.0,,,,,,,,,0.131,148.5,1.24,-0.265
138.0,,,,,,,,,0.13,145.9,1.25,-0.267
141.0,,,,,,,,,0.128,145.6,1.27,-0.271
144.0,,,,,,,,,0.126,144.2,1.25,-0.275
147.0,,,,,,,,,0.125,139.4,1.23,-0.277
150.0,,,,,,,,,0.125,138.9,1.18,-0.278
153.0,,,,,,,,,0.124,140.2,1.18,-0.281
156.0,,,,,,,,,0.123,137.2,1.17,-0.284
159.0,,,,,,,,,0.122,132.2,1.17,-0.285
162.0,,,,,,,,,0.121,127.5,1.17,-0.288
165.0,,,,,,,,,0.12,123.9,1.15,-0.29
168.0,,,,,,,,,0.119,123.8,1.2,-0.295
171.0,,,,,,,,,0.118,123.7,1.2,-0.296
174.0,,,,,,,,,0.117,122.9,1.17,-0.299
177.0,,,,,,,,,0.116,122.0,1.19,-0.303
180.0,,,,,,,,,0.115,123.4,1.19,-0.303
183.0,,,,,,,,,0.115,123.6,1.2,-0.304
186.0,,,,,,,,,0.115,121.2,1.16,-0.304
189.0,,,,,,,,,0.115,119.7,1.15,-0.304
192.0,,,,,,,,,0.115,118.9,1.17,-0.303
195.0,,,,,,,,,0.115,119.5,1.15,-0.306
198.0,,,,,,,,,0.115,116.7,1.14,-0.307
201.0,,,,,,,,,0.114,115.3,1.15,-0.307
204.0,,,,,,,,,0.115,115.2,1.14,-0.305
207.0,,,,,,,,,0.115,114.8,1.13,-0.305
210.0,,,,,,,,,0.116,112.1,1.11,-0.303
213.0,,,,,,,,,0.116,112.7,1.1,-0.304
216.0,,,,,,,,,0.116,112.3,1.12,-0.305
219.0,,,,,,,,,0.114,111.1,1.13,-0.308
222.0,,,,,,,,,0.114,108.8,1.11,-0.308
225.0,,,,,,,,,0.114,107.9,1.08,-0.31
228.0,,,,,,,,,0.114,108.6,1.08,-0.312
231.0,,,,,,,,,0.113,108.5,1.1,-0.316
234.0,,,,,,,,,0.11,106.0,1.12,-0.321
237.0,,,,,,,,,0.108,104.1,1.13,-0.328
240.0,,,,,,,,,0.107,101.9,1.12,-0.329
243.0,,,,,,,,,0.106,102.5,1.15,-0.333
246.0,,,,,,,,,0.105,103.4,1.12,-0.337
249.0,,,,,,,,,0.105,102.3,1.11,-0.337
252.0,,,,,,,,,0.106,102.1,1.11,-0.336
255.0,,,,,,,,,0.106,102.2,1.08,-0.334
258.0,,,,,,,,,0.107,100.9,1.1,-0.332
261.0,,,,,,,,,0.107,98.8,1.1,-0.331
264.0,,,,,,,,,0.107,98.8,1.1,-0.331
