Time (s),Mass (g),HRR (kW),MFR (kg/s),T Duct (K),O2 (Vol fr),CO2 (Vol fr),CO (Vol fr),K Smoke (1/m),MLR (g/s),CO2 (kg/kg),CO (kg/kg)
0.0,,0.038,,,,,,,0.0,0.0,0.0
3.0,,0.01,,,,,,,0.02,0.7,-5.948
6.0,,0.013999999999999999,,,,,,,0.018,0.81,-6.532
9.0,,0.028999999999999998,,,,,,,0.017,0.84,-6.871
12.0,,0.017,,,,,,,0.017,0.91,-6.975
15.0,,0.012,,,,,,,0.017,0.92,-7.1
18.0,,0.002,,,,,,,0.016,0.95,-7.176
21.0,,0.012,,,,,,,0.016,0.95,-7.158
24.0,,0.01,,,,,,,0.016,1.01,-7.346
27.0,,0.031000000000000003,,,,,,,0.016,1.02,-7.391
30.0,,0.033,,,,,,,0.016,1.05,-7.337
33.0,,0.036000000000000004,,,,,,,0.015,1.11,-7.717
36.0,,0.031000000000000003,,,,,,,0.015,1.16,-8.013
39.0,,0.024,,,,,,,0.014,1.15,-8.15
42.0,,0.040999999999999995,,,,,,,0.014,1.21,-8.65
45.0,,0.038,,,,,,,0.013,1.2,-9.11
48.0,,0.026000000000000002,,,,,,,0.013,1.16,-9.101
51.0,,0.019,,,,,,,0.013,1.19,-9.184
54.0,,0.033,,,,,,,0.012,1.19,-9.442
57.0,,0.04,,,,,,,0.013,1.15,-9.289
60.0,,0.033,,,,,,,0.013,1.15,-9.135
63.0,,0.040999999999999995,,,,,,,0.013,1.12,-9.07
66.0,,0.024,,,,,,,0.013,1.12,-9.092
69.0,,0.031000000000000003,,,,,,,0.013,1.19,-9.401
72.0,,0.026000000000000002,,,,,,,0.012,1.26,-9.781
75.0,,0.024,,,,,,,0.012,1.31,-9.938
78.0,,0.05,,,,,,,0.011,1.34,-10.251
81.0,,0.045,,,,,,,0.011,1.43,-10.824
84.0,,0.036000000000000004,,,,,,,0.011,1.45,-10.642
87.0,,0.038,,,,,,,0.011,1.5,-10.737
90.0,,0.038,,,,,,,0.01,1.51,-11.206
