Time (s),Mass (g),HRR (kW),MFR (kg/s),T Duct (K),O2 (Vol fr),CO2 (Vol fr),CO (Vol fr),K Smoke (1/m),MLR (g/s),HRRPUA (kW/m2),CO2 (kg/kg),CO (kg/kg)
0.0,,,,,,,,,0.0,1.2,0.0,0.0
5.0,,,,,,,,,0.002,0.7,89.69,1.956
10.0,,,,,,,,,0.002,0.7,90.35,2.758
15.0,,,,,,,,,0.002,1.2,96.22,2.461
20.0,,,,,,,,,0.002,2.4,94.88,3.73
25.0,,,,,,,,,0.011,1.0,2.56,0.08
30.0,,,,,,,,,0.025,1.5,1.11,0.032
35.0,,,,,,,,,0.025,0.7,1.11,0.042
40.0,,,,,,,,,0.033,1.0,0.83,0.031
45.0,,,,,,,,,0.05,6.8,0.68,0.047
50.0,,,,,,,,,0.044,94.1,2.24,0.148
55.0,,,,,,,,,0.015,48.1,4.47,0.172
60.0,,,,,,,,,,,,
65.0,,,,,,,,,,,,
70.0,,,,,,,,,0.012,1.2,2.28,0.121
75.0,,,,,,,,,0.013,2.7,2.04,0.099
80.0,,,,,,,,,0.01,1.2,2.82,0.189
85.0,,,,,,,,,0.004,1.0,93.59,3.03
90.0,,,,,,,,,0.003,1.5,92.47,3.966
95.0,,,,,,,,,0.005,2.4,92.62,3.531
100.0,,,,,,,,,0.005,1.0,95.31,3.95
105.0,,,,,,,,,0.007,2.9,4.18,0.226
110.0,,,,,,,,,0.005,0.7,93.48,2.114
115.0,,,,,,,,,0.005,1.7,93.02,1.174
120.0,,,,,,,,,0.005,1.2,94.24,2.227
125.0,,,,,,,,,0.011,1.2,2.62,0.111
130.0,,,,,,,,,0.014,1.2,1.99,0.053
135.0,,,,,,,,,0.006,2.7,4.33,0.152
140.0,,,,,,,,,0.006,1.9,4.35,0.161
145.0,,,,,,,,,0.011,2.2,2.5,0.105
155.0,,,,,,,,,0.005,0.5,97.02,4.693
160.0,,,,,,,,,0.005,0.5,96.89,3.716
165.0,,,,,,,,,0.005,1.9,96.88,3.578
170.0,,,,,,,,,0.005,2.4,94.39,4.638
175.0,,,,,,,,,0.001,1.7,95.29,4.855
180.0,,,,,,,,,0.009,1.0,3.19,0.109
185.0,,,,,,,,,0.019,1.7,1.47,0.049
190.0,,,,,,,,,0.02,1.7,1.4,0.064
195.0,,,,,,,,,0.012,1.0,2.35,0.129
200.0,,,,,,,,,0.006,1.0,4.6,0.141
205.0,,,,,,,,,0.008,1.4,3.39,0.126
210.0,,,,,,,,,0.014,1.4,1.95,0.088
215.0,,,,,,,,,0.005,1.4,94.47,3.913
220.0,,,,,,,,,0.005,0.5,93.09,3.93
225.0,,,,,,,,,0.005,1.2,94.7,4.051
