Time (s),Mass (g),HRR (kW),MFR (kg/s),T Duct (K),O2 (Vol fr),CO2 (Vol fr),CO (Vol fr),K Smoke (1/m),MLR (g/s),CO2 (kg/kg),CO (kg/kg)
0.0,,0.007040000000000001,,,,,,,0.0,0.0,0.0
6.0,,0.01056,,,,,,,0.0,0.0,0.0
12.0,,-0.00264,,,,,,,0.0,0.0,0.0
18.0,,0.03608,,,,,,,0.0,0.0,0.0
24.0,,0.02112,,,,,,,0.0,0.0,0.0
30.0,,0.0,,,,,,,0.0,0.0,0.0
36.0,,0.014080000000000002,,,,,,,0.095,0.28,0.012
42.0,,0.019360000000000002,,,,,,,0.122,0.22,0.011
48.0,,0.02904,,,,,,,0.093,0.32,0.021
54.0,,0.10648,,,,,,,0.097,1.32,0.096
60.0,,1.5699200000000002,,,,,,,0.117,1.37,0.08
66.0,,1.6482400000000001,,,,,,,0.114,1.32,0.062
72.0,,1.2355200000000002,,,,,,,0.092,1.64,0.144
84.0,,1.4775200000000002,,,,,,,0.06,2.71,0.274
88.0,,1.5171200000000002,,,,,,,0.039,3.77,0.299
90.0,,1.20208,,,,,,,0.034,3.77,0.235
96.0,,0.96888,,,,,,,0.039,3.0,0.155
102.0,,0.79464,,,,,,,0.031,3.2,0.154
108.0,,0.6116,,,,,,,0.018,5.46,0.26
114.0,,0.66176,,,,,,,0.017,5.8,0.242
120.0,,0.6212799999999999,,,,,,,0.02,4.33,0.195
126.0,,0.46024,,,,,,,0.016,4.47,0.236
132.0,,0.33528,,,,,,,0.008,7.89,0.426
138.0,,0.32384,,,,,,,0.009,7.04,0.397
144.0,,0.26928,,,,,,,0.01,5.27,0.321
150.0,,0.22792,,,,,,,0.011,4.82,0.334
156.0,,0.21296,,,,,,,0.009,5.52,0.414
162.0,,0.21384000000000003,,,,,,,0.007,6.31,0.456
168.0,,0.21208000000000002,,,,,,,0.01,5.13,0.408
174.0,,0.2156,,,,,,,0.013,3.75,0.262
180.0,,0.22,,,,,,,0.009,5.49,0.381
186.0,,0.19360000000000002,,,,,,,0.012,4.32,0.335
192.0,,0.29568000000000005,,,,,,,0.016,3.29,0.266
198.0,,0.24552000000000002,,,,,,,0.014,3.81,0.313
204.0,,0.25696,,,,,,,0.012,4.54,0.338
210.0,,0.2508,,,,,,,0.022,2.62,0.217
216.0,,0.3168,,,,,,,0.026,2.28,0.174
222.0,,0.31416000000000005,,,,,,,0.017,3.67,0.264
228.0,,0.33088,,,,,,,0.016,5.13,0.252
234.0,,0.5244800000000001,,,,,,,0.014,5.5,0.313
240.0,,0.38456000000000007,,,,,,,0.015,4.41,0.299
246.0,,0.33440000000000003,,,,,,,0.018,3.68,0.223
252.0,,0.31592000000000003,,,,,,,0.012,5.3,0.366
258.0,,0.32032,,,,,,,0.009,7.21,0.561
264.0,,0.30888000000000004,,,,,,,0.008,7.05,0.602
270.0,,0.25168,,,,,,,0.012,4.51,0.393
276.0,,0.23056000000000001,,,,,,,0.012,4.47,0.365
282.0,,0.22704000000000002,,,,,,,0.011,4.96,0.4
288.0,,0.23232,,,,,,,0.011,4.79,0.392
294.0,,0.23056000000000001,,,,,,,0.005,174.6,13.299
300.0,,0.21824000000000002,,,,,,,0.009,5.7,0.448
306.0,,0.21736,,,,,,,0.011,4.35,0.315
312.0,,0.18128000000000002,,,,,,,0.012,4.24,0.358
318.0,,0.21824000000000002,,,,,,,0.011,4.59,0.387
324.0,,0.21384000000000003,,,,,,,0.008,6.44,0.556
330.0,,0.22,,,,,,,0.008,6.07,0.494
336.0,,0.18480000000000002,,,,,,,0.008,6.29,0.536
342.0,,0.18392,,,,,,,0.009,5.04,0.436
348.0,,0.19360000000000002,,,,,,,0.007,6.75,0.576
