Time (s),Mass (g),HRR (kW),MFR (kg/s),T Duct (K),O2 (Vol fr),CO2 (Vol fr),CO (Vol fr),K Smoke (1/m),MLRPUA (g/s-m2),HRRPUA (kW/m2)
0.0,,,,,,,,,,0.0
3.0,,,,,,,,,,-1.7433
6.0,,,,,,,,,,-6.4405
9.0,,,,,,,,,,-3.3457
12.0,,,,,,,,,,-11.7267
15.0,,,,,,,,,,-0.1721
18.0,,,,,,,,,,-10.9594
21.0,,,,,,,,,,2.403
24.0,,,,,,,,,,-1.6449
27.0,,,,,,,,,,-1.7525
30.0,,,,,,,,,,-13.2362
33.0,,,,,,,,,,-1.3871
36.0,,,,,,,,,,-1.5973
39.0,,,,,,,,,,-2.1599
42.0,,,,,,,,,,-1.2625
45.0,,,,,,,,,,5.495
48.0,,,,,,,,,,-3.506
51.0,,,,,,,,,,-8.9088
54.0,,,,,,,,,,-1.0194
57.0,,,,,,,,,,-7.5433
60.0,,,,,,,,,,6.0565
63.0,,,,,,,,,,-8.5639
66.0,,,,,,,,,,-3.1604
69.0,,,,,,,,,,2.0512
72.0,,,,,,,,,,-9.257
75.0,,,,,,,,,,5.7721
78.0,,,,,,,,,,-9.9756
81.0,,,,,,,,,,-1.0396
84.0,,,,,,,,,,-3.7978
87.0,,,,,,,,,,-3.3513
90.0,,,,,,,,,,-1.938
93.0,,,,,,,,,,1.0804
96.0,,,,,,,,,,9.4479
99.0,,,,,,,,,,-11.7754
102.0,,,,,,,,,,-1.3811
105.0,,,,,,,,,,-2.4318
108.0,,,,,,,,,,-8.5477
111.0,,,,,,,,,,-11.9762
114.0,,,,,,,,,,6.9009
117.0,,,,,,,,,,-3.3058
120.0,,,,,,,,,,-3.1833
123.0,,,,,,,,,,3.8629
126.0,,,,,,,,,,-6.9823
129.0,,,,,,,,,,-2.26
132.0,,,,,,,,,,-2.2083
135.0,,,,,,,,,,0.8274
138.0,,,,,,,,,,-6.4675
141.0,,,,,,,,,,0.1207
144.0,,,,,,,,,,-5.9832
147.0,,,,,,,,,,-7.1093
150.0,,,,,,,,,,-1.1729
153.0,,,,,,,,,,10.27
156.0,,,,,,,,,,-2.8302
159.0,,,,,,,,,,0.6329
162.0,,,,,,,,,,-4.6993
165.0,,,,,,,,,,-2.5207
168.0,,,,,,,,,,5.2564
171.0,,,,,,,,,,-1.8702
174.0,,,,,,,,,,0.2133
177.0,,,,,,,,,,1.877
180.0,,,,,,,,,,-8.4557
183.0,,,,,,,,,,1.4919
186.0,,,,,,,,,,-13.236
189.0,,,,,,,,,,2.3288
192.0,,,,,,,,,,5.1211
195.0,,,,,,,,,,-8.1725
198.0,,,,,,,,,,-1.3698
201.0,,,,,,,,,,-5.7128
204.0,,,,,,,,,,-7.8009
207.0,,,,,,,,,,-5.3759
210.0,,,,,,,,,,3.7892
213.0,,,,,,,,,,-2.8931
216.0,,,,,,,,,,2.1912
219.0,,,,,,,,,,-10.3485
222.0,,,,,,,,,,0.6097
225.0,,,,,,,,,,-1.7134
228.0,,,,,,,,,,-7.6168
231.0,,,,,,,,,,-5.2077
234.0,,,,,,,,,,7.2396
237.0,,,,,,,,,,-4.1427
240.0,,,,,,,,,,-10.5314
243.0,,,,,,,,,,1.1341
246.0,,,,,,,,,,7.4487
249.0,,,,,,,,,,-7.9965
252.0,,,,,,,,,,-5.5972
255.0,,,,,,,,,,2.5065
258.0,,,,,,,,,,-6.4572
261.0,,,,,,,,,,5.7538
264.0,,,,,,,,,,-13.1007
267.0,,,,,,,,,,2.954
270.0,,,,,,,,,,-7.5634
273.0,,,,,,,,,,-2.6506
276.0,,,,,,,,,,0.6618
279.0,,,,,,,,,,-6.1906
282.0,,,,,,,,,,2.7191
285.0,,,,,,,,,,-4.8226
288.0,,,,,,,,,,-2.7126
291.0,,,,,,,,,,-5.014
294.0,,,,,,,,,,-4.2924
297.0,,,,,,,,,,-0.276
300.0,,,,,,,,,,-4.0676
303.0,,,,,,,,,,-7.352
306.0,,,,,,,,,,5.6028
309.0,,,,,,,,,,-5.0575
312.0,,,,,,,,,,11.9984
315.0,,,,,,,,,,-8.0388
318.0,,,,,,,,,,-3.5595
321.0,,,,,,,,,,-0.6033
324.0,,,,,,,,,,1.267
327.0,,,,,,,,,,-4.874
330.0,,,,,,,,,,2.1804
333.0,,,,,,,,,,-1.5852
336.0,,,,,,,,,,-3.2357
339.0,,,,,,,,,,-9.961
342.0,,,,,,,,,,8.162
345.0,,,,,,,,,,3.829
348.0,,,,,,,,,,-5.6864
351.0,,,,,,,,,,3.5173
354.0,,,,,,,,,,1.8785
357.0,,,,,,,,,0.8143879173290939,0.4098
360.0,,,,,,,,,4.035019455252918,1.3481
363.0,,,,,,,,,7.027000110656191,25.4012
366.0,,,,,,,,,8.044623018193361,96.3054
369.0,,,,,,,,,8.556382409610256,196.7292
372.0,,,,,,,,,7.66039331782618,202.8656
375.0,,,,,,,,,7.968667898751608,175.9195
378.0,,,,,,,,,8.739383278265448,151.0314
381.0,,,,,,,,,9.906962913788217,143.2636
384.0,,,,,,,,,10.467924788630912,136.5635
387.0,,,,,,,,,10.948057847485485,132.5558
390.0,,,,,,,,,11.58802689792389,138.0331
393.0,,,,,,,,,10.928205843629296,125.3345
396.0,,,,,,,,,11.256993154736756,119.8836
399.0,,,,,,,,,11.273396301819847,115.6549
402.0,,,,,,,,,11.036160768823551,108.406
405.0,,,,,,,,,11.228110526481617,106.9107
408.0,,,,,,,,,11.336499111239718,109.6965
411.0,,,,,,,,,10.87100118027403,105.9216
414.0,,,,,,,,,10.603929931777913,99.9431
417.0,,,,,,,,,10.76066177262061,99.9687
420.0,,,,,,,,,10.081879834223532,90.9809
423.0,,,,,,,,,10.704390751419496,96.7131
426.0,,,,,,,,,10.00107312257206,93.196
429.0,,,,,,,,,9.760092272202998,88.851
432.0,,,,,,,,,10.064220678346423,93.2913
435.0,,,,,,,,,9.34948427079536,87.1989
438.0,,,,,,,,,9.638540863007597,88.7006
